P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,delta,load,T_HTF_in_K,T_amb_input_K,eta_gross,eta_Q
41727818.15,1271.63,24738537.16,2.86,850.49,82.59,0.61,1183.46,270.63,0.5774708258986831,1.0322954348485496
63340218.78,1097.88,24809573.0,2.94,825.15,40.42,0.99,1048.59,279.51,0.5003890295362283,0.9930040892040409
63340218.78,1097.88,24809573.0,2.94,825.15,40.42,0.79,1057.32,306.46,0.520037784392324,0.9902835107041459
63340218.78,1097.88,24809573.0,2.94,825.15,40.42,0.66,1041.5,302.44,0.3664068232247287,0.8990088755856874
63340218.78,1097.88,24809573.0,2.94,825.15,40.42,0.85,1051.45,294.52,0.5145996820819597,0.9915185716357574
63340218.78,1097.88,24809573.0,2.94,825.15,40.42,0.55,1052.8,265.9,0.44972337502443427,0.9586393577211078
63340218.78,1097.88,24809573.0,2.94,825.15,40.42,0.92,1042.64,284.63,0.5111453440639753,1.0058955343433256
63340218.78,1097.88,24809573.0,2.94,825.15,40.42,0.75,1045.81,317.52,0.5276730119179687,0.9944801872735657
63340218.78,1097.88,24809573.0,2.94,825.15,40.42,0.63,1037.88,272.77,0.38971453122097754,0.905381839631117
109600837.81,1039.57,24390549.05,2.95,832.12,40.27,0.57,990.46,297.77,0.2034130813913609,0.8073115694561298
109600837.81,1039.57,24390549.05,2.95,832.12,40.27,1.01,998.84,280.61,0.42789786673430324,0.9734587251425703
109600837.81,1039.57,24390549.05,2.95,832.12,40.27,0.96,992.09,265.29,0.4117940901252179,0.956527874750391
109600837.81,1039.57,24390549.05,2.95,832.12,40.27,0.91,979.59,316.59,0.38090212326688994,0.9411304858131492
109600837.81,1039.57,24390549.05,2.95,832.12,40.27,0.53,984.54,272.97,0.15686704884671537,0.7679567049185873
109600837.81,1039.57,24390549.05,2.95,832.12,40.27,0.73,982.98,293.62,0.32137769599814375,0.8934558647721039
109600837.81,1039.57,24390549.05,2.95,832.12,40.27,0.66,996.3,311.07,0.28893860968413315,0.8746541340677267
109600837.81,1039.57,24390549.05,2.95,832.12,40.27,0.83,989.12,288.55,0.3743599682291653,0.9363851926874144
143009269.71,1192.87,24848108.94,2.81,831.38,41.17,0.76,1133.18,307.84,0.5452104676817052,1.0057437058106395
143009269.71,1192.87,24848108.94,2.81,831.38,41.17,0.63,1139.03,315.35,0.5439439236300304,1.0040055691167675
143009269.71,1192.87,24848108.94,2.81,831.38,41.17,0.84,1150.4,266.05,0.5625071188070495,1.016371955050457
143009269.71,1192.87,24848108.94,2.81,831.38,41.17,0.55,1135.27,301.6,0.5404623683651306,0.9991392392124567
143009269.71,1192.87,24848108.94,2.81,831.38,41.17,0.9,1146.29,280.62,0.5624471250787674,1.0163346026559843
143009269.71,1192.87,24848108.94,2.81,831.38,41.17,1.02,1147.21,289.73,0.5645575892647848,1.0204059714305618
143009269.71,1192.87,24848108.94,2.81,831.38,41.17,0.64,1143.63,292.1,0.5533786971968622,1.0066541221294403
143009269.71,1192.87,24848108.94,2.81,831.38,41.17,0.93,1140.24,276.82,0.5610565744828933,1.0145226484094068
147328497.95,1078.69,24464955.18,2.81,843.95,94.86,0.95,981.32,265.25,0.41717168535129223,0.958080874934048
147328497.95,1078.69,24464955.18,2.81,843.95,94.86,0.76,973.68,281.39,0.35975789135379593,0.9213396237335173
147328497.95,1078.69,24464955.18,2.81,843.95,94.86,0.87,983.12,304.38,0.39408124688209073,0.9527569279666506
147328497.95,1078.69,24464955.18,2.81,843.95,94.86,0.5,966.78,316.95,0.12941183671681913,0.7521990942901966
147328497.95,1078.69,24464955.18,2.81,843.95,94.86,1.04,964.94,291.63,0.41842034057013683,0.9599043629187675
147328497.95,1078.69,24464955.18,2.81,843.95,94.86,0.79,971.15,309.84,0.36006594055532365,0.9302398048597076
147328497.95,1078.69,24464955.18,2.81,843.95,94.86,0.59,974.03,287.17,0.2552793810622532,0.8401595457769169
147328497.95,1078.69,24464955.18,2.81,843.95,94.86,0.7,978.72,272.65,0.33759434908592156,0.9038108353248739
13021538.09,1111.84,24559404.05,2.97,804.19,31.66,0.68,1067.29,314.0,0.0,0.544080912906473
13021538.09,1111.84,24559404.05,2.97,804.19,31.66,0.92,1060.47,288.21,-1000,-1000
13021538.09,1111.84,24559404.05,2.97,804.19,31.66,0.54,1078.63,282.99,0.5143448163312492,0.9998112767085692
13021538.09,1111.84,24559404.05,2.97,804.19,31.66,1.0,1068.94,305.87,0.4955366223320572,1.0132173057851481
13021538.09,1111.84,24559404.05,2.97,804.19,31.66,0.76,1071.88,271.71,-1000,-1000
13021538.09,1111.84,24559404.05,2.97,804.19,31.66,0.89,1075.79,267.7,-1000,-1000
13021538.09,1111.84,24559404.05,2.97,804.19,31.66,0.62,1074.95,295.41,0.5129864498785172,0.9959286303380525
13021538.09,1111.84,24559404.05,2.97,804.19,31.66,0.8,1063.59,304.4,0.5768083008531921,2.342448534961001
58005478.93,1259.37,24742063.94,2.78,806.86,58.31,0.58,1190.57,300.79,0.5785963118962555,1.0377173859457398
58005478.93,1259.37,24742063.94,2.78,806.86,58.31,0.82,1185.67,273.2,0.5957757104437742,1.055987916427375
58005478.93,1259.37,24742063.94,2.78,806.86,58.31,1.02,1181.06,306.77,0.5901498609495701,1.0639984652983778
58005478.93,1259.37,24742063.94,2.78,806.86,58.31,0.89,1195.76,268.09,0.6013729374106815,1.0688827520017448
58005478.93,1259.37,24742063.94,2.78,806.86,58.31,0.5,1198.58,292.17,0.5847602935684147,1.0347151236023129
58005478.93,1259.37,24742063.94,2.78,806.86,58.31,0.76,1191.09,280.28,0.5957567980113739,1.0560017686020113
58005478.93,1259.37,24742063.94,2.78,806.86,58.31,0.98,1188.31,312.62,0.5918815469654652,1.0679008622199329
58005478.93,1259.37,24742063.94,2.78,806.86,58.31,0.69,1197.41,287.79,0.5950897492097121,1.0552907260411366
140516172.87,1036.97,24296296.0,2.9,806.68,25.12,0.86,1009.17,308.76,0.378040053560698,0.9244066751624056
140516172.87,1036.97,24296296.0,2.9,806.68,25.12,0.78,995.4,296.22,-1000,-1000
140516172.87,1036.97,24296296.0,2.9,806.68,25.12,0.77,1000.98,279.78,-1000,-1000
140516172.87,1036.97,24296296.0,2.9,806.68,25.12,0.51,993.96,272.71,0.5140764848921616,0.9962047700705389
140516172.87,1036.97,24296296.0,2.9,806.68,25.12,0.94,997.85,317.39,0.4023792237712487,0.9402535789269979
140516172.87,1036.97,24296296.0,2.9,806.68,25.12,0.99,1006.79,290.52,0.43434857843428715,0.9655435117290764
140516172.87,1036.97,24296296.0,2.9,806.68,25.12,0.64,1009.44,266.92,0.4126857661865667,0.9413662206689459
140516172.87,1036.97,24296296.0,2.9,806.68,25.12,0.6,1002.03,301.38,0.22483010881445692,0.8080730388903579
16743980.69,1165.72,24734780.73,2.88,826.73,68.91,0.79,1086.6,280.73,0.4550836437219017,0.9666146143230234
16743980.69,1165.72,24734780.73,2.88,826.73,68.91,0.68,1089.03,298.33,0.5156995174513684,1.0038723934084193
16743980.69,1165.72,24734780.73,2.88,826.73,68.91,0.6,1079.15,272.04,0.5238790501702182,1.0052378664806731
16743980.69,1165.72,24734780.73,2.88,826.73,68.91,0.56,1090.1,286.08,0.5258096520887849,1.0012883696583148
16743980.69,1165.72,24734780.73,2.88,826.73,68.91,0.88,1080.99,312.78,0.3605202828003444,0.8993759710450547
16743980.69,1165.72,24734780.73,2.88,826.73,68.91,1.04,1094.02,295.23,0.5197090101179261,1.0033044523649706
16743980.69,1165.72,24734780.73,2.88,826.73,68.91,0.75,1096.47,309.94,0.47147819218849185,0.975000787391595
16743980.69,1165.72,24734780.73,2.88,826.73,68.91,0.93,1083.94,266.17,0.5065986972263181,2.3790946097978236
94913328.15,1243.94,24412133.28,2.98,834.64,69.04,0.64,1171.34,310.57,0.5485674055757296,1.020280191229272
94913328.15,1243.94,24412133.28,2.98,834.64,69.04,0.93,1157.83,271.38,0.5623481501457959,1.0303027289231326
94913328.15,1243.94,24412133.28,2.98,834.64,69.04,0.65,1166.55,291.78,0.5544686354419354,1.0170818110670092
94913328.15,1243.94,24412133.28,2.98,834.64,69.04,0.8,1161.24,299.86,0.5505500574280051,1.0244178140792208
94913328.15,1243.94,24412133.28,2.98,834.64,69.04,1.05,1167.72,264.5,0.569747376566322,1.045888514836327
94913328.15,1243.94,24412133.28,2.98,834.64,69.04,0.56,1172.88,284.16,0.5548994560771768,1.0154574067979023
94913328.15,1243.94,24412133.28,2.98,834.64,69.04,0.85,1164.34,281.27,0.5626076370688365,1.0309295664697733
94913328.15,1243.94,24412133.28,2.98,834.64,69.04,0.72,1156.17,311.54,0.5455884671421464,1.0149742403870285
139664971.27,1076.07,24922528.45,2.96,809.9,25.8,0.58,1049.27,283.56,0.3916118526764413,0.9053956674237911
139664971.27,1076.07,24922528.45,2.96,809.9,25.8,0.54,1031.97,296.1,0.6191559811435046,1.1989046255248348
139664971.27,1076.07,24922528.45,2.96,809.9,25.8,0.77,1045.27,315.06,0.5212936524885518,0.9872088651632475
139664971.27,1076.07,24922528.45,2.96,809.9,25.8,0.8,1045.86,264.1,0.5240233385813506,0.9857028166329622
139664971.27,1076.07,24922528.45,2.96,809.9,25.8,1.02,1034.46,301.2,0.4764470556321413,0.9717843332559379
139664971.27,1076.07,24922528.45,2.96,809.9,25.8,0.9,1036.1,283.82,0.5108561909566411,1.001460466945849
139664971.27,1076.07,24922528.45,2.96,809.9,25.8,0.92,1040.43,309.22,0.5010663239850889,1.005103624480223
139664971.27,1076.07,24922528.45,2.96,809.9,25.8,0.65,1038.57,275.58,0.33891427305526683,0.8683685819435378
127866552.36,1105.95,24211439.44,2.96,826.97,51.37,0.89,1040.49,272.55,-1000,-1000
127866552.36,1105.95,24211439.44,2.96,826.97,51.37,0.92,1038.68,303.45,-1000,-1000
127866552.36,1105.95,24211439.44,2.96,826.97,51.37,0.78,1043.83,295.4,-1000,-1000
127866552.36,1105.95,24211439.44,2.96,826.97,51.37,0.6,1048.68,313.01,0.21351672242906616,0.7908656262218645
127866552.36,1105.95,24211439.44,2.96,826.97,51.37,0.71,1053.39,290.55,-1000,-1000
127866552.36,1105.95,24211439.44,2.96,826.97,51.37,0.56,1036.82,282.04,-0.0,-1.804178389552024
127866552.36,1105.95,24211439.44,2.96,826.97,51.37,0.66,1046.26,267.41,-1000,-1000
127866552.36,1105.95,24211439.44,2.96,826.97,51.37,1.0,1051.93,305.22,0.46784103961631546,0.9750799497045666
54716645.61,1191.41,24794110.48,2.76,834.49,60.11,0.67,1116.96,281.63,0.545270361779046,0.9998835792467955
54716645.61,1191.41,24794110.48,2.76,834.49,60.11,0.61,1130.49,314.25,0.5390653588637175,1.0000905112734793
54716645.61,1191.41,24794110.48,2.76,834.49,60.11,0.79,1126.01,264.36,0.5492556024244722,1.0003725114673125
54716645.61,1191.41,24794110.48,2.76,834.49,60.11,0.71,1120.72,270.74,0.5468152682892435,1.0000280229152705
54716645.61,1191.41,24794110.48,2.76,834.49,60.11,0.91,1113.18,299.15,0.5380916947597136,1.0000590660941548
54716645.61,1191.41,24794110.48,2.76,834.49,60.11,0.54,1127.84,296.31,0.5390653910915258,1.0000417450104582
54716645.61,1191.41,24794110.48,2.76,834.49,60.11,1.01,1121.99,310.36,0.5419167656554685,1.0010974878929253
54716645.61,1191.41,24794110.48,2.76,834.49,60.11,0.92,1114.62,284.88,0.5477931659257873,1.0000786602680123
40643048.38,1216.68,24494615.57,2.81,812.63,95.46,0.66,1106.28,304.43,0.5263855074449529,0.9987639501435142
40643048.38,1216.68,24494615.57,2.81,812.63,95.46,0.63,1110.24,267.0,0.5365255966987066,0.9991524193533117
40643048.38,1216.68,24494615.57,2.81,812.63,95.46,0.88,1111.49,312.39,0.529698656823656,0.9999979789302127
40643048.38,1216.68,24494615.57,2.81,812.63,95.46,0.92,1104.52,298.76,0.5281107719323316,0.9994401921700885
40643048.38,1216.68,24494615.57,2.81,812.63,95.46,0.51,1121.02,294.83,0.5344277931924137,1.0000715271976794
40643048.38,1216.68,24494615.57,2.81,812.63,95.46,0.83,1117.0,289.7,0.5391699833663212,1.000334164511303
40643048.38,1216.68,24494615.57,2.81,812.63,95.46,1.05,1114.42,279.88,0.5415523210354782,1.0007761252504401
40643048.38,1216.68,24494615.57,2.81,812.63,95.46,0.72,1103.14,275.23,0.5350432272222133,0.9985490411542967
140237557.76,1182.16,24660921.13,2.88,843.7,46.46,0.73,1135.32,276.64,0.5430541363105802,1.001938779379608
140237557.76,1182.16,24660921.13,2.88,843.7,46.46,0.81,1122.49,308.62,0.5314268385771739,1.0003502362371093
140237557.76,1182.16,24660921.13,2.88,843.7,46.46,0.68,1127.66,290.79,0.5390068650467328,1.0002440352808621
140237557.76,1182.16,24660921.13,2.88,843.7,46.46,0.89,1116.07,289.56,0.5393060458601082,1.0002217043755919
140237557.76,1182.16,24660921.13,2.88,843.7,46.46,0.53,1123.75,312.42,0.5280674064233282,0.99944274290824
140237557.76,1182.16,24660921.13,2.88,843.7,46.46,0.61,1120.13,279.01,0.5370826406146907,0.9993977728307913
140237557.76,1182.16,24660921.13,2.88,843.7,46.46,1.02,1129.9,266.85,0.5470692013891034,1.0077699490636045
140237557.76,1182.16,24660921.13,2.88,843.7,46.46,0.96,1132.73,301.17,0.5377591305451823,1.0074676043950843
86097734.21,1053.78,24372648.12,2.8,809.62,38.03,0.91,1006.37,317.16,0.393889032775243,0.9263148831312634
86097734.21,1053.78,24372648.12,2.8,809.62,38.03,1.03,1002.16,299.66,0.438840300036229,0.9656464195415289
86097734.21,1053.78,24372648.12,2.8,809.62,38.03,0.91,1011.87,281.38,0.4083087014094567,0.9282926802509784
86097734.21,1053.78,24372648.12,2.8,809.62,38.03,0.72,998.64,309.89,-1000,-1000
86097734.21,1053.78,24372648.12,2.8,809.62,38.03,0.57,1009.87,266.58,0.229208112685212,0.791048276746538
86097734.21,1053.78,24372648.12,2.8,809.62,38.03,0.57,996.22,296.66,0.4093876738530743,0.9357667945419725
86097734.21,1053.78,24372648.12,2.8,809.62,38.03,0.69,1014.53,284.01,-0.0,-0.3823344674609457
86097734.21,1053.78,24372648.12,2.8,809.62,38.03,0.82,1003.62,272.91,0.3502328454434557,0.8878649847958835
43208241.38,1119.27,24635540.92,2.91,841.28,74.36,0.92,1029.98,272.86,0.48849110163673887,0.9729063394849264
43208241.38,1119.27,24635540.92,2.91,841.28,74.36,0.64,1027.61,265.9,0.36813410197034946,0.896673770021288
43208241.38,1119.27,24635540.92,2.91,841.28,74.36,0.72,1033.43,283.17,0.3894554535999401,0.9038042840267299
43208241.38,1119.27,24635540.92,2.91,841.28,74.36,0.63,1039.26,307.7,0.36449181147565324,0.8968196527283979
43208241.38,1119.27,24635540.92,2.91,841.28,74.36,0.91,1037.21,296.11,0.4858151035880086,0.9780987264607234
43208241.38,1119.27,24635540.92,2.91,841.28,74.36,0.8,1026.14,298.46,0.029140055990353998,0.6444850093738528
43208241.38,1119.27,24635540.92,2.91,841.28,74.36,0.55,1043.31,284.24,0.4117449183033272,0.920702561270343
43208241.38,1119.27,24635540.92,2.91,841.28,74.36,1.03,1042.25,311.31,0.4752625593473249,0.9686042722058005
113608063.23,1254.29,24050898.02,2.86,850.92,29.09,0.78,1213.29,266.39,0.6069717862256929,1.0850530973341634
113608063.23,1254.29,24050898.02,2.86,850.92,29.09,0.94,1211.61,285.06,0.6102982649053985,1.0940937150585444
113608063.23,1254.29,24050898.02,2.86,850.92,29.09,0.52,1216.69,310.87,0.5875841168071463,1.0604932295697476
113608063.23,1254.29,24050898.02,2.86,850.92,29.09,0.68,1219.22,296.95,0.5965718688432634,1.0812837813451988
113608063.23,1254.29,24050898.02,2.86,850.92,29.09,1.03,1206.44,302.72,0.6015771260654662,1.0940689411109457
113608063.23,1254.29,24050898.02,2.86,850.92,29.09,0.88,1222.42,316.09,0.6038311662431226,1.0997970027727348
113608063.23,1254.29,24050898.02,2.86,850.92,29.09,0.73,1224.83,277.09,0.609217357678458,1.0909335372564155
113608063.23,1254.29,24050898.02,2.86,850.92,29.09,0.58,1208.55,270.41,0.5971619468526331,1.061526621471155
67614259.55,1050.15,24166090.14,2.89,832.83,27.39,0.78,1011.68,265.65,0.42945777722518264,0.9499589953715536
67614259.55,1050.15,24166090.14,2.89,832.83,27.39,0.69,1009.72,307.38,0.33541124385548804,0.8854692174981638
67614259.55,1050.15,24166090.14,2.89,832.83,27.39,0.91,1005.33,284.04,0.42880242290706966,0.9493033644009047
67614259.55,1050.15,24166090.14,2.89,832.83,27.39,0.75,1020.43,274.1,0.3830971213486611,0.9113162982682531
67614259.55,1050.15,24166090.14,2.89,832.83,27.39,0.99,1015.98,292.27,0.4491965989902685,0.9605936559625435
67614259.55,1050.15,24166090.14,2.89,832.83,27.39,0.62,1018.86,303.69,0.3000465624827892,0.8540995670464001
67614259.55,1050.15,24166090.14,2.89,832.83,27.39,0.57,1004.11,281.41,0.2478374355170746,0.8098691933166199
67614259.55,1050.15,24166090.14,2.89,832.83,27.39,0.9,1013.69,318.08,0.42418581336371564,0.9542467424731489
116872598.92,1142.86,24148811.31,2.83,824.28,91.52,0.63,1035.23,269.71,-1000,-1000
116872598.92,1142.86,24148811.31,2.83,824.28,91.52,0.99,1045.15,292.58,0.48224453603640943,0.971128840704959
116872598.92,1142.86,24148811.31,2.83,824.28,91.52,0.68,1039.65,302.89,-1000,-1000
116872598.92,1142.86,24148811.31,2.83,824.28,91.52,0.55,1038.54,282.98,-1000,-1000
116872598.92,1142.86,24148811.31,2.83,824.28,91.52,0.75,1049.29,285.21,-1000,-1000
116872598.92,1142.86,24148811.31,2.83,824.28,91.52,0.9,1046.57,316.87,0.4560455073139686,0.9590137268318072
116872598.92,1142.86,24148811.31,2.83,824.28,91.52,0.97,1041.63,306.1,0.4698001522553592,0.9660184126707897
116872598.92,1142.86,24148811.31,2.83,824.28,91.52,0.8,1032.01,270.39,-1000,-1000
102597267.08,1142.93,24080542.26,2.74,812.34,74.88,0.79,1066.76,292.03,0.5234033319087479,1.0018553652492603
102597267.08,1142.93,24080542.26,2.74,812.34,74.88,0.66,1062.06,269.67,0.5342075256094619,0.9928378420017593
102597267.08,1142.93,24080542.26,2.74,812.34,74.88,0.5,1054.5,297.61,0.10314995318302038,0.6956931699331044
102597267.08,1142.93,24080542.26,2.74,812.34,74.88,0.63,1048.98,316.86,0.528367415035205,0.993949849574812
102597267.08,1142.93,24080542.26,2.74,812.34,74.88,0.77,1058.93,286.67,0.3618226735827295,0.8922812316392417
102597267.08,1142.93,24080542.26,2.74,812.34,74.88,0.95,1056.59,278.58,0.5168783235165072,1.0099753793765833
102597267.08,1142.93,24080542.26,2.74,812.34,74.88,1.01,1052.43,306.02,0.5031953558392309,1.0023205292884632
102597267.08,1142.93,24080542.26,2.74,812.34,74.88,0.87,1064.41,275.02,0.521668259843378,1.007991345653903
25068470.95,1028.2,24052005.75,2.95,851.12,30.72,1.02,979.2,306.42,0.40515732484556205,0.9621466667797373
25068470.95,1028.2,24052005.75,2.95,851.12,30.72,0.76,985.03,288.83,0.3570410083884376,0.9315296811081262
25068470.95,1028.2,24052005.75,2.95,851.12,30.72,0.92,984.04,275.48,0.39953218274854846,0.9499734155380022
25068470.95,1028.2,24052005.75,2.95,851.12,30.72,0.53,991.98,292.05,0.20456197375953009,0.8072414833332424
25068470.95,1028.2,24052005.75,2.95,851.12,30.72,0.61,997.21,314.28,0.27895959001809406,0.872966235157993
25068470.95,1028.2,24052005.75,2.95,851.12,30.72,0.66,980.4,298.53,0.29217242654977177,0.8805755296275531
25068470.95,1028.2,24052005.75,2.95,851.12,30.72,0.85,992.53,282.67,0.39024360211123565,0.9430656799954531
25068470.95,1028.2,24052005.75,2.95,851.12,30.72,0.79,988.49,269.22,0.3708610532514086,0.9361366379065253
74474163.15,1138.73,24899758.79,2.86,848.62,92.15,0.68,1036.12,287.23,0.40165230525844864,0.9077420696778633
74474163.15,1138.73,24899758.79,2.86,848.62,92.15,0.97,1031.13,299.51,0.4669186495656503,0.9568656567002243
74474163.15,1138.73,24899758.79,2.86,848.62,92.15,0.85,1045.46,277.11,0.4606694557669016,0.957234425406013
74474163.15,1138.73,24899758.79,2.86,848.62,92.15,0.54,1033.15,313.49,1.4001582611538161,2.049347071375556
74474163.15,1138.73,24899758.79,2.86,848.62,92.15,1.05,1037.18,267.03,0.4903396870707492,0.9675155568648061
74474163.15,1138.73,24899758.79,2.86,848.62,92.15,0.72,1039.83,273.35,0.42398177506769424,0.9250566296316213
74474163.15,1138.73,24899758.79,2.86,848.62,92.15,0.61,1043.05,291.37,0.5350037532347007,0.9848189911600017
74474163.15,1138.73,24899758.79,2.86,848.62,92.15,0.82,1026.59,306.25,-1000,-1000
66628119.21,1247.19,24901586.28,2.84,823.02,42.66,0.87,1204.12,282.81,0.6028111056221133,1.0755192137530993
66628119.21,1247.19,24901586.28,2.84,823.02,42.66,0.83,1199.37,302.8,0.5911048452763396,1.06927150873187
66628119.21,1247.19,24901586.28,2.84,823.02,42.66,0.67,1193.81,309.0,0.5833181583488884,1.0516437054086492
66628119.21,1247.19,24901586.28,2.84,823.02,42.66,0.55,1194.66,290.62,0.5859609968912107,1.03889578952238
66628119.21,1247.19,24901586.28,2.84,823.02,42.66,0.76,1184.59,292.12,0.5907683022530995,1.051774919727082
66628119.21,1247.19,24901586.28,2.84,823.02,42.66,0.96,1189.04,271.28,0.5998942484302678,1.0687173510885728
66628119.21,1247.19,24901586.28,2.84,823.02,42.66,1.01,1191.61,312.43,0.5928760505948013,1.0732430506682822
66628119.21,1247.19,24901586.28,2.84,823.02,42.66,0.57,1201.0,264.04,0.590494523379611,1.046970652346074
21145041.74,1025.6,24590769.58,2.74,818.79,31.48,0.54,982.62,265.14,0.16916563927411654,0.7723976127360124
21145041.74,1025.6,24590769.58,2.74,818.79,31.48,0.62,974.49,270.62,0.24467353915412204,0.8308504433737726
21145041.74,1025.6,24590769.58,2.74,818.79,31.48,0.9,986.89,279.35,0.4081865296335033,0.9535362209041579
21145041.74,1025.6,24590769.58,2.74,818.79,31.48,0.81,977.39,296.38,0.36052988415886555,0.9243670464423972
21145041.74,1025.6,24590769.58,2.74,818.79,31.48,0.77,985.18,305.98,0.34999891497422037,0.9164453734786752
21145041.74,1025.6,24590769.58,2.74,818.79,31.48,1.02,979.88,285.3,0.4302558643022076,0.9617816899840883
21145041.74,1025.6,24590769.58,2.74,818.79,31.48,0.94,989.39,314.25,0.4108457570068784,0.9556008984880262
21145041.74,1025.6,24590769.58,2.74,818.79,31.48,0.68,992.9,303.69,0.3079963832592237,0.8951360741299559
85084969.6,1211.81,24234511.78,2.78,812.01,23.75,0.56,1186.63,282.16,0.5782485789494005,1.0309902674576488
85084969.6,1211.81,24234511.78,2.78,812.01,23.75,0.8,1168.33,265.76,0.5809639103093981,1.0367288098226122
85084969.6,1211.81,24234511.78,2.78,812.01,23.75,0.99,1182.2,301.91,0.582749785225804,1.0618042516130564
85084969.6,1211.81,24234511.78,2.78,812.01,23.75,0.63,1178.46,311.5,0.5690689811594147,1.0310592363368474
85084969.6,1211.81,24234511.78,2.78,812.01,23.75,0.68,1174.44,287.21,0.5785660335995249,1.0322456630703358
85084969.6,1211.81,24234511.78,2.78,812.01,23.75,0.77,1184.39,270.34,0.5863115269725454,1.0487908937428836
85084969.6,1211.81,24234511.78,2.78,812.01,23.75,0.87,1171.56,308.88,0.5753631675956332,1.0444571064285444
85084969.6,1211.81,24234511.78,2.78,812.01,23.75,0.94,1176.78,293.81,0.5852707330198962,1.054007762993671
89130598.7,1220.91,24069426.49,2.95,821.1,67.0,0.65,1137.81,289.81,0.5375666826867024,1.0043903662200508
89130598.7,1220.91,24069426.49,2.95,821.1,67.0,0.84,1134.68,282.64,0.5423539406929759,1.0103406431272153
89130598.7,1220.91,24069426.49,2.95,821.1,67.0,0.86,1145.55,292.75,0.5448256997098898,1.0168261623276666
89130598.7,1220.91,24069426.49,2.95,821.1,67.0,1.05,1152.97,267.69,0.5539661949607122,1.0269820445557458
89130598.7,1220.91,24069426.49,2.95,821.1,67.0,0.63,1148.92,313.93,0.5330098837161563,1.0097742918104644
89130598.7,1220.91,24069426.49,2.95,821.1,67.0,0.93,1140.34,305.13,0.5378283272909363,1.0165140562447925
89130598.7,1220.91,24069426.49,2.95,821.1,67.0,0.5,1147.06,276.8,0.5376418380067471,1.0033552680582212
89130598.7,1220.91,24069426.49,2.95,821.1,67.0,0.75,1141.61,303.13,0.5336393852127579,1.0106712659124688
45283313.86,1255.49,24765961.34,2.79,819.18,87.08,0.94,1148.88,309.21,0.5614828704466146,1.0192037703978147
45283313.86,1255.49,24765961.34,2.79,819.18,87.08,0.8,1167.57,298.07,0.5650269056289953,1.0264595678729438
45283313.86,1255.49,24765961.34,2.79,819.18,87.08,0.52,1151.75,312.86,0.5502514132710257,1.0033682476039425
45283313.86,1255.49,24765961.34,2.79,819.18,87.08,0.73,1165.01,267.52,0.5708738123529634,1.0193437612815484
45283313.86,1255.49,24765961.34,2.79,819.18,87.08,0.6,1155.97,291.19,0.562559979671265,1.008827254335559
45283313.86,1255.49,24765961.34,2.79,819.18,87.08,0.88,1153.53,277.2,0.570948394847842,1.0194686225097365
45283313.86,1255.49,24765961.34,2.79,819.18,87.08,0.99,1163.38,284.54,0.5778868918418015,1.0344616141789196
45283313.86,1255.49,24765961.34,2.79,819.18,87.08,0.67,1158.81,274.97,0.5670583834831698,1.0135487613049818
146351848.27,1251.4,24409763.85,2.74,804.31,50.44,1.01,1183.0,282.82,0.6002570889622565,1.06646847295057
146351848.27,1251.4,24409763.85,2.74,804.31,50.44,0.82,1193.39,289.43,0.5985020945968287,1.063827406230427
146351848.27,1251.4,24409763.85,2.74,804.31,50.44,0.73,1183.75,266.14,0.592557948095529,1.0482957862324271
146351848.27,1251.4,24409763.85,2.74,804.31,50.44,0.94,1199.22,274.33,0.6044295918679116,1.0759755033197393
146351848.27,1251.4,24409763.85,2.74,804.31,50.44,0.85,1187.41,297.34,0.5887923133947705,1.0608711511211784
146351848.27,1251.4,24409763.85,2.74,804.31,50.44,0.52,1195.51,305.22,0.5778114195006128,1.0355725394554942
146351848.27,1251.4,24409763.85,2.74,804.31,50.44,0.67,1198.01,312.41,0.5863209143533821,1.0552049561285448
146351848.27,1251.4,24409763.85,2.74,804.31,50.44,0.61,1189.5,303.77,0.5802908964475774,1.0413038276826125
132502302.9,1080.73,24847089.11,2.77,813.94,41.39,0.57,1025.25,316.39,0.49122635833283307,0.9678005259734337
132502302.9,1080.73,24847089.11,2.77,813.94,41.39,0.69,1035.87,306.48,-1000,-1000
132502302.9,1080.73,24847089.11,2.77,813.94,41.39,0.87,1019.5,284.65,-1000,-1000
132502302.9,1080.73,24847089.11,2.77,813.94,41.39,0.82,1028.8,274.11,-1000,-1000
132502302.9,1080.73,24847089.11,2.77,813.94,41.39,0.99,1032.73,299.19,0.4727900212271504,0.9550569830327725
132502302.9,1080.73,24847089.11,2.77,813.94,41.39,0.52,1029.63,291.49,-1000,-1000
132502302.9,1080.73,24847089.11,2.77,813.94,41.39,0.94,1023.36,267.74,0.35000774815041835,0.8683834324919117
132502302.9,1080.73,24847089.11,2.77,813.94,41.39,0.76,1037.15,279.34,-1000,-1000
95042847.75,1063.15,24772808.47,2.83,823.77,79.87,0.84,977.81,297.42,0.3708022216387269,0.9403279858198696
95042847.75,1063.15,24772808.47,2.83,823.77,79.87,0.58,969.52,271.44,0.19933736765796514,0.8016042137943955
95042847.75,1063.15,24772808.47,2.83,823.77,79.87,0.77,967.15,279.01,0.33897599669988393,0.9056241379553276
95042847.75,1063.15,24772808.47,2.83,823.77,79.87,0.54,979.51,284.15,0.1689917363435759,0.7752912355147199
