P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,delta,load,T_HTF_in_K,T_amb_input_K,eta_gross,eta_Q
88464505.29,1041.62,24340435.48,2.77,807.81,38.69,0.85,1001.13,300.25,0.37289807595840435,0.9312956314687074
88464505.29,1041.62,24340435.48,2.77,807.81,38.69,0.65,995.23,312.84,-1000,-1000
88464505.29,1041.62,24340435.48,2.77,807.81,38.69,1.03,987.62,286.29,0.4323863743066121,0.9573341763843818
88464505.29,1041.62,24340435.48,2.77,807.81,38.69,0.52,996.48,279.56,0.13869271643304013,0.7367769712505489
88464505.29,1041.62,24340435.48,2.77,807.81,38.69,0.79,997.98,276.73,0.3494932067965955,0.899060455750308
88464505.29,1041.62,24340435.48,2.77,807.81,38.69,0.75,990.31,291.82,0.3118514292020702,0.8760071270354035
88464505.29,1041.62,24340435.48,2.77,807.81,38.69,0.97,992.65,304.49,0.40855733553269796,0.9456896385304484
88464505.29,1041.62,24340435.48,2.77,807.81,38.69,0.59,983.65,264.22,0.3958158170698047,0.9393278387544394
145117322.04,1154.34,24747884.52,2.94,835.92,86.96,0.73,1057.31,318.15,0.17130520064503638,0.7433247459265082
145117322.04,1154.34,24747884.52,2.94,835.92,86.96,0.68,1061.63,276.82,0.26465191716240405,0.8105461343964194
145117322.04,1154.34,24747884.52,2.94,835.92,86.96,0.59,1054.34,282.34,0.4038493518755535,0.9192204095602333
145117322.04,1154.34,24747884.52,2.94,835.92,86.96,0.54,1050.62,267.21,-1000,-1000
145117322.04,1154.34,24747884.52,2.94,835.92,86.96,0.99,1049.31,301.92,0.47207985133281954,0.973088609858961
145117322.04,1154.34,24747884.52,2.94,835.92,86.96,0.8,1059.8,296.49,0.08671113913432843,0.6836957757008421
145117322.04,1154.34,24747884.52,2.94,835.92,86.96,0.96,1063.8,307.59,0.46540603929197355,0.9670029983740711
145117322.04,1154.34,24747884.52,2.94,835.92,86.96,0.86,1066.45,290.56,0.03359496001266554,0.6415245121738428
26413799.06,1046.77,24840657.97,2.88,814.66,39.1,0.51,995.27,302.49,0.12184148315602053,0.7308722727233931
26413799.06,1046.77,24840657.97,2.88,814.66,39.1,1.04,992.85,275.15,0.4457572659897115,0.9737946673020859
26413799.06,1046.77,24840657.97,2.88,814.66,39.1,0.93,990.93,289.57,0.4186442244685959,0.9470210899256413
26413799.06,1046.77,24840657.97,2.88,814.66,39.1,0.78,1004.27,297.41,0.399694078852739,0.9391550329533634
26413799.06,1046.77,24840657.97,2.88,814.66,39.1,0.87,988.4,307.12,0.39256320396024896,0.9360762332054774
26413799.06,1046.77,24840657.97,2.88,814.66,39.1,0.65,1005.48,311.73,0.28858127396827443,0.8626045964066019
26413799.06,1046.77,24840657.97,2.88,814.66,39.1,0.77,1001.12,276.98,0.4131465331154012,0.9422895083245774
26413799.06,1046.77,24840657.97,2.88,814.66,39.1,0.58,999.34,267.33,0.2270382617282958,0.8000228006844887
56638999.6,1118.0,24858379.19,2.88,832.75,96.31,0.75,1017.83,283.22,0.38681978488151686,0.9174257564518441
56638999.6,1118.0,24858379.19,2.88,832.75,96.31,0.97,1015.68,293.39,0.4702191537474633,0.9669369669359997
56638999.6,1118.0,24858379.19,2.88,832.75,96.31,0.9,1020.92,273.17,0.42342704379576623,0.9383659773043492
56638999.6,1118.0,24858379.19,2.88,832.75,96.31,0.68,1009.4,284.65,0.34673537555903167,0.8831293520363482
56638999.6,1118.0,24858379.19,2.88,832.75,96.31,0.64,1007.91,309.24,0.31156912064168485,0.861831849277436
56638999.6,1118.0,24858379.19,2.88,832.75,96.31,0.5,1012.25,317.65,0.46976214642309805,0.9688657387354743
56638999.6,1118.0,24858379.19,2.88,832.75,96.31,0.83,1004.73,299.71,0.3899913473366135,0.921984001836416
56638999.6,1118.0,24858379.19,2.88,832.75,96.31,1.01,1002.94,263.22,0.46511777315307207,0.9658718598305844
127127405.41,1248.94,24584167.62,2.9,839.12,49.33,0.92,1192.18,316.96,0.5838808048813954,1.0695960028348719
127127405.41,1248.94,24584167.62,2.9,839.12,49.33,0.64,1198.58,300.29,0.5765734833304224,1.0528661281225906
127127405.41,1248.94,24584167.62,2.9,839.12,49.33,1.02,1195.59,296.91,0.5874620643901409,1.0777329318567148
127127405.41,1248.94,24584167.62,2.9,839.12,49.33,0.59,1187.99,279.06,0.5790830848006758,1.038132085568453
127127405.41,1248.94,24584167.62,2.9,839.12,49.33,0.51,1179.67,265.44,0.5711797108729983,1.02142852435592
127127405.41,1248.94,24584167.62,2.9,839.12,49.33,0.86,1189.64,275.42,0.5902231783561271,1.0636564998165041
127127405.41,1248.94,24584167.62,2.9,839.12,49.33,0.84,1185.42,310.62,0.5790665553895361,1.0585962402603264
127127405.41,1248.94,24584167.62,2.9,839.12,49.33,0.74,1184.11,289.66,0.5834360343394461,1.0494838978990408
98709027.6,1117.38,24596674.71,2.74,822.36,29.23,0.62,1078.78,308.17,0.5175967276946107,1.0165408042487136
98709027.6,1117.38,24596674.71,2.74,822.36,29.23,0.99,1077.92,313.89,0.5204905477673908,1.0105425322328458
98709027.6,1117.38,24596674.71,2.74,822.36,29.23,0.56,1082.95,264.52,0.5313916551443812,1.0068345909764682
98709027.6,1117.38,24596674.71,2.74,822.36,29.23,0.78,1069.44,304.23,0.5214986557660248,1.0085714207146343
98709027.6,1117.38,24596674.71,2.74,822.36,29.23,0.9,1085.69,275.08,0.5318112470257716,1.005976758278488
98709027.6,1117.38,24596674.71,2.74,822.36,29.23,0.73,1085.55,280.59,0.5342251500826473,1.0008075306773219
98709027.6,1117.38,24596674.71,2.74,822.36,29.23,0.92,1075.33,287.24,0.5293645123362263,1.010184333238509
98709027.6,1117.38,24596674.71,2.74,822.36,29.23,0.65,1072.9,297.43,0.5270813273424043,0.9983739345878195
33866130.21,1093.87,24492932.52,2.94,838.18,68.02,0.54,1008.36,278.51,0.2307124671800712,0.7934529120694506
33866130.21,1093.87,24492932.52,2.94,838.18,68.02,0.71,1016.42,272.68,0.3636976765413384,0.9064082844459206
33866130.21,1093.87,24492932.52,2.94,838.18,68.02,0.8,1024.68,266.74,0.4010845015492386,0.9221985190824775
33866130.21,1093.87,24492932.52,2.94,838.18,68.02,0.85,1021.57,297.69,0.4021730934711684,0.9307602668651922
33866130.21,1093.87,24492932.52,2.94,838.18,68.02,1.04,1007.28,284.48,0.46027498893147967,0.9609137690649816
33866130.21,1093.87,24492932.52,2.94,838.18,68.02,0.97,1015.68,315.58,0.41916123524946514,0.9490414578879655
33866130.21,1093.87,24492932.52,2.94,838.18,68.02,0.59,1019.39,310.34,0.28135024061109776,0.8391188240153803
33866130.21,1093.87,24492932.52,2.94,838.18,68.02,0.76,1011.03,292.05,0.3755780533602545,0.90847007405907
32841965.76,1156.71,24044246.54,2.8,804.5,48.6,0.98,1094.61,311.82,0.518888671060345,0.9980227371803047
32841965.76,1156.71,24044246.54,2.8,804.5,48.6,0.89,1096.45,265.9,0.5282713362638435,0.9982079308798505
32841965.76,1156.71,24044246.54,2.8,804.5,48.6,0.68,1103.49,305.99,0.5211923534890568,0.9992697183803785
32841965.76,1156.71,24044246.54,2.8,804.5,48.6,0.71,1090.68,301.69,0.51770197873965,0.9987043043754684
32841965.76,1156.71,24044246.54,2.8,804.5,48.6,0.61,1089.63,270.69,0.5265795600332123,0.9990067340235189
32841965.76,1156.71,24044246.54,2.8,804.5,48.6,0.82,1102.11,278.67,0.5298339815926069,0.9990664706807322
32841965.76,1156.71,24044246.54,2.8,804.5,48.6,1.02,1099.0,294.77,0.5248863167491075,0.9988225531390554
32841965.76,1156.71,24044246.54,2.8,804.5,48.6,0.55,1106.65,287.9,0.5308188315890146,0.9997650213453383
74242675.25,1170.81,24601751.39,2.97,847.76,73.16,0.66,1079.55,267.44,0.507800172254267,1.020156323054338
74242675.25,1170.81,24601751.39,2.97,847.76,73.16,0.9,1082.51,314.49,0.5070505322329957,1.0035537102347214
74242675.25,1170.81,24601751.39,2.97,847.76,73.16,0.74,1087.68,271.61,0.4393473010204764,0.9675836803114642
74242675.25,1170.81,24601751.39,2.97,847.76,73.16,0.57,1084.61,308.6,0.5074583784991563,1.0028514694929374
74242675.25,1170.81,24601751.39,2.97,847.76,73.16,0.6,1091.54,288.93,0.5165848060242196,1.0013224318175975
74242675.25,1170.81,24601751.39,2.97,847.76,73.16,0.91,1094.31,298.69,0.5090584483026036,0.999989260300269
74242675.25,1170.81,24601751.39,2.97,847.76,73.16,0.81,1097.26,277.48,0.3579773321141625,0.8945239632109891
74242675.25,1170.81,24601751.39,2.97,847.76,73.16,0.98,1085.68,293.52,0.5127003022021179,1.0041142894008104
12344392.51,1096.42,24931650.09,2.76,831.99,64.41,0.76,1025.25,276.93,0.410283029077135,0.9225291120753902
12344392.51,1096.42,24931650.09,2.76,831.99,64.41,1.03,1021.86,284.37,0.48345063545661965,0.9615559577740654
12344392.51,1096.42,24931650.09,2.76,831.99,64.41,0.81,1014.95,311.68,0.47191180969002566,0.9616100817997428
12344392.51,1096.42,24931650.09,2.76,831.99,64.41,0.57,1030.61,264.72,0.32004242015636697,0.8582825359674694
12344392.51,1096.42,24931650.09,2.76,831.99,64.41,0.68,1013.71,294.74,0.3653047701736954,0.8966589027885082
12344392.51,1096.42,24931650.09,2.76,831.99,64.41,0.63,1022.93,302.65,0.05696010145711502,0.66708447989618
12344392.51,1096.42,24931650.09,2.76,831.99,64.41,0.92,1027.88,310.78,0.4691100010850905,0.9616572638059712
12344392.51,1096.42,24931650.09,2.76,831.99,64.41,0.86,1019.0,272.04,0.47459524967333966,0.961463878978508
85255853.06,1077.96,24811319.87,2.77,798.63,64.71,0.73,997.89,300.5,0.30688013170811806,0.8733031628196287
85255853.06,1077.96,24811319.87,2.77,798.63,64.71,0.81,1000.06,263.54,0.3358322578421651,0.882698104799815
85255853.06,1077.96,24811319.87,2.77,798.63,64.71,0.9,1002.97,278.05,0.4791752268374269,0.9755197651953269
85255853.06,1077.96,24811319.87,2.77,798.63,64.71,0.52,1009.87,315.79,0.0963871397259999,0.707590432377012
85255853.06,1077.96,24811319.87,2.77,798.63,64.71,1.04,995.41,276.6,0.4691021361938368,0.9802760757093836
85255853.06,1077.96,24811319.87,2.77,798.63,64.71,0.96,1003.38,293.44,0.47061556244379665,0.97522149036291
85255853.06,1077.96,24811319.87,2.77,798.63,64.71,0.7,1006.39,309.51,0.30535882162448047,0.8726047487478527
85255853.06,1077.96,24811319.87,2.77,798.63,64.71,0.62,1010.78,284.23,0.2833383271399372,0.8446473241983129
26574654.21,1223.5,24325196.45,2.94,833.08,39.29,0.64,1177.34,307.17,0.5574628780127039,1.0291795763233211
26574654.21,1223.5,24325196.45,2.94,833.08,39.29,0.96,1171.71,277.36,0.5754916131962206,1.0480866037063794
26574654.21,1223.5,24325196.45,2.94,833.08,39.29,0.99,1164.55,302.11,0.5644232639817738,1.043643965988832
26574654.21,1223.5,24325196.45,2.94,833.08,39.29,0.8,1167.22,314.24,0.5596760211329261,1.0337925470554687
26574654.21,1223.5,24325196.45,2.94,833.08,39.29,0.5,1180.47,273.47,0.5608238627638332,1.0170025250394112
26574654.21,1223.5,24325196.45,2.94,833.08,39.29,0.75,1173.22,263.63,0.569403472598343,1.0352432891555081
26574654.21,1223.5,24325196.45,2.94,833.08,39.29,0.86,1183.06,288.16,0.5767332235905791,1.0515658331654139
26574654.21,1223.5,24325196.45,2.94,833.08,39.29,0.61,1176.67,291.58,0.5633901976435224,1.0255910384248572
22980860.54,1148.57,24164884.01,2.95,844.14,90.02,0.79,1049.24,307.51,0.5668650347017322,1.08491496309429
22980860.54,1148.57,24164884.01,2.95,844.14,90.02,0.73,1046.48,294.06,0.3342946680525995,0.8832154569756474
22980860.54,1148.57,24164884.01,2.95,844.14,90.02,0.96,1041.49,284.5,0.5101175464500354,0.9949446449478268
22980860.54,1148.57,24164884.01,2.95,844.14,90.02,0.55,1038.8,301.84,0.4585598007742621,0.9675118113500107
22980860.54,1148.57,24164884.01,2.95,844.14,90.02,1.01,1053.23,265.33,0.5037204617178701,1.0085228280600238
22980860.54,1148.57,24164884.01,2.95,844.14,90.02,0.67,1044.58,316.88,0.36400420404333217,0.9053883301305992
22980860.54,1148.57,24164884.01,2.95,844.14,90.02,0.88,1057.8,273.96,0.5317663855448153,0.9998882982579718
22980860.54,1148.57,24164884.01,2.95,844.14,90.02,0.61,1054.09,278.81,0.43162606052246405,0.959645607459893
25661394.85,1174.27,24269678.29,2.79,837.42,51.53,0.77,1113.62,316.11,0.5291862753616551,0.999719940397358
25661394.85,1174.27,24269678.29,2.79,837.42,51.53,0.82,1119.7,281.34,0.5405208504590623,1.000443656322474
25661394.85,1174.27,24269678.29,2.79,837.42,51.53,0.94,1115.56,265.46,0.5407324591946654,1.0004902422162507
25661394.85,1174.27,24269678.29,2.79,837.42,51.53,0.61,1121.72,306.8,0.5302963015652589,1.0001159304490228
25661394.85,1174.27,24269678.29,2.79,837.42,51.53,1.02,1108.24,270.62,0.5396436159097399,1.000179072475306
25661394.85,1174.27,24269678.29,2.79,837.42,51.53,0.52,1103.78,285.03,0.5338013592786913,0.99782980271731
25661394.85,1174.27,24269678.29,2.79,837.42,51.53,0.88,1107.27,299.37,0.5284865156319101,0.9994526069543079
25661394.85,1174.27,24269678.29,2.79,837.42,51.53,0.66,1111.81,293.33,0.5342090643674512,0.9991694605287932
34656488.94,1029.37,24255518.27,2.89,844.35,83.2,0.92,942.32,313.3,0.3371970726170656,0.9343041426452368
34656488.94,1029.37,24255518.27,2.89,844.35,83.2,0.89,940.94,272.55,0.3365469280672733,0.9280876006752137
34656488.94,1029.37,24255518.27,2.89,844.35,83.2,0.67,936.96,282.58,0.2346668036214016,0.8536154828772046
34656488.94,1029.37,24255518.27,2.89,844.35,83.2,1.02,944.97,305.29,0.36180521461319487,0.9566640328141017
34656488.94,1029.37,24255518.27,2.89,844.35,83.2,0.53,933.91,294.28,0.08690644739097417,0.7474853146753108
34656488.94,1029.37,24255518.27,2.89,844.35,83.2,0.75,929.87,285.34,0.27185709897675947,0.8830331607783989
34656488.94,1029.37,24255518.27,2.89,844.35,83.2,0.78,932.1,300.21,0.28064139242263975,0.8991349722625063
34656488.94,1029.37,24255518.27,2.89,844.35,83.2,0.6,926.68,264.58,0.1592935261548343,0.7971174694894516
129713717.82,1107.6,24753975.47,2.85,840.02,86.07,0.6,1010.5,294.87,0.30422503559793473,0.8517470261725679
129713717.82,1107.6,24753975.47,2.85,840.02,86.07,0.87,1008.94,298.65,0.40607248505654175,0.9301808151286588
129713717.82,1107.6,24753975.47,2.85,840.02,86.07,0.73,1018.09,317.09,0.3815593722828029,0.9179493902132488
129713717.82,1107.6,24753975.47,2.85,840.02,86.07,0.98,1006.42,272.53,0.45712612718843204,0.9725593728275392
129713717.82,1107.6,24753975.47,2.85,840.02,86.07,0.56,1019.64,289.26,0.286744959351515,0.8404265287136032
129713717.82,1107.6,24753975.47,2.85,840.02,86.07,1.03,1015.92,309.76,0.4575491275129878,0.9655522277452846
129713717.82,1107.6,24753975.47,2.85,840.02,86.07,0.79,1002.31,268.12,0.39833297712460497,0.9204690460036311
129713717.82,1107.6,24753975.47,2.85,840.02,86.07,0.64,1011.75,278.07,0.33852367337087236,0.8731385285352208
145520100.8,1175.98,24766747.09,2.88,800.99,59.65,0.71,1114.76,297.29,0.525239994622523,1.0000785199776607
145520100.8,1175.98,24766747.09,2.88,800.99,59.65,1.03,1102.68,308.93,0.5241331928210355,0.9996731942879005
145520100.8,1175.98,24766747.09,2.88,800.99,59.65,0.93,1106.15,266.88,0.5333062403535663,0.9997065049926557
145520100.8,1175.98,24766747.09,2.88,800.99,59.65,0.51,1109.03,289.08,0.5316167538194133,0.9992784303094352
145520100.8,1175.98,24766747.09,2.88,800.99,59.65,0.6,1099.04,277.11,0.5294921400480387,0.9980656626819954
145520100.8,1175.98,24766747.09,2.88,800.99,59.65,0.67,1106.72,274.29,0.5318965706596143,0.9991453473913571
145520100.8,1175.98,24766747.09,2.88,800.99,59.65,0.89,1112.18,300.43,0.5256151453173818,1.000208261699227
145520100.8,1175.98,24766747.09,2.88,800.99,59.65,0.81,1096.5,317.63,0.520537192511386,0.9981309270665509
117165094.67,1141.6,24058717.52,2.9,848.71,41.48,0.91,1091.78,278.39,0.48237547803891456,0.9856989602181881
117165094.67,1141.6,24058717.52,2.9,848.71,41.48,0.5,1084.45,265.47,0.5174625571548532,1.0022452492116696
117165094.67,1141.6,24058717.52,2.9,848.71,41.48,0.6,1087.67,301.42,0.5092255314608762,1.0012258238727312
117165094.67,1141.6,24058717.52,2.9,848.71,41.48,1.03,1098.59,304.84,0.5101535173345745,0.9996103212680421
117165094.67,1141.6,24058717.52,2.9,848.71,41.48,0.84,1094.13,290.39,-1000,-1000
117165094.67,1141.6,24058717.52,2.9,848.71,41.48,0.7,1096.56,275.21,0.5203804016995175,0.9996655202154597
117165094.67,1141.6,24058717.52,2.9,848.71,41.48,0.92,1081.79,291.34,0.4735458968711076,0.9781527878161089
117165094.67,1141.6,24058717.52,2.9,848.71,41.48,0.74,1086.48,315.42,0.5094053665300583,1.0009173452390538
48248163.65,1099.62,24795902.03,2.76,809.18,31.86,0.58,1048.32,297.55,0.5476175378732892,1.002621831961056
48248163.65,1099.62,24795902.03,2.76,809.18,31.86,0.78,1059.34,306.76,0.5222153748545499,0.9985794369874632
48248163.65,1099.62,24795902.03,2.76,809.18,31.86,0.73,1054.08,285.12,0.5333169841170489,0.993466116273624
48248163.65,1099.62,24795902.03,2.76,809.18,31.86,0.52,1066.22,267.28,0.49561313769974064,0.9750741257299478
48248163.65,1099.62,24795902.03,2.76,809.18,31.86,0.65,1062.24,278.67,0.5437231876784862,0.9912089540277017
48248163.65,1099.62,24795902.03,2.76,809.18,31.86,1.04,1056.35,294.82,0.5111529804860708,0.9988331459473935
48248163.65,1099.62,24795902.03,2.76,809.18,31.86,0.91,1064.98,272.53,0.5265613362527378,1.0087254084898334
48248163.65,1099.62,24795902.03,2.76,809.18,31.86,0.93,1051.74,316.74,0.5129817037365655,1.0082688319488036
139809599.49,1230.01,24192568.4,2.84,845.4,41.86,0.58,1179.96,278.56,0.5725249812158033,1.0276042085212187
139809599.49,1230.01,24192568.4,2.84,845.4,41.86,0.69,1169.73,306.61,0.5640844811824919,1.0292293465170481
139809599.49,1230.01,24192568.4,2.84,845.4,41.86,0.76,1185.1,270.86,0.5822583274826958,1.0487206805105072
139809599.49,1230.01,24192568.4,2.84,845.4,41.86,0.55,1181.14,301.64,0.5622588029286797,1.025367163172207
139809599.49,1230.01,24192568.4,2.84,845.4,41.86,0.78,1187.13,287.68,0.583377633816403,1.0522779587259654
139809599.49,1230.01,24192568.4,2.84,845.4,41.86,1.04,1177.76,264.33,0.5872838091798404,1.060752610224424
139809599.49,1230.01,24192568.4,2.84,845.4,41.86,0.85,1170.67,293.79,0.5763118566134212,1.0425802325080205
139809599.49,1230.01,24192568.4,2.84,845.4,41.86,0.91,1173.95,312.59,0.5735616627571575,1.0495206698704813
22799037.04,1252.8,24043393.79,2.83,815.18,72.91,1.03,1164.77,305.82,0.5692281386021395,1.0455231189339924
22799037.04,1252.8,24043393.79,2.83,815.18,72.91,0.89,1174.79,275.3,0.5785856761923548,1.0462786228576653
22799037.04,1252.8,24043393.79,2.83,815.18,72.91,0.96,1166.8,265.77,0.5773013089869155,1.0435031485532411
22799037.04,1252.8,24043393.79,2.83,815.18,72.91,0.59,1174.98,279.66,0.5672968597351682,1.0218003793352786
22799037.04,1252.8,24043393.79,2.83,815.18,72.91,0.64,1168.41,288.48,0.5662822118679415,1.0206233100325364
22799037.04,1252.8,24043393.79,2.83,815.18,72.91,0.79,1160.14,291.44,0.5678261458736961,1.0259732249689608
22799037.04,1252.8,24043393.79,2.83,815.18,72.91,0.51,1178.45,316.65,0.5555729539863182,1.0163994770790215
22799037.04,1252.8,24043393.79,2.83,815.18,72.91,0.73,1172.14,302.03,0.562999060410881,1.0322796921344588
102383748.26,1078.98,24948398.77,2.93,814.58,32.07,0.87,1040.34,292.74,0.4727681995342999,0.9586160733518478
102383748.26,1078.98,24948398.77,2.93,814.58,32.07,0.74,1028.96,276.95,0.4781802217215683,0.9615640500367415
102383748.26,1078.98,24948398.77,2.93,814.58,32.07,0.68,1029.46,317.34,0.39626881234408756,0.9137194447359912
102383748.26,1078.98,24948398.77,2.93,814.58,32.07,0.63,1038.02,288.61,0.404104590952113,0.9127134150782763
102383748.26,1078.98,24948398.77,2.93,814.58,32.07,0.57,1034.49,308.15,0.3772007308678286,0.9014966905012343
102383748.26,1078.98,24948398.77,2.93,814.58,32.07,0.79,1042.11,271.51,0.4756062464469395,0.9591995018139616
102383748.26,1078.98,24948398.77,2.93,814.58,32.07,1.04,1033.45,266.51,0.4812891988703842,0.9643147704102201
102383748.26,1078.98,24948398.77,2.93,814.58,32.07,0.93,1045.94,297.7,0.4719199024048235,0.9640468007248092
30936894.89,1075.85,24273640.66,2.9,800.01,58.8,0.58,1002.75,318.13,0.21484422937478162,0.7950662502160966
30936894.89,1075.85,24273640.66,2.9,800.01,58.8,0.69,1015.17,310.39,-1000,-1000
30936894.89,1075.85,24273640.66,2.9,800.01,58.8,0.95,1005.05,272.84,0.43232468462907425,0.9581617880909383
30936894.89,1075.85,24273640.66,2.9,800.01,58.8,0.86,1000.45,265.27,0.3960258866769583,0.9235896139473494
30936894.89,1075.85,24273640.66,2.9,800.01,58.8,0.71,999.06,298.84,-1000,-1000
30936894.89,1075.85,24273640.66,2.9,800.01,58.8,1.04,1008.36,293.1,0.44890720824898683,0.96658503325973
30936894.89,1075.85,24273640.66,2.9,800.01,58.8,0.82,1012.84,282.67,0.38000206083805405,0.9165395469001419
30936894.89,1075.85,24273640.66,2.9,800.01,58.8,0.53,1009.63,289.26,0.1600120463499175,0.7457427180567398
93858284.12,1109.72,24957840.85,2.99,832.27,65.63,0.86,1035.48,290.75,-1000,-1000
93858284.12,1109.72,24957840.85,2.99,832.27,65.63,0.78,1030.32,304.63,-1000,-1000
93858284.12,1109.72,24957840.85,2.99,832.27,65.63,0.6,1032.16,316.93,0.3017484249765408,0.8449846752260571
93858284.12,1109.72,24957840.85,2.99,832.27,65.63,1.03,1025.6,300.74,0.4567254236743845,0.9552579999599908
93858284.12,1109.72,24957840.85,2.99,832.27,65.63,0.93,1041.22,282.23,0.44948263573292,0.9534647209206927
93858284.12,1109.72,24957840.85,2.99,832.27,65.63,0.75,1044.0,284.17,-1000,-1000
93858284.12,1109.72,24957840.85,2.99,832.27,65.63,0.64,1027.14,264.57,0.4459495508869379,0.9565105880264374
93858284.12,1109.72,24957840.85,2.99,832.27,65.63,0.57,1038.54,271.98,0.2834481459664603,0.8229837119247867
89310600.68,1218.91,24078447.78,2.86,831.93,50.22,0.84,1163.83,270.18,0.5656199615433457,1.0287309152595867
89310600.68,1218.91,24078447.78,2.86,831.93,50.22,0.98,1167.32,299.96,0.5622331831719415,1.0408943311614525
89310600.68,1218.91,24078447.78,2.86,831.93,50.22,0.93,1158.8,287.99,0.5657990441855772,1.0300208564952154
89310600.68,1218.91,24078447.78,2.86,831.93,50.22,0.71,1155.12,277.63,0.5582490628308783,1.0149307723204657
89310600.68,1218.91,24078447.78,2.86,831.93,50.22,0.57,1152.19,266.7,0.5525329274354348,1.0066147159005208
89310600.68,1218.91,24078447.78,2.86,831.93,50.22,0.53,1162.84,295.55,0.5489415971175444,1.0100718233160724
89310600.68,1218.91,24078447.78,2.86,831.93,50.22,0.7,1149.03,305.61,0.5465429453845474,1.0111325652524636
89310600.68,1218.91,24078447.78,2.86,831.93,50.22,0.85,1156.38,316.96,0.5535850922947356,1.0223277953887906
80137311.52,1055.32,24025835.65,2.9,832.97,27.89,0.94,1016.07,308.13,0.40509843429892634,0.9315254193543524
80137311.52,1055.32,24025835.65,2.9,832.97,27.89,0.68,1011.79,265.42,0.32959327516651044,0.8690365141573744
80137311.52,1055.32,24025835.65,2.9,832.97,27.89,0.62,1018.02,302.45,0.2875558429741477,0.8416484001919269
80137311.52,1055.32,24025835.65,2.9,832.97,27.89,0.55,1027.33,277.21,0.2543352670149746,0.8147925807638523
80137311.52,1055.32,24025835.65,2.9,832.97,27.89,0.88,1008.43,275.15,0.3954319730720456,0.915190783077481
80137311.52,1055.32,24025835.65,2.9,832.97,27.89,1.0,1021.25,316.38,0.42070141538739564,0.9493920649979464
80137311.52,1055.32,24025835.65,2.9,832.97,27.89,0.83,1014.7,289.93,0.3873224137919075,0.9098758430966918
80137311.52,1055.32,24025835.65,2.9,832.97,27.89,0.72,1024.78,294.16,0.35888793559650267,0.9016356712994824
99450777.41,1106.44,24246182.54,2.95,851.79,42.78,0.81,1060.33,280.06,0.3930561789344351,0.9185788504464889
99450777.41,1106.44,24246182.54,2.95,851.79,42.78,0.7,1056.13,303.25,0.3962999432742377,0.9294512351247886
99450777.41,1106.44,24246182.54,2.95,851.79,42.78,1.02,1057.59,294.1,0.4939713542424689,1.0025726436821645
99450777.41,1106.44,24246182.54,2.95,851.79,42.78,0.58,1049.01,270.53,0.4549492821497955,0.9615471100198799
99450777.41,1106.44,24246182.54,2.95,851.79,42.78,0.72,1053.58,285.71,0.3995184889939075,0.9244215923976212
99450777.41,1106.44,24246182.54,2.95,851.79,42.78,0.89,1046.85,313.14,0.5021952479495188,0.997213896478133
99450777.41,1106.44,24246182.54,2.95,851.79,42.78,0.93,1046.0,266.22,0.506555326606206,1.0046755034303365
99450777.41,1106.44,24246182.54,2.95,851.79,42.78,0.57,1062.22,309.93,0.4531666614335914,0.9635550105401711
95263134.41,1124.32,24206814.14,2.99,842.26,91.27,0.72,1021.21,263.24,0.369833468376709,0.8997779726183879
95263134.41,1124.32,24206814.14,2.99,842.26,91.27,0.99,1013.56,309.09,0.4353468301389346,0.9497796158040099
95263134.41,1124.32,24206814.14,2.99,842.26,91.27,0.97,1024.17,274.28,0.44738370933609517,0.9509801681675111
95263134.41,1124.32,24206814.14,2.99,842.26,91.27,0.79,1016.4,283.78,0.38949549719074794,0.9122836870032162
95263134.41,1124.32,24206814.14,2.99,842.26,91.27,0.69,1028.33,296.56,0.35437270003564647,0.8969205862407494
95263134.41,1124.32,24206814.14,2.99,842.26,91.27,0.6,1019.07,283.11,0.2970865922014103,0.8430870625159772
95263134.41,1124.32,24206814.14,2.99,842.26,91.27,0.88,1026.14,304.39,0.42736423142230323,0.9544342434580636
95263134.41,1124.32,24206814.14,2.99,842.26,91.27,0.54,1032.13,317.07,0.24975279858452382,0.8171989161741171
81284720.04,1201.22,24239172.21,2.75,843.5,52.42,0.94,1142.08,279.21,0.5606918333634171,1.016611874981108
81284720.04,1201.22,24239172.21,2.75,843.5,52.42,1.0,1144.38,264.44,0.5627855338345694,1.019491952599583
81284720.04,1201.22,24239172.21,2.75,843.5,52.42,0.87,1135.45,308.76,0.5475463411383834,1.0111648683826804
81284720.04,1201.22,24239172.21,2.75,843.5,52.42,0.79,1130.23,314.44,0.543660363797626,1.005683812185537
81284720.04,1201.22,24239172.21,2.75,843.5,52.42,0.58,1148.28,292.52,0.5522369753895995,1.007668536527945
81284720.04,1201.22,24239172.21,2.75,843.5,52.42,0.76,1132.77,298.79,0.5438598752850864,1.0059691795250774
81284720.04,1201.22,24239172.21,2.75,843.5,52.42,0.68,1139.73,287.35,0.5533567421682392,1.006767589560204
81284720.04,1201.22,24239172.21,2.75,843.5,52.42,0.53,1137.98,274.35,0.5493602824971544,1.0004204644848507
131828384.91,1208.51,24333286.43,2.78,804.91,45.48,0.59,1161.83,279.75,0.5622785919921635,1.0125722464532012
131828384.91,1208.51,24333286.43,2.78,804.91,45.48,0.84,1143.98,300.31,0.5538891582355945,1.0139178387227714
