5.444689393043518066e-01,1.026784777641296387e+00,5.471927544176145020e-01,1.001400144939929016e+00
5.429396033287048340e-01,1.025678277015686035e+00,5.366858166975385647e-01,1.000609935610405010e+00
5.438283085823059082e-01,1.026321291923522949e+00,5.396167375036887703e-01,1.003121341001745215e+00
5.474110841751098633e-01,1.028913378715515137e+00,5.453946356731379508e-01,1.000324049235691737e+00
5.460411906242370605e-01,1.027922272682189941e+00,5.463330019923521297e-01,1.000830508664408480e+00
5.326510667800903320e-01,1.018234372138977051e+00,5.315575954016962257e-01,9.990702001589801817e-01
5.479895472526550293e-01,1.029331922531127930e+00,5.497525354245547113e-01,1.004463323196403080e+00
5.371966361999511719e-01,1.021523118019104004e+00,5.404947561606934237e-01,1.010119839024524069e+00
5.221107006072998047e-01,1.010608434677124023e+00,5.310807292795232115e-01,9.998145904954728325e-01
5.267145037651062012e-01,1.013939380645751953e+00,5.252546583385332424e-01,1.001031136275386979e+00
5.229088664054870605e-01,1.011185884475708008e+00,5.328173940841985923e-01,1.000283835361451823e+00
5.136696696281433105e-01,1.004501342773437500e+00,5.294022374179322421e-01,9.993277835756594341e-01
5.293020009994506836e-01,1.015811443328857422e+00,5.301032120096694777e-01,1.002660623847236199e+00
5.188834667205810547e-01,1.008273482322692871e+00,5.253526848185852138e-01,1.001174912319250376e+00
5.367493629455566406e-01,1.021199584007263184e+00,5.330919614130825712e-01,1.012231960466726699e+00
1.719006597995758057e-01,8.097695708274841309e-01,1.806461905586614070e-01,8.130155993062845310e-01
7.031366974115371704e-02,7.310409545898437500e-01,0.000000000000000000e+00,6.668681789097025137e-01
1.739864349365234375e-01,8.123990893363952637e-01,2.177455474184591677e-01,8.440032077417282119e-01
1.427834630012512207e-01,7.855596542358398438e-01,1.564851586170873388e-01,7.919289660225252714e-01
3.027197122573852539e-01,8.910787105560302734e-01,3.203219341633499750e-01,9.202011714137130483e-01
3.204172551631927490e-01,8.999572396278381348e-01,3.331583207229215637e-01,9.292464554193048398e-01
3.627950251102447510e-01,9.216157197952270508e-01,3.756630492738237126e-01,9.636774676091680591e-01
2.479095309972763062e-01,8.580157756805419922e-01,2.526484111793051990e-01,8.667033163728513623e-01
5.345480442047119141e-01,1.019606947898864746e+00,5.352885673387968168e-01,1.005346177695486620e+00
5.223336219787597656e-01,1.010769724845886230e+00,5.200132877650440744e-01,1.000237554958343544e+00
5.221129655838012695e-01,1.010610103607177734e+00,5.203812284586654124e-01,9.994030507427579257e-01
5.279065966606140137e-01,1.014801859855651855e+00,5.231555697701441021e-01,1.001080417019813762e+00
5.357317924499511719e-01,1.020463466644287109e+00,5.337073848286228994e-01,1.002990197500658986e+00
5.204092860221862793e-01,1.009377479553222656e+00,5.254138444688163379e-01,9.989199024100822166e-01
5.169633626937866211e-01,1.006884336471557617e+00,5.280135702371409057e-01,1.000014971051868873e+00
5.091522336006164551e-01,1.001232862472534180e+00,5.167333755172953680e-01,9.990460363812050382e-01
6.939194351434707642e-02,7.222707867622375488e-01,5.259833787969607488e-02,6.994028470105704276e-01
3.340913355350494385e-01,9.008913040161132812e-01,3.173033637937507923e-01,9.031083167094816622e-01
1.331870704889297485e-01,7.751324772834777832e-01,1.447707668775763401e-01,7.695637503107386479e-01
3.697003722190856934e-01,9.191071987152099609e-01,3.976473801558116916e-01,9.525397059101867736e-01
2.200668305158615112e-01,8.354518413543701172e-01,2.115536990325596334e-01,8.228104044994868360e-01
2.606183290481567383e-01,8.601933121681213379e-01,2.714881577816944946e-01,8.753496627813567299e-01
3.942215442657470703e-01,9.327766895294189453e-01,4.097947563613416611e-01,9.606923931046809084e-01
3.274401724338531494e-01,8.942981362342834473e-01,3.269748834256751557e-01,9.036653594301522485e-01
2.980294823646545410e-01,8.871696591377258301e-01,2.855850414030152717e-01,8.900717075260228262e-01
2.333290278911590576e-01,8.528645634651184082e-01,2.113786325938051269e-01,8.398402724687716869e-01
3.412465453147888184e-01,9.131768345832824707e-01,3.351670340201221010e-01,9.303627248472662314e-01
2.037161886692047119e-01,8.255361914634704590e-01,1.831435801879054692e-01,8.113487703585171573e-01
3.271063268184661865e-01,9.045742750167846680e-01,3.202361763032897657e-01,9.230841180972833016e-01
3.133918941020965576e-01,8.946493864059448242e-01,3.068399077841596490e-01,9.099647262423844474e-01
3.558539748191833496e-01,9.200971722602844238e-01,3.452086951751767163e-01,9.373110970622382521e-01
1.066795140504837036e-01,7.544596195220947266e-01,1.239379379666149944e-01,7.662859317876010712e-01
5.310320258140563965e-01,1.017063021659851074e+00,5.367947521022732316e-01,1.000252790855631124e+00
5.180564522743225098e-01,1.007675170898437500e+00,5.294837078692555821e-01,9.981296867385147653e-01
5.306119918823242188e-01,1.016759157180786133e+00,5.361611819946097146e-01,1.000121704819008306e+00
5.294946432113647461e-01,1.015950679779052734e+00,5.330625047017777396e-01,9.988989252863809121e-01
5.285598635673522949e-01,1.015274405479431152e+00,5.231998133533320994e-01,9.985837591710106098e-01
5.365754961967468262e-01,1.021073818206787109e+00,5.294802886555167731e-01,1.000758831582081454e+00
5.346593856811523438e-01,1.019687414169311523e+00,5.389049232608693618e-01,1.000852436168101267e+00
5.247423648834228516e-01,1.012512564659118652e+00,5.272057315614496753e-01,1.000103387702687696e+00
4.256091117858886719e-01,9.463613033294677734e-01,3.878930824059578231e-01,9.155913097476484630e-01
