5.803327560424804688e-01,1.076573729515075684e+00,5.873564555459412917e-01,1.089305786190025938e+00
5.793964266777038574e-01,1.065352082252502441e+00,5.854383731550171222e-01,1.076972350960222258e+00
5.820279121398925781e-01,1.077549934387207031e+00,5.917179246331937259e-01,1.092384587784104522e+00
5.734803676605224609e-01,1.067171216011047363e+00,5.780304701718391724e-01,1.079672879196062585e+00
5.896853804588317871e-01,1.094925165176391602e+00,5.967393353583270166e-01,1.102890062828602691e+00
5.916355848312377930e-01,1.095179796218872070e+00,5.975234201936630019e-01,1.104555868587639766e+00
5.752747058868408203e-01,1.072127819061279297e+00,5.802457896598648412e-01,1.084695173962346049e+00
5.759493708610534668e-01,1.073167085647583008e+00,5.820568946736617288e-01,1.083557859062701523e+00
5.836501121520996094e-01,1.079571008682250977e+00,5.882820486866811027e-01,1.093466898251254982e+00
5.768210291862487793e-01,1.070484876632690430e+00,5.806585182583495763e-01,1.080412447689822919e+00
5.969198346138000488e-01,1.102009892463684082e+00,6.022081929229331498e-01,1.110890767285028113e+00
5.915325284004211426e-01,1.086555480957031250e+00,5.963701105554343185e-01,1.096494337638918237e+00
5.823755860328674316e-01,1.078492283821105957e+00,5.851458155302642350e-01,1.090459757395926044e+00
5.913132429122924805e-01,1.091802358627319336e+00,5.991187528660527617e-01,1.103294647968387387e+00
5.950025916099548340e-01,1.099390983581542969e+00,6.003295184105107429e-01,1.106066886798913629e+00
6.004701852798461914e-01,1.105182647705078125e+00,6.041669831370389820e-01,1.110360401394368202e+00
5.799092054367065430e-01,1.073587894439697266e+00,5.835539759230579104e-01,1.081915043033693458e+00
5.898563265800476074e-01,1.088209509849548340e+00,5.919097548289994348e-01,1.100727601809707856e+00
5.939968824386596680e-01,1.083703517913818359e+00,5.982207722366497116e-01,1.095421357390485406e+00
5.860753655433654785e-01,1.079789757728576660e+00,5.913340790597394481e-01,1.091885960224451724e+00
5.926522612571716309e-01,1.100235223770141602e+00,5.964536203923082036e-01,1.112162150748431833e+00
5.915685296058654785e-01,1.085733890533447266e+00,5.988276236506219208e-01,1.097047414749567240e+00
5.862628221511840820e-01,1.075158476829528809e+00,5.938909929542546262e-01,1.085773208965901793e+00
5.839520692825317383e-01,1.077353477478027344e+00,5.869287987642728410e-01,1.084634770108289903e+00
5.921097993850708008e-01,1.085629940032958984e+00,5.990109584014686739e-01,1.097849689832863795e+00
5.978084802627563477e-01,1.090401411056518555e+00,6.037640920023015223e-01,1.104035652568207793e+00
6.069046854972839355e-01,1.111758232116699219e+00,6.093227558192526594e-01,1.118110598387292987e+00
5.977022647857666016e-01,1.094283461570739746e+00,6.039878023787492722e-01,1.104883510626591292e+00
5.912630558013916016e-01,1.086946845054626465e+00,5.937896905640810408e-01,1.100393929565464779e+00
5.946519374847412109e-01,1.098175525665283203e+00,5.975830816221521236e-01,1.109898453098541404e+00
5.938489437103271484e-01,1.078750491142272949e+00,5.976408162779860422e-01,1.089161009525808410e+00
6.017103791236877441e-01,1.096558094024658203e+00,6.078569915845788429e-01,1.109699032448436817e+00
6.094275712966918945e-01,1.109803199768066406e+00,6.116793832269717957e-01,1.118950403585587505e+00
6.014204621315002441e-01,1.100762724876403809e+00,6.021172046873238815e-01,1.116276956803880616e+00
6.020444035530090332e-01,1.093899726867675781e+00,6.081800701157571432e-01,1.110225924585738433e+00
5.957780480384826660e-01,1.087554574012756348e+00,6.032841532085145841e-01,1.100355254986782105e+00
