H_drop_design,Q_in,T_in_design,T_out_design,T_amb,mdot,eta_rcv,pred,truemdot
45.162828,534794154.7,800.199111,1137.509967,272.887856,906.5003,0.709966,880.2304077148,906.5003
35.852401,180077721.6,852.008097,1113.015646,309.639583,186.848726,0.337899,171.4835968018,186.848726
31.697091,916547289.5,893.769175,1361.360052,275.261059,1318.01572,0.874652,1275.6788330078,1318.01572
34.852555,205551119.1,867.524317,1244.190167,270.434796,0,0,67.8410949707,0
48.079713,11969624.88,826.472252,1331.570214,299.413891,-79.608908,0,-15.8691215515,-79.608908
22.333782,246693869.5,864.68493,1397.543234,301.951657,252.38137,0.709477,295.0871887207,252.38137
37.528403,625067560.4,858.952632,1219.934528,275.922403,1098.041715,0.804734,1116.7569580078,1098.041715
22.975929,675632556.1,791.466498,1419.89501,309.862011,750.395854,0.901165,749.4537963867,750.395854
48.638644,133891245,925.084611,1379.20958,277.142119,-1.995891,0,-7.5844936371,-1.995891
25.455836,979853796.1,876.381608,1113.800572,302.21837,3151.188286,0.956522,3252.5515136719,3151.188286
10.4544,111462102.4,937.172921,1277.544062,275.010801,225.51009,0.891396,231.133682251,225.51009
26.157114,318297687.5,938.688148,1236.509733,300.209015,662.943733,0.798613,617.5237426758,662.943733
27.273894,830256049.5,922.568504,1440.429859,280.52368,1068.616566,0.879475,1080.7482910156,1068.616566
45.577312,150803713.4,865.00859,1158.465236,316.946008,0,0,8.8889379501,0
7.403101,286162712.8,831.396703,1316.583886,303.277542,450.309611,0.978014,505.9828186035,450.309611
14.784605,377972083.6,923.13506,1081.197171,263.919733,1833.46158,0.962903,1876.9333496094,1833.46158
30.670669,938564090.3,898.323565,1166.598259,305.04475,2548.321066,0.922884,2529.3125,2548.321066
25.934844,169563264.4,892.717607,1198.204271,308.286561,263.99427,0.604844,283.7396240234,263.99427
30.044224,136149622.8,915.600174,1093.45387,315.635042,281.971783,0.462898,273.4969177246,281.971783
18.659118,536512806.3,888.89543,1157.218009,276.215216,1502.574979,0.949416,1509.2764892578,1502.574979
49.457138,706624828.3,846.589508,1102.921459,298.190855,1708.607311,0.771438,1667.0623779297,1708.607311
46.602015,370535679.2,942.121179,1105.416531,279.259461,1003.779094,0.559226,979.7864990234,1003.779094
29.743297,419554842.7,811.010378,1064.82849,283.436625,1167.321066,0.868518,1175.3074951172,1167.321066
24.346608,687750182.6,897.405944,1261.948195,301.366591,1346.187581,0.916273,1335.5187988281,1346.187581
30.611501,183618157.1,801.996404,1085.832898,264.422248,318.202961,0.606039,343.1888427734,318.202961
15.003748,811919555.1,965.686127,1027.574695,315.095311,10303.3134,0.984814,10312.53125,10303.3134
29.539851,398970681.1,775.848271,1288.1224,302.878643,474.58023,0.770693,546.2822875977,474.58023
45.085902,408209152.8,957.638909,1260.909171,287.258221,384.786732,0.370302,324.5341491699,384.786732
10.172473,870234651.8,858.25102,1047.87558,270.427799,3688.543918,0.993689,3543.2443847656,3688.543918
21.728877,1070286.005,787.802249,1196.459646,297.070316,-19.48891,0,-21.105430603,-19.48891
12.924876,813263926.6,910.956794,1216.668169,303.842978,2046.710186,0.983724,2020.5169677734,2046.710186
19.110459,972673233.5,962.750724,1398.650874,303.326319,1611.991331,0.953482,1596.5113525391,1611.991331
31.584372,650126625,819.339517,1299.069826,317.908218,901.607789,0.848571,923.2470703125,901.607789
43.591394,642311033.4,942.674146,1148.443989,309.471368,1909.787754,0.778402,1961.8138427734,1909.787754
47.342841,777897253.8,871.552291,1039.4657,292.906136,3122.179442,0.833943,3083.9084472656,3122.179442
23.636079,497413027.7,913.208204,1257.373346,268.630337,999.877424,0.889914,976.9475097656,999.877424
49.429581,724580374.8,782.233898,1029.881101,278.282978,1957.56979,0.814086,1867.1280517578,1957.56979
21.217632,268855629.9,816.888187,1251.567947,293.178358,409.846935,0.839171,437.9202880859,409.846935
42.249626,112547592.5,882.079308,1434.637674,286.085793,-1.42741,0,4.0940442085,-1.42741
22.151772,781122692.5,956.783481,1361.447052,284.266408,1360.063805,0.924788,1306.7872314453,1360.063805
6.353335,938784515,795.471922,1272.038503,308.369919,1551.027313,0.996672,1527.3233642578,1551.027313
21.570362,720999921,779.968058,1431.309582,303.548433,785.033539,0.915437,782.9237670898,785.033539
36.501475,76869378.97,804.234329,1454.228517,279.155183,-1.104697,0,14.3614368439,-1.104697
40.296501,213831035.9,803.995416,1164.160935,282.924673,0,0,55.4512367249,0
26.316375,437490175.7,948.929754,1383.079693,313.400429,615.033743,0.802432,690.4530639648,615.033743
29.368094,817476966.3,822.49955,1172.856269,280.159602,1706.127036,0.916224,1699.3989257813,1706.127036
18.28321,719235749.3,794.707745,1226.276421,280.983215,1269.648312,0.957854,1206.9172363281,1269.648312
18.206108,240682397.3,958.422182,1064.486714,290.690899,1643.928522,0.912524,1658.4974365234,1643.928522
7.132004,727265144.1,960.747787,1059.734783,295.596942,5811.211043,0.995937,5685.4008789063,5811.211043
10.107152,447419351.1,875.707695,1109.423705,290.117812,1506.933886,0.985368,1478.1605224609,1506.933886
27.29426,29887648.2,881.960191,1066.362044,314.330818,-0.720528,0,-98.3266372681,-0.720528
11.65078,895744314.8,797.780917,1284.529288,264.81213,1430.767349,0.986276,1389.3571777344,1430.767349
12.079403,344980971.1,788.245051,1153.87896,264.580954,732.794421,0.964904,716.9633789063,732.794421
30.511199,198580097.6,921.437932,1134.694394,308.340048,453.581483,0.616483,455.4569091797,453.581483
34.523747,282772249,936.155875,1291.067495,275.64346,267.86564,0.435921,202.8141937256,267.86564
43.14082,800564109.8,778.134008,1251.328012,279.22011,1059.969001,0.788491,1076.5933837891,1059.969001
35.997975,519471253,943.990077,1026.02768,306.061935,4357.814481,0.85983,4284.0014648438,4357.814481
12.648232,524965464,800.281392,1263.906883,264.163805,867.529538,0.969443,912.733581543,867.529538
47.091988,581154635.1,929.961622,1368.773747,285.042429,403.261195,0.398523,442.0902709961,403.261195
28.025395,794573925.3,911.834409,1147.311802,276.59996,2467.384623,0.925789,2438.9497070313,2467.384623
42.676668,110288992.2,817.029805,1336.254897,299.849883,-1.439737,0,10.6999034882,-1.439737
16.063378,258604570.3,835.217015,1098.782799,295.359357,733.172463,0.927707,736.7890014648,733.172463
28.81935,188429159.4,780.252985,1034.633675,295.182639,441.962635,0.726303,469.0610351563,441.962635
30.457937,162618207.1,795.330315,1118.140002,282.135741,199.354937,0.489518,266.0482177734,199.354937
34.400048,572694142.4,934.376131,1340.396626,317.810055,826.018446,0.764115,829.6795043945,826.018446
31.994367,99868988.69,861.027495,1429.498591,296.644069,0,0,25.1529636383,0
13.762949,211045898,863.686293,1387.214051,302.273965,274.295992,0.884215,279.9134216309,274.295992
41.821343,21463588.69,969.191449,1280.949213,263.796633,-94.603798,0,-78.9149627686,-94.603798
46.950437,431475128.5,862.224747,1317.606084,317.326392,0,0,199.7512512207,0
12.554841,622556606.9,910.37106,1026.474118,303.655722,4257.322352,0.986697,4361.17578125,4257.322352
40.905526,914007398.2,844.096818,1102.634056,289.58926,2496.433947,0.8785,2461.9033203125,2496.433947
49.493897,349257454.5,818.506356,1189.983334,279.281661,0,0,108.1456832886,0
39.463918,938334666.5,803.281817,1054.400842,284.066729,2746.218892,0.901168,2744.4030761719,2746.218892
11.678175,45853481.48,829.047647,1440.350016,287.882704,20.839018,0.361694,-64.3268051147,20.839018
48.422534,414629031.9,925.708311,1066.583519,284.918446,1482.836144,0.631568,1520.9034423828,1482.836144
7.052759,691413182.6,919.783743,1025.409975,312.853017,5240.525449,0.996275,5174.2553710938,5240.525449
34.895138,885437425.8,880.772507,1085.731717,305.002469,3168.680344,0.915586,3185.3627929688,3168.680344
28.446186,457866428.1,816.742009,1107.483661,273.867547,1115.361397,0.877787,1123.6348876953,1115.361397
46.870834,207865914.2,798.577487,1103.259927,280.668562,0,0,23.0856761932,0
13.812872,214112632.7,862.093536,1425.148425,270.571541,255.016262,0.875588,262.665222168,255.016262
7.889144,336639055.3,932.866036,1462.257641,308.645668,466.565508,0.972134,510.1147460938,466.565508
40.679155,425586612.2,919.36965,1310.53747,273.524858,406.047549,0.483991,374.3901672363,406.047549
39.091526,646129441.6,901.241308,1072.9209,298.462514,2561.425461,0.850678,2610.90234375,2561.425461
8.838974,621007730,873.22389,1258.081756,300.997507,1248.320411,0.989261,1230.5629882813,1248.320411
12.597528,576157811.6,783.551896,1138.022121,307.098058,1287.41162,0.980844,1311.2591552734,1287.41162
27.451795,829483663.7,921.766313,1155.065909,283.381355,2608.0456,0.931188,2608.5581054688,2608.0456
29.46734,212238218.1,971.293568,1127.909482,274.031443,726.97659,0.683436,659.8372802734,726.97659
44.807531,674994287.6,868.64121,1059.919523,294.742428,2332.919354,0.820305,2391.48046875,2332.919354
14.350543,487512516.8,780.846599,1443.15587,279.045083,534.29222,0.938556,486.207611084,534.29222
34.885791,25032843.51,944.795975,1220.474166,264.026011,-57.316617,0,-39.5180358887,-57.316617
16.954987,983248861.4,967.822203,1117.999133,283.742191,5049.180181,0.980556,5148.2104492188,5049.180181
24.845748,785319529.7,782.19329,1439.579183,295.32781,829.81758,0.897938,835.8196411133,829.81758
43.257167,205612035.3,847.610154,1101.214696,301.562863,0,0,55.3432540894,0
44.161034,78111715.73,854.826931,1323.750559,300.423443,-1.901906,0,0.6252037287,-1.901906
30.87466,351040688.6,847.869695,1434.078944,306.77256,247.693081,0.539554,193.1957244873,247.693081
35.1905,586617923.6,834.508871,1209.553439,293.158125,1020.241171,0.823343,997.7388916016,1020.241171
9.068982,904991338,835.536874,1110.577279,267.955465,2631.052911,0.994605,2635.4978027344,2631.052911
7.872703,497802162.2,914.165344,1400.634431,269.99737,768.609675,0.984912,816.6985473633,768.609675
37.342752,66248237.89,940.1329,1201.092864,263.424486,-1.353618,0,-28.7884292603,-1.353618
9.955859,828845105.6,786.105912,1049.481685,278.268126,2560.512855,0.993882,2549.7436523438,2560.512855
7.343533,907899483.6,824.96322,1348.084644,302.98555,1342.813603,0.994412,1360.5061035156,1342.813603
46.94016,179398398.5,901.42737,1090.289061,279.831876,0,0,8.4671802521,0
17.536511,474545720.7,833.730615,1089.175573,285.078642,1434.337123,0.956895,1419.1953125,1434.337123
42.582882,936025375,784.050409,1137.878346,283.20936,1847.581072,0.864926,1855.3394775391,1847.581072
32.458986,13766918.6,947.915836,1163.961384,311.726456,-68.199071,0,-57.1291503906,-68.199071
8.375892,658286440.3,857.446413,1050.329725,306.905758,2744.387635,0.994428,2724.72265625,2744.387635
5.988069,441037425.6,924.863306,1423.930434,307.961519,664.27239,0.990069,727.74609375,664.27239
40.493716,819207715.6,951.716373,1090.846247,317.980856,4054.006196,0.869793,4220.7626953125,4054.006196
38.931742,967857404.3,824.218879,1108.218801,270.99568,2454.480326,0.893846,2354.3815917969,2454.480326
32.038114,227989722.6,894.932012,1076.81206,291.539285,698.612245,0.696324,696.2769165039,698.612245
42.526656,218331162.9,880.599703,1148.40969,264.946459,0,0,56.3079528809,0
17.629556,644330724,967.591457,1395.76749,268.060075,1068.052836,0.937059,1037.9738769531,1068.052836
5.187494,131964856.1,789.260398,1074.644874,298.708553,371.664121,0.98637,369.9287109375,371.664121
11.48031,193090024,896.279176,1132.247436,277.671013,614.068024,0.945695,654.8296508789,614.068024
32.525174,984892574.8,846.598728,1332.66672,279.189058,1394.392972,0.88551,1350.5242919922,1394.392972
46.885656,126336449.2,859.037234,1058.431091,274.321101,0,0,-24.9998264313,0
22.824725,511217384.4,910.981929,1452.879078,306.219564,613.849056,0.85852,633.8983154297,613.849056
7.377014,665744899,934.141536,1363.993422,291.191705,1173.216588,0.991417,1152.4340820313,1173.216588
46.018929,256340752.8,917.139026,1328.062691,267.188617,0,0,17.6675949097,0
25.815392,281709649.5,875.532342,1162.204566,264.565116,631.035119,0.810194,604.2525634766,631.035119
45.564355,699481500.9,807.591368,1117.593191,270.954259,1450.981776,0.797028,1491.5863037109,1450.981776
17.119673,926339855.8,883.121505,1156.873009,274.19777,2620.742104,0.977549,2634.1943359375,2620.742104
16.091081,569198466.4,816.929332,1048.677647,301.387141,1949.036077,0.974401,1906.9886474609,1949.036077
46.250584,781369496.5,841.41621,1309.636792,309.728426,914.548902,0.702406,903.1986694336,914.548902
7.58211,913755413.7,934.545365,1308.821409,281.258906,1868.062852,0.994245,1906.0738525391,1868.062852
43.14678,243047330.2,887.978696,1120.58307,274.122487,182.748585,0.219733,223.6223907471,182.748585
23.651279,599848603.8,819.586089,1312.445868,297.685699,859.027009,0.901959,881.1990966797,859.027009
43.968923,989716073.3,774.747586,1233.720114,287.106241,1435.633905,0.835252,1411.5618896484,1435.633905
28.231542,728873443,873.257051,1446.308912,307.806158,828.952493,0.85462,855.1720581055,828.952493
49.63802,861471442.7,905.506159,1307.364171,292.237855,1140.110447,0.688017,1125.8729248047,1140.110447
40.705757,470397405.8,866.557835,1401.527141,282.663594,262.613329,0.389003,256.4319152832,262.613329
19.908141,953490872.8,816.706449,1129.995974,274.769424,2378.0942,0.971796,2285.4411621094,2378.0942
26.540691,157951257,971.312061,1110.208107,291.562344,597.369317,0.667507,539.3215332031,597.369317
11.125945,472666382.3,917.76877,1111.22402,293.095966,1905.410406,0.983003,1930.1401367188,1905.410406
40.800284,49827645.83,948.06483,1335.178709,313.674631,-40.082145,0,-20.7755088806,-40.082145
29.831194,530123474,859.322487,1251.023294,298.28071,897.73219,0.845569,915.2780151367,897.73219
42.036464,373773219.8,934.991489,1398.707266,271.575145,0,0,69.9631729126,0
9.581003,170094453.5,778.695755,1409.242045,299.004457,193.595443,0.92347,143.8531036377,193.595443
30.739596,911552869.8,860.331516,1187.760598,285.800474,2017.314291,0.915485,1996.0567626953,2017.314291
16.074304,821012607.3,828.283063,1231.765277,316.634942,1565.325004,0.9732,1548.0704345703,1565.325004
21.750684,303248827.7,878.516002,1356.740208,309.600168,397.296653,0.812677,448.1661987305,397.296653
15.339185,428487958.8,797.890327,1207.344946,264.437053,791.677149,0.948993,830.7050170898,791.677149
40.029881,103651874,885.219467,1137.697166,293.956948,0,0,-10.1624288559,0
38.224931,4445882.818,893.608009,1179.012257,272.941741,-93.217913,0,-60.1536750793,-93.217913
43.029017,666485446,949.649198,1303.723579,299.282411,1007.256388,0.696355,984.7235717773,1007.256388
17.713525,362730401.4,774.987273,1471.074643,263.74301,351.517616,0.874661,227.8532562256,351.517616
34.652293,929396192.4,847.996676,1180.861437,298.68204,1990.3517,0.897946,1984.1584472656,1990.3517
32.192685,347582596.3,968.600593,1168.312586,287.440839,1028.229384,0.756734,1050.6785888672,1028.229384
10.415927,925999408.7,905.111251,1300.665574,285.445603,1791.884141,0.989253,1815.7740478516,1791.884141
47.305966,385847838.2,783.814785,1242.400185,267.04365,0,0,195.8441162109,0
46.893001,533279083.1,906.979048,1199.933204,278.484481,886.113226,0.620551,869.9086303711,886.113226
30.262917,657317372.8,953.150246,1208.27304,273.014934,1759.588382,0.877695,1752.8315429688,1759.588382
40.436745,949275160.5,955.307592,1333.072473,299.543183,1561.74113,0.812561,1669.4716796875,1561.74113
38.292127,331567594.7,892.474754,1448.075109,269.578511,0,0,43.5487594604,0
12.257393,381451125.2,910.53147,1151.616744,284.431328,1212.195701,0.970401,1209.8393554688,1212.195701
34.825187,571543125.6,830.783261,1108.83264,307.746028,1419.161335,0.857858,1461.3803710938,1419.161335
44.517198,760301382.6,946.359754,1257.557334,304.917715,1421.076109,0.751879,1458.3360595703,1421.076109
49.579588,8495849.717,882.107471,1345.016431,300.274334,-99.701538,0,-59.187412262,-99.701538
24.757241,326116521.1,782.572454,1378.036993,303.253721,322.045293,0.753923,319.4654541016,322.045293
26.465293,37825951.78,860.921412,1369.528628,315.699246,-0.583812,0,29.7121448517,-0.583812
22.088259,876729076.3,909.384558,1171.760894,265.200804,2517.937849,0.95708,2471.232421875,2517.937849
6.098271,852875644.2,874.450315,1057.427547,278.865383,3745.587744,0.997667,3658.015625,3745.587744
16.52623,727704841.4,773.549137,1313.349248,293.23156,1018.865479,0.958967,1038.0350341797,1018.865479
41.225391,67378276.56,852.758163,1075.483222,278.41269,-12.917916,0,-38.3722343445,-12.917916
9.330291,745200903.7,875.839084,1355.673437,264.672599,1183.24658,0.987714,1176.6752929688,1183.24658
30.915679,870577038.3,945.019285,1456.617473,294.399777,1089.135284,0.848837,1115.1166992188,1089.135284
10.633427,671728730,882.38669,1174.017023,294.024061,1798.527806,0.987933,1815.4307861328,1798.527806
33.366685,176390508.3,790.684987,1185.227564,301.927112,88.107254,0.246109,123.6720809937,88.107254
33.201913,445166201.4,950.644135,1196.087185,315.251392,1119.319172,0.791477,1155.1593017578,1119.319172
38.178866,206407933.8,896.87855,1047.787027,304.730528,576.928316,0.524802,432.4081726074,576.928316
11.536079,2576070.999,791.921089,1388.591231,285.701024,-2.737366,0,-102.5478744507,-2.737366
49.106258,490905217.6,815.203221,1189.688467,271.381117,543.627359,0.52032,492.1176147461,543.627359
31.029974,763009969.8,811.401359,1420.242298,272.292804,813.814918,0.841,838.0837402344,813.814918
45.842151,978619518.4,953.529774,1163.495229,308.055876,3046.628841,0.83481,3185.6811523438,3046.628841
9.596177,464623371.4,784.406258,1093.173575,306.253077,1208.862315,0.987984,1217.4398193359,1208.862315
21.505069,18798263.93,887.531172,1183.899932,265.034577,-5.863941,0,-33.9331893921,-5.863941
28.724696,940727609.5,972.798535,1256.776907,316.943295,2342.09982,0.917317,2246.4228515625,2342.09982
44.346258,763646551.2,822.141103,1440.132331,266.224249,565.345287,0.595016,568.513671875,565.345287
44.074048,314457506.9,869.803637,1435.066038,314.937923,0,0,34.308555603,0
42.894544,861311156.1,923.069345,1270.154931,276.248284,1526.957667,0.794055,1591.4139404297,1526.957667
32.777024,550886679.8,778.417615,1217.571823,300.260978,837.091246,0.835696,869.7137451172,837.091246
24.090367,921106788.6,860.022228,1354.816312,281.808744,1334.527543,0.927074,1298.7120361328,1334.527543
7.174678,592759354.9,789.553633,1200.975982,276.395244,1143.880267,0.993649,1148.3493652344,1143.880267
22.670513,250780114.9,905.476514,1041.840113,309.347665,1294.666108,0.876293,1233.1463623047,1294.666108
33.135261,944900918.9,777.475765,1066.258291,288.857811,2484.386885,0.928629,2378.8381347656,2484.386885
37.104234,693903585.2,798.347413,1081.70587,278.109837,1739.441067,0.874045,1726.6231689453,1739.441067
49.371696,124267966.6,913.016829,1133.029091,286.494192,-2.06448,0,-61.8099861145,-2.06448
14.057564,370236538.8,884.403534,1429.158157,303.852332,479.311285,0.924234,505.4775695801,479.311285
45.36129,453813253.4,820.84882,1308.196076,317.002445,253.64131,0.347943,303.1989746094,253.64131
39.061252,714399678.6,817.223103,1244.707177,278.382106,1067.31894,0.808064,1054.6076660156,1067.31894
24.355538,604972721.3,946.348628,1096.703349,299.135043,2979.500515,0.935513,2897.86328125,2979.500515
24.071355,235944138.7,917.484137,1153.197726,291.139691,636.520294,0.806492,696.4739990234,636.520294
40.323547,939193497.8,813.788966,1472.835837,264.277961,815.295951,0.746283,907.9984130859,815.295951
14.465061,20061987.34,780.552906,1133.131059,281.504678,0,0,51.5230293274,0
13.359062,380539991.3,930.367588,1202.677962,297.00006,1047.620473,0.959432,1035.3189697266,1047.620473
13.042549,50218470.23,810.703885,1023.864968,302.145936,151.232763,0.784208,91.7632293701,151.232763
25.318256,816595467.3,774.188864,1211.209476,283.487007,1392.650398,0.931843,1305.0123291016,1392.650398
6.920052,815003008.8,900.958617,1264.007327,301.403203,1738.379988,0.995193,1778.4320068359,1738.379988
41.672595,967139110.7,958.719081,1227.378624,293.070444,2346.829287,0.840736,2347.0649414063,2346.829287
39.967421,838637594.9,806.987829,1132.530746,303.403313,1800.396557,0.868134,1801.7171630859,1800.396557
40.019475,492433326,813.089667,1420.994326,285.605195,269.296932,0.430694,217.6432342529,269.296932
25.661929,746975085.4,854.058803,1289.650529,280.778084,1218.885214,0.91025,1161.1026611328,1218.885214
13.777747,433007761.7,835.754501,1217.48491,288.936758,861.176025,0.959602,850.4133300781,861.176025
10.133882,147676353.3,827.223595,1224.583209,293.755392,273.345012,0.929356,282.938079834,273.345012
41.197134,993282633.9,878.803579,1030.361769,317.243451,4827.897634,0.911321,5082.9423828125,4827.897634
24.731419,731948266.3,868.268674,1039.559304,292.500655,3293.737288,0.953296,3223.6240234375,3293.737288
37.286231,442134107.5,927.964705,1370.896558,274.35208,413.044402,0.541572,419.7838439941,413.044402
18.218741,185339574.2,896.489198,1206.297218,278.970612,393.92297,0.838839,367.9774780273,393.92297
32.099298,867986998.8,882.50754,1188.133105,272.286062,2021.255965,0.902339,1984.5500488281,2021.255965
41.595703,522293578.3,832.396677,1259.087619,297.670461,631.81451,0.655986,648.9575195313,631.81451
48.357278,868917783,923.974131,1463.503334,313.8717,667.497992,0.548558,719.0036010742,667.497992
9.969708,807831298.7,917.508534,1069.559095,280.035223,4211.670163,0.992905,4304.8940429688,4211.670163
16.107842,139664310.8,780.945948,1086.876509,266.096528,323.513362,0.870113,325.9372253418,323.513362
38.464427,524340399.8,884.769468,1225.177463,287.292694,898.406137,0.743688,878.1091918945,898.406137
29.981518,712044778.4,829.312587,1152.85464,282.547711,1590.815764,0.904011,1597.2905273438,1590.815764
34.656042,574995809.6,954.17021,1059.850439,273.136691,3762.249016,0.869802,3832.7092285156,3762.249016
10.096061,340711545.7,947.062554,1302.359905,291.805801,713.394644,0.967569,675.6321411133,713.394644
9.651897,57547805.71,898.4207,1092.570674,269.861965,207.83043,0.878642,204.9332275391,207.83043
14.07459,801008295.4,848.357769,1171.261783,274.013796,1936.469125,0.981994,1924.3928222656,1936.469125
25.588044,208883130.4,847.607566,1408.849242,274.619763,126.379073,0.441474,103.3473739624,126.379073
13.750066,630823809.6,845.409535,1428.221481,302.694274,796.371367,0.958686,812.6663818359,796.371367
18.89075,699782509.9,915.041436,1188.742973,276.522619,1923.617672,0.958769,1874.6881103516,1923.617672
16.413502,810619752.6,941.588024,1127.098267,283.763815,3368.584745,0.977592,3309.0871582031,3368.584745
22.316211,28344270.75,874.99021,1123.751181,287.957189,-0.375309,0,-114.2750854492,-0.375309
34.274155,461055219.6,820.299782,1352.584032,269.609917,453.161325,0.672336,471.4765625,453.161325
36.413262,121567026.5,794.818851,1162.27214,303.882843,0,0,31.3439044952,0
25.271843,374332516.9,830.720281,1079.07738,263.538579,1080.169916,0.886334,1095.3397216797,1080.169916
40.326719,790675930.9,799.679413,1107.837922,303.803293,1796.293266,0.865237,1788.7084960938,1796.293266
45.458851,210119431.4,822.026193,1445.464067,287.68687,0,0,16.3998527527,0
27.674492,729451205.8,841.72931,1442.675393,318.102621,802.802832,0.862914,822.3163452148,802.802832
11.360136,306809317.2,843.84086,1239.63837,274.215508,584.505892,0.957352,602.431640625,584.505892
33.30983,703854188.1,833.505755,1463.093214,306.067493,663.223089,0.775126,696.3529052734,663.223089
43.824916,353683941,784.454856,1424.832295,293.406602,0,0,45.1932449341,0
30.483021,706359459.4,797.487288,1283.761386,263.41735,999.277669,0.872535,998.8389892578,999.277669
25.224675,222600175.5,789.647933,1089.308184,299.053874,487.198968,0.806819,429.9108886719,487.198968
24.143656,949546292.5,783.685618,1257.200007,276.266094,1497.547331,0.9415,1410.1303710938,1497.547331
7.853749,242705536.5,802.827974,1036.72693,305.600801,836.752749,0.985848,881.2559204102,836.752749
5.296142,613764910.2,812.648099,1325.216867,266.193143,932.455011,0.995815,988.9857788086,932.455011
19.827885,364871385.2,829.34337,1102.319775,309.699962,995.106553,0.923895,982.0032958984,995.106553
11.06091,254168760.4,917.855693,1412.118002,297.473223,364.307398,0.93081,393.2508544922,364.307398
39.996022,982228348.3,960.106118,1323.740568,290.206081,1706.322404,0.825457,1816.3175048828,1706.322404
25.168023,637956022.1,926.134907,1268.875373,299.978261,1300.423285,0.901833,1313.8565673828,1300.423285
5.769454,85788165.71,836.260445,1098.60998,296.22942,255.217376,0.969122,199.1451568604,255.217376
41.008324,245125407.6,866.194457,1300.608964,294.485122,0,0,32.0951080322,0
23.398347,33851144.99,869.883021,1284.293554,313.640927,-0.419405,0,36.7649307251,-0.419405
31.452262,3903000.127,927.077809,1322.830431,289.103358,-47.917861,0,9.3562812805,-47.917861
24.772894,748098040.1,907.90796,1274.645204,294.693871,1453.867719,0.918255,1446.1821289063,1453.867719
21.817335,270686569.9,793.813708,1181.389386,298.00971,478.986315,0.856415,478.4188842773,478.986315
30.777048,423419209.9,834.64719,1362.16898,312.624199,446.367147,0.717156,494.1875610352,446.367147
33.153347,443018028.9,807.850135,1070.648502,267.909478,1156.311509,0.84392,1181.1142578125,1156.311509
22.794357,137068179.6,812.493999,1372.932867,280.366287,58.55203,0.308147,52.9652290344,58.55203
30.048658,862560883.4,853.41586,1435.969155,303.16139,981.182857,0.865324,1017.4086914063,981.182857
28.571384,464309765.5,873.775141,1271.009255,284.872347,755.824166,0.82844,808.0459594727,755.824166
10.901778,880936074.5,899.071659,1296.736128,280.175798,1695.14953,0.987561,1702.1910400391,1695.14953
21.263954,374118965.5,837.230404,1313.76322,280.555738,533.255667,0.870513,606.8397827148,533.255667
26.097481,826011263.2,938.655692,1312.785118,278.697913,1546.179182,0.911006,1544.8276367188,1546.179182
23.272899,161303288.3,783.868742,1317.937988,289.250746,124.500459,0.524238,142.1849822998,124.500459
41.73427,610411251.6,967.566464,1321.430882,269.799345,876.929705,0.664791,824.4171142578,876.929705
22.782296,327927692.8,885.944142,1375.85453,273.470931,411.383764,0.800063,485.4951477051,411.383764
5.136012,385753337.3,796.324037,1053.448851,277.983921,1220.814326,0.996421,1263.2553710938,1220.814326
27.096357,254398334.6,824.170021,1103.62448,301.356253,587.383343,0.800204,563.8189697266,587.383343
46.632563,18247832.09,865.489249,1458.433441,290.187928,-66.062525,0,-18.4900779724,-66.062525
24.727351,752009197.1,919.022489,1465.580677,269.438996,919.814422,0.884433,936.4739379883,919.814422
9.977966,494402489.5,776.22333,1094.2067,265.368854,1250.001256,0.987496,1274.0595703125,1250.001256
21.198372,430735749.9,901.169548,1157.85054,300.145957,1215.657104,0.917081,1213.3577880859,1215.657104
14.339796,415542058.3,926.448447,1261.389547,285.055829,914.106617,0.95015,837.6690673828,914.106617
8.302995,919432018.6,921.457956,1283.204997,315.916095,1953.859812,0.993562,1996.9191894531,1953.859812
15.745952,157811100.4,881.759729,1339.137826,304.447553,215.110118,0.807155,206.2659301758,215.110118
49.66013,210271257.4,934.355112,1404.889401,291.434301,0,0,1.8399531841,0
11.717192,424807005.7,940.321281,1137.016913,283.529426,1662.065436,0.97714,1616.7642822266,1662.065436
27.963464,790211404.3,793.570186,1156.66362,297.862477,1617.22605,0.924418,1606.8741455078,1617.22605
30.301461,617331017.2,901.788591,1240.071117,270.331305,1229.630937,0.86318,1254.1724853516,1229.630937
25.928634,289158364.1,929.65411,1435.854238,284.828074,268.299233,0.619989,253.8929290771,268.299233
20.133684,50370034.71,876.192974,1057.103734,264.344304,66.523773,0.296705,131.0468139648,66.523773
42.920576,527672878.3,929.369072,1251.752266,287.944542,816.943166,0.643062,770.193359375,816.943166
25.985992,598877496.6,964.598219,1033.100303,266.890746,6513.522332,0.934882,6135.3198242188,6513.522332
14.561425,702608669.2,786.052993,1278.199667,270.685435,1094.481383,0.969826,1098.2407226563,1094.481383
39.017791,317015396.5,899.441176,1132.699735,293.250326,663.42528,0.615509,671.9841918945,663.42528
19.288628,357367879.5,922.575093,1181.975525,304.231982,985.492294,0.911728,982.0762329102,985.492294
28.749752,106344258.2,853.362918,1296.069213,301.738135,0,0,37.0241928101,0
6.335564,217449948,908.470506,1220.733557,303.309441,535.64908,0.983704,486.6291503906,535.64908
39.281557,951478519.5,844.519525,1069.479067,267.403795,3081.204632,0.901687,3102.2634277344,3081.204632
45.988753,360569661.7,810.440543,1286.974264,299.802365,0,0,94.5670013428,0
