H_drop_design,Q_in,T_in_design,T_out_design,T_amb,mdot,eta_rcv,pred,truemdot
30.033783,274828017.2,931.245823,1220.970491,313.687003,506.646076,0.685408,429.3930969238,506.646076
36.798569,245355507.7,782.175235,1112.384696,268.138897,321.623353,0.533754,318.1719970703,321.623353
46.132835,730762277.7,905.73534,1149.937215,280.793739,1848.961435,0.78184,1784.6923828125,1848.961435
9.374522,75131451.42,834.828446,1172.745061,271.066438,158.44764,0.894722,193.8532867432,158.44764
21.193654,440254281.8,852.326336,1217.75881,270.520588,862.48875,0.90729,838.0170288086,862.48875
13.151142,599800104.9,887.518737,1403.616204,286.43999,855.802333,0.962293,879.0714111328,855.802333
32.656646,706880153,777.341296,1465.937066,266.608831,620.764591,0.783829,613.5138549805,620.764591
16.938998,59547508.62,868.927588,1210.681761,289.726299,55.780691,0.406355,99.1984558105,55.780691
43.587282,124476652.1,823.609642,1299.774837,269.901229,-1.448295,0,9.4052848816,-1.448295
34.645705,498935018.8,800.121055,1056.083559,292.897681,1361.558989,0.856247,1368.8168945313,1361.558989
17.383573,750294624.2,814.822179,1282.832483,281.965978,1209.163101,0.959138,1178.9587402344,1209.163101
33.164222,446562666.3,832.751639,1103.841876,271.828402,1104.498039,0.832746,1138.2127685547,1104.498039
47.239815,685821915,958.265174,1192.133564,288.580827,1659.133655,0.726015,1627.0112304688,1659.133655
28.141867,388442273.5,813.166959,1463.858238,289.053204,304.477542,0.66449,220.3219299316,304.477542
33.295561,607839355.2,775.52352,1075.0748,280.682276,1467.293666,0.885342,1497.5085449219,1467.293666
15.116775,494288117.8,873.510423,1197.782624,273.488217,1154.55855,0.960323,1150.3969726563,1154.55855
12.239107,463699837.8,924.272451,1259.36847,305.314935,1040.692111,0.969252,995.4518432617,1040.692111
48.524943,314987226.1,863.578772,1155.508115,271.675924,0,0,114.6947555542,0
21.651485,316475906,924.134846,1076.028986,276.55959,1496.973378,0.901746,1463.7561035156,1496.973378
7.380631,752819986.4,945.678166,1159.044467,293.896331,2753.883205,0.995004,2817.23828125,2753.883205
31.176868,670307960,862.1442,1275.229103,273.829151,1090.308681,0.859811,1055.1343994141,1090.308681
28.037285,329264411.7,896.319656,1415.298799,274.588103,305.670006,0.631346,304.9316711426,305.670006
36.964214,764446601.4,908.855701,1065.012656,316.161241,3501.77045,0.894101,3493.3703613281,3501.77045
6.721866,905643523.6,776.098455,1055.913397,275.732802,2644.885041,0.997518,2631.6618652344,2644.885041
23.740659,311030198.1,876.323983,1186.582489,292.852717,672.419816,0.849411,589.2544555664,672.419816
29.578129,871414932.2,839.994391,1225.839664,285.500566,1625.432371,0.911405,1619.4898681641,1625.432371
15.194577,818111728.3,841.460372,1252.97272,296.425299,1524.099769,0.974824,1492.5874023438,1524.099769
36.028321,463294060.3,822.009689,1466.924936,275.381923,260.325615,0.472917,157.419921875,260.325615
16.333878,281601511.5,877.211881,1061.621603,279.315079,1153.801563,0.939108,1085.5729980469,1153.801563
35.917257,287369484.3,885.001918,1445.786591,274.984003,0,0,42.493938446,0
27.141701,6246252.105,949.230846,1115.538475,310.732415,-67.343332,0,-152.6615447998,-67.343332
32.263413,118770477.1,917.294206,1337.689012,310.874041,0,0,27.1944198608,0
35.014773,632489614.2,951.4579,1191.021066,270.076639,1723.952608,0.836932,1738.595703125,1723.952608
37.312022,731234091,828.749142,1378.084524,283.006737,793.068718,0.769283,847.7618408203,793.068718
5.422744,529678128.4,868.552795,1041.196668,269.628988,2472.718788,0.997086,2446.0915527344,2472.718788
8.038602,266987604.8,910.201186,1196.617838,285.944546,716.373406,0.979709,680.4082641602,716.373406
24.359883,555566771.7,879.609557,1278.130731,273.018629,969.423025,0.89257,963.3880004883,969.423025
39.543467,892285293.4,845.373596,1110.519134,315.771418,2385.079507,0.88298,2324.7487792969,2385.079507
23.653752,897451234.9,814.924958,1406.850295,310.213247,1080.552762,0.921847,1109.5959472656,1080.552762
49.357116,899213150.4,797.442091,1358.674224,268.070061,828.476889,0.662734,869.3889160156,828.476889
49.423642,223181285,774.562597,1054.652704,311.847407,0,0,31.2746715546,0
26.620825,102329071.8,901.202251,1343.333416,295.281802,0,0,35.8733596802,0
7.497839,850887580.4,880.837296,1345.262396,273.773919,1405.091043,0.99358,1363.189453125,1405.091043
26.944974,184154584.5,970.577927,1225.462835,300.736535,327.367471,0.58519,312.4430847168,327.367471
27.279171,40072789.05,967.778027,1191.975364,281.892857,-0.630954,0,-18.5227470398,-0.630954
5.807099,217164773.9,909.508297,1458.073194,306.19798,292.585567,0.975579,305.5674133301,292.585567
42.658121,522266232.2,821.348846,1177.144554,278.593672,830.511401,0.709263,775.3101196289,830.511401
49.334073,202571120.9,888.094906,1327.738297,293.064038,0,0,6.4763436317,0
40.47526,490580349,780.675983,1400.55402,279.274666,274.627022,0.446134,219.5056610107,274.627022
34.186644,920621155.8,925.112733,1420.019271,266.352418,1182.541435,0.836941,1198.1456298828,1182.541435
6.660735,396028976.6,866.057535,1368.545409,269.606553,599.943041,0.987107,675.1650390625,599.943041
36.10926,387394106.3,874.764606,1372.803773,297.969228,289.821869,0.484058,300.4341430664,289.821869
18.930361,332523664.8,786.922979,1337.051012,301.57111,416.815436,0.879745,451.5801696777,416.815436
13.629152,327832272.7,851.537707,1320.052554,300.540227,508.156343,0.933568,562.9788818359,508.156343
39.115856,260263050.1,848.248547,1087.03202,311.434399,493.155654,0.561913,510.9424743652,493.155654
31.989581,989562569.6,778.617974,1063.416964,302.243111,2673.691934,0.940873,2641.0017089844,2673.691934
13.755454,844143372.4,849.691647,1120.801496,303.318299,2458.443308,0.985932,2453.3830566406,2458.443308
40.748005,520200502.8,839.49272,1323.917915,288.138073,502.442658,0.600697,512.5277099609,502.442658
28.350071,640096982.5,789.286826,1273.599916,274.006699,919.981457,0.880445,930.5917358398,919.981457
43.71124,264050976.6,928.720791,1379.679737,314.591376,0,0,24.813829422,0
24.024932,858759815.5,912.234064,1339.036052,292.848816,1429.829469,0.92411,1377.3984375,1429.829469
49.559832,987150342.8,960.33612,1342.721262,292.119579,1404.913541,0.712916,1489.5423583984,1404.913541
38.66965,270554183.4,881.311396,1429.240202,272.342003,0,0,34.8268013,0
48.858786,708814260.5,967.539511,1331.693983,296.859276,860.444146,0.578846,851.0844116211,860.444146
14.547927,95549127.41,934.41653,1115.382131,263.644953,347.016168,0.831094,346.4221496582,347.016168
28.558723,287723049.7,921.072686,1344.531508,267.07691,321.605852,0.616756,311.5355529785,321.605852
17.411503,208449741.1,967.65336,1106.549172,314.845952,1059.649498,0.896236,974.9901733398,1059.649498
29.412287,463786732.7,790.102777,1302.971644,291.326959,572.996102,0.804925,627.9444580078,572.996102
11.051758,885355068.5,833.37647,1241.395719,314.171464,1692.622832,0.989004,1707.7750244141,1692.622832
18.709686,506524151.8,884.567153,1328.838256,305.152591,812.154187,0.921349,850.51953125,812.154187
24.376176,436047914.2,838.57545,1293.336452,300.491903,646.867493,0.862344,713.7269897461,646.867493
38.274188,639502368.6,957.10075,1191.512919,313.921745,1724.742266,0.811062,1736.0187988281,1724.742266
23.303845,33118843.64,828.386007,1443.031009,301.825037,-0.435618,0,34.632019043,-0.435618
46.50379,709654820.8,893.576494,1252.951645,309.305453,1089.111192,0.70694,1076.7016601563,1089.111192
40.182837,577077172.4,793.656074,1083.527924,294.243937,1334.914886,0.824689,1400.8294677734,1334.914886
30.478701,975657213.3,835.464899,1176.815599,269.290205,2102.038093,0.923988,2079.2202148438,2102.038093
43.671109,563497739.9,926.254696,1154.31835,287.029633,1436.546404,0.738501,1399.3538818359,1436.546404
22.310023,939372300.5,904.45333,1046.154412,272.733829,5164.44837,0.970212,5214.3520507813,5164.44837
10.311768,234739053.6,858.730485,1069.823696,288.534807,870.347074,0.971085,881.0916137695,870.347074
36.044821,164761837.2,938.811224,1327.627822,268.567285,0,0,22.4331436157,0
29.538328,542616038,960.539982,1410.026947,281.202725,719.351181,0.787383,739.6253051758,719.351181
27.43674,262857776.7,926.102841,1408.200923,264.563445,217.260153,0.523888,185.5813903809,217.260153
24.930693,283344064.2,920.381961,1371.327495,308.855655,339.730253,0.70693,358.6826782227,339.730253
36.974073,735659540,827.114705,1418.408218,278.600372,721.38961,0.752501,763.5578613281,721.38961
12.617373,370820691.9,909.327775,1174.969823,288.610061,1060.470102,0.965324,1056.7185058594,1060.470102
40.186887,453109734.8,827.577194,1430.32662,263.385382,140.644573,0.243207,124.0187225342,140.644573
39.075442,91442581.23,789.937575,1205.391884,293.326281,-1.161561,0,19.7839813232,-1.161561
8.684116,674801711.8,963.905912,1368.990049,280.92297,1251.204978,0.987774,1188.3140869141,1251.204978
46.543035,789248693.9,843.164319,1299.872268,313.093602,958.372902,0.710029,936.9750366211,958.372902
35.311258,43630646.64,943.802087,1470.048166,282.21437,-21.906668,0,2.2627556324,-21.906668
11.420433,600681711.6,849.71316,1273.244322,292.264766,1088.025727,0.979538,1083.2329101563,1088.025727
40.93367,531764677.1,963.334335,1425.522888,315.24231,404.408438,0.465532,409.158416748,404.408438
39.069561,766527734.4,809.743204,1142.057654,298.28818,1591.642702,0.85879,1609.4632568359,1591.642702
30.741156,998709759.1,823.200436,1133.04236,299.226805,2413.643394,0.932739,2311.8986816406,2413.643394
34.011369,391193227.1,776.705929,1043.250908,309.89022,1000.205517,0.830255,1005.8218994141,1000.205517
27.902531,560991641.8,887.249101,1415.957509,268.504758,663.866928,0.818888,697.9613037109,663.866928
36.689919,306775778.2,862.018245,1447.516298,278.508586,0,0,45.6386489868,0
36.509027,665896660.6,848.758599,1095.610024,305.468331,1884.736051,0.868936,1837.8619384766,1884.736051
12.527416,508315806.7,905.553645,1105.113865,303.204457,1986.636939,0.980322,2009.5611572266,1986.636939
30.67674,216551838.4,820.224266,1204.92588,295.378507,243.071504,0.54345,274.848236084,243.071504
23.347096,517626343.6,822.201332,1385.036797,295.149669,622.407947,0.873797,636.8154296875,622.407947
17.126548,449788785.7,880.462873,1428.723458,301.707398,570.374131,0.910567,589.0272216797,570.374131
31.150562,532462775.6,961.515092,1431.284168,274.300204,633.835954,0.740979,627.2032470703,633.835954
29.487762,399966054.2,858.428642,1313.406963,306.593823,518.68634,0.758589,620.4280395508,518.68634
42.085283,179512682.8,971.352265,1045.171035,301.096331,569.646683,0.294788,646.0720825195,569.646683
46.196338,895034923.2,926.17018,1371.830482,275.287194,1079.921591,0.703679,1033.7158203125,1079.921591
40.305819,912246596.1,880.313948,1232.008686,307.72484,1720.510687,0.845994,1777.5423583984,1720.510687
15.832936,336273650.3,854.667932,1251.073324,302.793099,616.251467,0.925381,621.1311035156,616.251467
22.443497,27393450.43,959.485676,1366.076424,281.695158,-0.435317,0,27.3937606812,-0.435317
11.003422,315316568.8,864.500022,1408.711161,294.282567,420.138629,0.945067,459.1235656738,420.138629
22.155701,993826168.4,936.17761,1279.357108,277.134059,2129.267577,0.95184,2119.7416992188,2129.267577
32.10671,116008192.6,893.627095,1170.64751,274.747786,0,0,27.0578536987,0
29.752778,330715951.7,848.095517,1281.261661,316.256703,424.013098,0.70974,482.8019104004,424.013098
31.049565,935777666.6,927.987134,1382.055998,307.766531,1379.28002,0.877214,1336.5295410156,1379.28002
20.928618,547055541.4,807.995905,1403.466448,277.816348,639.658043,0.899257,636.7837524414,639.658043
38.79564,359997673,822.328413,1249.393945,298.452279,349.045219,0.524679,352.5977172852,349.045219
35.111243,737265124.3,972.68592,1366.624553,304.490819,1140.634866,0.802248,1120.4558105469,1140.634866
23.775585,24924181,847.404914,1442.784313,270.757621,-0.533453,0,28.94764328,-0.533453
16.350953,933149342.9,873.323275,1211.011945,296.753014,2125.995158,0.977272,2110.7626953125,2125.995158
9.767425,606943661.6,947.205455,1223.097805,276.21905,1687.680675,0.987088,1714.9420166016,1687.680675
36.467912,460837437.7,935.394248,1164.997405,284.893997,1214.264554,0.7707,1225.0732421875,1214.264554
48.806695,46684939.58,866.710485,1423.233374,275.007725,-59.50381,0,-18.7707118988,-59.50381
45.444292,82331489.91,896.809424,1112.763736,277.509933,-32.385536,0,-66.1233825684,-32.385536
