h_m,q_W,tamb_C,tin_C,tout_K,mdot_kg_per_s
28.700000,369397643.520000,11.770000,549.390000,1073.149983,1025.715444
26.710000,423154271.090000,36.570000,514.630000,1073.149983,1080.636061
43.540000,387655415.980000,36.250000,563.990000,1073.149983,904.294229
42.140000,327854473.010000,8.610000,519.580000,1073.149983,590.822460
43.610000,349556685.610000,34.620000,500.410000,1073.149983,595.132159
27.500000,790415342.040000,22.080000,554.080000,1073.149983,2448.692130
35.850000,637070394.130000,33.290000,546.510000,1073.149983,1784.402978
28.900000,684630308.090000,-3.640000,511.210000,1073.149983,1782.495829
43.450000,590389817.570000,5.080000,532.400000,1073.149983,1439.933587
27.850000,436138467.970000,38.260000,538.940000,1073.149983,1204.653844
44.680000,507184938.640000,14.290000,542.860000,1073.149983,1204.745736
26.250000,682220761.040000,-2.710000,568.230000,1073.149983,2225.781124
33.060000,336016717.930000,10.770000,516.080000,1073.149983,765.248986
28.790000,662947336.850000,4.270000,535.590000,1073.149983,1874.022021
27.370000,386158426.070000,44.940000,514.450000,1073.149983,969.781888
44.240000,798234177.010000,40.660000,540.930000,1073.149983,2132.703136
33.380000,809461669.780000,27.480000,557.590000,1073.149983,2471.362885
37.560000,769831412.140000,22.580000,540.120000,1073.149983,2132.303463
42.270000,565817391.340000,16.350000,548.080000,1073.149983,1466.914610
36.650000,608452366.800000,20.380000,542.840000,1073.149983,1657.895190
30.460000,828613679.300000,15.760000,551.680000,1073.149983,2514.681448
30.430000,406187696.130000,42.390000,515.080000,1073.149983,999.626278
30.720000,441296277.710000,15.540000,506.140000,1073.149983,1063.170803
28.250000,482993720.120000,11.430000,565.730000,1073.149983,1489.484007
28.140000,447379708.820000,9.230000,537.410000,1073.149983,1227.204668
33.830000,640658280.200000,19.440000,535.790000,1073.149983,1750.050455
25.070000,611205963.090000,21.400000,522.080000,1073.149983,1672.978367
41.620000,310080599.830000,38.440000,549.070000,1073.149983,615.457430
30.270000,820044539.000000,31.060000,555.560000,1073.149983,2528.586440
34.620000,502903663.340000,21.600000,524.970000,1073.149983,1269.814755
25.220000,677278918.160000,44.480000,536.070000,1073.149983,1962.710983
39.640000,770091844.770000,34.990000,548.420000,1073.149983,2171.858593
28.050000,492945338.240000,24.240000,568.030000,1073.149983,1541.941532
36.550000,659380709.180000,-1.820000,512.690000,1073.149983,1636.284332
29.290000,707229360.540000,33.210000,501.810000,1073.149983,1790.407938
37.050000,685134217.570000,7.720000,566.350000,1073.149983,2071.741714
40.300000,676933147.480000,3.520000,551.780000,1073.149983,1880.512415
39.740000,326692205.050000,30.270000,535.710000,1073.149983,679.793425
35.820000,656322002.690000,14.740000,543.820000,1073.149983,1825.176622
36.110000,641219089.240000,30.420000,523.890000,1073.149983,1654.967367
40.810000,592253699.470000,13.660000,561.460000,1073.149983,1659.113345
29.670000,848771303.180000,2.890000,510.960000,1073.149983,2238.977939
32.810000,772137526.130000,40.990000,502.140000,1073.149983,1935.873683
38.790000,800500523.560000,0.720000,521.270000,1073.149983,2066.145411
35.560000,756708817.080000,7.590000,531.050000,1073.149983,2048.234235
33.930000,389469999.400000,41.560000,532.760000,1073.149983,969.042296
27.010000,638664365.300000,22.130000,527.550000,1073.149983,1768.395895
29.180000,352267174.310000,21.480000,506.360000,1073.149983,831.967116
37.940000,730914742.740000,30.830000,553.610000,1073.149983,2111.007420
32.370000,527861105.700000,18.190000,560.060000,1073.149983,1557.292975
28.400000,412845083.990000,2.180000,553.130000,1073.149983,1184.833461
40.410000,356888729.790000,28.680000,541.200000,1073.149983,783.892640
38.400000,334718567.970000,42.740000,534.300000,1073.149983,730.899188
42.440000,584764451.680000,18.000000,552.650000,1073.149983,1552.542847
36.720000,450004023.330000,43.560000,523.420000,1073.149983,1082.812679
40.890000,318042434.050000,31.210000,528.810000,1073.149983,610.162628
42.030000,554252333.380000,40.880000,528.500000,1073.149983,1340.432848
32.630000,683840660.480000,41.820000,540.690000,1073.149983,1933.792785
26.620000,446070885.640000,36.840000,531.470000,1073.149983,1214.452821
28.200000,767987139.100000,21.790000,555.660000,1073.149983,2380.645359
31.780000,322086564.100000,38.700000,563.690000,1073.149983,885.557092
43.550000,407614121.740000,17.800000,513.580000,1073.149983,804.904923
34.690000,337742948.160000,29.720000,528.390000,1073.149983,783.130141
30.740000,350436433.840000,15.090000,567.780000,1073.149983,1011.317706
38.940000,793980868.160000,15.750000,519.090000,1073.149983,2032.621251
32.280000,406353217.280000,20.380000,512.190000,1073.149983,968.856911
41.710000,833812486.620000,34.830000,519.210000,1073.149983,2115.167483
27.240000,741238684.800000,-0.310000,557.570000,1073.149983,2318.323936
44.880000,484029613.520000,-1.490000,522.110000,1073.149983,1039.511604
25.640000,631314233.800000,37.310000,504.420000,1073.149983,1629.213406
35.670000,683551141.100000,10.760000,568.730000,1073.149983,2108.039823
37.900000,566398468.460000,21.540000,561.180000,1073.149983,1617.428807
35.280000,651493798.170000,9.010000,504.710000,1073.149983,1588.921616
33.030000,464935019.540000,18.520000,504.090000,1073.149983,1097.972152
44.930000,694903723.250000,27.490000,513.190000,1073.149983,1631.822883
37.780000,300867941.840000,36.330000,530.010000,1073.149983,618.462330
44.140000,660034430.040000,0.380000,555.310000,1073.149983,1785.328653
31.460000,739307567.900000,0.500000,537.180000,1073.149983,2090.271034
32.980000,344500650.770000,16.740000,529.850000,1073.149983,830.486395
40.970000,712512980.070000,-1.130000,538.810000,1073.149983,1892.152906
29.720000,373486618.460000,41.640000,545.860000,1073.149983,1016.895284
37.790000,770172656.650000,17.820000,517.180000,1073.149983,1966.149907
26.360000,532050752.620000,31.130000,535.000000,1073.149983,1495.263499
38.960000,416917895.000000,42.890000,518.740000,1073.149983,934.765728
44.790000,578866393.350000,-3.100000,544.710000,1073.149983,1441.942180
28.600000,699885126.240000,43.780000,535.800000,1073.149983,1995.202340
37.150000,427841615.590000,28.390000,501.970000,1073.149983,939.208307
31.810000,745496148.020000,-2.740000,561.890000,1073.149983,2313.761752
28.880000,523468369.050000,38.100000,546.190000,1073.149983,1504.596952
39.100000,710164167.230000,23.650000,504.200000,1073.149983,1705.343154
30.770000,425040886.250000,-4.960000,566.990000,1073.149983,1263.858245
33.280000,306838318.310000,38.890000,512.350000,1073.149983,669.871002
28.450000,506946382.720000,15.910000,557.420000,1073.149983,1518.670075
33.400000,713896888.470000,34.430000,562.500000,1073.149983,2194.283179
38.480000,352127981.040000,31.310000,553.570000,1073.149983,844.427395
39.500000,350681167.860000,3.670000,512.970000,1073.149983,700.707865
40.960000,512345103.570000,5.720000,562.620000,1073.149983,1388.367035
40.430000,593516861.480000,20.310000,505.290000,1073.149983,1370.355968
39.160000,304209064.470000,43.470000,523.220000,1073.149983,589.358468
44.800000,386366200.250000,8.710000,541.260000,1073.149983,785.437707
30.800000,766618357.820000,21.790000,524.690000,1073.149983,2090.368981
34.290000,370180491.220000,38.200000,558.550000,1073.149983,995.618091
30.370000,463526077.850000,31.520000,564.630000,1073.149983,1392.723931
38.250000,812799864.370000,8.830000,515.840000,1073.149983,2072.256785
30.530000,508122757.900000,44.080000,526.130000,1073.149983,1338.240572
27.320000,807752523.410000,41.300000,542.970000,1073.149983,2405.565530
44.900000,783463826.700000,11.900000,565.940000,1073.149983,2276.836872
34.860000,542638294.620000,-0.630000,509.910000,1073.149983,1314.193574
30.860000,388286371.160000,25.230000,524.720000,1073.149983,973.190928
34.830000,662555978.470000,41.140000,507.590000,1073.149983,1643.168661
32.670000,470451490.450000,16.440000,522.260000,1073.149983,1185.092067
40.560000,524389847.620000,17.360000,562.630000,1073.149983,1439.338105
34.260000,739804813.090000,1.120000,555.290000,1073.149983,2202.062442
38.770000,582601324.020000,36.550000,557.050000,1073.149983,1634.963437
29.240000,683005918.230000,1.970000,507.540000,1073.149983,1753.773443
33.380000,662830768.720000,6.270000,540.790000,1073.149983,1855.240353
39.070000,372912397.560000,27.330000,555.280000,1073.149983,911.066863
31.920000,448729846.500000,13.590000,505.760000,1073.149983,1070.092501
39.830000,715913389.730000,-2.280000,540.190000,1073.149983,1928.792974
28.830000,685695565.500000,17.370000,543.490000,1073.149983,2002.314697
39.800000,816363722.410000,32.810000,501.270000,1073.149983,1971.977565
38.900000,733846123.650000,22.830000,560.880000,1073.149983,2165.761877
39.000000,667647437.570000,35.760000,529.700000,1073.149983,1731.270012
35.590000,785499354.320000,-2.010000,506.740000,1073.149983,1965.980519
36.750000,781528907.570000,8.620000,551.870000,1073.149983,2275.623264
25.280000,443407138.950000,33.960000,549.640000,1073.149983,1302.740349
31.320000,374395465.160000,27.070000,538.530000,1073.149983,973.078254
30.380000,387080574.660000,27.970000,546.580000,1073.149983,1054.153624
32.580000,613754261.890000,3.340000,530.240000,1073.149983,1647.810013
37.880000,404390668.360000,20.740000,563.990000,1073.149983,1076.134888
43.650000,827385795.050000,1.980000,566.110000,1073.149983,2450.138914
31.220000,803736395.920000,0.440000,547.560000,1073.149983,2383.508867
37.720000,775622954.180000,5.160000,516.220000,1073.149983,1974.525970
36.990000,307842811.370000,22.030000,534.480000,1073.149983,664.363917
40.220000,582856643.490000,26.980000,501.330000,1073.149983,1327.832066
42.030000,705084133.000000,24.190000,502.980000,1073.149983,1647.774639
32.510000,542491043.070000,27.180000,554.190000,1073.149983,1569.379802
38.820000,382506617.120000,4.440000,534.680000,1073.149983,873.818636
25.210000,367694399.060000,40.690000,551.960000,1073.149983,1068.797848
43.910000,385185334.960000,24.360000,553.050000,1073.149983,844.214851
38.050000,768553263.670000,5.730000,556.710000,1073.149983,2255.709179
25.780000,837109653.200000,22.630000,558.030000,1073.149983,2664.547577
37.750000,392422666.220000,5.950000,532.330000,1073.149983,916.158259
38.470000,677579558.190000,3.440000,565.010000,1073.149983,2011.883988
29.300000,330397643.500000,0.070000,555.430000,1073.149983,912.410151
37.410000,732115010.180000,3.310000,534.880000,1073.149983,1976.153790
35.050000,730423684.650000,30.590000,560.060000,1073.149983,2205.258542
27.720000,330374082.860000,44.540000,541.430000,1073.149983,886.790634
32.280000,549279277.930000,23.660000,512.900000,1073.149983,1376.808593
43.870000,415236979.860000,15.700000,506.010000,1073.149983,801.027896
31.970000,454429890.800000,39.240000,545.820000,1073.149983,1248.298273
33.230000,717736143.500000,23.900000,515.970000,1073.149983,1862.334365
27.620000,302249881.000000,17.020000,526.350000,1073.149983,755.427476
39.430000,517884642.400000,12.180000,547.610000,1073.149983,1354.378867
44.240000,599530015.880000,-4.820000,533.490000,1073.149983,1458.220524
26.320000,802193316.450000,2.670000,553.010000,1073.149983,2489.412875
39.080000,827034634.370000,22.690000,500.650000,1073.149983,2004.281980
40.580000,683950863.960000,26.500000,557.220000,1073.149983,1943.591917
28.200000,828460840.930000,22.760000,558.040000,1073.149983,2607.108245
32.270000,773681209.550000,19.110000,506.610000,1073.149983,1971.513397
41.420000,417642245.020000,16.010000,558.100000,1073.149983,1030.790011
35.470000,754622462.270000,44.080000,555.520000,1073.149983,2242.514126
28.190000,679148527.570000,9.960000,516.470000,1073.149983,1806.530397
42.590000,605336795.350000,20.220000,545.510000,1073.149983,1575.601204
41.510000,450569050.950000,21.330000,504.370000,1073.149983,945.015470
36.920000,714000510.010000,39.570000,556.840000,1073.149983,2097.650634
41.760000,379428705.810000,0.860000,549.040000,1073.149983,852.753866
36.120000,331516235.400000,19.080000,507.180000,1073.149983,687.854224
33.630000,623849983.270000,11.720000,507.570000,1073.149983,1545.025644
32.910000,724849984.190000,37.520000,502.980000,1073.149983,1809.691542
27.490000,450292073.690000,30.640000,520.220000,1073.149983,1172.087756
27.770000,341749148.860000,25.850000,525.100000,1073.149983,868.692655
38.610000,780177500.080000,26.100000,533.500000,1073.149983,2100.145283
39.670000,640661857.010000,38.760000,567.850000,1073.149983,1894.486296
32.060000,732483712.370000,-1.760000,514.000000,1073.149983,1902.324083
35.930000,396418908.820000,-0.810000,507.620000,1073.149983,878.781713
35.690000,758944333.580000,40.580000,521.190000,1073.149983,1988.949404
26.730000,757717247.400000,-0.110000,527.400000,1073.149983,2126.122903
39.740000,717859887.930000,43.010000,511.850000,1073.149983,1764.274468
32.270000,641938761.630000,7.730000,527.370000,1073.149983,1719.299240
44.990000,339137117.810000,4.800000,536.860000,1073.149983,599.153884
39.930000,831669024.860000,-0.670000,525.600000,1073.149983,2173.350532
39.950000,541129278.360000,43.010000,567.230000,1073.149983,1540.323532
41.080000,621752603.140000,31.580000,540.760000,1073.149983,1626.059110
34.110000,613757155.210000,31.570000,556.670000,1073.149983,1800.877167
34.760000,350839950.360000,39.030000,501.060000,1073.149983,751.848755
37.890000,415122596.590000,14.450000,529.840000,1073.149983,978.081526
34.700000,552010277.160000,36.130000,521.600000,1073.149983,1399.600350
41.700000,472002218.460000,11.660000,537.760000,1073.149983,1123.703071
27.260000,346203315.940000,18.090000,518.570000,1073.149983,866.815436
41.900000,776000856.490000,-0.690000,504.290000,1073.149983,1847.579886
32.870000,386206792.480000,24.910000,528.060000,1073.149983,954.630939
33.930000,421174094.670000,35.110000,534.990000,1073.149983,1074.141195
25.500000,775343895.180000,12.470000,566.330000,1073.149983,2542.946076
40.690000,407555015.120000,34.900000,545.990000,1073.149983,967.011364
26.350000,774275471.040000,6.890000,500.770000,1073.149983,1994.530339
27.530000,462468318.260000,10.240000,560.710000,1073.149983,1398.387395
25.610000,788314545.060000,34.080000,552.210000,1073.149983,2446.308573
39.150000,810563561.970000,23.000000,543.980000,1073.149983,2269.189325
31.490000,612225096.230000,25.030000,550.510000,1073.149983,1785.727394
44.460000,744371671.500000,20.770000,509.990000,1073.149983,1760.587369
28.900000,502075804.360000,15.670000,543.090000,1073.149983,1417.566297
39.370000,372399243.360000,36.460000,530.490000,1073.149983,824.334252
32.190000,492402158.160000,40.090000,546.000000,1073.149983,1367.433358
35.950000,319500758.840000,40.330000,503.950000,1073.149983,650.621419
30.370000,495220272.510000,21.100000,526.750000,1073.149983,1302.272037
27.620000,503782338.010000,14.730000,557.730000,1073.149983,1519.314416
39.530000,451091782.090000,-4.150000,567.180000,1073.149983,1221.864502
28.910000,678769700.310000,13.400000,523.420000,1073.149983,1841.440111
28.370000,497124050.590000,13.410000,534.890000,1073.149983,1366.063719
37.350000,718455039.950000,37.080000,540.270000,1073.149983,1978.345127
43.040000,529685082.770000,14.840000,534.090000,1073.149983,1268.140050
35.390000,778126564.250000,2.470000,504.530000,1073.149983,1934.634811
26.780000,421646683.640000,29.580000,548.560000,1073.149983,1212.048772
37.190000,509291442.590000,29.740000,516.910000,1073.149983,1223.854732
29.780000,668413241.000000,44.530000,569.450000,1073.149983,2148.400604
32.830000,503282535.660000,15.740000,549.300000,1073.149983,1408.705283
32.390000,315644305.060000,42.050000,519.900000,1073.149983,726.346103
39.440000,643448824.870000,23.570000,529.930000,1073.149983,1652.003525
26.510000,571245207.100000,32.570000,509.500000,1073.149983,1478.960180
25.620000,798247605.710000,12.610000,568.960000,1073.149983,2650.140267
26.520000,802078614.590000,25.580000,524.560000,1073.149983,2241.244712
41.840000,739368624.640000,13.920000,505.200000,1073.149983,1754.980308
43.590000,427610770.990000,10.960000,521.660000,1073.149983,889.143325
43.500000,748353317.470000,-2.350000,507.300000,1073.149983,1765.939448
25.830000,624029180.330000,4.440000,500.570000,1073.149983,1585.522475
28.830000,478400548.460000,13.160000,507.890000,1073.149983,1190.171629
27.130000,750621301.540000,32.840000,531.190000,1073.149983,2131.568035
27.450000,488064975.540000,17.830000,535.940000,1073.149983,1353.148429
29.300000,836036465.000000,33.510000,501.940000,1073.149983,2145.638796
37.150000,632197784.580000,29.960000,526.420000,1073.149983,1629.667145
34.430000,604039291.180000,21.710000,528.210000,1073.149983,1587.948277
41.920000,385308111.050000,28.520000,521.900000,1073.149983,792.010110
38.380000,317421691.500000,2.200000,537.230000,1073.149983,673.879592
43.470000,738430812.050000,25.560000,539.980000,1073.149983,1947.853134
34.910000,555836711.370000,11.310000,517.830000,1073.149983,1387.577987
44.610000,715088341.500000,22.290000,555.360000,1073.149983,1965.197805
26.420000,380400593.210000,31.240000,561.330000,1073.149983,1138.387135
35.810000,485187616.120000,0.020000,515.640000,1073.149983,1162.669181
35.790000,756731073.000000,29.130000,504.360000,1073.149983,1873.476544
39.190000,564233949.620000,39.270000,505.020000,1073.149983,1306.880437
42.700000,417252281.530000,-0.560000,558.320000,1073.149983,1000.003394
27.880000,653025264.340000,-2.490000,553.090000,1073.149983,1978.681059
25.900000,335708085.980000,19.210000,506.090000,1073.149983,815.013369
35.290000,740801959.770000,9.240000,559.240000,1073.149983,2226.432164
26.860000,497745603.160000,21.550000,530.830000,1073.149983,1363.959481
35.230000,567030130.120000,18.520000,527.700000,1073.149983,1465.067907
42.410000,694711555.020000,41.740000,568.430000,1073.149983,2042.193472
40.880000,381459919.970000,25.970000,563.090000,1073.149983,934.487668
33.660000,809875854.210000,24.440000,503.140000,1073.149983,2035.045576
27.200000,557823291.980000,20.750000,535.930000,1073.149983,1570.426290
31.170000,413169147.380000,22.670000,502.680000,1073.149983,970.493509
28.100000,307638202.380000,3.590000,547.230000,1073.149983,825.162495
40.630000,314208474.660000,42.530000,531.080000,1073.149983,610.188243
30.170000,305368707.130000,-4.860000,519.400000,1073.149983,717.051129
40.810000,544293062.460000,22.570000,557.610000,1073.149983,1475.072509
34.270000,588577424.760000,7.330000,544.600000,1073.149983,1635.107058
25.790000,817260821.150000,17.000000,562.930000,1073.149983,2648.823389
42.850000,645931563.120000,22.230000,553.770000,1073.149983,1755.411045
31.250000,356928867.600000,19.920000,549.360000,1073.149983,956.038976
34.300000,487550930.690000,18.180000,563.860000,1073.149983,1417.436821
27.160000,465009357.370000,17.000000,567.070000,1073.149983,1448.626276
25.020000,455335375.250000,33.480000,551.470000,1073.149983,1353.387747
36.020000,792722957.620000,40.190000,560.940000,1073.149983,2411.720914
42.040000,631472454.360000,27.550000,536.560000,1073.149983,1616.456349
36.830000,465549682.380000,23.120000,526.490000,1073.149983,1136.658328
31.280000,349213175.330000,35.100000,523.700000,1073.149983,850.084575
38.440000,563675240.070000,35.940000,564.350000,1073.149983,1622.850180
30.210000,395607342.200000,2.500000,553.290000,1073.149983,1108.449232
25.570000,675595821.040000,8.700000,513.120000,1073.149983,1801.620714
35.160000,725833565.510000,12.850000,543.030000,1073.149983,2047.351518
29.690000,820844548.010000,21.970000,566.240000,1073.149983,2649.302297
33.200000,823038010.370000,10.750000,538.240000,1073.149983,2338.639330
32.090000,563326874.050000,42.690000,552.430000,1073.149983,1633.831443
38.860000,332898551.060000,36.420000,554.620000,1073.149983,773.617414
30.160000,688271376.930000,24.260000,557.600000,1073.149983,2106.963906
33.220000,549432511.710000,-4.330000,522.370000,1073.149983,1407.800503
43.670000,832531566.750000,38.830000,537.000000,1073.149983,2216.842737
27.990000,613301241.020000,2.720000,526.870000,1073.149983,1676.798307
33.890000,556157239.410000,16.840000,507.320000,1073.149983,1353.679338
30.340000,787666258.550000,12.980000,561.470000,1073.149983,2475.377309
30.710000,817372645.560000,41.920000,527.570000,1073.149983,2266.812697
32.740000,347391222.980000,23.650000,559.700000,1073.149983,942.716212
33.150000,700186220.640000,-3.410000,561.050000,1073.149983,2133.389561
26.990000,567307774.410000,42.490000,534.070000,1073.149983,1592.831924
32.600000,572676961.510000,20.040000,532.350000,1073.149983,1537.453560
34.820000,598238579.110000,39.050000,502.100000,1073.149983,1439.095608
42.390000,374218364.940000,19.340000,540.130000,1073.149983,796.946254
28.960000,657065097.280000,16.300000,508.890000,1073.149983,1692.647834
42.390000,646424390.120000,10.380000,561.300000,1073.149983,1814.492548
34.670000,321390116.710000,39.500000,501.510000,1073.149983,669.488894
42.270000,372592127.830000,10.290000,564.730000,1073.149983,873.858962
43.480000,432463538.520000,11.430000,514.040000,1073.149983,883.198412
35.200000,542500611.440000,16.830000,516.490000,1073.149983,1340.511924
31.010000,479113227.580000,17.770000,514.750000,1073.149983,1198.122713
28.780000,746659465.430000,1.650000,545.950000,1073.149983,2215.801280
38.920000,425154094.370000,11.350000,535.140000,1073.149983,1011.419190
39.300000,548686081.880000,3.090000,556.740000,1073.149983,1505.735206
43.000000,566296972.730000,29.750000,523.500000,1073.149983,1336.262575
42.020000,847141672.890000,17.410000,567.750000,1073.149983,2567.466801
35.010000,485693990.650000,10.830000,542.330000,1073.149983,1289.346433
29.770000,641649917.940000,27.950000,513.840000,1073.149983,1669.380883
28.180000,813734209.460000,12.790000,551.850000,1073.149983,2495.334415
27.740000,548294116.420000,0.110000,544.330000,1073.149983,1581.857169
35.570000,695046094.490000,12.970000,502.150000,1073.149983,1692.339971
25.170000,578446094.190000,18.640000,502.010000,1073.149983,1474.097291
35.020000,548851521.280000,-3.100000,549.690000,1073.149983,1526.999594
44.110000,730409036.890000,31.250000,545.120000,1073.149983,1950.046064
35.830000,600228071.230000,0.840000,550.220000,1073.149983,1685.777739
26.590000,479096242.740000,41.470000,500.620000,1073.149983,1186.245391
42.210000,461332608.940000,39.940000,559.430000,1073.149983,1179.381154
32.720000,572467669.920000,-2.110000,554.690000,1073.149983,1664.773410
35.830000,687650180.660000,10.180000,525.490000,1073.149983,1801.788130
31.000000,368143050.810000,8.960000,512.200000,1073.149983,872.786533
41.990000,590907980.310000,0.990000,535.600000,1073.149983,1481.118600
40.330000,683008840.900000,22.960000,558.300000,1073.149983,1951.894103
38.630000,305022365.400000,24.040000,538.040000,1073.149983,632.685614
37.760000,459002044.680000,30.780000,554.640000,1073.149983,1224.470322
33.180000,722517928.930000,43.220000,559.170000,1073.149983,2198.399340
27.840000,610757938.590000,29.420000,562.240000,1073.149983,1910.807656
32.590000,765794042.570000,10.840000,535.170000,1073.149983,2144.093202
33.380000,770475773.090000,11.180000,524.340000,1073.149983,2068.375719
31.000000,754433485.960000,33.680000,512.680000,1073.149983,1971.392557
35.630000,505399083.780000,21.760000,556.540000,1073.149983,1418.573237
33.730000,325654621.720000,25.170000,542.300000,1073.149983,797.995163
27.250000,767618907.100000,0.130000,543.210000,1073.149983,2277.308066
41.650000,638566542.560000,6.480000,523.390000,1073.149983,1567.086582
30.750000,733662909.060000,18.250000,543.230000,1073.149983,2130.080537
35.700000,616721703.210000,38.250000,558.660000,1073.149983,1804.178017
42.570000,648518949.590000,30.430000,560.870000,1073.149983,1819.804125
35.120000,470954236.300000,31.590000,520.110000,1073.149983,1151.216395
28.390000,399651937.180000,31.180000,540.660000,1073.149983,1092.431311
31.130000,312482347.360000,7.720000,532.760000,1073.149983,762.529656
37.300000,787053602.150000,14.380000,505.730000,1073.149983,1946.235111
43.060000,485600832.640000,16.660000,537.520000,1073.149983,1142.838438
42.530000,615152574.940000,44.780000,519.850000,1073.149983,1474.194546
30.350000,738814560.010000,-3.020000,507.780000,1073.149983,1899.586285
35.190000,840272784.340000,43.660000,530.230000,1073.149983,2303.809372
42.200000,801015256.270000,6.650000,523.220000,1073.149983,2035.700062
30.560000,526193816.840000,17.860000,503.560000,1073.149983,1289.130052
28.280000,845406202.530000,33.980000,560.320000,1073.149983,2688.722117
30.230000,435392171.230000,-4.770000,527.380000,1073.149983,1126.346828
30.330000,523987285.820000,1.970000,565.080000,1073.149983,1600.023886
34.260000,487096940.490000,36.150000,532.450000,1073.149983,1261.407780
38.270000,490933034.220000,14.930000,543.320000,1073.149983,1265.211809
43.040000,312176974.850000,1.360000,568.730000,1073.149983,629.502530
30.860000,677587624.880000,13.440000,557.260000,1073.149983,2058.251014
44.570000,725571880.610000,4.550000,502.630000,1073.149983,1663.380760
30.780000,604527985.990000,22.280000,500.890000,1073.149983,1489.635151
44.570000,660795363.840000,2.470000,524.060000,1073.149983,1590.759272
28.780000,733782221.910000,35.350000,528.000000,1073.149983,2039.642267
31.450000,405540917.140000,43.270000,507.810000,1073.149983,964.182072
38.380000,570433451.030000,26.980000,523.000000,1073.149983,1413.319724
44.520000,536198628.100000,37.480000,544.890000,1073.149983,1318.117547
43.570000,697302249.160000,8.940000,509.530000,1073.149983,1635.944900
37.750000,343701402.740000,32.200000,508.970000,1073.149983,704.667048
34.370000,450827912.770000,36.230000,558.940000,1073.149983,1268.467322
36.770000,597840533.810000,1.750000,536.920000,1073.149983,1585.765256
44.730000,387927472.490000,35.710000,562.370000,1073.149983,870.403823
42.840000,530269282.970000,-0.090000,514.780000,1073.149983,1188.829850
31.260000,840785085.240000,1.490000,508.980000,1073.149983,2184.659559
39.340000,521534855.040000,8.290000,555.830000,1073.149983,1410.271986
42.680000,442336940.910000,42.670000,521.790000,1073.149983,959.691801
38.850000,412943106.840000,22.450000,561.970000,1073.149983,1080.586019
35.100000,788859132.810000,16.860000,536.030000,1073.149983,2191.022408
27.990000,397967794.150000,19.590000,532.790000,1073.149983,1059.931726
34.950000,478050694.100000,32.860000,519.550000,1073.149983,1171.987874
35.300000,498782644.010000,19.120000,506.800000,1073.149983,1176.368908
25.900000,489274746.100000,12.610000,509.590000,1073.149983,1253.214227
26.040000,652719661.930000,16.100000,550.530000,1073.149983,1980.610096
32.280000,623522503.580000,32.130000,536.650000,1073.149983,1722.650890
30.950000,715784013.360000,38.690000,550.130000,1073.149983,2127.939922
30.110000,703157235.440000,40.110000,532.690000,1073.149983,1966.036281
31.240000,805247923.180000,15.870000,542.790000,1073.149983,2347.323349
33.920000,542598286.780000,15.600000,567.230000,1073.149983,1632.401094
27.480000,510716635.570000,18.970000,556.720000,1073.149983,1538.320789
27.060000,820714164.080000,-2.410000,537.320000,1073.149983,2395.530592
43.700000,554559594.660000,39.350000,537.160000,1073.149983,1354.660046
33.380000,323674196.860000,8.760000,563.620000,1073.149983,863.165195
33.270000,827189824.960000,9.300000,552.010000,1073.149983,2475.335645
37.340000,503968934.840000,38.860000,561.180000,1073.149983,1417.337598
27.990000,632192500.370000,42.360000,502.590000,1073.149983,1601.377824
44.440000,512402423.190000,30.060000,542.380000,1073.149983,1228.066669
42.670000,324883482.550000,27.580000,509.180000,1073.149983,552.532914
32.110000,322241505.750000,37.190000,551.330000,1073.149983,839.356278
44.960000,348449091.210000,14.970000,561.400000,1073.149983,703.617963
36.340000,576256906.050000,-0.270000,513.790000,1073.149983,1408.919186
40.600000,765754088.700000,2.500000,542.340000,1073.149983,2089.915801
38.720000,305953012.210000,11.740000,522.660000,1073.149983,596.629850
32.550000,503063407.560000,19.380000,528.210000,1073.149983,1308.405337
25.130000,607586443.910000,41.350000,548.570000,1073.149983,1830.858756
26.330000,625194612.940000,33.080000,532.330000,1073.149983,1765.292900
26.940000,721803049.270000,11.040000,548.920000,1073.149983,2182.552127
32.230000,623236826.600000,29.920000,567.250000,1073.149983,1937.310399
37.370000,653022856.830000,38.740000,520.560000,1073.149983,1656.643199
32.030000,774038295.860000,23.180000,501.490000,1073.149983,1943.385163
33.730000,377147270.070000,38.870000,568.350000,1073.149983,1068.733493
34.410000,350015934.170000,26.890000,552.590000,1073.149983,901.913891
38.180000,332195712.490000,3.580000,569.320000,1073.149983,826.975194
38.860000,613623531.830000,22.140000,568.210000,1073.149983,1813.013073
44.190000,833919673.390000,0.020000,541.750000,1073.149983,2242.856595
32.800000,595860752.290000,8.430000,503.800000,1073.149983,1458.068917
36.420000,625017412.770000,43.280000,505.530000,1073.149983,1511.558660
27.000000,782136784.960000,36.920000,534.740000,1073.149983,2257.878323
37.410000,350100304.050000,0.970000,516.400000,1073.149983,743.053849
42.200000,572971069.500000,3.910000,538.560000,1073.149983,1437.720996
25.650000,667375067.270000,36.090000,558.930000,1073.149983,2102.619675
43.460000,604159646.850000,0.970000,547.000000,1073.149983,1561.589717
32.690000,587741525.080000,15.200000,522.060000,1073.149983,1526.162954
43.100000,384262788.110000,29.830000,544.540000,1073.149983,832.468562
44.220000,326695009.990000,4.550000,524.920000,1073.149983,548.249688
33.590000,655026658.690000,14.090000,554.280000,1073.149983,1924.580999
