P_net,T_in_ref_blk,p_high,PR,pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_Q
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1125.45,309.12,1.0169982768
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1125.45,323.15,1.0169982768
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1120.45,253,1.0230842297
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1120.45,267.03,1.0230842297
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1120.45,281.06,1.0230842297
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1120.45,295.09,1.0230842297
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1120.45,309.12,1.0230842297
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1120.45,323.15,1.0230842297
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1115.45,253,1.0241085541
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1115.45,267.03,1.0241085541
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1115.45,281.06,1.0241085541
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1115.45,295.09,1.0241085541
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1115.45,309.12,1.0241085541
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1115.45,323.15,1.0241085541
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1110.45,253,1.0201064398
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1110.45,267.03,1.0201064398
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1110.45,281.06,1.0201064398
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1110.45,295.09,1.0201064398
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1110.45,309.12,1.0201064398
25000000,1135.45,21576638.07,3.78,25.95,248.13,0.94,1110.45,323.15,1.0201064398
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1135.45,253,0.9968670163
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1135.45,267.03,0.9968670163
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1135.45,281.06,0.9968670163
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1135.45,295.09,0.9968670163
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1135.45,309.12,0.9968670163
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1135.45,323.15,0.9968670163
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1130.45,253,0.9986863728
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1130.45,267.03,0.9986863728
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1130.45,281.06,0.9986863728
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1130.45,295.09,0.9986863728
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1130.45,309.12,0.9986863728
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1130.45,323.15,0.9986863728
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1125.45,253,1.0004435197
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1125.45,267.03,1.0004435197
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1125.45,281.06,1.0004435197
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1125.45,295.09,1.0004435197
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1125.45,309.12,1.0004435197
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1125.45,323.15,1.0004435197
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1120.45,253,1.0025374137
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1120.45,267.03,1.0025374137
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1120.45,281.06,1.0025374137
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1120.45,295.09,1.0025374137
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1120.45,309.12,1.0025374137
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1120.45,323.15,1.0025374137
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1115.45,253,1.0052189743
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1115.45,267.03,1.0052189743
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1115.45,281.06,1.0052189743
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1115.45,295.09,1.0052189743
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1115.45,309.12,1.0052189743
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1115.45,323.15,1.0052189743
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1110.45,253,1.0100218485
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1110.45,267.03,1.0100218485
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1110.45,281.06,1.0100218485
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1110.45,295.09,1.0100218485
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1110.45,309.12,1.0100218485
25000000,1135.45,21576638.07,3.78,25.95,248.13,1.05,1110.45,323.15,1.0100218485
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1046.82,253,0.9758485339
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1046.82,267.03,0.9758485339
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1046.82,281.06,0.9758485339
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1046.82,295.09,0.9758485339
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1046.82,309.12,0.9758485339
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1046.82,323.15,0.9758485339
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1041.82,253,0.9761906846
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1041.82,267.03,0.9761906846
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1041.82,281.06,0.9761906846
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1041.82,295.09,0.9761906846
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1041.82,309.12,0.9761906846
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1041.82,323.15,0.9761906846
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1036.82,253,0.9766530984
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1036.82,267.03,0.9766530984
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1036.82,281.06,0.9766530984
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1036.82,295.09,0.9766530984
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1036.82,309.12,0.9766530984
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1036.82,323.15,0.9766530984
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1031.82,253,0.9772353001
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1031.82,267.03,0.9772353001
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1031.82,281.06,0.9772353001
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1031.82,295.09,0.9772353001
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1031.82,309.12,0.9772353001
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1031.82,323.15,0.9772353001
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1026.82,253,0.9783751506
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1026.82,267.03,0.9783751506
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1026.82,281.06,0.9783751506
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1026.82,295.09,0.9783751506
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1026.82,309.12,0.9783751506
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1026.82,323.15,0.9783751506
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1021.82,253,0.9794418592
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1021.82,267.03,0.9794418592
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1021.82,281.06,0.9794418592
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1021.82,295.09,0.9794418592
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1021.82,309.12,0.9794418592
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.5,1021.82,323.15,0.9794418592
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1046.82,253,0.9826697645
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1046.82,267.03,0.9826697645
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1046.82,281.06,0.9826697645
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1046.82,295.09,0.9826697645
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1046.82,309.12,0.9826697645
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1046.82,323.15,0.9826697645
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1041.82,253,0.9810690705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1041.82,267.03,0.9810690705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1041.82,281.06,0.9810690705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1041.82,295.09,0.9810690705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1041.82,309.12,0.9810690705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1041.82,323.15,0.9810690705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1036.82,253,0.9796157024
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1036.82,267.03,0.9796157024
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1036.82,281.06,0.9796157024
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1036.82,295.09,0.9796157024
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1036.82,309.12,0.9796157024
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1036.82,323.15,0.9796157024
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1031.82,253,0.9783864744
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1031.82,267.03,0.9783864744
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1031.82,281.06,0.9783864744
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1031.82,295.09,0.9783864744
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1031.82,309.12,0.9783864744
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1031.82,323.15,0.9783864744
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1026.82,253,0.9770717667
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1026.82,267.03,0.9770717667
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1026.82,281.06,0.9770717667
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1026.82,295.09,0.9770717667
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1026.82,309.12,0.9770717667
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1026.82,323.15,0.9770717667
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1021.82,253,0.9757218096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1021.82,267.03,0.9757218096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1021.82,281.06,0.9757218096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1021.82,295.09,0.9757218096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1021.82,309.12,0.9757218096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.61,1021.82,323.15,0.9757218096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1046.82,253,0.9873724893
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1046.82,267.03,0.9873724893
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1046.82,281.06,0.9873724893
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1046.82,295.09,0.9873724893
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1046.82,309.12,0.9873724893
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1046.82,323.15,0.9873724893
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1041.82,253,0.9856393666
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1041.82,267.03,0.9856393666
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1041.82,281.06,0.9856393666
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1041.82,295.09,0.9856393666
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1041.82,309.12,0.9856393666
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1041.82,323.15,0.9856393666
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1036.82,253,0.9842317951
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1036.82,267.03,0.9842317951
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1036.82,281.06,0.9842317951
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1036.82,295.09,0.9842317951
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1036.82,309.12,0.9842317951
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1036.82,323.15,0.9842317951
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1031.82,253,0.9827337587
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1031.82,267.03,0.9827337587
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1031.82,281.06,0.9827337587
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1031.82,295.09,0.9827337587
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1031.82,309.12,0.9827337587
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1031.82,323.15,0.9827337587
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1026.82,253,0.9811466776
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1026.82,267.03,0.9811466776
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1026.82,281.06,0.9811466776
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1026.82,295.09,0.9811466776
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1026.82,309.12,0.9811466776
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1026.82,323.15,0.9811466776
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1021.82,253,0.9796791797
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1021.82,267.03,0.9796791797
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1021.82,281.06,0.9796791797
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1021.82,295.09,0.9796791797
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1021.82,309.12,0.9796791797
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.72,1021.82,323.15,0.9796791797
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1046.82,253,0.9934336332
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1046.82,267.03,0.9934336332
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1046.82,281.06,0.9934336332
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1046.82,295.09,0.9934336332
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1046.82,309.12,0.9934336332
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1046.82,323.15,0.9934336332
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1041.82,253,0.9905337084
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1041.82,267.03,0.9905337084
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1041.82,281.06,0.9905337084
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1041.82,295.09,0.9905337084
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1041.82,309.12,0.9905337084
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1041.82,323.15,0.9905337084
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1036.82,253,0.9875312894
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1036.82,267.03,0.9875312894
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1036.82,281.06,0.9875312894
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1036.82,295.09,0.9875312894
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1036.82,309.12,0.9875312894
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1036.82,323.15,0.9875312894
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1031.82,253,0.9857134705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1031.82,267.03,0.9857134705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1031.82,281.06,0.9857134705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1031.82,295.09,0.9857134705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1031.82,309.12,0.9857134705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1031.82,323.15,0.9857134705
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1026.82,253,0.9843187096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1026.82,267.03,0.9843187096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1026.82,281.06,0.9843187096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1026.82,295.09,0.9843187096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1026.82,309.12,0.9843187096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1026.82,323.15,0.9843187096
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1021.82,253,0.9828326553
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1021.82,267.03,0.9828326553
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1021.82,281.06,0.9828326553
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1021.82,295.09,0.9828326553
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1021.82,309.12,0.9828326553
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.83,1021.82,323.15,0.9828326553
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1046.82,253,0.9980850314
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1046.82,267.03,0.9980850314
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1046.82,281.06,0.9980850314
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1046.82,295.09,0.9980850314
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1046.82,309.12,0.9980850314
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1046.82,323.15,0.9980850314
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1041.82,253,0.994810418
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1041.82,267.03,0.994810418
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1041.82,281.06,0.994810418
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1041.82,295.09,0.994810418
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1041.82,309.12,0.994810418
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1041.82,323.15,0.994810418
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1036.82,253,0.9918990214
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1036.82,267.03,0.9918990214
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1036.82,281.06,0.9918990214
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1036.82,295.09,0.9918990214
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1036.82,309.12,0.9918990214
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1036.82,323.15,0.9918990214
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1031.82,253,0.9889443011
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1031.82,267.03,0.9889443011
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1031.82,281.06,0.9889443011
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1031.82,295.09,0.9889443011
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1031.82,309.12,0.9889443011
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1031.82,323.15,0.9889443011
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1026.82,253,0.9863231091
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1026.82,267.03,0.9863231091
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1026.82,281.06,0.9863231091
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1026.82,295.09,0.9863231091
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1026.82,309.12,0.9863231091
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1026.82,323.15,0.9863231091
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1021.82,253,0.9849881472
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1021.82,267.03,0.9849881472
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1021.82,281.06,0.9849881472
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1021.82,295.09,0.9849881472
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1021.82,309.12,0.9849881472
25000000,1046.82,25209866.84,2.71,24.95,107.14,0.94,1021.82,323.15,0.9849881472
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1046.82,253,1.0015373178
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1046.82,267.03,1.0015373178
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1046.82,281.06,1.0015373178
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1046.82,295.09,1.0015373178
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1046.82,309.12,1.0015373178
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1046.82,323.15,1.0015373178
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1041.82,253,0.9983704148
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1041.82,267.03,0.9983704148
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1041.82,281.06,0.9983704148
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1041.82,295.09,0.9983704148
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1041.82,309.12,0.9983704148
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1041.82,323.15,0.9983704148
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1036.82,253,0.9951034114
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1036.82,267.03,0.9951034114
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1036.82,281.06,0.9951034114
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1036.82,295.09,0.9951034114
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1036.82,309.12,0.9951034114
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1036.82,323.15,0.9951034114
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1031.82,253,0.9921532261
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1031.82,267.03,0.9921532261
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1031.82,281.06,0.9921532261
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1031.82,295.09,0.9921532261
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1031.82,309.12,0.9921532261
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1031.82,323.15,0.9921532261
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1026.82,253,0.9892086077
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1026.82,267.03,0.9892086077
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1026.82,281.06,0.9892086077
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1026.82,295.09,0.9892086077
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1026.82,309.12,0.9892086077
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1026.82,323.15,0.9892086077
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1021.82,253,0.9864357705
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1021.82,267.03,0.9864357705
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1021.82,281.06,0.9864357705
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1021.82,295.09,0.9864357705
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1021.82,309.12,0.9864357705
25000000,1046.82,25209866.84,2.71,24.95,107.14,1.05,1021.82,323.15,0.9864357705
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1133.21,253,0.9694281469
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1133.21,267.03,0.9694281469
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1133.21,281.06,0.9694281469
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1133.21,295.09,0.9694281469
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1133.21,309.12,0.9694281469
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1133.21,323.15,0.9694281469
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1128.21,253,0.9704859707
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1128.21,267.03,0.9704859707
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1128.21,281.06,0.9704859707
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1128.21,295.09,0.9704859707
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1128.21,309.12,0.9704859707
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1128.21,323.15,0.9704859707
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1123.21,253,0.971258095
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1123.21,267.03,0.971258095
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1123.21,281.06,0.971258095
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1123.21,295.09,0.971258095
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1123.21,309.12,0.971258095
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1123.21,323.15,0.971258095
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1118.21,253,0.9742036439
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1118.21,267.03,0.9742036439
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1118.21,281.06,0.9742036439
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1118.21,295.09,0.9742036439
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1118.21,309.12,0.9742036439
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1118.21,323.15,0.9742036439
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1113.21,253,0.9726308773
25000000,1133.21,20774456.29,3.3,16.81,192.72,0.5,1113.21,267.03,0.9726308773
