P_net,T_in_ref_blk,p_high,PR,pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_gross
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1196.26,253,0.415956246
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1196.26,267.03,0.4159553662
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1196.26,281.06,0.4158296174
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1196.26,295.09,0.4082383707
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1196.26,309.12,0.4082383707
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1196.26,323.15,0.4082383707
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1191.26,253,0.4134392797
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1191.26,267.03,0.4134384001
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1191.26,281.06,0.4133126652
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1191.26,295.09,0.4057222571
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1191.26,309.12,0.4057222571
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1191.26,323.15,0.4057222571
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1186.26,253,0.4101164749
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1186.26,267.03,0.4101155913
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1186.26,281.06,0.4099892969
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1186.26,295.09,0.4023651129
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1186.26,309.12,0.4023651129
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1186.26,323.15,0.4023651129
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1181.26,253,0.4067208012
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1181.26,267.03,0.4067199137
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1181.26,281.06,0.4065930529
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1181.26,295.09,0.3989346782
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1181.26,309.12,0.3989346782
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1181.26,323.15,0.3989346782
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1176.26,253,0.4031800841
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1176.26,267.03,0.4031791929
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1176.26,281.06,0.4030517977
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1176.26,295.09,0.3953611636
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1176.26,309.12,0.3953611636
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1176.26,323.15,0.3953611636
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1171.26,253,0.3995904791
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1171.26,267.03,0.399589584
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1171.26,281.06,0.3994616354
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1171.26,295.09,0.3917375928
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1171.26,309.12,0.3917375928
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.5,1171.26,323.15,0.3917375928
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1196.26,253,0.4329596268
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1196.26,267.03,0.4329587267
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1196.26,281.06,0.4328300582
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1196.26,295.09,0.4250625576
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1196.26,309.12,0.4250625576
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1196.26,323.15,0.4250625576
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1191.26,253,0.4308829799
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1191.26,267.03,0.4308820791
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1191.26,281.06,0.4307533262
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1191.26,295.09,0.4229807256
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1191.26,309.12,0.4229807256
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1191.26,323.15,0.4229807256
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1186.26,253,0.4291933508
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1186.26,267.03,0.4291924517
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1186.26,281.06,0.429063937
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1186.26,295.09,0.4213057177
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1186.26,309.12,0.4213057177
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1186.26,323.15,0.4213057177
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,253,0.4276181426
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,267.03,0.4276172457
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,281.06,0.4274890369
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,295.09,0.4197492889
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,309.12,0.4197492889
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,323.15,0.4197492889
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,253,0.4260238159
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,267.03,0.4260229211
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,281.06,0.4258950143
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,295.09,0.4181734961
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,309.12,0.4181734961
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,323.15,0.4181734961
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,253,0.4243449402
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,267.03,0.4243440474
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,281.06,0.424216438
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,295.09,0.4165128709
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,309.12,0.4165128709
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,323.15,0.4165128709
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,253,0.443890588
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,267.03,0.4438896909
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,281.06,0.4437614599
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,295.09,0.4360203699
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,309.12,0.4360203699
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,323.15,0.4360203699
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,253,0.4420201716
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,267.03,0.4420192741
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,281.06,0.4418909882
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,295.09,0.4341465856
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,309.12,0.4341465856
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,323.15,0.4341465856
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,253,0.4401245097
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,267.03,0.4401236117
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,281.06,0.4399952602
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,295.09,0.4322468902
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,309.12,0.4322468902
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,323.15,0.4322468902
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,253,0.4382033636
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,267.03,0.4382024651
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,281.06,0.4380740372
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,295.09,0.4303210592
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,309.12,0.4303210592
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,323.15,0.4303210592
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,253,0.4362617995
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,267.03,0.4362609005
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,281.06,0.4361323917
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,295.09,0.4283745292
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,309.12,0.4283745292
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,323.15,0.4283745292
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,253,0.4342956903
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,267.03,0.4342947906
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,281.06,0.4341661899
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,295.09,0.4264027787
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,309.12,0.4264027787
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,323.15,0.4264027787
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,253,0.4504275419
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,267.03,0.4504266476
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,281.06,0.4502988213
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,295.09,0.4425821599
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,309.12,0.4425821599
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,323.15,0.4425821599
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,253,0.44850072
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,267.03,0.4484998243
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,281.06,0.4483717921
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,295.09,0.4406427024
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,309.12,0.4406427024
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,323.15,0.4406427024
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,253,0.4467396405
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,267.03,0.446738744
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,281.06,0.4466105909
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,295.09,0.4388742039
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,309.12,0.4388742039
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,323.15,0.4388742039
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,253,0.4449452185
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,267.03,0.4449443216
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,281.06,0.4448161171
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,295.09,0.4370766245
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,309.12,0.4370766245
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,323.15,0.4370766245
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,253,0.4431295916
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,267.03,0.4431286943
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,281.06,0.4430004422
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,295.09,0.4352580718
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,309.12,0.4352580718
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,323.15,0.4352580718
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,253,0.441285746
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,267.03,0.4412848483
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,281.06,0.4411565382
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,295.09,0.4334106725
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,309.12,0.4334106725
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,323.15,0.4334106725
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,253,0.4555404844
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,267.03,0.4555395956
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,281.06,0.4554125528
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,295.09,0.4477431898
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,309.12,0.4477431898
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,323.15,0.4477431898
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,253,0.4534179922
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,267.03,0.4534171012
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,281.06,0.4532897385
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,295.09,0.4456010656
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,309.12,0.4456010656
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,323.15,0.4456010656
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,253,0.4512616236
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,267.03,0.4512607302
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,281.06,0.4511330349
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,295.09,0.4434242771
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,309.12,0.4434242771
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,323.15,0.4434242771
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,253,0.4491750886
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,267.03,0.4491741931
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,281.06,0.4490462035
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,295.09,0.4413196822
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,309.12,0.4413196822
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,323.15,0.4413196822
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,253,0.4474460933
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,267.03,0.4474451971
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,281.06,0.4473170934
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,295.09,0.4395836861
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,309.12,0.4395836861
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,323.15,0.4395836861
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,253,0.4456890826
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,267.03,0.4456881858
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,281.06,0.4455599979
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,295.09,0.437821505
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,309.12,0.437821505
10000000,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,323.15,0.437821505
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,253,0.4589723112
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,267.03,0.4589714259
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,281.06,0.4588448838
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,295.09,0.4512057473
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,309.12,0.4512057473
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,323.15,0.4512057473
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,253,0.4569144159
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,267.03,0.4569135285
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,281.06,0.4567866887
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,295.09,0.4491295826
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,309.12,0.4491295826
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,323.15,0.4491295826
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,253,0.4548238348
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,267.03,0.4548229452
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,281.06,0.4546957953
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,295.09,0.4470199659
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,309.12,0.4470199659
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,323.15,0.4470199659
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,253,0.452699177
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,267.03,0.4526982852
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,281.06,0.4525708126
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,295.09,0.4448755022
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,309.12,0.4448755022
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,323.15,0.4448755022
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,253,0.450539851
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,267.03,0.4505389569
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,281.06,0.4504111483
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,295.09,0.4426955553
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,309.12,0.4426955553
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,323.15,0.4426955553
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,253,0.448617175
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,267.03,0.4486162793
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,281.06,0.4484882546
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,295.09,0.4407596131
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,309.12,0.4407596131
10000000,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,323.15,0.4407596131
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,253,0.4922852237
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,267.03,0.4922841563
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,281.06,0.4921315841
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,295.09,0.4829210582
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,309.12,0.4829210582
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,323.15,0.4829210582
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,253,0.4899951102
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,267.03,0.4899940387
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,281.06,0.4898408837
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,295.09,0.4805951722
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,309.12,0.4805951722
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,323.15,0.4805951722
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1252.79,253,0.4876692315
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1252.79,267.03,0.4876681558
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1252.79,281.06,0.4875144006
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1252.79,295.09,0.478232455
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1252.79,309.12,0.478232455
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1252.79,323.15,0.478232455
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1247.79,253,0.4853011209
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1247.79,267.03,0.4853000409
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1247.79,281.06,0.4851456647
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1247.79,295.09,0.475826233
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1247.79,309.12,0.475826233
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1247.79,323.15,0.475826233
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1242.79,253,0.4828944205
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1242.79,267.03,0.482893336
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1242.79,281.06,0.4827383211
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1242.79,295.09,0.4733803259
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1242.79,309.12,0.4733803259
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1242.79,323.15,0.4733803259
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1237.79,253,0.4804159423
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1237.79,267.03,0.4804148537
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1237.79,281.06,0.4802592542
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1237.79,295.09,0.470865971
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1237.79,309.12,0.470865971
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.5,1237.79,323.15,0.470865971
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1262.79,253,0.5038621826
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1262.79,267.03,0.5038611348
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1262.79,281.06,0.5037113772
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1262.79,295.09,0.4946707557
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1262.79,309.12,0.4946707557
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1262.79,323.15,0.4946707557
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1257.79,253,0.5017509936
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1257.79,267.03,0.5017499425
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1257.79,281.06,0.5015996881
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1257.79,295.09,0.4925290835
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1257.79,309.12,0.4925290835
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1257.79,323.15,0.4925290835
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1252.79,253,0.4996088124
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1252.79,267.03,0.4996077576
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1252.79,281.06,0.4994569911
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1252.79,295.09,0.4903554708
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1252.79,309.12,0.4903554708
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1252.79,323.15,0.4903554708
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1247.79,253,0.4974262483
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1247.79,267.03,0.4974251898
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1247.79,281.06,0.4972738964
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1247.79,295.09,0.488140564
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1247.79,309.12,0.488140564
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1247.79,323.15,0.488140564
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1242.79,253,0.4952068561
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1242.79,267.03,0.4952057938
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1242.79,281.06,0.4950539543
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1242.79,295.09,0.4858876503
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1242.79,309.12,0.4858876503
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1242.79,323.15,0.4858876503
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1237.79,253,0.4929535182
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1237.79,267.03,0.492952452
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1237.79,281.06,0.4928000486
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1237.79,295.09,0.4835997073
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1237.79,309.12,0.4835997073
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.61,1237.79,323.15,0.4835997073
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1262.79,253,0.5114130985
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1262.79,267.03,0.5114120664
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1262.79,281.06,0.5112645485
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1262.79,295.09,0.502359136
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1262.79,309.12,0.502359136
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1262.79,323.15,0.502359136
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1257.79,253,0.5090106863
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1257.79,267.03,0.5090096487
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1257.79,281.06,0.5088613456
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1257.79,295.09,0.4999085303
10000000,1262.79,20640268.32,3.22,20.93,123.36,0.72,1257.79,309.12,0.4999085303
