P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,T_high,load,T_HTF_in_K,T_amb_input_K,eta_gross,eta_Q
103254676.99,1202.44,24556447.48,2.84,822.7,[1152.8627792],0.94,1200.88,270.53,0.5295646507708699,1.0024477824364926
103254676.99,1202.44,24556447.48,2.84,822.7,[1152.8627792],0.58,1189.66,293.34,0.5241097518779971,1.0008173579850295
103254676.99,1202.44,24556447.48,2.84,822.7,[1152.8627792],0.9,1188.94,310.98,0.5289239845710535,1.0022996454028037
103254676.99,1202.44,24556447.48,2.84,822.7,[1152.8627792],0.98,1192.82,317.89,0.530200277873253,1.0025822978615637
103254676.99,1202.44,24556447.48,2.84,822.7,[1152.8627792],0.66,1194.64,282.53,0.5251818187153168,1.00121022824002
103254676.99,1202.44,24556447.48,2.84,822.7,[1152.8627792],0.74,1195.29,266.58,0.5263773197473952,1.0016007338797885
103254676.99,1202.44,24556447.48,2.84,822.7,[1152.8627792],0.57,1198.41,299.52,0.5239877676914402,1.0007707358298337
103254676.99,1202.44,24556447.48,2.84,822.7,[1152.8627792],0.79,1199.8,287.31,0.5271619138915169,1.001834079157043
