Category_id,keyword,Category
19,hard rock cafã©,Makan dan minum
19,harum,Makan dan minum
19,harum manis,Makan dan minum
19,hema resto,Makan dan minum
19,hermitage lounge,Makan dan minum
19,hey ho,Makan dan minum
19,hoka hoka bento,Makan dan minum
19,honzen,Makan dan minum
19,hot planet,Makan dan minum
19,hp gardena,Makan dan minum
19,hyu han,Makan dan minum
19,ichigo ichie,Makan dan minum
19,ikan bakar cianjur,Makan dan minum
19,ikan tude manado,Makan dan minum
19,ikiya,Makan dan minum
19,iko sabana,Makan dan minum
19,immigrant,Makan dan minum
19,imperial la mian xiao long bao,Makan dan minum
19,imperial lamian,Makan dan minum
19,ippachi japanese rest,Makan dan minum
19,j - wine,Makan dan minum
19,j house,Makan dan minum
19,jakarta international club,Makan dan minum
19,jakarta wine,Makan dan minum
19,java food corner,Makan dan minum
19,jill in marketbar,Makan dan minum
19,jittlada thai cuisine,Makan dan minum
19,jj royal bistro,Makan dan minum
19,jun njan express,Makan dan minum
19,kado,Makan dan minum
19,kado++,Makan dan minum
19,kafe domus,Makan dan minum
19,kafe kalifornia,Makan dan minum
19,kafe victoria,Makan dan minum
19,kaihomaru,Makan dan minum
19,kamikaze kara'age,Makan dan minum
19,kamogawa,Makan dan minum
19,katsura,Makan dan minum
19,katsusei,Makan dan minum
19,kedai clay,Makan dan minum
19,kedai jakarta,Makan dan minum
19,kedai tiga nyonya,Makan dan minum
19,kedai toean & njonja,Makan dan minum
19,kenny rogers roasters,Makan dan minum
19,kentucky fried chicken ( kfc ),Makan dan minum
19,kihana,Makan dan minum
19,killiney kopitiam,Makan dan minum
19,king of thai,Makan dan minum
19,kinokawa,Makan dan minum
19,kitchen 18,Makan dan minum
19,klub golf senayan,Makan dan minum
19,ko iki,Makan dan minum
19,koji,Makan dan minum
19,komala's restaurant,Makan dan minum
19,krekot,Makan dan minum
19,krispy kreme,Makan dan minum
19,kuppa restaurant,Makan dan minum
19,kushi musubi,Makan dan minum
19,kweetiauw kerang singapur,Makan dan minum
19,la tour d'ebeya,Makan dan minum
19,lada merah,Makan dan minum
19,lamoda cafã©,Makan dan minum
19,lan na thai,Makan dan minum
