transaction_id,ent
602328,['gaji']
550808,[]
1154710,['shopee']
551486,['kopi']
812421,['plaza']
780214,['bibit']
689404,['fajar']
689406,['tokopedia']
602749,['tokopedia']
780339,"['firdaus', 'firdaus']"
780331,['gaji']
554287,['sekar']
554279,['plaza']
554285,['sekar']
554278,['sekar']
540214,['gaji']
780507,['plaza']
554388,['gaji']
554891,['mitra']
554912,['shopee']
554922,['netflix']
554925,['netflix']
689571,['netflix']
428472,['plaza']
428486,['plaza']
428488,['plaza']
511143,['shopee']
555706,['shopee']
606237,['plaza']
558592,"['cake', 'cherry']"
558908,['air']
558912,['air']
558933,['gaji']
558993,['ayam']
559015,['gaji']
606559,"['sekar', 'tokopedia']"
544347,['jajan']
560923,['shopee']
780775,['domain']
780807,['bata']
607584,['agung']
