H_rcv,Q_in,T_in_design,T_out_design,T_amb,mdot,eta_rcv
41.740340,171801689.700000,810.785560,1117.176935,276.357805,194.729500,0.409288
27.837754,158523156.700000,821.592828,1213.718984,263.846038,137.736885,0.429441
31.475062,434268343.100000,807.225260,1126.858923,278.514880,918.569982,0.839127
15.820003,997598777.200000,861.958055,1123.824148,270.531007,2994.516266,0.983943
21.663366,138497174.900000,863.530082,1086.211537,266.971357,380.409725,0.761416
30.500432,915346702.600000,825.026468,1129.401902,300.143691,2241.744785,0.928293
34.598551,795414389.000000,802.497018,1183.486180,281.949954,1472.902173,0.882515
40.031471,452023880.100000,803.793613,1111.537045,265.398196,890.738407,0.750436
31.376904,176707008.900000,829.477750,1182.157970,295.158272,159.241326,0.399238
18.829165,37190168.170000,801.417372,1257.547213,267.559514,194.729500,0.409288
28.293804,987648241.600000,823.748085,1054.993629,268.361636,3306.927177,0.952812
36.619791,272653855.300000,847.248299,1206.153732,268.983211,281.627630,0.468657
41.140920,495515500.300000,813.676349,1176.672949,291.171413,783.819973,0.718855
37.724465,240828863.600000,859.787294,1197.670875,307.417691,181.802550,0.322695
40.930560,597140176.000000,821.671875,1057.471304,269.118534,1710.917130,0.831431
21.176086,605494906.000000,869.605889,1121.939637,304.334762,1815.978948,0.948212
21.331318,260413963.400000,817.486855,1173.925243,296.627023,501.683380,0.859846
32.346804,906481603.100000,828.223045,1061.018937,300.338411,2941.588398,0.931232
26.910829,780452077.600000,836.402882,1240.725077,275.907201,1392.599745,0.915055
7.543340,667468495.600000,868.604478,1152.393563,274.402677,1858.410302,0.994377
9.117957,542763825.900000,847.243578,1153.965038,298.712524,1395.908136,0.989587
33.613243,919933888.000000,806.526852,1163.892506,275.154426,1869.411104,0.906348
46.051485,69194935.440000,849.163944,1234.919988,294.884404,-1.000000,-1.000000
44.048033,738423551.400000,832.190787,1225.608252,301.066310,1147.727004,0.773377
12.015729,182933213.900000,852.815233,1124.229628,294.708485,505.499721,0.937488
35.591849,142320712.800000,864.997595,1221.952979,296.510878,194.729500,0.409288
10.052168,582514966.900000,801.618192,1205.269111,282.632772,1134.411020,0.986387
14.903776,576625082.000000,830.368947,1048.593816,285.310672,2101.010160,0.978570
10.303171,241539699.100000,849.998213,1268.002293,265.761699,430.816767,0.951316
44.157815,211557479.800000,858.817286,1256.850209,288.111819,194.729500,0.409288
40.208432,894061961.500000,827.481869,1096.813595,290.445094,2363.324962,0.882478
19.844700,252471533.500000,799.283370,1133.102122,287.133309,538.934679,0.884093
22.507161,373705808.900000,813.546168,1054.191397,266.824293,1155.383749,0.913847
5.934400,971153373.200000,813.328621,1243.831353,288.086987,1779.569256,0.997360
18.569882,657541459.800000,828.004143,1141.709358,304.089681,1615.402293,0.962018
21.938705,740795571.000000,849.281331,1154.884455,305.539157,1837.586182,0.951422
22.622105,254843328.000000,834.181340,1252.417230,283.170099,385.324429,0.803136
6.240528,618832692.100000,809.566880,1224.475974,287.515530,1178.212107,0.995333
26.022210,560042322.900000,851.106639,1091.823117,305.899713,1720.997935,0.919785
37.378348,443139338.500000,871.595026,1081.906367,302.203153,1351.043856,0.798731
26.961880,976726689.800000,871.687949,1212.330504,309.401745,2116.006372,0.937352
39.581997,693819175.900000,814.395145,1064.866225,302.052903,1946.082543,0.864531
17.687249,812779641.500000,829.784845,1261.926684,297.547614,1426.531095,0.963914
37.222238,396652977.700000,864.974047,1059.593700,307.155661,1295.744315,0.788353
28.208612,801134097.100000,827.424738,1084.983862,293.895137,2354.371537,0.936478
46.151256,34320947.410000,809.087582,1260.397343,293.778387,-1.000000,-1.000000
28.670754,309472364.500000,855.784362,1143.624436,301.918299,686.807407,0.801218
45.990454,238149176.900000,872.823064,1091.681480,313.811955,194.729500,0.409288
47.568486,917772104.400000,870.250777,1214.809822,275.369434,1662.813956,0.793031
5.309593,284904836.800000,864.429042,1247.929287,305.999885,577.587190,0.991425
22.300182,214275590.400000,807.508039,1201.907081,270.826599,342.296885,0.790940
38.256186,277723683.800000,861.266537,1149.833944,296.823203,405.348982,0.529219
35.951387,678574277.700000,840.845340,1127.466691,267.510140,1640.806153,0.865051
9.157971,801489461.800000,838.774638,1248.660053,313.112917,1526.585193,0.991698
26.303598,208673687.000000,825.636110,1210.526749,270.163647,288.405904,0.670613
41.760635,538224083.500000,817.534491,1239.087139,297.786470,694.851327,0.688054
35.208442,915906210.600000,822.543231,1267.605641,316.044895,1420.721378,0.877082
32.138042,26573323.020000,857.566953,1097.805358,313.369659,-1.000000,-1.000000
24.123474,172633229.700000,839.237792,1075.709325,282.857699,456.553391,0.774141
36.280063,266121276.100000,856.358441,1085.687335,308.177228,610.570240,0.654179
23.243190,941371325.700000,838.795008,1268.465172,293.417580,1625.212691,0.944932
38.500444,181857647.300000,815.574861,1266.941046,311.022673,194.729500,0.409288
15.168221,893819178.500000,818.070696,1049.919637,264.636950,3094.974020,0.986164
12.642558,565955629.000000,847.528828,1100.227668,292.892217,1768.310179,0.982450
9.836108,885391492.600000,824.574196,1159.539077,277.471399,2097.856098,0.992825
13.809624,366178266.800000,827.251930,1139.901742,270.991248,900.512770,0.959370
21.653492,399012782.300000,799.322309,1251.184013,297.321329,622.986583,0.890914
12.051519,944146261.100000,869.490793,1217.095475,281.980874,2112.466230,0.988201
42.732401,385357629.500000,852.344432,1131.114270,271.912650,687.796919,0.622541
38.885130,798018894.900000,838.722530,1182.184315,297.600756,1576.596466,0.853652
10.787434,815291232.200000,852.949061,1249.726818,294.007070,1594.840762,0.988256
31.535070,192884612.700000,836.068609,1267.292238,317.968976,92.127508,0.262213
14.754857,569327664.300000,843.224614,1156.501349,301.335544,1408.086596,0.971725
43.116878,501729586.100000,843.140472,1146.181826,300.921949,950.183179,0.718634
44.892612,922202988.600000,801.534757,1262.517481,292.745896,1267.927467,0.801963
23.554670,101996709.300000,798.266168,1221.567019,271.357929,56.139725,0.292901
16.151058,755272701.200000,872.631856,1207.701361,272.243425,1725.375896,0.971738
46.163932,633740290.800000,809.402752,1036.890127,270.819344,1841.433063,0.809045
8.695416,297813006.200000,847.441063,1152.085050,317.387728,764.771554,0.981151
46.709231,3279655.651000,803.905975,1024.273688,270.714383,-1.000000,-1.000000
36.607282,580916754.600000,846.743202,1176.372283,275.406320,1147.391915,0.819411
15.671370,31684424.600000,824.114249,1193.541365,311.433577,194.729500,0.409288
45.794752,870871007.100000,844.146446,1082.247864,295.102096,2505.907146,0.849664
24.451068,171225115.000000,844.720939,1247.470659,266.840831,200.527893,0.599606
9.084356,324329330.900000,869.134960,1133.394413,318.096000,960.715691,0.982396
9.307924,52672719.780000,834.144384,1195.081994,265.389556,97.219218,0.839078
24.792546,270966785.000000,845.106859,1198.179680,282.716314,489.008738,0.804311
29.679513,532977762.800000,858.569347,1094.555902,290.502915,1612.591150,0.889279
17.272603,676372612.700000,806.892561,1196.996364,265.504832,1330.851252,0.962811
27.984410,57449893.620000,841.740797,1165.765132,267.930272,194.729500,0.409288
34.033624,536063403.500000,829.448776,1265.939446,285.601091,765.970085,0.793047
18.942584,231159044.700000,866.103832,1233.746332,273.152708,422.232723,0.854834
23.332788,983611098.700000,867.945332,1208.177937,311.685488,2175.464152,0.954668
49.464751,454091829.000000,826.666777,1058.074221,265.263044,1038.924751,0.652167
33.307224,135786471.700000,849.663198,1152.710475,287.861877,194.729500,0.409288
20.183349,618263690.700000,871.317244,1042.210849,289.156316,2814.809031,0.963138
23.668353,9301734.369000,864.839333,1097.223575,296.065731,-1.000000,-1.000000
49.882674,365764376.600000,813.833045,1188.385965,311.722691,194.729500,0.409288
24.016985,15075067.990000,865.067590,1097.294777,281.771675,-1.000000,-1.000000
32.982032,38147512.360000,843.346596,1087.692908,300.275362,-1.000000,-1.000000
42.925562,106989953.900000,801.903973,1197.151977,315.796712,-1.000000,-1.000000
46.703067,962453258.800000,840.016464,1169.599517,304.580624,1934.545356,0.832028
10.385898,317083951.900000,859.582059,1084.150681,266.082581,1110.668747,0.978289
28.864037,999895588.800000,846.380562,1210.004802,272.752414,2020.081725,0.929100
20.534630,219799865.200000,819.022762,1161.793380,291.102265,435.017211,0.848144
20.772698,843802817.100000,853.080577,1228.025171,303.207495,1693.770308,0.955350
49.450517,931734283.300000,832.202936,1117.891811,314.419562,2167.465270,0.827130
41.804469,374952736.900000,868.169215,1207.830404,290.711882,458.278957,0.526672
14.286812,965068205.900000,860.720661,1182.798179,313.586978,2337.524634,0.984945
11.242406,502402755.500000,870.566734,1085.317325,289.705313,1849.057044,0.984913
25.042811,313195785.100000,860.369456,1098.137323,282.583250,911.740920,0.862804
46.881084,164789744.600000,834.167121,1233.643359,291.348741,194.729500,0.409288
15.790837,7131567.642000,798.168400,1209.702629,301.119522,-1.000000,-1.000000
17.331989,613849147.500000,868.869901,1098.527181,271.898257,2073.442683,0.968366
10.818822,446561320.100000,803.716310,1067.295658,294.464252,1357.818023,0.984819
45.832029,980197592.300000,816.037853,1226.883720,308.186589,1555.141189,0.822439
28.274161,131200341.000000,857.923527,1133.224081,291.586648,158.586866,0.416864
40.012798,75787208.190000,864.092525,1108.128864,308.289078,-1.000000,-1.000000
45.615337,548164116.000000,812.107366,1079.945845,306.485729,1264.878037,0.762070
40.019142,607620343.200000,872.363246,1216.183793,293.234246,1074.723535,0.772933
48.343738,594972749.300000,845.577647,1091.034162,271.085122,1445.870441,0.740934
21.935465,992297786.600000,868.908954,1037.487093,314.209248,4639.377340,0.974557
8.551615,819232890.800000,817.176047,1107.407537,297.028530,2265.713269,0.994886
24.460727,826016484.500000,848.134525,1201.573564,317.002303,1738.336445,0.939815
39.938938,964792543.700000,825.869596,1089.311014,306.101737,2648.584637,0.895153
36.247638,178794241.700000,802.118869,1211.656727,291.192156,194.729500,0.409288
14.867580,478617992.700000,816.125603,1262.187042,288.718550,806.370032,0.953075
36.835234,629237969.600000,805.691086,1095.469342,286.763711,1513.365345,0.860545
37.648525,532170451.100000,809.551286,1220.357099,288.208402,787.601515,0.765587
41.359569,721317948.900000,864.324347,1070.762689,301.731578,2402.277737,0.853938
21.192459,232889477.100000,833.211791,1215.413006,277.168986,398.657410,0.826369
37.076280,835733407.600000,814.583465,1226.768619,269.769024,1382.872792,0.860334
13.689286,829924267.200000,814.795648,1192.748739,315.724621,1720.171656,0.983269
49.339612,517577509.000000,817.885802,1077.743130,308.847958,1124.690302,0.696706
36.189916,283737267.900000,800.593059,1138.837846,284.619178,412.776040,0.611185
5.165664,28838934.730000,849.441575,1083.682764,292.138716,91.733438,0.925046
34.846066,290673504.200000,869.479812,1202.240365,289.241477,406.486948,0.590000
17.620466,609059014.200000,809.640710,1117.260669,283.026569,1540.503146,0.964645
19.723116,717820390.700000,813.920338,1120.805581,288.906934,1813.914283,0.962668
33.357802,556640836.600000,832.473937,1082.291849,308.075076,1572.026774,0.873257
15.418601,941984703.800000,816.091113,1270.768395,297.527916,1594.457084,0.977211
24.364109,270510226.100000,802.250236,1224.950299,287.365733,405.664846,0.797809
46.202557,496950665.000000,836.709340,1230.100382,294.379471,554.118267,0.555534
27.478176,306950080.600000,836.848219,1236.831121,299.894071,464.151287,0.766762
39.272828,73582182.540000,837.505271,1251.247397,284.436494,-1.000000,-1.000000
39.573267,732580642.200000,820.526190,1123.574328,286.243419,1659.795622,0.853637
10.958844,213384171.200000,821.188649,1053.089648,312.351369,721.664307,0.964418
24.028700,137185796.100000,829.498152,1159.501203,267.455032,200.027521,0.602389
41.444889,474043668.100000,833.313407,1257.433986,266.728779,535.904488,0.609290
17.370680,383268313.400000,844.177504,1219.338813,302.488775,748.395299,0.927425
44.584208,280843535.500000,840.067897,1025.465251,301.355103,688.853712,0.558486
29.465710,167139523.600000,850.702590,1226.907912,307.775798,127.496120,0.364077
24.719295,334741320.700000,826.741868,1067.059633,298.320244,998.547367,0.884330
12.123287,959663906.300000,811.436708,1064.561403,281.487184,3057.417414,0.991831
44.900574,777504744.700000,840.040915,1143.281213,295.306738,1671.932414,0.815760
24.512641,102826920.100000,808.486420,1120.603573,271.258875,119.368032,0.449356
9.806872,890822641.400000,835.382457,1124.581169,316.959215,2455.263406,0.993566
14.965070,579453092.200000,818.092889,1171.905551,279.137882,1268.426885,0.969622
38.189000,960643153.200000,853.810438,1256.058310,267.673326,1615.261713,0.862063
28.843167,701477316.700000,860.755561,1110.307315,317.892826,2069.338890,0.919433
37.248987,765043875.100000,844.995460,1058.447423,285.835219,2582.068276,0.890200
26.955460,722581627.300000,827.616554,1043.548260,300.357127,2565.582842,0.942351
25.770717,66347014.760000,857.912368,1077.963560,297.676916,194.729500,0.409288
11.161892,265685295.300000,860.815817,1111.421532,307.774110,820.494414,0.966760
42.877985,525344586.400000,825.793216,1196.461791,312.498898,786.580947,0.698226
7.877457,588632097.100000,818.844839,1061.571080,316.567352,1959.406635,0.994500
36.528363,656547277.800000,841.914995,1118.427857,265.392249,1635.490526,0.858709
20.490881,665845022.400000,809.742908,1214.744795,274.616322,1233.177758,0.943773
12.090440,206370087.100000,804.573075,1093.624226,275.309395,547.797943,0.946931
47.695015,810642386.800000,842.702261,1059.105582,281.597768,2524.464689,0.832509
38.193242,521159643.600000,867.068132,1026.419702,308.039762,2235.771496,0.843529
28.418500,515007783.800000,823.267335,1195.485576,291.018864,959.814999,0.872254
38.536132,285313003.300000,829.549508,1151.001411,278.540872,374.482809,0.527536
6.318647,944453044.700000,810.607092,1212.681345,304.435839,1861.796524,0.997114
46.043291,574117014.800000,842.173296,1067.609784,297.220443,1595.416658,0.774871
35.073824,864003371.500000,871.737409,1088.296835,305.661676,2907.877310,0.908835
34.636074,421543974.300000,858.037117,1113.459459,314.164906,1065.185343,0.806122
48.837757,778370802.100000,833.104954,1221.261295,268.147644,1156.535639,0.729077
12.960396,377565621.500000,842.387914,1222.508196,308.200401,751.848527,0.958447
41.930280,390720950.100000,867.702799,1180.279362,294.100504,585.248870,0.591563
49.854752,185655743.900000,804.978911,1048.056140,273.431135,194.729500,0.409288
32.287539,890416441.200000,812.816022,1093.007551,294.260425,2375.645953,0.923797
47.001269,297837481.700000,859.676927,1088.645354,317.482985,421.556308,0.403338
23.181250,159120515.400000,849.582855,1214.142207,307.389194,226.417706,0.656792
49.089320,565426512.700000,857.946865,1031.519129,300.270836,2009.551925,0.760648
43.605039,413986003.400000,829.558901,1249.090100,280.944802,361.234100,0.464366
16.307231,731926016.400000,801.384933,1264.137234,290.610523,1206.164088,0.965118
47.662797,678410603.200000,816.475424,1172.177279,299.732914,1123.735328,0.737467
34.659863,684161797.800000,841.877138,1258.329273,304.782363,1085.151993,0.840617
35.865543,228392246.900000,843.598564,1045.161841,289.781753,585.251105,0.636732
43.810467,361823838.800000,828.859140,1239.742842,299.410760,239.812505,0.344950
15.873327,719916482.200000,856.917071,1057.597459,307.460558,2841.826248,0.980687
5.825876,173513938.200000,848.488440,1039.708808,263.432456,727.943495,0.988916
36.284514,810736840.300000,846.101194,1229.412602,283.769858,1434.971043,0.860418
18.989067,263021190.600000,808.190786,1173.092915,284.964406,512.262918,0.888454
39.304814,103195324.000000,835.884033,1209.352516,306.089599,194.729500,0.409288
10.026911,757507628.500000,806.664751,1087.597331,273.249995,2169.670792,0.992473
13.091745,849194766.700000,838.079804,1148.119373,272.862100,2158.883503,0.986457
29.138851,56050182.340000,811.904645,1090.299523,317.714978,194.729500,0.409288
20.790762,778281458.900000,859.322843,1183.807521,284.248546,1815.592231,0.955647
15.436373,768230235.600000,827.992005,1227.942890,264.849219,1478.660219,0.973299
37.395228,184442141.900000,835.036314,1091.747350,279.536471,187.694339,0.323965
10.424188,190034305.100000,857.190054,1129.260628,270.665082,532.319589,0.954038
30.912664,520988553.000000,837.294875,1129.989842,271.318135,1238.243467,0.868124
21.015064,849803615.100000,801.102513,1216.721395,293.901950,1553.843962,0.955127
49.767456,188628594.400000,871.054566,1168.548817,295.741432,194.729500,0.409288
40.158311,744645287.900000,807.445855,1160.916051,287.346493,1419.711405,0.840828
42.995283,372711086.500000,800.132775,1073.251784,301.820366,742.922439,0.669200
20.738653,891053694.600000,854.705332,1023.949640,311.206918,4172.433078,0.975471
46.094403,988422136.100000,864.189091,1215.841404,285.089220,1819.481897,0.821660
20.869600,8273645.721000,808.006739,1260.187403,298.003033,-1.000000,-1.000000
35.602229,732874365.000000,863.344344,1028.865106,292.359248,3241.271846,0.903079
39.175449,337194697.000000,836.735019,1215.031036,277.159624,366.832030,0.520078
31.973142,275464027.400000,816.154020,1197.860039,273.883025,370.294679,0.644670
44.387428,15198779.130000,809.734916,1110.424318,300.160135,-1.000000,-1.000000
23.522121,540890792.900000,819.558532,1264.743477,284.095201,863.202623,0.901829
28.522266,942838893.400000,836.042083,1082.747549,312.852471,2921.839527,0.946937
32.457617,785779176.300000,815.655994,1182.850548,308.823384,1528.309080,0.895217
13.122072,673583346.800000,863.199855,1227.295603,264.100441,1423.773396,0.978330
28.194207,721888955.700000,854.663963,1130.832606,275.886665,1921.116297,0.919872
35.523069,935071590.600000,849.677904,1167.463990,317.151963,2101.168729,0.897965
28.217762,956527170.300000,807.377632,1220.249341,289.198416,1708.014519,0.928010
11.597312,272967139.000000,807.647943,1149.796175,263.390877,613.995844,0.958633
16.388173,771108096.900000,864.952074,1212.645945,312.116839,1698.220395,0.971630
48.171627,45180052.570000,820.504708,1256.356468,277.796868,-1.000000,-1.000000
31.627333,395233070.700000,866.909419,1243.334507,267.645322,623.927245,0.757563
29.625934,775253416.700000,819.402354,1072.407924,286.382517,2308.639771,0.929057
32.364212,997734230.200000,851.513854,1034.994670,318.143363,4162.401763,0.943352
46.782528,999735879.900000,802.218278,1045.216214,283.084493,2939.625053,0.874641
35.920548,135700542.300000,858.868072,1114.073149,297.501304,194.729500,0.409288
24.777746,941745390.100000,842.075133,1268.042057,277.182587,1625.555833,0.937034
37.050131,385401958.700000,862.229299,1216.935595,282.683238,564.420452,0.659276
11.659945,521364475.500000,869.000866,1126.834624,304.381688,1585.050748,0.982767
24.674568,944637501.600000,840.367426,1064.645171,292.950967,3280.578803,0.962650
41.035026,115117071.700000,841.983479,1183.780513,272.602914,194.729500,0.409288
36.146376,437833061.100000,859.618615,1119.141498,314.999211,1071.259774,0.793978
36.945531,677669104.600000,869.786250,1149.323532,272.117182,1638.164616,0.850173
8.354208,349695208.900000,872.640107,1211.944651,303.495890,797.838966,0.983366
39.750179,567485326.300000,846.924150,1271.344855,269.607873,750.623166,0.716312
21.818257,137480426.500000,857.849847,1085.653267,286.867250,367.829654,0.757970
34.928767,30886498.090000,859.796552,1141.438776,307.978491,-1.000000,-1.000000
26.693383,413633754.100000,809.575035,1155.626681,305.665704,834.892560,0.871089
8.618978,332975111.500000,852.036318,1186.199182,280.255085,775.707792,0.982015
41.569202,824160700.800000,870.190935,1105.550087,276.530856,2405.869105,0.858776
25.485460,181271098.200000,822.456800,1064.476108,285.561453,465.801217,0.766298
16.104044,717326437.600000,802.619851,1094.057375,289.773110,1950.317654,0.977664
31.136933,542546132.900000,835.104222,1080.812442,290.622133,1578.342511,0.884927
30.634764,869480607.500000,844.090509,1213.086307,293.379743,1692.133376,0.908300
30.916756,78214659.660000,847.129808,1198.784290,310.758753,194.729500,0.409288
11.859829,285526273.300000,861.766753,1143.927862,283.618879,774.757172,0.961256
27.050525,213131540.300000,812.089724,1053.644332,311.654407,567.272996,0.789429
23.825478,525084260.800000,799.373760,1101.229241,317.709360,1305.125186,0.926255
34.283676,675337692.000000,820.111994,1200.049078,310.369561,1216.758508,0.860872
27.722521,294214232.900000,862.894682,1201.146260,275.600788,528.885588,0.770020
13.033360,542371042.700000,819.097119,1037.952054,294.256631,1987.310439,0.983324
11.627762,70204589.320000,856.266465,1100.995492,263.948067,197.013648,0.855894
22.377769,823819980.900000,806.173440,1264.596405,291.296027,1335.394825,0.941230
37.917613,240140191.900000,835.610987,1114.542327,271.582685,337.252826,0.487560
26.806694,329114209.200000,810.025068,1147.223695,311.057143,657.136981,0.838646
34.699852,698916079.200000,810.837878,1152.621037,276.637360,1431.931888,0.873066
48.652235,583819856.400000,819.704077,1152.236147,267.123006,953.506486,0.678087
33.865826,873255062.200000,858.450775,1237.924751,311.536809,1600.760099,0.884965
45.607804,956565117.800000,819.536534,1192.837462,287.951274,1694.320198,0.830577
16.858613,263739355.000000,872.132762,1240.369889,281.166442,503.428164,0.896429
30.886626,338759647.300000,838.463574,1163.673152,293.222214,645.381539,0.777265
21.494898,121718483.700000,857.813041,1182.737495,292.167916,186.320324,0.627677
21.896688,105295251.800000,835.612630,1213.461160,278.219683,103.203828,0.467820
31.954469,722859861.400000,841.087307,1242.868385,279.274980,1238.269949,0.873861
11.227217,202067921.000000,812.115232,1199.971593,301.733547,390.147410,0.940546
45.106716,490945668.700000,845.457855,1250.449294,292.399861,521.799034,0.547486
12.041063,545285711.300000,816.321630,1067.739343,290.027023,1734.310680,0.984801
19.880642,307353990.200000,829.875935,1113.009537,308.525585,792.534576,0.907605
25.266242,827218055.600000,857.505771,1217.178168,282.271561,1691.226287,0.932596
36.748829,635216023.000000,852.374789,1173.375489,282.082343,1313.296089,0.835647
28.616163,714445385.900000,827.933895,1070.495430,309.353900,2216.839418,0.929139
16.582444,997020049.800000,799.856777,1182.064759,279.331783,2044.260440,0.979671
30.090771,831046215.800000,866.693984,1233.271521,276.479771,1607.042248,0.902387
19.679807,333084598.700000,808.923384,1165.613852,286.132034,677.577865,0.906180
30.111384,193024132.100000,856.895645,1163.760258,301.173096,280.992891,0.562083
25.399175,867228460.600000,863.263492,1091.728048,305.101113,2904.599290,0.953346
26.410069,580535707.100000,849.986779,1190.061978,285.713615,1218.396369,0.900562
30.221509,877283392.700000,810.441721,1192.521249,270.455077,1674.364513,0.914625
43.614673,662520494.000000,812.892876,1105.374659,289.518032,1485.104719,0.811780
21.781902,882609079.700000,868.506433,1093.794066,281.759084,3035.487441,0.966462
35.946092,313669030.900000,846.726624,1172.860302,271.155143,482.795502,0.631450
48.273906,527379308.200000,801.667020,1252.261810,303.188262,467.126720,0.504274
40.899475,260591694.700000,826.168817,1201.443293,288.071845,194.729500,0.409288
32.324305,467933744.300000,871.896376,1097.549096,299.993738,1413.538548,0.851217
42.152207,562887785.000000,871.664536,1067.881570,271.907313,1853.365592,0.803050
39.716941,12470946.480000,838.347408,1190.543340,290.481353,-1.000000,-1.000000
6.560934,224165912.200000,842.309303,1091.493937,285.527053,715.722361,0.987792
46.370244,580687825.300000,828.150879,1030.114338,300.314343,1863.727972,0.795068
20.805356,753495216.400000,827.198766,1092.947339,289.421940,2205.422325,0.963517
13.620485,280241606.600000,845.892959,1211.487837,313.845838,568.454037,0.938034
34.512527,758697492.300000,867.539456,1075.031935,266.567273,2645.649056,0.899754
22.579998,927837555.500000,857.333599,1257.089265,301.496752,1726.718259,0.948873
20.566551,103092288.400000,848.576474,1171.422265,280.540738,150.605078,0.593329
34.883757,150777881.100000,856.281624,1103.361304,301.940684,96.084575,0.196298
20.966165,28672643.990000,851.880647,1026.305134,299.162059,194.729500,0.409288
7.399862,803508559.500000,814.662062,1088.813261,291.050852,2363.750089,0.996282
23.220650,153334478.200000,804.383938,1122.111521,266.278934,279.435009,0.717779
9.657563,488150063.300000,817.708502,1031.179014,270.294212,1848.832161,0.990080
46.073467,870044493.400000,826.319193,1216.392922,273.552066,1406.874765,0.795936
44.567801,836718622.300000,807.538596,1229.336950,275.189522,1252.949900,0.796143
16.000990,791759905.000000,825.298180,1218.087515,263.214459,1553.778387,0.972769
49.802695,398307616.500000,844.873790,1060.094067,309.960960,882.694043,0.589502
43.054119,726703175.300000,846.822775,1198.060312,287.970163,1299.501949,0.793032
22.566202,984408254.700000,812.749754,1140.778765,309.219854,2323.963571,0.964090
10.115742,430453883.600000,849.697358,1055.124349,268.490800,1672.563574,0.986578
47.617321,574982315.900000,834.021422,1194.333213,286.906132,824.009587,0.650285
24.560871,444130712.800000,866.117335,1069.034190,273.122839,1607.636757,0.912316
9.945640,747654797.100000,818.327225,1201.746746,288.501066,1535.485953,0.990254
14.203087,349310406.200000,867.458105,1164.895841,315.017767,887.981894,0.953146
33.851019,71023305.280000,806.855097,1273.005537,270.739090,-1.000000,-1.000000
22.401575,288192819.500000,825.186917,1027.149944,306.283898,1046.322849,0.898494
39.502521,558243552.900000,815.207593,1090.433328,304.807506,1350.705187,0.822921
11.653891,843725767.800000,805.386262,1170.642593,307.444585,1829.007186,0.989025
16.134478,923824743.800000,833.241247,1195.015628,272.968076,1983.899697,0.978374
41.514654,749226568.600000,807.256466,1076.036209,306.797115,1947.180749,0.860092
12.530519,562616414.500000,838.541423,1260.128205,290.401166,1021.279944,0.973657
19.007859,800688994.900000,869.087328,1133.813249,312.642534,2336.259778,0.969450
33.336893,611514550.200000,867.443671,1155.310827,294.802994,1457.283035,0.863540
27.255867,310447791.900000,800.518374,1056.477079,281.346911,844.542059,0.853670
31.580799,753113289.900000,821.229481,1086.323181,307.319327,2102.679315,0.914962
37.084410,8372106.222000,806.554066,1245.282857,271.203338,-1.000000,-1.000000
5.186215,49827409.320000,822.392093,1193.353856,282.367776,100.634184,0.941629
37.994164,177799214.700000,856.005269,1240.783674,272.892105,194.729500,0.409288
33.018928,394349689.600000,843.815990,1069.102116,308.388146,1173.327869,0.829517
29.789998,279479529.600000,858.301447,1176.641794,265.147413,506.394482,0.727319
43.362374,812464323.500000,852.594957,1072.268406,263.196438,2549.892058,0.854865
21.043014,533177802.600000,809.032411,1175.728909,296.568932,1083.144745,0.931772
30.009791,712366675.100000,864.374492,1041.931510,301.740430,3010.355778,0.927728
32.451455,992836865.500000,835.209028,1160.290230,276.871916,2240.304258,0.919292
30.048105,278925567.300000,839.726837,1088.432354,290.526923,709.118082,0.784317
47.907255,912106246.500000,864.207789,1191.309713,297.668574,1767.215893,0.801603
27.914546,552459052.600000,806.025903,1073.592472,284.991033,1526.139205,0.909537
24.118536,985795531.100000,838.064640,1041.263793,273.942207,3814.387959,0.967759
44.147171,872605820.700000,841.550678,1269.945093,292.986364,1264.534410,0.791314
35.681895,219369117.000000,817.316928,1131.760062,265.275674,262.790982,0.468658
13.096554,80485238.630000,871.910805,1136.689062,289.258182,200.664467,0.829261
48.790159,496779536.700000,838.431561,1154.527540,265.118432,743.573670,0.592737
37.515782,513459314.200000,818.572555,1202.046241,290.842069,818.273741,0.768585
11.329719,906909511.100000,800.739261,1220.488905,315.043682,1699.958871,0.989366
27.122920,796371594.200000,825.056235,1179.161534,267.005397,1658.261868,0.925155
36.313436,180436400.600000,810.707688,1091.097043,283.317470,187.730516,0.360263
17.350676,718618261.200000,821.830955,1253.040465,272.011482,1262.368220,0.960254
11.820438,120057318.300000,842.870149,1033.250693,308.817141,474.818268,0.926320
8.732000,466135094.200000,807.340045,1052.989764,308.755211,1533.398438,0.991317
6.643675,144625701.800000,872.784524,1098.724900,310.910630,501.679395,0.979020
30.735432,874795363.200000,861.968839,1192.593321,287.155639,1907.026743,0.911478
23.608219,828049542.400000,850.365539,1166.231706,291.325983,1977.019927,0.948275
32.242480,537873877.400000,846.768914,1179.902380,313.727898,1089.306470,0.849562
6.434152,588361859.500000,828.751848,1119.215924,314.876267,1621.407030,0.995867
28.443258,670776573.600000,856.533996,1253.430059,275.356209,1177.131326,0.887789
37.726877,608413329.400000,849.605666,1140.935230,312.317027,1390.010886,0.833647
16.737154,179235992.000000,826.546199,1065.023372,285.455948,546.389842,0.896475
13.902447,315444712.900000,871.486133,1256.784835,295.219746,600.192069,0.937027
5.769757,860442488.200000,806.071694,1218.426973,268.674052,1653.992973,0.997284
25.496183,964388574.300000,864.797784,1110.742595,268.890164,2997.081164,0.955298
43.148287,189143345.700000,852.707898,1140.916994,311.781105,194.729500,0.409288
24.535387,336121455.100000,809.426120,1098.886316,301.284131,826.081319,0.879432
