H_drop_design,T_out_design,T_amb_design,T_in_design,Q_in,eta_rcv,Q_limit
36.0883441507,1429.8886057988,288.2696019095,1200.881307609,667704474.512946,0.7124654767,355452494.400073
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,958240397.00567,0.6600271969,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,911034069.291976,0.6416258458,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,994034074.998807,0.6727324126,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,699438160.036671,0.5217150245,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,638532434.582975,0.465207055,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,615582117.516874,0.4385660637,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,920630373.485309,0.6455329784,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,658181296.357595,0.4853552546,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,967818483.162501,0.6635249843,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,841620802.428909,0.6103732129,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,803309963.405469,0.5904100891,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,738380291.777698,0.5505520785,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,760732536.240787,0.5652754739,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,829304686.348118,0.6041956948,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,595987869.737445,0.412367799,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,885130737.620137,0.6306104356,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,789652064.444649,0.5827201105,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,685971443.040365,0.5106041295,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,728273203.889842,0.5434876783,588946696.686783
49.5705409902,1363.8574573757,272.6372848985,1250.2680177093,876017701.242081,0.6265615129,588946696.686783
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,538599695.435708,0.7978683388,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,356030944.341555,0.6787476428,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,959043560.424184,0.889213182,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,694527585.829362,0.8445000061,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,605813616.880638,0.8210026862,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,518590882.972421,0.7897149358,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,986664943.110199,0.8925293105,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,302280471.168648,0.6018652619,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,216311061.960729,0.2990319075,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,655652713.431699,0.834985209,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,380809058.454105,0.7039581148,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,472173279.101096,0.7677085151,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,423556328.893556,0.7382322959,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,887746693.654797,0.8797136869,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,864459441.764613,0.8762790728,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,567639766.834432,0.8085807524,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,822227288.063072,0.8695689086,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,284709289.860595,0.566460364,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,750802200.34675,0.8565640677,208993213.228197
26.8398992684,1453.3623252164,300.7695058515,1167.0064089631,789484370.671418,0.8638892349,208993213.228197
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,682127356.086997,0.9349875623,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,697627293.155925,0.9365432008,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,537459712.534314,0.9158582944,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,450098540.36455,0.8980923172,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,368051001.287544,0.8737679958,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,923214808.464486,0.9529738434,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,798208659.103749,0.9450875787,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,251656628.086722,0.8132638982,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,106061653.300962,0.463234611,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,322104075.901953,0.8549564683,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,833899561.579767,0.9475954011,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,204972896.606643,0.7688784745,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,867594669.94204,0.9497624569,93176598.5869113
18.792017059,1373.4575926246,286.9206988611,1153.8588607836,607245211.018391,0.9262816175,93176598.5869113
