H_drop_design,T_out_design,T_amb_design,T_in_design,Q_in,eta_rcv,q_limit
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,997691961.899891,0.985621595,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,400360551.348267,0.9637718705,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,894852351.07354,0.9839556636,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,708484725.690681,0.9796914581,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,85911770.2167855,0.8208852354,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,58056994.4736863,0.7312754548,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,795704865.330675,0.9819380703,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,244656126.288599,0.9400022152,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,222558857.281581,0.9338409128,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,140742653.505604,0.8933020888,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,635889319.824799,0.977346141,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,733707698.994496,0.980396599,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,286257490.507617,0.9489517999,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,817517227.506085,0.9824243053,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,509857533.338371,0.9716652012,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,370385354.148681,0.9607808897,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,557837850.782597,0.9741345596,33950927.2520859
9.8564741383,1426.7593136516,262.3309120032,1307.1155825225,430565798.988066,0.9663572231,33950927.2520859
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,603620289.415758,0,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,918509403.993977,0.7182434339,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,947272556.231254,0.7290920392,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,860563152.380357,0.7015089416,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,992207077.227442,0.7439399451,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,679948148.450061,0.6056913101,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,628860213.149014,0.5652573046,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,547010155.985239,0.4715530156,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,971729730.568683,0,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,648117226.516735,0.581662549,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,731973684.158973,0.6385624434,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,876278595.35959,0.706769299,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,490223900.277495,0.0472100626,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,707528973.749036,0.623971417,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,566517115.411402,0.4985124319,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,763049273.378401,0.6569801596,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,823976929.298399,0.6865791545,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,810088772.131256,0.6790768558,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,529097238.433361,0.442996773,488975787.330491
43.1082747996,1407.7365085351,294.8251859294,1210.9537754216,780666743.341085,0.6645526784,488975787.330491
22.615835514,1022.7058711854,308.4635696216,743.7901496335,687541068.399866,0.95938354,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,927866620.237465,0.971672781,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,466661729.281678,0.9370542299,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,441882242.236215,0.9333723325,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,118396794.392986,0.7306483267,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,625090124.580682,0.9545596881,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,264947883.01644,0.8914057652,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,955835245.791046,0.9726664777,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,780887005.401543,0.9651271891,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,343300116.665711,0.9146721105,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,396949945.790115,0.9257774691,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,576450095.889649,0.95010414,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,235862880.340464,0.878607609,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,504836538.408769,0.9421411358,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,206548013.991679,0.8612035959,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,154579777.216047,0.8076431621,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,650269087.980578,0.9566149931,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,892042586.168311,0.970297079,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,725540244.162208,0.961908488,72552485.9351542
22.615835514,1022.7058711854,308.4635696216,743.7901496335,856301050.913661,0.9687957315,72552485.9351542
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,676341924.129714,0.7445413823,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,604373532.451206,0.7111002874,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,759442277.107387,0.7754066124,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,951144215.541767,0.8256575737,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,721637217.571678,0.7615580019,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,530684977.620044,0.6642257702,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,778487776.394706,0.781848691,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,919175618.281832,0.8202213991,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,438751240.887773,0,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,638145303.620499,0.7279509912,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,516859482.932138,0.6533220362,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,848327598.725644,0.7986028549,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,870276846.927736,0.8064250525,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,479318465.788549,0.0046104303,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,815386034.025574,0.793469713,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,588439420.937856,0.7022838106,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,349098636.88648,0.0289052939,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,973452388.082572,0.8254044699,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,402125393.289636,0.5129278632,326886901.607735
33.2490170691,1466.2397602332,275.2608781945,1207.5943225272,386150500.689247,0.4809091019,326886901.607735
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,746010397.127824,0.7700136858,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,949228127.915012,0.8214444081,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,412309914.972369,0.5230932231,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,456280905.712658,0.5882273538,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,929564898.34408,0.0347891654,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,545497235.920656,0.6713053696,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,677863899.705024,0.7428060256,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,790000083.617433,0.7823194357,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,487727810.483518,0.6223476253,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,839717571.920855,0.7964274432,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,397676753.518105,0.4958075291,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,348615233.212255,0.0335559194,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,586482939.823556,0.6980061444,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,725505718.138758,0.7623451164,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,621956989.904583,0.7173882762,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,872610992.791635,0,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,505570895.760689,0.6392395781,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,806925881.98188,0.7867176185,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,968743051.103225,0.8243610773,331596119.98475
34.9599413099,1427.5095002861,307.0503525905,1174.5184673452,646410163.101285,0.7291770512,331596119.98475
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,415222262.318107,0.9388599998,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,346335688.492664,0.9259445947,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,209241345.603566,0.8732820991,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,521622674.591958,0.9518434681,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,162747384.376898,0.8350912013,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,135073467.979507,0.8002992853,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,885778608.707472,0.9721127714,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,783545469.695537,0.9683760029,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,83694248.8418028,0.6675370084,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,630750268.007449,0.9604566693,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,594298839.986395,0.9579441335,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,684813267.61706,0.9636752803,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,461725630.085351,0.945304534,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,998740802.942289,0.9753333182,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,724475811.917452,0.9657221271,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,550226111.623226,0.9544443492,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,831192467.786754,0.9702348495,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,947267094.000815,0.9739631805,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,296279435.464601,0.9125608526,51854748.7639854
16.1336957849,1250.4357883834,283.5993116377,1119.0053290034,254059369.657323,0.8969541176,51854748.7639854
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,245697418.348134,0.9049379429,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,116727160.292546,0.7928915606,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,58626749.5655818,0.5500826704,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,846750507.923875,0.9740443671,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,286840916.626301,0.9194920842,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,707333228.806567,0.9687743283,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,974117592.512862,0.9775116743,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,490571091.326869,0.9543684046,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,887524198.5398,0.9752652317,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,590238624.88615,0.9623543636,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,951572107.950821,0.9769670322,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,199045068.091581,0.8808775562,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,734150489.927792,0.9699480303,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,768925428.833918,0.9713447189,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,351755160.942874,0.9352372188,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,166827201.639393,0.8564321777,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,627370987.220102,0.9646586027,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,393789629.428753,0.9425305825,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,453189115.756635,0.9504237974,44902292.2145098
18.3314462393,1100.2971220552,287.0833851479,993.7032484615,559245534.813626,0.9601877534,44902292.2145098
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,488138119.066265,0.8097010942,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,828427409.001949,0.8954259917,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,508766945.398329,0.818124118,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,892256001.598295,0.9032850574,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,967580269.150878,0.0177103883,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,196796461.430428,0,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,577636869.26956,0.8438934595,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,337402966.311551,0.721116734,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,595037734.337712,0.8476202454,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,655778911.725381,0.0123728069,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,715760053.050795,0.8780066459,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,866452894.445912,0.8973713283,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,776112029.024937,0.887085359,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,267450694.75209,0.6413501758,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,319457470.53779,0.7046135777,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,227209395.13158,0.5640486153,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,443110735.256568,0.7960340461,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,691993307.622856,0.8680488274,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,929053223.815494,0.9053944814,159927861.350483
31.1801006348,1227.4507428313,257.7863296347,1095.67189696,400695064.278298,0.7666099857,159927861.350483
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,824110723.004117,0.6755857783,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,659965585.137927,0.5691014744,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,696684826.63179,0.5998254979,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,555054759.930216,0.435250568,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,601990824.731921,0,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,751726248.965199,0.6372615974,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,634898268.925439,0.5445652357,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,976436267.074921,0.7321163352,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,769575133.108196,0.647689474,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,902174514.168793,0.7098430787,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,914093840.493827,0.7145302384,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,934654324.705648,0.7210662855,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,712115532.100181,0.6112338555,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,786272388.279071,0.6568214847,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,585613541.203062,0.4844137565,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,859020579.150613,0.6922595109,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,528679087.547138,0.0409383775,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,963821901.262119,0.7282900275,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,677904870.652247,0,514942822.438796
41.6159061809,1460.1129555931,298.6000583436,1186.067560503,847470852.419312,0.6869364649,514942822.438796
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,620724458.484116,0.9329241717,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,701988138.726987,0.940923865,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,101532576.88086,0.5333180202,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,238718508.321971,0.8175594694,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,410949247.174279,0.896894962,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,175329816.833685,0.7489960872,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,539622990.569299,0.9224418893,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,293825902.342091,0.8532117367,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,782392895.45681,0.9471585732,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,912071082.425461,0.9548437748,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,139155845.845416,0.6796731983,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,318619093.20565,0.8652126219,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,467705782.426969,0.9099681407,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,815524185.5268,0.9493605789,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,724153835.098613,0.9427849613,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,387606509.297179,0.890357757,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,955602602.10122,0.9569456332,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,878632767.696962,0.9530844083,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,639005908.667843,0.9349071976,76123753.6922238
19.5056714146,1296.145348759,264.4827284751,1172.6050739835,504535509.077121,0.9168184145,76123753.6922238
35.7203032444,1215.0833576326,276.5826968546,991.586105319,568846206.996839,0.8011022518,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,604978265.449476,0.8161797728,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,261555351.361537,0.484923615,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,926646998.120224,0.8818696353,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,781053955.234486,0.8593573066,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,883372680.434541,0.8759794965,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,302896158.250679,0.5845494584,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,213508237.05431,0.0514039994,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,547559370.67969,0.7949788686,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,336061335.036247,0.6386563917,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,375807285.654899,0.6859850155,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,702537779.782028,0.8395000171,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,813713027.871883,0.8625317482,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,466014209.512107,0.754665546,208704316.511588
35.7203032444,1215.0833576326,276.5826968546,991.586105319,853025087.219078,0.8735204261,208704316.511588
