H_drop_design,T_out_design,T_amb_design,T_in_design,Q_in,eta_rcv,Unnamed: 6
38.546463990300005,1065.044220664,259.6710539194,777.2479261738997,213818375.150772,0.4517626943,171274697.874576
38.546463990300005,1065.044220664,259.6710539194,777.2479261738997,467913209.35343206,0.8063182070999999,171274697.874576
38.546463990300005,1065.044220664,259.6710539194,777.2479261738997,548689667.460371,0.8387468942,171274697.874576
38.546463990300005,1065.044220664,259.6710539194,777.2479261738997,780823545.984166,0.8874423936,171274697.874576
38.546463990300005,1065.044220664,259.6710539194,777.2479261738997,933104491.5368973,0.9055274633,171274697.874576
38.546463990300005,1065.044220664,259.6710539194,777.2479261738997,658121506.865149,0.8664045517,171274697.874576
38.546463990300005,1065.044220664,259.6710539194,777.2479261738997,360659593.912835,0.7329472084,171274697.874576
38.546463990300005,1065.044220664,259.6710539194,777.2479261738997,324835434.500461,0.6928881473999999,171274697.874576
38.546463990300005,1065.044220664,259.6710539194,777.2479261738997,851683733.440272,0.8966526094,171274697.874576
38.546463990300005,1065.044220664,259.6710539194,777.2479261738997,730860490.555734,0.8800486787,171274697.874576
33.5026983298,1134.0027678777,302.1820803912,1002.6776892089,667937755.718124,0.8782731408,146442860.405744
33.5026983298,1134.0027678777,302.1820803912,1002.6776892089,618313068.828454,0.8702826533,146442860.405744
33.5026983298,1134.0027678777,302.1820803912,1002.6776892089,360028753.521258,0.7646859009,146442860.405744
33.5026983298,1134.0027678777,302.1820803912,1002.6776892089,801395982.493569,0.8986653994,146442860.405744
33.5026983298,1134.0027678777,302.1820803912,1002.6776892089,168942374.312953,0.40988437479999995,146442860.405744
33.5026983298,1134.0027678777,302.1820803912,1002.6776892089,966058660.63589,0.9184384781,146442860.405744
33.5026983298,1134.0027678777,302.1820803912,1002.6776892089,442066547.735611,0.8093410265000001,146442860.405744
33.5026983298,1134.0027678777,302.1820803912,1002.6776892089,273849953.489123,0.6858631172,146442860.405744
36.2674933522,1397.0464157223998,282.7341117987,1134.6451414378998,621329214.3761821,0.71151981,333424824.881123
36.2674933522,1397.0464157223998,282.7341117987,1134.6451414378998,391360051.361523,0.46392646590000003,333424824.881123
36.2674933522,1397.0464157223998,282.7341117987,1134.6451414378998,573230003.396584,0.683222442,333424824.881123
36.2674933522,1397.0464157223998,282.7341117987,1134.6451414378998,982865617.1653199,0.8273343842,333424824.881123
36.2674933522,1397.0464157223998,282.7341117987,1134.6451414378998,931998507.1037359,0.8160427117,333424824.881123
36.2674933522,1397.0464157223998,282.7341117987,1134.6451414378998,457554691.859952,0.5768958415,333424824.881123
36.2674933522,1397.0464157223998,282.7341117987,1134.6451414378998,688022931.768401,0.7441008382,333424824.881123
36.2674933522,1397.0464157223998,282.7341117987,1134.6451414378998,513343579.41914004,0.6371454389,333424824.881123
36.2674933522,1397.0464157223998,282.7341117987,1134.6451414378998,749726514.149551,0.7682505104999999,333424824.881123
36.2674933522,1397.0464157223998,282.7341117987,1134.6451414378998,848750108.238093,0.7943503592,333424824.881123
34.041772280100005,1380.4420837003,276.9511482975,1213.4401773717,457896263.12411904,0.65160899,278655321.378632
34.041772280100005,1380.4420837003,276.9511482975,1213.4401773717,828278037.433175,0.8140705264,278655321.378632
34.041772280100005,1380.4420837003,276.9511482975,1213.4401773717,316567843.817864,0.43799225469999997,278655321.378632
34.041772280100005,1380.4420837003,276.9511482975,1213.4401773717,865116968.7983018,0.8216755235,278655321.378632
34.041772280100005,1380.4420837003,276.9511482975,1213.4401773717,501864770.366251,0.684949987,278655321.378632
34.041772280100005,1380.4420837003,276.9511482975,1213.4401773717,396559335.318434,0.5879697965999999,278655321.378632
34.041772280100005,1380.4420837003,276.9511482975,1213.4401773717,599164349.704447,0.7387387425,278655321.378632
34.041772280100005,1380.4420837003,276.9511482975,1213.4401773717,927983016.8406461,0.8348906551999999,278655321.378632
34.041772280100005,1380.4420837003,276.9511482975,1213.4401773717,684376678.240604,0.7749538914,278655321.378632
50.0508814346,1194.6035417506,314.8406913434,1055.8136881387,842401746.3615612,0.7467585515,390187744.233908
50.0508814346,1194.6035417506,314.8406913434,1055.8136881387,673072869.414747,0.6779268234,390187744.233908
50.0508814346,1194.6035417506,314.8406913434,1055.8136881387,928401204.496557,0.7698913084000001,390187744.233908
50.0508814346,1194.6035417506,314.8406913434,1055.8136881387,487189386.41167307,0.5292360592,390187744.233908
50.0508814346,1194.6035417506,314.8406913434,1055.8136881387,812178413.182459,0.7357284101999999,390187744.233908
50.0508814346,1194.6035417506,314.8406913434,1055.8136881387,725628972.8929981,0.7043512299,390187744.233908
50.0508814346,1194.6035417506,314.8406913434,1055.8136881387,512924335.798416,0.5595067328,390187744.233908
50.0508814346,1194.6035417506,314.8406913434,1055.8136881387,994656600.1829313,0.7857441156,390187744.233908
8.4280020904,1036.1882908085001,303.8321777066,797.3630232075999,193012077.59213603,0.9780507395999999,34038889.613386
8.4280020904,1036.1882908085001,303.8321777066,797.3630232075999,802679169.899198,0.9957134559,34038889.613386
8.4280020904,1036.1882908085001,303.8321777066,797.3630232075999,610901979.483845,0.994239573,34038889.613386
8.4280020904,1036.1882908085001,303.8321777066,797.3630232075999,658443859.326237,0.9946914981,34038889.613386
8.4280020904,1036.1882908085001,303.8321777066,797.3630232075999,83410844.42128149,0.9411358551000001,34038889.613386
8.4280020904,1036.1882908085001,303.8321777066,797.3630232075999,986661232.948701,0.9965597861,34038889.613386
8.4280020904,1036.1882908085001,303.8321777066,797.3630232075999,290709118.96191,0.9866375864,34038889.613386
8.4280020904,1036.1882908085001,303.8321777066,797.3630232075999,867540581.985356,0.9960553934999999,34038889.613386
8.4280020904,1036.1882908085001,303.8321777066,797.3630232075999,507104092.181184,0.9929276462000001,34038889.613386
8.4280020904,1036.1882908085001,303.8321777066,797.3630232075999,327412115.479733,0.9883761433,34038889.613386
25.2538700002,1457.7334108944,313.76637685419996,1231.007233052,266632957.951073,0.5965323154,184254205.156609
25.2538700002,1457.7334108944,313.76637685419996,1231.007233052,972267306.132365,0.9036353970000001,184254205.156609
25.2538700002,1457.7334108944,313.76637685419996,1231.007233052,386709251.766637,0.7395024133,184254205.156609
25.2538700002,1457.7334108944,313.76637685419996,1231.007233052,565180192.264496,0.8246839864,184254205.156609
25.2538700002,1457.7334108944,313.76637685419996,1231.007233052,633985934.650991,0.8444674469,184254205.156609
25.2538700002,1457.7334108944,313.76637685419996,1231.007233052,494230439.763525,0.7985577099,184254205.156609
25.2538700002,1457.7334108944,313.76637685419996,1231.007233052,735730987.308308,0.867528842,184254205.156609
25.2538700002,1457.7334108944,313.76637685419996,1231.007233052,224438794.809434,0.48298782049999994,184254205.156609
39.4914927216,1240.9310874128,305.1637711364,1015.7264866825,385131119.830442,0.5814613077,271303578.457163
39.4914927216,1240.9310874128,305.1637711364,1015.7264866825,299631462.709348,0.3856345453,271303578.457163
39.4914927216,1240.9310874128,305.1637711364,1015.7264866825,641348497.810549,0.7718003261,271303578.457163
39.4914927216,1240.9310874128,305.1637711364,1015.7264866825,498723577.727984,0.6986877334999999,271303578.457163
39.4914927216,1240.9310874128,305.1637711364,1015.7264866825,731086191.831896,0.8007833164,271303578.457163
39.4914927216,1240.9310874128,305.1637711364,1015.7264866825,789034498.4811621,0.815733928,271303578.457163
39.4914927216,1240.9310874128,305.1637711364,1015.7264866825,453822271.736147,0.6624011077,271303578.457163
39.4914927216,1240.9310874128,305.1637711364,1015.7264866825,565751937.1480192,0.7410853144,271303578.457163
23.9530432305,1434.4586257643,266.75755745,1187.908693516,939041683.667999,0.9134283822,160497489.232629
23.9530432305,1434.4586257643,266.75755745,1187.908693516,319921504.920727,0.7269761907,160497489.232629
23.9530432305,1434.4586257643,266.75755745,1187.908693516,630926987.1551629,0.8660546168000001,160497489.232629
23.9530432305,1434.4586257643,266.75755745,1187.908693516,577220712.972949,0.8529642164,160497489.232629
23.9530432305,1434.4586257643,266.75755745,1187.908693516,372691273.623367,0.7686425340999999,160497489.232629
23.9530432305,1434.4586257643,266.75755745,1187.908693516,788468974.406176,0.8943245067,160497489.232629
23.9530432305,1434.4586257643,266.75755745,1187.908693516,838609484.1281508,0.9014815672,160497489.232629
23.9530432305,1434.4586257643,266.75755745,1187.908693516,740124484.791442,0.8869225273000001,160497489.232629
23.9530432305,1434.4586257643,266.75755745,1187.908693516,232146263.757403,0.5952779965999999,160497489.232629
23.9530432305,1434.4586257643,266.75755745,1187.908693516,480804833.049356,0.8223467279000001,160497489.232629
40.061600366,1473.5362144115,255.2173690023,1254.6845797922,820764167.773182,0.6789533245,489867418.57586503
40.061600366,1473.5362144115,255.2173690023,1254.6845797922,852978846.044512,0.6921903433,489867418.57586503
40.061600366,1473.5362144115,255.2173690023,1254.6845797922,757226544.632152,0.6485805392,489867418.57586503
40.061600366,1473.5362144115,255.2173690023,1254.6845797922,552441406.781047,0.46968930740000003,489867418.57586503
40.061600366,1473.5362144115,255.2173690023,1254.6845797922,934049711.251982,0.7250261184000001,489867418.57586503
40.061600366,1473.5362144115,255.2173690023,1254.6845797922,613326082.219557,0.5441320695,489867418.57586503
40.061600366,1473.5362144115,255.2173690023,1254.6845797922,699989462.533649,0.6146602251,489867418.57586503
40.061600366,1473.5362144115,255.2173690023,1254.6845797922,663889651.514167,0.588778709,489867418.57586503
40.061600366,1473.5362144115,255.2173690023,1254.6845797922,966164069.848831,0.730542578,489867418.57586503
6.1738138647000005,1151.4613312433999,312.7975883179,1036.9062624801,254193423.029962,0.9888682928,18162045.8299159
6.1738138647000005,1151.4613312433999,312.7975883179,1036.9062624801,953345150.926058,0.9970932446999999,18162045.8299159
6.1738138647000005,1151.4613312433999,312.7975883179,1036.9062624801,584131542.767031,0.9952330926,18162045.8299159
6.1738138647000005,1151.4613312433999,312.7975883179,1036.9062624801,502114096.10880995,0.9944431975,18162045.8299159
6.1738138647000005,1151.4613312433999,312.7975883179,1036.9062624801,82946059.5547216,0.9638381942,18162045.8299159
6.1738138647000005,1151.4613312433999,312.7975883179,1036.9062624801,817489312.122266,0.9966058889,18162045.8299159
6.1738138647000005,1151.4613312433999,312.7975883179,1036.9062624801,149294208.756919,0.9806656753,18162045.8299159
6.1738138647000005,1151.4613312433999,312.7975883179,1036.9062624801,765409265.324198,0.9963727565,18162045.8299159
