H_drop_design,Q_in,T_in_design,T_out_design,T_amb,mdot,eta_rcv
24.376176,436047914.2,838.57545,1293.336452,300.491903,646.867493,0.862344
38.274188,639502368.6,957.10075,1191.512919,313.921745,1724.742266,0.811062
23.303845,33118843.64,828.386007,1443.031009,301.825037,-0.435618,0
46.50379,709654820.8,893.576494,1252.951645,309.305453,1089.111192,0.70694
40.182837,577077172.4,793.656074,1083.527924,294.243937,1334.914886,0.824689
30.478701,975657213.3,835.464899,1176.815599,269.290205,2102.038093,0.923988
43.671109,563497739.9,926.254696,1154.31835,287.029633,1436.546404,0.738501
22.310023,939372300.5,904.45333,1046.154412,272.733829,5164.44837,0.970212
10.311768,234739053.6,858.730485,1069.823696,288.534807,870.347074,0.971085
36.044821,164761837.2,938.811224,1327.627822,268.567285,0,0
29.538328,542616038,960.539982,1410.026947,281.202725,719.351181,0.787383
27.43674,262857776.7,926.102841,1408.200923,264.563445,217.260153,0.523888
24.930693,283344064.2,920.381961,1371.327495,308.855655,339.730253,0.70693
36.974073,735659540,827.114705,1418.408218,278.600372,721.38961,0.752501
12.617373,370820691.9,909.327775,1174.969823,288.610061,1060.470102,0.965324
40.186887,453109734.8,827.577194,1430.32662,263.385382,140.644573,0.243207
39.075442,91442581.23,789.937575,1205.391884,293.326281,-1.161561,0
8.684116,674801711.8,963.905912,1368.990049,280.92297,1251.204978,0.987774
46.543035,789248693.9,843.164319,1299.872268,313.093602,958.372902,0.710029
35.311258,43630646.64,943.802087,1470.048166,282.21437,-21.906668,0
11.420433,600681711.6,849.71316,1273.244322,292.264766,1088.025727,0.979538
40.93367,531764677.1,963.334335,1425.522888,315.24231,404.408438,0.465532
39.069561,766527734.4,809.743204,1142.057654,298.28818,1591.642702,0.85879
30.741156,998709759.1,823.200436,1133.04236,299.226805,2413.643394,0.932739
34.011369,391193227.1,776.705929,1043.250908,309.89022,1000.205517,0.830255
27.902531,560991641.8,887.249101,1415.957509,268.504758,663.866928,0.818888
36.689919,306775778.2,862.018245,1447.516298,278.508586,0,0
36.509027,665896660.6,848.758599,1095.610024,305.468331,1884.736051,0.868936
12.527416,508315806.7,905.553645,1105.113865,303.204457,1986.636939,0.980322
30.67674,216551838.4,820.224266,1204.92588,295.378507,243.071504,0.54345
23.347096,517626343.6,822.201332,1385.036797,295.149669,622.407947,0.873797
17.126548,449788785.7,880.462873,1428.723458,301.707398,570.374131,0.910567
31.150562,532462775.6,961.515092,1431.284168,274.300204,633.835954,0.740979
29.487762,399966054.2,858.428642,1313.406963,306.593823,518.68634,0.758589
42.085283,179512682.8,971.352265,1045.171035,301.096331,569.646683,0.294788
46.196338,895034923.2,926.17018,1371.830482,275.287194,1079.921591,0.703679
40.305819,912246596.1,880.313948,1232.008686,307.72484,1720.510687,0.845994
15.832936,336273650.3,854.667932,1251.073324,302.793099,616.251467,0.925381
22.443497,27393450.43,959.485676,1366.076424,281.695158,-0.435317,0
11.003422,315316568.8,864.500022,1408.711161,294.282567,420.138629,0.945067
22.155701,993826168.4,936.17761,1279.357108,277.134059,2129.267577,0.95184
32.10671,116008192.6,893.627095,1170.64751,274.747786,0,0
29.752778,330715951.7,848.095517,1281.261661,316.256703,424.013098,0.70974
31.049565,935777666.6,927.987134,1382.055998,307.766531,1379.28002,0.877214
20.928618,547055541.4,807.995905,1403.466448,277.816348,639.658043,0.899257
38.79564,359997673,822.328413,1249.393945,298.452279,349.045219,0.524679
35.111243,737265124.3,972.68592,1366.624553,304.490819,1140.634866,0.802248
23.775585,24924181,847.404914,1442.784313,270.757621,-0.533453,0
16.350953,933149342.9,873.323275,1211.011945,296.753014,2125.995158,0.977272
9.767425,606943661.6,947.205455,1223.097805,276.21905,1687.680675,0.987088
36.467912,460837437.7,935.394248,1164.997405,284.893997,1214.264554,0.7707
48.806695,46684939.58,866.710485,1423.233374,275.007725,-59.50381,0
45.444292,82331489.91,896.809424,1112.763736,277.509933,-32.385536,0
46.051177,870006979.2,854.897564,1190.245326,266.004365,1652.782943,0.804482
33.955619,872593882.9,825.365996,1219.991054,291.394554,1554.944811,0.887702
32.856974,140627580.7,861.04751,1105.239516,287.272769,116.441739,0.252345
47.408299,892116068.6,880.268708,1215.537548,311.441349,1649.741054,0.788902
9.690752,671638676.1,902.121041,1222.743613,265.772628,1620.671425,0.988741
13.691759,407196794.6,823.789411,1309.731292,296.025977,620.92939,0.947194
29.195903,848946894.6,843.394378,1326.866052,296.096025,1220.822875,0.893488
37.013875,936346469,797.546997,1104.599739,268.903402,2226.284291,0.901491
18.982505,305038949.1,786.404933,1264.804443,316.630044,447.380189,0.885939
31.706171,227689602.7,832.064503,1323.103802,295.690442,103.918351,0.287367
27.688867,192611136.6,815.260878,1257.128513,291.268437,176.814694,0.513975
34.526234,199503744,967.23954,1036.081018,294.761237,1474.601105,0.639038
43.114673,896725715.4,867.29909,1413.80158,269.648079,910.013075,0.723592
44.886384,398236428.9,877.69593,1281.877084,309.021842,206.472065,0.269036
29.963163,360911127.5,942.325355,1370.555233,268.52797,424.940628,0.661215
39.620355,393788914.5,969.529558,1368.171179,315.908536,250.05999,0.333132
39.597899,942368467.5,817.239808,1289.863463,266.161967,1314.101914,0.839251
12.2042,132103890.2,797.163095,1402.428468,315.61839,142.511466,0.841807
39.664186,604229939,917.648612,1318.33231,286.995162,818.983416,0.704862
15.567798,138886752.8,836.806491,1121.866322,292.667062,339.759801,0.869083
6.458717,174832564.1,943.85905,1065.221722,295.067501,1129.674034,0.985635
17.470694,375259295.5,938.610059,1194.970942,296.950121,1062.415509,0.929017
32.497088,103364045.1,812.081688,1352.547948,292.64997,0,0
22.397966,157032592.7,917.709644,1300.794124,314.36214,186.018825,0.587588
38.609102,324478377.1,869.582719,1205.4729,294.706958,404.31467,0.530909
40.30754,536066354.1,948.787529,1063.917501,302.049936,3000.789244,0.810501
18.516267,579731075.3,931.825626,1115.133037,289.95167,2401.789965,0.959909
40.693835,997335939.9,854.177406,1395.748483,277.002167,1132.587902,0.798992
38.434311,960482584.9,883.73482,1331.959407,271.308616,1384.272622,0.835785
7.123424,777487329.7,882.41545,1387.553438,314.264335,1173.041427,0.993142
12.126068,307747306.3,799.580743,1273.3593,265.2574,485.528793,0.946973
25.385746,467865322.9,830.733663,1059.241903,266.544991,1515.230977,0.91239
21.483045,542823362.1,887.897497,1133.565605,305.008986,1645.987685,0.937713
6.648826,513751078.1,864.71115,1025.524928,294.668353,2579.249754,0.995676
32.85335,840721745.2,937.8508,1141.719348,265.938799,2935.142404,0.903997
5.082911,73202363.09,959.364006,1468.231372,294.151303,101.225134,0.936387
34.10697,814312660.8,880.692883,1059.903877,281.60511,3337.817198,0.913276
26.034385,287305273.8,914.686022,1306.987093,306.088285,413.213715,0.730857
17.226824,860079034.2,779.642365,1039.145114,295.963384,2671.709745,0.981899
15.927544,467518300.8,828.244265,1271.883023,315.32646,781.780024,0.943904
44.241453,696607086.3,825.575042,1379.701334,294.977996,600.618911,0.616738
30.813379,117462185.6,940.643094,1262.415304,314.396166,0,0
37.257149,452969819.4,846.465054,1422.407974,283.895864,288.347074,0.477425
34.692023,528043148.9,836.467878,1415.326274,282.19209,470.532542,0.670086
45.872847,192718132.9,859.861757,1220.946289,276.133011,0,0
10.59646,352030226.4,852.538006,1278.361693,316.605691,624.919988,0.966306
36.104132,841028524.5,906.05501,1460.067664,278.577813,898.438137,0.781029
23.432715,367891530.8,819.146891,1197.741606,267.806271,675.282845,0.873511
9.177482,148159563.8,861.486341,1422.348692,304.116575,185.560565,0.916727
45.742065,589841495.4,954.913506,1032.900879,310.154857,4806.569095,0.79621
40.776681,631622849.9,860.93876,1352.99826,298.724078,667.837596,0.672754
19.098434,821540543.1,792.946604,1111.052356,294.598945,2030.095311,0.970878
21.515211,348293859.6,860.603679,1130.893377,315.50833,926.916398,0.901185
18.881334,265980358.8,839.235687,1090.181344,306.199982,775.0808,0.90727
22.567455,808483186.3,959.036764,1458.916323,295.753983,1107.268078,0.909954
15.025128,823225787.7,824.636122,1262.549174,279.45846,1442.94886,0.974791
39.940896,803931776,938.784312,1197.258675,316.61724,2032.043639,0.83655
42.717784,306600803.2,950.76871,1337.860196,267.45899,0,0
47.610165,124936609.1,825.267356,1257.267426,314.722972,-1.830041,0
6.775539,27808199.04,804.7772,1278.518186,288.147147,35.823533,0.774383
30.751833,515257984.7,916.027011,1345.528547,312.82833,727.520783,0.789733
34.631813,212965228,829.14824,1122.201905,266.316656,294.503561,0.504451
27.44189,104975630.3,803.412216,1343.496097,290.786833,0,0
21.552923,570682934.7,816.448917,1381.996325,299.808005,705.886353,0.902037
7.886294,237891701.9,820.24397,1353.236992,278.114938,335.025088,0.964712
41.394211,80903089.49,867.474962,1147.30331,272.443236,-1.521586,0
20.647327,85075037,916.178138,1078.231549,264.357578,262.460773,0.626889
28.633237,746841589.2,879.556675,1177.533413,308.552694,1806.949728,0.912226
11.273402,128055725.3,957.686646,1406.064012,317.476972,186.411374,0.861689
37.7092,327735691.4,966.373262,1359.239563,313.821447,0,0
8.043147,865939757.5,820.515573,1432.737903,307.278272,1079.538499,0.991426
27.014794,381674530.5,944.193057,1280.749104,316.018851,705.163947,0.806053
11.987745,841819181.9,899.732205,1080.715756,295.840036,3680.915214,0.990091
36.548015,47660247.75,818.180492,1117.200166,316.344966,-1.33293,0
7.765519,489520304.4,953.442823,1418.537646,314.054114,784.26966,0.984685
32.599726,295815212.2,908.228419,1380.514598,285.632681,188.920395,0.39415
10.080101,513555974.2,788.986316,1355.213546,280.836041,692.25411,0.976498
30.317621,519018095.8,830.553994,1135.663084,280.13835,1187.620091,0.871035
45.737231,491421377.9,840.617986,1456.132273,286.917491,0,0
14.24769,923226675.4,839.298629,1156.600504,277.650761,2286.337796,0.984881
43.575096,225088346.6,890.741902,1339.719811,280.120353,0,0
37.912498,70945693.1,871.882439,1325.496424,265.182759,-1.28319,0
11.41422,454518097.8,866.935661,1421.993908,290.930008,601.621602,0.959538
45.562671,886047654.9,891.415539,1050.425696,280.236446,3854.18051,0.860162
17.852305,742342375.3,814.784991,1300.281019,264.589201,1144.54424,0.954225
33.980502,55895972.3,889.993423,1091.214433,275.662918,-1.002965,0
9.804529,41837771.01,895.074052,1284.342068,310.415192,58.132648,0.696452
44.342246,708007950.4,876.526566,1248.390448,265.745813,1097.324894,0.73636
8.129394,24748769.83,779.623736,1381.921676,280.947579,15.903817,0.496269
41.493188,787575716.6,849.135185,1113.189344,305.916666,2040.420557,0.853165
17.441987,767227217.4,905.182039,1460.623596,312.685251,986.97813,0.942908
32.361237,365809518.5,779.188369,1185.39507,298.302094,547.495595,0.757797
39.937975,748863298.2,907.371528,1393.373866,295.04113,854.276096,0.725608
5.160864,626565642.3,864.180879,1373.365913,274.514439,944.50129,0.995691
43.666295,844954873.7,925.569741,1421.678857,295.141854,886.326622,0.685319
44.451097,375604441.3,953.796629,1211.347636,271.722677,489.307825,0.431421
24.5799,158148255.2,853.442213,1184.326086,282.189301,238.007562,0.628135
