H_drop_design,Q_in,T_in_design,T_out_design,T_amb,mdot,eta_rcv
21.031173,252428882.1,834.722539,1394.304575,276.508439,263.686129,0.757066
13.859264,570947053.6,800.533403,1098.863367,314.940476,1517.585944,0.978782
25.31271,256379848.2,948.145798,1400.062403,311.2411,267.4037,0.620972
48.754944,473842151.2,932.286214,1365.608106,306.057436,0,0
46.260881,481038592.9,905.319254,1415.795582,301.713197,0,0
38.087122,169501795.1,814.79759,1428.831162,290.821722,0,0
47.855356,841520613.8,795.510558,1117.021778,306.861246,1736.582001,0.820593
43.685758,292384799.9,781.343499,1418.475233,264.103062,0,0
44.965063,277217578.2,939.802777,1158.101178,263.374245,0,0
47.284138,630493477.6,912.988531,1377.852866,314.335289,478.303922,0.460991
16.174753,155882015.6,949.362145,1089.018355,286.463553,779.740047,0.881948
43.952439,146597749.5,856.640651,1279.581468,276.138645,0,0
16.500897,295693974,970.253832,1464.905222,271.97161,386.73183,0.861816
6.582609,616545610.8,866.363878,1063.036459,296.494426,2516.591963,0.99621
17.766401,476573042.1,894.341272,1050.852756,275.131233,2352.146615,0.961162
12.98901,489020693.5,931.56284,1366.556794,292.769579,822.387723,0.957383
40.014762,335519207.2,934.724969,1404.149944,290.04655,0,0
6.262594,119158022.4,843.064335,1345.084902,267.31482,175.5431,0.952758
20.391299,778807790.5,828.972594,1213.47661,288.074056,1530.765952,0.953665
46.827765,744273087.8,891.975284,1461.123874,267.481452,461.120346,0.464491
45.575992,628345096.9,886.210554,1081.805283,298.395911,2030.896367,0.789362
6.986452,866412347.1,891.038791,1107.033405,275.101766,3186.927881,0.996616
41.093679,925288168.2,914.001779,1177.930467,277.377396,2355.113899,0.854593
47.848419,322192717.3,789.021244,1444.69144,316.666382,0,0
29.02911,189199228.6,935.532301,1466.846939,292.42296,0,0
25.802427,678420982.3,867.240549,1364.206157,300.79059,933.849256,0.886716
45.068289,201390691.7,844.599485,1456.549137,277.3145,0,0
20.047198,827225509.4,815.472997,1142.681759,273.564807,1957.99166,0.964906
10.999392,153954771.3,888.544702,1202.33042,289.267546,356.806361,0.924782
21.058405,417349024,834.605741,1042.549345,270.00435,1525.557255,0.935228
12.699672,996293594.2,836.652432,1034.0919,270.673069,4071.418633,0.99173
8.719151,774417292,846.406433,1425.180245,294.450173,1015.228268,0.988393
26.598043,81726159.57,804.587068,1311.016776,264.822889,0,0
22.213476,466919738.4,819.083744,1287.991505,310.175674,699.10699,0.894061
14.514298,534522437.6,948.454027,1251.436063,307.520436,1315.408811,0.963299
37.394807,650605540.7,921.870199,1415.893491,294.2396,702.75965,0.701856
26.763149,684183276.3,941.961067,1293.931965,297.430536,1334.902353,0.891504
22.893729,689296514.5,798.124792,1125.129261,287.805732,1607.811401,0.944984
19.812561,899977222.8,813.388602,1276.254009,270.045958,1464.777218,0.956896
12.650413,953221873.3,806.463434,1098.425052,277.736645,2616.687757,0.990197
47.533074,412394937.2,870.043644,1042.769803,311.594501,1296.39826,0.672075
16.344654,993490686.9,821.602981,1248.916989,313.774612,1792.865971,0.976941
48.516366,653177130.7,791.292926,1381.703561,264.748721,366.208121,0.425187
30.27187,888835385.4,821.020632,1044.826979,282.022958,3041.51183,0.940457
42.963764,964474639.5,883.274358,1389.284496,272.642584,1118.483195,0.764947
41.027128,246895243.1,952.823496,1362.526503,272.22056,0,0
18.832064,25824585.01,905.795204,1229.271342,292.187195,0,0
26.628581,50301501.06,951.856634,1395.975013,286.59954,-0.529937,0
9.643129,320110954.9,787.887047,1117.647876,295.309384,769.52695,0.979275
12.02238,809782791.7,848.118037,1373.657725,280.74249,1166.575518,0.97982
12.037319,894351014.9,872.830505,1321.233,295.411761,1521.830412,0.984151
48.415773,668441393.1,858.213772,1300.063097,285.330373,693.627886,0.588385
23.181716,272170202.8,930.935789,1317.478871,269.419399,418.241914,0.772324
39.914507,356643284.6,966.097985,1026.259999,265.927462,3485.113745,0.737098
5.220284,975016770.1,865.63594,1271.856193,265.019287,1871.393421,0.997769
31.77256,456577290.3,933.605885,1223.663683,289.348666,982.513208,0.801575
5.429429,584486768.4,909.286928,1368.36543,301.681763,970.651106,0.994836
16.302295,385255717.9,795.247402,1388.361438,310.323654,461.140083,0.913285
28.996993,699020389.9,846.958888,1298.322958,283.98308,1062.463789,0.878672
25.868008,596677130.4,814.60651,1419.858046,301.676648,652.946588,0.858139
35.207684,845023761.4,806.265255,1175.750203,266.337198,1619.832467,0.885504
48.670849,255003081.3,961.506476,1396.714234,269.757882,0,0
17.177979,357129131.5,796.892828,1076.927881,265.934706,978.407007,0.943091
46.237624,963205347.2,912.704275,1144.415394,289.998222,2749.04565,0.837036
44.337838,68377727.41,843.32372,1441.343376,289.986735,-21.603696,0
20.225834,516735872.9,893.452808,1317.690486,273.744406,858.769649,0.911743
32.958435,820795660.5,878.288838,1283.598672,292.939531,1373.16931,0.870826
29.688946,172766206.4,889.527036,1226.876534,310.481949,153.175845,0.381736
13.560282,703544146,929.923301,1109.929179,273.366459,3043.108004,0.983084
45.018389,175859231.9,840.654462,1274.776004,270.630711,0,0
33.506231,251891927,928.261619,1294.518179,311.564393,199.65789,0.376157
13.576943,975217069,840.752762,1101.005745,309.120467,2981.090254,0.988938
16.548772,929182208.2,932.55859,1130.355101,286.139238,3634.591037,0.980256
17.076686,829047929.4,826.374858,1066.015186,308.602134,2749.827184,0.980292
35.438233,138247063.5,831.499966,1145.447258,277.687989,0,0
32.994663,139430637.3,858.702267,1472.531672,303.687096,0,0
44.157841,863834038.8,893.146235,1423.799557,309.033097,851.275748,0.685705
48.863429,269961845.3,874.436079,1411.4355,275.422911,0,0
20.235068,817079138.3,820.821033,1444.755009,301.409628,937.11028,0.931036
25.404859,45626140.85,859.65128,1387.364521,301.266473,-0.472819,0
11.106898,1869909.841,803.972246,1358.1114,300.799836,-2.997773,0
8.120223,180382730.4,821.912334,1370.144834,275.716853,242.034472,0.947828
47.59924,687187011.2,883.887193,1267.873928,266.527343,914.811302,0.655616
32.244085,341333134.4,835.257462,1114.434523,287.714676,771.14084,0.784951
28.309152,628183753.7,837.315302,1137.151342,267.369137,1517.19819,0.904697
15.411025,29549048.55,918.52648,1321.033125,281.626877,0,0
39.353413,382389563.4,955.332802,1436.259183,281.27965,0,0
6.915041,173785743.8,848.688459,1441.860665,276.105708,214.071735,0.954202
38.992124,406112402.2,928.816444,1279.31992,267.712188,500.430186,0.558527
40.13773,423068099.1,946.594536,1346.644092,274.08648,349.803563,0.432693
8.872392,214443256.7,882.96133,1421.570848,291.634128,287.167442,0.94412
40.589071,62374326.99,817.704171,1075.552786,283.917904,-1.639919,0
17.906634,246114453,869.543919,1286.322641,265.997912,397.231582,0.863093
28.390982,663121780.2,879.377784,1041.776351,289.800399,3063.365882,0.92987
20.263876,930841642.9,963.044126,1425.958262,306.12364,1429.279086,0.941408
17.434377,828139955.3,785.695899,1239.16898,310.705403,1404.203163,0.967164
18.521356,689006635.7,910.05012,1181.924054,307.946125,1914.456318,0.960982
30.721722,634065767.2,945.812151,1422.464107,269.505256,807.110879,0.801344
43.371906,492786487.8,799.151983,1111.700376,282.097877,931.116726,0.730246
38.290556,746332133.5,957.988285,1169.278075,279.521856,2328.503058,0.843151
31.637486,46980282.79,927.238504,1448.226643,294.503068,-0.929271,0
5.831664,718416126.5,852.674741,1404.844913,309.574204,995.485382,0.994971
39.315532,846838812.5,792.384354,1336.335593,291.25592,981.341856,0.804785
15.869604,491071250.7,958.453239,1197.550883,284.639957,1530.385729,0.956926
7.653483,941325269.4,896.031052,1175.554295,266.936483,2643.972029,0.995691
6.589045,143124076.8,935.174672,1186.096595,272.048747,434.517012,0.973355
33.066206,993953728,873.674341,1131.436193,290.295934,2830.910852,0.92175
9.327987,977839590.1,950.24934,1186.725537,263.300058,3207.38634,0.993408
18.485291,769799012.4,905.712765,1281.470208,316.353511,1519.7724,0.956346
6.823875,180911577.5,785.829676,1310.226036,273.569705,262.383524,0.966488
43.498619,56757229.52,801.533145,1106.728561,269.347909,-37.271068,0
10.524239,790851614.8,958.581119,1443.892906,272.739019,1206.250102,0.981981
32.690795,385093222.4,886.768695,1105.397715,317.974753,1141.123373,0.811912
19.105516,354796038.7,822.416218,1161.548675,277.045826,765.93067,0.915781
23.245674,44781921.72,833.093993,1327.967959,313.011386,0,0
27.574544,508495789.3,803.302465,1197.504709,277.55728,901.75297,0.876427
42.805018,696283802.7,813.482717,1405.077255,309.405546,568.581858,0.624584
45.754378,907580619.8,868.440435,1129.668794,317.174979,2328.662759,0.840616
48.933409,30230164.76,853.120009,1107.926154,305.754767,-118.746438,0
15.739868,726820818.9,774.166463,1262.817668,313.469499,1142.007067,0.967269
35.723016,84470681.83,899.975145,1276.704146,293.616011,-0.933538,0
29.677837,911298977,906.736254,1024.931416,309.75508,5899.199064,0.950063
9.346181,415155642.1,914.978976,1170.050427,294.71436,1260.623446,0.98434
37.978466,263135828.9,789.607111,1148.163138,318.067866,293.219422,0.496064
25.603605,130874945,788.063216,1074.453573,297.310302,231.460841,0.621432
41.044919,529242896.1,828.338754,1203.861234,284.180157,805.511323,0.720135
27.596469,833480901.6,932.034145,1346.236262,265.909233,1379.914996,0.89516
23.623169,88578184,928.545612,1135.010762,297.77935,128.655696,0.379966
13.349442,977284019,877.248953,1194.729615,271.999867,2394.556544,0.986402
20.790149,408734688.2,878.05098,1296.784994,298.220739,674.737429,0.889321
46.77852,976559126.7,938.340951,1111.969938,267.651398,3751.798334,0.843602
31.507302,372603870.2,794.353054,1355.967717,298.8151,333.314711,0.643362
9.683679,870668134.5,896.264117,1381.261116,290.342448,1359.980965,0.988355
32.033231,424326928.9,794.284799,1435.762433,306.420158,313.821466,0.614088
31.851435,633726314.3,902.568286,1029.581989,284.965624,3654.682995,0.909586
26.244415,418467634.2,962.248108,1132.456351,299.761481,1693.8619,0.877117
42.275315,324990245.6,842.869789,1080.702794,287.129571,671.251097,0.608925
24.041415,660885708.5,915.243609,1360.946019,306.206265,1019.716805,0.897271
11.332599,899739938.2,925.105971,1346.382748,290.861313,1613.657723,0.985308
7.98296,881052517.4,921.748547,1398.387897,293.804248,1397.447689,0.992104
38.84553,491969078.5,804.911929,1471.806443,313.037962,214.292982,0.378379
19.456581,970442007.6,827.017874,1401.84655,281.900348,1239.269236,0.950584
49.415119,878210145,878.475997,1455.60072,302.006583,620.120641,0.535408
11.129998,775269105.2,937.075917,1267.720603,289.847108,1788.129149,0.985829
22.940185,877637125.4,778.538309,1130.40778,270.36653,1931.383242,0.956961
31.346762,107531981.7,873.758617,1126.054354,310.092534,0,0
30.577687,874225130.4,793.54223,1052.716213,314.207245,2586.073599,0.938224
9.361175,143617286.9,925.175193,1032.849466,311.918936,1032.551152,0.965315
26.435363,833823364.9,878.609234,1450.322118,269.164724,984.361601,0.886163
41.458078,972321261.2,932.510554,1447.414089,279.781108,1076.141083,0.753639
33.705713,771608473.4,854.249684,1286.19583,279.679176,1195.05701,0.856347
39.164363,773756363.8,877.503819,1026.098014,281.894343,3743.948222,0.88868
25.545637,164980052.4,827.911093,1325.968888,299.914579,101.266506,0.391905
8.123856,14432416.45,968.631388,1290.920241,282.609013,7.438757,0.216386
17.843669,911874583,837.481451,1128.274971,312.988676,2456.132843,0.977214
32.041214,662128756.9,829.060259,1230.24839,272.12048,1127.472978,0.864158
28.806579,313810262.8,917.625897,1411.020076,265.722332,280.203575,0.57874
6.512448,528913117.7,828.269914,1450.415576,264.376099,645.503401,0.989699
19.868261,588061116.6,782.49738,1364.255072,270.69488,726.618898,0.919876
23.494271,353976952.7,814.995098,1237.885829,280.34714,567.925573,0.857305
37.810657,951154502,962.202326,1409.602338,265.262916,1299.609635,0.807894
17.344372,949149749.9,938.93144,1170.241802,278.226462,3141.659235,0.976608
7.718308,644062044,825.438176,1290.488845,292.351659,1077.13269,0.991751
36.140475,628867788,916.546162,1151.494555,274.203644,1776.198737,0.841292
31.265308,667548711.5,848.154821,1279.924685,308.960996,1040.143794,0.859619
48.249668,609185408.5,925.201496,1167.56815,289.158671,1365.848892,0.691444
24.405473,144111687.4,859.088108,1139.427469,267.997585,262.426663,0.640229
18.486824,434280035.9,945.297353,1030.671479,298.393143,3889.281315,0.95614
39.863942,492029711.2,919.808034,1390.662813,269.216916,394.401715,0.494673
14.541324,330475888.9,933.650768,1077.154605,284.30387,1757.547729,0.959453
28.489063,604579561.9,950.296349,1121.251479,310.427679,2522.785604,0.905051
43.882652,480027512.7,947.107672,1136.647391,269.212993,1382.024379,0.693554
19.587798,516932717.7,852.488237,1173.973726,273.239395,1198.17055,0.938357
10.05931,867503659.4,942.961458,1283.414639,295.291199,1944.762498,0.989557
22.160377,1919204.234,829.391332,1191.149347,312.34284,-22.100479,0
20.47614,537224543,944.314192,1433.288124,296.725934,741.902948,0.892885
11.112655,209088937.1,833.261056,1111.335835,302.343029,577.437781,0.954976
42.685225,677350436.6,884.771508,1203.43701,304.264914,1296.927806,0.77557
16.28347,567843681.8,971.628611,1318.860735,275.952621,1185.37679,0.948103
39.026147,92972002.28,935.939192,1124.93725,301.844146,0,0
6.238912,748787066,904.840011,1407.28712,273.532212,1130.544971,0.994282
26.521939,723429108.1,916.255758,1415.543825,265.958867,963.908663,0.87426
27.153515,581841631.7,960.24351,1048.915024,302.953037,4832.051712,0.925641
17.256563,364541142.7,857.893808,1171.234025,273.497857,859.517269,0.930773
13.566332,584535273.2,953.300788,1339.075192,269.41199,1117.028865,0.964322
40.573799,345447786.1,941.833685,1239.228672,295.021756,410.153628,0.454987
24.815676,310496405.3,956.154414,1186.409286,290.833934,875.187243,0.831901
47.08353,994569168.5,884.349304,1292.258254,270.968251,1472.305749,0.77713
34.068507,487132048.7,963.224613,1061.280471,309.260585,3362.25356,0.852717
25.500409,525976947.7,955.485865,1158.547657,310.822793,1833.090276,0.90344
8.092498,630116862.5,923.949491,1464.31925,269.849143,868.771134,0.986176
28.519332,111993873.2,858.849034,1273.021607,294.190889,0,0
7.303174,967051574.9,841.887203,1240.771668,298.922935,1901.878657,0.995855
49.875362,760433067.1,832.866148,1041.387056,285.552138,2410.501878,0.812886
12.754884,636257728.3,916.356054,1145.281716,280.57004,2155.198633,0.982162
15.642705,330138987.4,789.876091,1445.557741,313.279868,348.847805,0.897367
13.568383,428877733,962.349749,1249.232685,269.408018,1107.514737,0.958773
39.37106,503055220.2,866.847426,1408.348428,267.353541,356.567661,0.500383
35.036012,747730666.4,822.299322,1260.008826,276.272002,1143.101072,0.849181
48.697863,853330037,920.245022,1234.534959,290.777051,1585.285712,0.749465
34.505902,192383526,919.030727,1032.697643,281.41984,841.472443,0.619327
21.061924,133189207.7,816.019474,1130.097939,313.376297,249.192473,0.730766
21.744478,139332130,833.432287,1083.989215,268.483711,340.925207,0.75916
8.275711,445854293,826.576869,1139.691321,299.449786,1129.606945,0.989706
7.716306,586061998.4,838.064849,1075.309036,308.844033,1985.007617,0.994434
18.457524,686886009.4,798.706763,1124.864043,287.873431,1640.509884,0.965134
45.985722,322396203.7,890.128407,1093.123855,317.26092,636.612905,0.501681
39.999693,622706762.4,969.581287,1344.953245,283.961515,870.433622,0.688451
19.879782,600417813,955.762356,1127.942971,291.233885,2616.642718,0.953729
33.099726,568398889,944.353136,1162.727711,288.188616,1730.707265,0.84793
49.68553,816219015.4,790.529043,1237.07371,268.355421,1046.400742,0.720421
42.471311,340202576.1,847.27332,1112.510831,315.745033,608.912282,0.591817
19.446509,36437974.42,893.50825,1263.731506,279.7474,0,0
35.236677,211385924.2,956.629999,1051.672164,313.745316,1118.993453,0.632321
24.174103,598046775.8,850.276535,1078.74883,299.478473,1977.844743,0.937492
11.302194,299792209.4,910.746909,1104.448997,295.917019,1195.282085,0.971418
35.979445,719057440.5,969.649808,1307.517299,300.712923,1321.33753,0.810655
40.358438,465857818.3,777.590872,1308.161847,309.322652,390.736988,0.564606
49.571496,863330002,953.765243,1354.561019,310.616032,1065.248113,0.648239
35.73262,577018488.4,786.973057,1246.101201,279.197772,795.248315,0.796892
6.400856,352386550.1,912.914418,1274.503261,303.217018,747.761894,0.989268
25.77829,842169550.6,955.946509,1047.145947,308.35318,7023.579226,0.955157
12.062594,433423585.5,919.140443,1466.73551,267.521608,566.968403,0.947822
13.802651,334554749.2,837.591383,1243.928466,285.708156,611.312645,0.942329
24.588936,930066500.8,938.838299,1439.708652,273.075599,1279.185638,0.910929
36.597212,458774777.6,862.622102,1267.173995,269.143907,615.853754,0.694199
10.100218,228877567.7,951.593682,1057.647123,309.887266,1671.560773,0.973572
43.281934,539560954.4,866.186008,1274.066489,288.121341,638.835111,0.618254
39.387022,639299795.1,905.786165,1340.763715,310.630637,810.294589,0.716446
8.805407,486836389.4,955.88459,1206.87218,315.759784,1489.995033,0.987422
33.017956,8773410.582,883.817605,1119.163234,317.31219,-67.264307,0
47.210155,762260977.3,846.290019,1289.263783,287.50942,929.724795,0.691056
15.87561,917085142.8,947.290844,1048.799384,292.270433,7089.733098,0.984392
14.768271,46562678.67,933.742495,1279.988729,312.991027,28.50427,0.274324
48.743908,698810261.9,920.417844,1458.960455,273.666936,252.963997,0.257749
12.538559,296636340.9,865.177948,1376.038416,267.280708,415.92815,0.929665
7.195157,84534109.69,874.486995,1259.22868,315.035926,159.799534,0.930352
49.201343,603419716.7,847.130694,1236.743471,282.377269,719.121915,0.589573
26.285091,547485343.9,900.807769,1337.252805,301.024705,831.464742,0.860324
28.411307,714364848,780.737859,1274.076182,287.483741,1023.476914,0.89285
24.66229,655645292,922.898086,1398.21555,297.605755,928.563849,0.883529
7.347086,802300428.4,799.590109,1082.323738,297.871446,2297.065649,0.996406
33.080195,67012380.67,903.553348,1056.130187,267.582876,0,0
5.242874,338303723.7,855.314097,1289.595304,292.789144,603.561229,0.992407
25.880323,821681187.6,790.47518,1222.723216,290.496491,1404.665116,0.927926
22.134061,491256554.1,951.52757,1159.273291,280.736857,1706.903433,0.92103
21.308878,145391446.2,847.262326,1393.571973,264.388324,92.683104,0.451845
49.803346,15702677.59,849.613503,1055.8337,300.825802,-175.170603,0
48.983744,581953236.8,921.38861,1146.464968,285.591324,1388.964332,0.68105
45.967586,967363138.6,861.763088,1203.020077,311.023713,1845.116222,0.824367
28.564653,757561152.7,934.256767,1075.253187,274.711798,4004.507471,0.936804
45.416424,223519025.1,828.222362,1455.298774,266.749088,0,0
16.476028,348102667.5,882.48479,1294.403016,293.477553,601.057133,0.915362
13.887002,107307968.6,943.57549,1363.487901,299.897965,146.629782,0.751911
7.022392,106417447.1,809.86592,1408.23079,301.378093,127.977104,0.930231
10.737665,780945159.6,951.82734,1426.291102,302.323044,1221.883624,0.981747
8.524303,731297048.8,894.221128,1119.833257,292.933212,2561.78609,0.993815
28.191657,944150346.1,777.500941,1060.379379,296.563878,2602.513166,0.952744
12.57767,846308647.8,900.025033,1318.19998,292.962161,1534.423077,0.981475
41.656335,114042400.2,820.780733,1206.440704,277.99241,0,0
10.012932,867687161.1,781.666994,1160.795142,285.039439,1828.236576,0.992402
32.874854,723158885.7,965.573138,1357.377557,263.653299,1159.408968,0.825059
36.313379,612034105.8,844.185792,1407.318824,266.009859,588.452193,0.703434
44.959635,910668065.4,971.348375,1314.63597,290.815583,1546.866643,0.762257
40.550762,674165433.8,782.84308,1427.78644,278.720824,513.686547,0.634318
21.659211,335142835.6,846.74229,1397.261258,275.859949,383.644917,0.817972
43.116055,657000188.4,941.718941,1450.248791,294.210422,503.999279,0.516729
22.871053,294755579.5,940.553341,1254.69759,301.912764,601.201927,0.827237
24.879541,808095155.7,939.054657,1113.440946,300.957636,3475.121393,0.948717
39.623932,390448604.8,803.06804,1345.940667,274.435177,205.470408,0.365832
7.434536,690239586.9,837.554863,1059.17979,311.617188,2512.779215,0.995837
30.98886,334037513.9,924.589784,1416.851249,287.274608,269.615936,0.522849
14.134501,861553703,953.927216,1068.075125,273.370295,5909.800081,0.986114
10.535946,69699351.09,969.904635,1224.496976,302.514507,178.710551,0.842882
21.391282,716888708.1,907.474276,1354.698297,315.331352,1138.881054,0.925201
37.774982,514880317.2,854.868061,1040.485411,311.374402,1888.384226,0.840201
9.912891,548176210.8,871.897364,1399.439849,285.187957,779.512348,0.97758
47.923629,755075047.2,823.302204,1423.090806,291.740185,494.393219,0.509697
30.793562,76370807.35,969.117332,1451.809352,286.336892,-0.62175,0
37.501709,321576459.3,773.319597,1033.785019,314.224929,756.357832,0.744723
5.268484,805878398.2,878.238079,1132.134456,293.650694,2520.578714,0.99789
40.905152,800020793.9,942.860557,1342.012152,299.947406,1171.302517,0.7636
12.675204,394264248.6,905.683537,1281.043611,294.470166,779.836281,0.957069
40.593102,773182385.9,906.62749,1218.233478,278.523198,1584.325705,0.81605
29.277905,540469086,785.201788,1057.460542,279.605199,1463.982443,0.901881
30.251246,661744446.4,811.306558,1296.339055,288.287157,924.842786,0.863195
46.229804,643909537.7,792.674662,1156.06122,281.483742,1062.997602,0.746095
36.629662,564985971.7,807.582277,1359.855377,292.03232,560.540218,0.703478
49.235231,72722469.3,857.068198,1255.157769,288.818015,-47.328366,0
32.699685,302129209,932.779304,1442.701203,278.497721,0,0
16.590164,792352850.8,861.881715,1458.173167,295.780985,963.008522,0.950211
24.78398,155801996.7,939.169299,1037.022058,313.592906,972.859227,0.764102
17.574608,999445221,781.769367,1172.486566,297.475661,2008.996228,0.977459
39.156692,536903979.7,885.660691,1472.114545,297.276102,318.492812,0.458479
16.096394,163541420.5,889.303771,1204.489886,277.916232,349.486946,0.856885
39.904701,164362556.2,880.971517,1030.082948,306.240415,236.140349,0.265107
35.458568,380485891.4,962.571417,1267.372037,305.488115,621.260164,0.645695
32.697398,51808783.62,882.778172,1310.697402,316.455254,-0.930953,0
23.723807,165265521.8,791.016221,1395.246646,315.030894,82.854994,0.389802
15.126532,633286119.5,839.895881,1376.889371,292.564992,870.671382,0.954717
28.40018,236538251.9,890.834431,1427.012784,272.095835,105.421297,0.31337
25.006959,868764253.6,952.145526,1199.418007,304.957669,2575.330475,0.940724
38.162287,676187880.8,943.151039,1324.536062,265.838366,1033.781047,0.760161
35.073009,351094089.7,902.997805,1277.053481,311.299132,436.553664,0.598989
23.410646,75539945.53,784.103742,1466.200455,296.73278,0,0
42.006096,787403412.2,935.633007,1361.319198,284.824295,1032.434575,0.730404
20.467988,994296814,945.960424,1467.504846,273.636518,1348.10392,0.939201
33.012665,786567956.1,969.389369,1296.471585,280.098855,1579.309212,0.856204
33.041133,560460999.7,902.574947,1343.208665,288.11823,759.907168,0.776264
26.082685,203627746.4,878.772472,1357.429414,265.639329,156.855742,0.478316
6.0328,301467837.6,808.405019,1048.088925,315.835885,1019.37508,0.993618
37.457199,691586255.1,965.833155,1323.608756,289.779055,1148.55282,0.777033
26.572724,113706365.2,791.861149,1084.775695,276.244092,149.186267,0.472609
21.421387,830719106.6,893.815742,1288.837447,294.699703,1540.929246,0.943901
15.214536,99654078.92,940.500395,1422.531496,316.362187,93.119997,0.594465
24.076391,18501035.74,776.934977,1358.864473,304.370393,-4.566251,0
23.237844,246537499.9,794.636061,1133.697233,274.100671,490.398489,0.836198
48.458996,179752676.1,884.28613,1120.967064,268.777475,0,0
11.464038,835230056.3,816.617383,1354.170464,277.753111,1189.146534,0.983203
31.096009,802618314.7,837.782153,1148.53801,292.296551,1877.721283,0.909886
34.438627,720109891.8,957.268023,1420.429665,306.937929,919.855762,0.782431
45.265299,647216638.7,927.422542,1384.77419,317.621762,583.116635,0.540229
31.969598,198696837.9,970.18579,1103.589621,296.598539,729.587732,0.621734
44.185193,829181179.5,825.027371,1333.048221,275.782479,936.416159,0.735866
31.725707,592615793,781.479313,1133.193677,271.730497,1196.765943,0.8786
27.822095,851801165.3,910.655954,1218.863297,290.083106,1988.50401,0.920201
42.695017,47963150.33,802.954512,1083.565726,271.314962,-47.502699,0
43.293502,959681952.7,887.253472,1366.828244,297.2198,1189.764223,0.773206
6.044586,252302286.6,871.479128,1412.846389,314.00347,349.839532,0.979856
41.21154,797376864.7,844.573749,1156.524486,263.949521,1712.826036,0.840581
27.950008,289004042.4,914.838951,1109.661037,313.735361,955.249002,0.811131
21.27442,148356917.4,811.887331,1122.0976,312.755757,294.985905,0.765577
23.179077,621929057.1,887.016604,1194.645926,297.800428,1475.479137,0.926839
45.05391,53516208.7,801.519874,1458.346909,283.829902,-31.112892,0
34.448012,332385552.1,949.74041,1066.100662,297.025008,1752.915088,0.772111
41.088227,213633955.8,891.386656,1436.375705,289.7114,0,0
18.446902,40639851.14,838.915377,1121.954154,317.524445,0,0
31.534733,594224754.7,823.41614,1228.236321,295.660617,993.543767,0.855192
26.04891,786041050.3,787.560547,1052.393962,285.674091,2303.257732,0.948621
46.497223,484289689.5,817.849543,1137.184448,267.862274,784.876624,0.644497
20.475316,985724450.2,808.448995,1170.141587,287.133084,2111.387768,0.96813
6.27819,803305464.2,824.250575,1029.669376,293.184836,3183.038755,0.997634
34.715184,230877428.3,891.64349,1055.218939,296.780978,754.006873,0.664865
47.119718,551573906.3,814.208179,1458.265993,271.596483,0,0
25.893186,52226713.55,848.509858,1094.135592,267.564552,0,0
12.98427,664442166.1,951.697607,1267.196672,302.299889,1587.85849,0.976648
44.920208,605616637.2,886.915263,1079.854823,269.159841,1973.353766,0.784832
27.728708,419795721.3,775.405681,1270.013371,264.629634,551.755454,0.820005
8.589484,937385372.2,813.731995,1221.885196,270.376285,1811.610346,0.994171
38.092203,196531770.3,832.872407,1173.392937,310.953356,0,0
25.2538,490476251,858.075984,1252.597681,265.675159,855.12656,0.876842
49.162752,208604147.3,802.17365,1293.434639,271.264584,0,0
18.398048,952296024.3,832.641951,1215.057325,304.342744,1914.544459,0.970955
18.352831,898744470.4,943.264785,1150.773595,285.921561,3312.032568,0.973336
45.557436,254620434,775.740215,1402.583852,291.662444,0,0
25.647714,280888465.2,781.617115,1301.947552,316.474801,311.59973,0.732166
35.306938,751882928.3,936.991609,1117.65784,273.315006,2901.218137,0.882179
13.204401,522489903.5,782.856051,1117.307222,269.999945,1236.534198,0.976895
46.340067,966805903.8,820.928544,1132.872559,268.569337,2102.479496,0.844659
48.701827,61996437.63,873.365302,1097.456535,281.842602,-87.726868,0
25.07022,293908795.9,846.237958,1070.785187,272.433358,910.087588,0.861037
28.150154,865328859.4,900.741394,1147.97255,282.517929,2580.320805,0.93186
25.240946,331639976.7,813.925746,1161.438078,305.22986,651.03138,0.852131
39.577866,204822834.4,806.610057,1084.58728,307.764082,206.086149,0.344809
9.133013,666029746.3,900.117562,1236.331852,286.498784,1531.733564,0.989769
48.324704,640349167.7,872.126169,1130.046474,288.725814,1458.151062,0.737068
15.635585,388364861.5,808.593358,1230.188754,264.684972,685.659251,0.938478
13.766231,13621355.86,920.290528,1172.937942,292.729959,0,0
25.823606,537024328,907.407676,1281.641494,274.945725,973.159149,0.874497
31.940454,436486650.4,791.628918,1034.524667,291.972742,1275.787475,0.865936
38.986688,774647346.4,822.859061,1306.603889,297.368757,1003.60313,0.800644
23.633089,863505369.3,959.379675,1143.007275,305.698905,3519.597344,0.953899
39.054342,111185534.5,784.203814,1335.395979,283.185507,-0.998126,0
28.358495,402083592.5,775.973188,1098.021134,283.546594,880.68827,0.866908
41.744002,551476080.2,889.531612,1077.879791,311.420896,1877.877371,0.800758
27.66091,162237110.6,794.665045,1387.45667,313.710155,0,0
28.018629,672557870.9,895.509463,1172.536674,263.80052,1733.863601,0.905256
45.628544,475663901.2,792.429274,1125.257207,268.82537,766.458371,0.663807
18.136077,293775002.1,851.726874,1447.401855,269.890141,316.597517,0.839301
30.265985,638321597.5,802.27662,1289.992019,276.011192,885.211306,0.859268
10.160612,273442923,816.163392,1352.814749,293.589057,377.007397,0.950293
40.280883,648116356,856.037181,1264.437675,263.822897,938.735669,0.755098
