P_net,T_in_ref_blk,p_high,PR,Pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_gross,eta_Q,UA_HTR,UA_LTR,UA_PHX,UA_cooler,W_turb_des,W_comp_des,W_recomp_des,Q_HX_des,C_PB,eta_cycle_des
10000000,1126.31,22862602.05,3.17,17.13,181.58,1.05,1117.46,293.71,0.46181002520000003,0.9992053973,1743320.34888526,556243.517523181,1189720.3406747,10947.9348849653,20036011.9185028,4251522.85543139,4023899.38710502,24957459.824903,11801173.409472,0.4712254275
10000000,1126.31,22862602.05,3.17,17.13,181.58,0.65,1108.18,302.21,0.42873939200000005,0.9942770181999999,1743320.34888526,556243.517523181,1189720.3406747,10947.9348849653,20036011.9185028,4251522.85543139,4023899.38710502,24957459.824903,11801173.409472,0.4712254275
10000000,1126.31,22862602.05,3.17,17.13,181.58,0.85,1120.61,311.34,0.456191502,1.0002803028,1743320.34888526,556243.517523181,1189720.3406747,10947.9348849653,20036011.9185028,4251522.85543139,4023899.38710502,24957459.824903,11801173.409472,0.4712254275
10000000,1126.31,22862602.05,3.17,17.13,181.58,0.93,1124.6,278.2,0.4684491103,0.9985747012,1743320.34888526,556243.517523181,1189720.3406747,10947.9348849653,20036011.9185028,4251522.85543139,4023899.38710502,24957459.824903,11801173.409472,0.4712254275
10000000,1126.31,22862602.05,3.17,17.13,181.58,0.77,1114.15,266.48,0.45818102990000004,1.0082266356,1743320.34888526,556243.517523181,1189720.3406747,10947.9348849653,20036011.9185028,4251522.85543139,4023899.38710502,24957459.824903,11801173.409472,0.4712254275
10000000,1126.31,22862602.05,3.17,17.13,181.58,0.56,1112.78,282.5,0.4130778771,0.9713675987999999,1743320.34888526,556243.517523181,1189720.3406747,10947.9348849653,20036011.9185028,4251522.85543139,4023899.38710502,24957459.824903,11801173.409472,0.4712254275
10000000,1161.21,23025606.33,3.96,16.74,143.2,0.79,1153.45,272.49,0.4334262721,0.9984611169,1445722.4685125,521175.68697414,616384.009269012,8242.4924780977,22714250.583071698,5618571.2053481,5335089.70175724,26650522.940844,11921262.8397633,0.44128926479999997
10000000,1161.21,23025606.33,3.96,16.74,143.2,0.72,1146.01,304.47,0.4198067966,0.9968150731000001,1445722.4685125,521175.68697414,616384.009269012,8242.4924780977,22714250.583071698,5618571.2053481,5335089.70175724,26650522.940844,11921262.8397633,0.44128926479999997
10000000,1161.21,23025606.33,3.96,16.74,143.2,1.04,1157.37,291.53,0.4358232306,0.9995108946,1445722.4685125,521175.68697414,616384.009269012,8242.4924780977,22714250.583071698,5618571.2053481,5335089.70175724,26650522.940844,11921262.8397633,0.44128926479999997
10000000,1161.21,23025606.33,3.96,16.74,143.2,0.88,1143.42,283.46,0.4325590892,0.9983379812000001,1445722.4685125,521175.68697414,616384.009269012,8242.4924780977,22714250.583071698,5618571.2053481,5335089.70175724,26650522.940844,11921262.8397633,0.44128926479999997
10000000,1161.21,23025606.33,3.96,16.74,143.2,0.56,1148.12,264.56,0.4162590078,1.0083041522,1445722.4685125,521175.68697414,616384.009269012,8242.4924780977,22714250.583071698,5618571.2053481,5335089.70175724,26650522.940844,11921262.8397633,0.44128926479999997
10000000,1161.21,23025606.33,3.96,16.74,143.2,0.6,1158.56,315.84,0.4155976074,0.998133979,1445722.4685125,521175.68697414,616384.009269012,8242.4924780977,22714250.583071698,5618571.2053481,5335089.70175724,26650522.940844,11921262.8397633,0.44128926479999997
10000000,1182.03,24807709.97,3.21,16.51,157.15,0.72,1165.38,263.6,0.48807919369999997,0.9866751483,1648743.23076771,513758.687757316,692585.849061833,10476.0727966349,18749898.6748507,3537249.3361316,3452059.66275277,23378889.7417448,10854522.0935088,0.5030431216
10000000,1182.03,24807709.97,3.21,16.51,157.15,0.55,1177.69,293.99,0.4683554618,0.9910014462000001,1648743.23076771,513758.687757316,692585.849061833,10476.0727966349,18749898.6748507,3537249.3361316,3452059.66275277,23378889.7417448,10854522.0935088,0.5030431216
10000000,1182.03,24807709.97,3.21,16.51,157.15,0.99,1174.18,302.8,0.491683996,0.9956180672,1648743.23076771,513758.687757316,692585.849061833,10476.0727966349,18749898.6748507,3537249.3361316,3452059.66275277,23378889.7417448,10854522.0935088,0.5030431216
10000000,1182.03,24807709.97,3.21,16.51,157.15,0.93,1164.52,280.21,0.4955917847,0.9908853704999999,1648743.23076771,513758.687757316,692585.849061833,10476.0727966349,18749898.6748507,3537249.3361316,3452059.66275277,23378889.7417448,10854522.0935088,0.5030431216
10000000,1182.03,24807709.97,3.21,16.51,157.15,0.68,1169.39,286.83,0.4855127841,0.9860847961,1648743.23076771,513758.687757316,692585.849061833,10476.0727966349,18749898.6748507,3537249.3361316,3452059.66275277,23378889.7417448,10854522.0935088,0.5030431216
10000000,1182.03,24807709.97,3.21,16.51,157.15,0.83,1178.96,316.03,0.48838232,0.9914523234999999,1648743.23076771,513758.687757316,692585.849061833,10476.0727966349,18749898.6748507,3537249.3361316,3452059.66275277,23378889.7417448,10854522.0935088,0.5030431216
10000000,1302.65,21233147.7,2.83,23.72,107.89,0.75,1295.9,311.35,0.5412693699000001,0.9767694811,1854012.13061191,421415.830338741,355506.93645613396,9280.3988471087,17101385.3387141,2768676.87650611,2572118.78624161,20992972.590253603,9641126.18498821,0.5602155495000001
10000000,1302.65,21233147.7,2.83,23.72,107.89,0.96,1301.71,265.99,0.5592398664,0.9970928312999999,1854012.13061191,421415.830338741,355506.93645613396,9280.3988471087,17101385.3387141,2768676.87650611,2572118.78624161,20992972.590253603,9641126.18498821,0.5602155495000001
