P_net,T_in_ref_blk,p_high,PR,Pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_Q,UA_HTR,UA_LTR,UA_PHX,UA_cooler,W_turb_des,W_comp_des,W_recomp_des,Q_HX_des,C_PB,eta_cycle_des,T_HTF_in
40000000,1050.04,21104919,3.99,26.86,231.02,0.68,0.988467106,279.97,0.9827782387,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1037.93
40000000,1050.04,21104919,3.99,26.86,231.02,0.89,0.9955144566,290.59,0.9870598882,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1045.33
40000000,1050.04,21104919,3.99,26.86,231.02,0.61,0.9998476249,294.02,0.9673772019,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1049.88
40000000,1050.04,21104919,3.99,26.86,231.02,0.62,0.9821340139,283.34,0.9637756881,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1031.28
40000000,1050.04,21104919,3.99,26.86,231.02,0.8,0.9858957754,279.27,0.9867300698,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1035.23
40000000,1050.04,21104919,3.99,26.86,231.02,0.96,0.9947144871,307.08,0.9933924406,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1044.49
40000000,1050.04,21104919,3.99,26.86,231.02,0.77,0.9973239115,276.62,0.9856674569,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1047.23
40000000,1050.04,21104919,3.99,26.86,231.02,0.55,0.9851243762,310.73,0.9397506178,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1034.42
40000000,1050.04,21104919,3.99,26.86,231.02,0.56,0.9875814255,287.35,0.9507674,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1037
40000000,1050.04,21104919,3.99,26.86,231.02,1.03,0.9831720696,273.98,0.9930806426,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1032.37
40000000,1050.04,21104919,3.99,26.86,231.02,0.7,0.9901527561,267.33,0.9930970534,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1039.7
40000000,1050.04,21104919,3.99,26.86,231.02,0.94,0.9941716506,316.92,0.9909672676,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1043.92
40000000,1050.04,21104919,3.99,26.86,231.02,0.81,0.9894194507,302.72,0.9839964603,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1038.93
40000000,1050.04,21104919,3.99,26.86,231.02,0.66,0.9931526418,314.57,0.9798558578,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1042.85
40000000,1050.04,21104919,3.99,26.86,231.02,0.75,0.9921526799,271.37,0.9918758845,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1041.8
40000000,1050.04,21104919,3.99,26.86,231.02,0.99,0.9980953107,309.77,0.998061353,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1048.04
40000000,1050.04,21104919,3.99,26.86,231.02,1.01,0.9905432174,265.73,0.9956202164,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1040.11
40000000,1050.04,21104919,3.99,26.86,231.02,0.87,0.9844577349,291.19,0.9853445073,3967978.46423651,2899511.76680507,2969944.53866745,44929.2572392251,111167117.341326,33243000.1022488,30881758.5352117,132329355.1053,38288798.8490866,0.3554945059,1033.72
40000000,1140.59,20719461.85,3.16,20.66,195.7,1.01,0.9944327059,307.37,0.9987860775,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1134.24
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.85,0.9972645736,287.95,0.9984904851,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1137.47
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.89,0.9836663481,270.73,0.9993764929,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1121.96
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.54,0.9891196661,310.63,0.9659747804,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1128.18
40000000,1140.59,20719461.85,3.16,20.66,195.7,1.04,0.998904076,285.73,1.000874751,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1139.34
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.66,0.9996230021,313.46,1.015746541,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1140.16
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.6,0.9895580358,303.56,0.9831054104,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1128.68
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.8,0.9859458701,299.03,1.0034983459,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1124.56
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.56,0.9911449338,317.98,0.9725351645,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1130.49
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.74,0.9828772828,274.31,1.021355548,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1121.06
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.51,0.9923372991,298.15,0.9657244381,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1131.85
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.92,0.9947834016,272.49,0.9967571211,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1134.64
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.76,0.9980624063,277.1,1.002918617,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1138.38
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.82,0.993205271,292.27,1.0001946897,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1132.84
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.69,0.9868401441,266.96,1.0134009147,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1125.58
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.62,0.9845956917,284.2,0.9866825216,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1123.02
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.71,0.9877519529,280.12,1.0226317041,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1126.62
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.88,0.9913816534,305.06,0.9985648206,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1130.76
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.96,0.9869190507,263.72,0.9973757068,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1125.67
40000000,1140.59,20719461.85,3.16,20.66,195.7,0.97,0.9957565821,295.73,0.9980541305,7477265.75884283,2204284.80251186,3944318.73913887,41950.0876513662,83140749.7869305,18886203.7943484,17212187.2887167,102113136.261902,31910063.9659653,0.460688609,1135.75
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.9,0.991468434,280.92,0.9867654565,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1223.71
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.7,0.9961919886,299.39,0.9801152437,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1229.54
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.82,0.9947417034,269.73,0.9860470314,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1227.75
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.98,0.9905123801,304.05,0.9886330187,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1222.53
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.93,0.9994004408,289.79,0.9959430099,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1233.5
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.8,0.9898966165,309.42,0.9811802443,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1221.77
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.95,0.9976827845,290.77,0.9947837538,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1231.38
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.57,0.985813132,286.6,0.9579691906,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1216.73
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.62,0.9941178377,312.36,0.9714432095,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1226.98
40000000,1234.24,21760688.83,2.94,16.41,114.42,1.04,0.9868015945,306.89,0.987103974,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1217.95
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.6,0.9891998315,317.37,0.9650053197,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1220.91
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.52,0.9969859995,297.88,0.959522297,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1230.52
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.66,0.9837956961,274.22,0.966844959,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1214.24
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.85,0.9877495463,273.41,0.981748122,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1219.12
40000000,1234.24,21760688.83,2.94,16.41,114.42,1.02,0.9920112782,314.36,0.9909862746,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1224.38
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.67,0.9849786103,265.63,0.9687504264,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1215.7
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.54,0.9988089837,293.62,0.9646608868,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1232.77
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.76,0.9932590096,267.15,0.9816610329,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1225.92
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.87,0.9956572466,277.54,0.9891163825,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1228.88
40000000,1234.24,21760688.83,2.94,16.41,114.42,0.74,0.9886164765,282.62,0.9769017808,7477800.44999129,1875631.62600825,1955473.76760401,39718.9136489006,72187213.2794444,13017309.1956546,12127545.3799244,89303524.9753801,27050010.3381403,0.5267693377,1220.19
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.84,0.9979287056,305.45,0.9866539779,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1238.2
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.89,0.9849851302,299.75,0.9782270469,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1222.14
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.93,0.9926174875,316.48,0.9872767706,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1231.61
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.78,0.9862827115,267.43,0.9720153114,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1223.75
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.88,0.9968729096,297.15,0.9882908232,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1236.89
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.64,0.9908927521,311.14,0.960227914,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1229.47
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.61,0.9844693215,294.05,0.9490981972,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1221.5
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.56,0.9881525182,282.94,0.9440752934,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1226.07
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.7,0.9871853768,279.82,0.9649455165,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1224.87
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.68,0.9870161271,265.14,0.9623411145,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1224.66
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.75,0.9931816533,314.36,0.9752518759,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1232.31
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.59,0.9986218235,269.08,0.9586689507,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1239.06
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.54,0.999290763,309.55,0.9481107146,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1239.89
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.81,0.9935926884,276.5,0.9804936014,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1232.82
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.98,0.9917792983,285.91,0.9888826506,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1230.57
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.51,0.9946968415,290.75,0.9409147019,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1234.19
40000000,1240.77,21131162.99,2.85,22.87,136.83,1.01,0.9898208371,278.39,0.9883873076,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1228.14
40000000,1240.77,21131162.99,2.85,22.87,136.83,1.05,0.9894017425,289.58,0.989504218,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1227.62
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.96,0.9955027926,274.06,0.9913314664,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1235.19
40000000,1240.77,21131162.99,2.85,22.87,136.83,0.74,0.9967117193,304.05,0.9772620785,7738145.28398782,1886170.95094851,1974719.50428873,41009.6750485258,71559369.2781276,12737845.8558282,11779164.718434,88916045.0691858,27424575.9631955,0.5290649024,1236.69
40000000,1108.01,20027867.95,3.57,28.64,287.18,1,0.9825452839,276.85,0.9907823057,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1088.67
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.9,0.9980325087,301.87,0.9889608486,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1105.83
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.62,0.9902798711,277.64,0.9571253916,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1097.24
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.98,0.994900768,281.48,0.9940572182,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1102.36
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.84,0.9993411612,265.77,0.9851582951,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1107.28
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.88,0.9939801987,308.63,0.9868983376,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1101.34
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.58,0.9836824577,305.62,0.9211721247,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1089.93
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.65,0.987698667,309.99,0.9556468386,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1094.38
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.54,0.9850542865,283.36,0.8951495231,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1091.45
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.69,0.9956227832,291.16,0.9723116428,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1103.16
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.78,0.9866607702,313,1.0001147395,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1093.23
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.68,0.9968141082,272.14,0.9692109924,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1104.48
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.81,0.993610166,317.33,0.9895739072,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1100.93
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.97,0.9857672765,298.49,0.9898649915,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1092.24
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.77,0.9916787755,288.58,1.0014604641,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1098.79
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.53,0.992274438,266.34,0.8947041167,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1099.45
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.61,0.9845127752,295.17,0.9444378247,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1090.85
40000000,1108.01,20027867.95,3.57,28.64,287.18,1.04,0.9886192363,271.35,0.9977131533,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1095.4
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.93,0.9898286117,300.41,0.988851007,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1096.74
40000000,1108.01,20027867.95,3.57,28.64,287.18,0.74,0.9989440529,286.98,0.9959884523,5296955.84168491,2878363.82080175,1795783.19445797,48453.4666926008,104564168.30352,30133823.6858858,27387985.9137683,126989087.878332,38390106.4856203,0.3704441026,1106.84
40000000,1042.5,22766112.57,3.19,26.2,281.57,0.7,0.9880095923,281.01,0.9561718023,5374464.13403569,3283640.7084317,1768546.75516515,63977.5560055829,96768587.2237297,25579705.316955,24146523.2029093,125659100.49844,36704853.0456043,0.3743649168,1030
40000000,1042.5,22766112.57,3.19,26.2,281.57,0.98,0.9940431655,293.27,1.0057341419,5374464.13403569,3283640.7084317,1768546.75516515,63977.5560055829,96768587.2237297,25579705.316955,24146523.2029093,125659100.49844,36704853.0456043,0.3743649168,1036.29
40000000,1042.5,22766112.57,3.19,26.2,281.57,0.61,0.9985611511,274.38,0.9280676505,5374464.13403569,3283640.7084317,1768546.75516515,63977.5560055829,96768587.2237297,25579705.316955,24146523.2029093,125659100.49844,36704853.0456043,0.3743649168,1041
40000000,1042.5,22766112.57,3.19,26.2,281.57,0.64,0.9969784173,308.65,0.9374726993,5374464.13403569,3283640.7084317,1768546.75516515,63977.5560055829,96768587.2237297,25579705.316955,24146523.2029093,125659100.49844,36704853.0456043,0.3743649168,1039.35
40000000,1042.5,22766112.57,3.19,26.2,281.57,0.67,0.986235012,307.06,0.9413874383,5374464.13403569,3283640.7084317,1768546.75516515,63977.5560055829,96768587.2237297,25579705.316955,24146523.2029093,125659100.49844,36704853.0456043,0.3743649168,1028.15
40000000,1042.5,22766112.57,3.19,26.2,281.57,0.52,0.9820911271,270.84,0.8506514098,5374464.13403569,3283640.7084317,1768546.75516515,63977.5560055829,96768587.2237297,25579705.316955,24146523.2029093,125659100.49844,36704853.0456043,0.3743649168,1023.83
40000000,1042.5,22766112.57,3.19,26.2,281.57,0.56,0.9907146283,265.94,0.8894598671,5374464.13403569,3283640.7084317,1768546.75516515,63977.5560055829,96768587.2237297,25579705.316955,24146523.2029093,125659100.49844,36704853.0456043,0.3743649168,1032.82
