P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,T_high,load,T_HTF_in_K,T_amb_input_K,eta_gross,eta_Q
16686204.3,1116.72,24782352.12,2.97,837.75,1096.7217841515032,0.88,1115.81,298.15,0.5164925445667514,1.0014426806745056
16686204.3,1116.72,24782352.12,2.97,837.75,1096.7217841515032,0.94,1105.15,271.03,0.5214281897926366,1.0000826703336718
16686204.3,1116.72,24782352.12,2.97,837.75,1096.7217841515032,0.57,1109.64,286.78,0.5233056389680327,1.0007265013122162
16686204.3,1116.72,24782352.12,2.97,837.75,1096.7217841515032,0.78,1103.16,295.24,0.36476061612582183,0.8998980248236889
16686204.3,1116.72,24782352.12,2.97,837.75,1096.7217841515032,0.51,1105.58,305.79,0.5142589376768514,1.0005268258950033
16686204.3,1116.72,24782352.12,2.97,837.75,1096.7217841515032,0.99,1111.55,312.99,0.5132500999999204,1.000149000480758
16686204.3,1116.72,24782352.12,2.97,837.75,1096.7217841515032,0.67,1109.03,266.97,0.48138663124616976,0.9821948616126883
59017274.95,1099.86,24724862.66,2.78,810.85,999.8571098834177,0.81,1092.34,302.72,0.43378069038780853,0.9694597390896094
59017274.95,1099.86,24724862.66,2.78,810.85,999.8571098834177,1.01,1089.56,296.15,0.4900317338694496,0.9939482742744973
59017274.95,1099.86,24724862.66,2.78,810.85,999.8571098834177,0.66,1097.06,263.8,0.39926905318614075,0.9485519037533083
59017274.95,1099.86,24724862.66,2.78,810.85,999.8571098834177,0.96,1094.91,304.62,0.4903801297801204,0.9957882929260088
59017274.95,1099.86,24724862.66,2.78,810.85,999.8571098834177,0.58,1093.92,287.03,0.34682549362049747,0.9023223249548483
59017274.95,1099.86,24724862.66,2.78,810.85,999.8571098834177,0.55,1099.83,275.21,0.2547415008507248,0.8302464232599415
59017274.95,1099.86,24724862.66,2.78,810.85,999.8571098834177,0.9,1088.45,315.29,0.43885769407378844,0.9752397811011794
59017274.95,1099.86,24724862.66,2.78,810.85,999.8571098834177,0.74,1086.41,277.32,0.4215040806851068,0.9525850663449807
59017274.95,1099.86,24724862.66,2.78,810.85,1008.7459987723066,1.03,1088.56,284.97,-1000,-1000
59017274.95,1099.86,24724862.66,2.78,810.85,1008.7459987723066,0.97,1092.68,279.53,0.4830070313357122,0.9777547555727308
59017274.95,1099.86,24724862.66,2.78,810.85,1008.7459987723066,0.64,1094.88,310.79,0.29611200629019313,0.8697176707706531
59017274.95,1099.86,24724862.66,2.78,810.85,1008.7459987723066,0.87,1090.88,268.25,0.45887077047129365,0.9808181236091933
59017274.95,1099.86,24724862.66,2.78,810.85,1008.7459987723066,0.79,1097.62,274.74,0.4407553477037692,0.960386833334485
59017274.95,1099.86,24724862.66,2.78,810.85,1008.7459987723066,0.6,1089.87,292.34,-1000,-1000
59017274.95,1099.86,24724862.66,2.78,810.85,1008.7459987723066,0.71,1085.33,316.86,0.39481352794678604,0.9385273354527007
59017274.95,1099.86,24724862.66,2.78,810.85,1008.7459987723066,0.53,1099.14,300.74,0.29590228847533145,0.8695077954842626
59017274.95,1099.86,24724862.66,2.78,810.85,1017.6348876611955,0.88,1087.01,315.27,0.4592328372704827,0.9735532468969085
59017274.95,1099.86,24724862.66,2.78,810.85,1017.6348876611955,0.71,1085.56,275.56,-1000,-1000
59017274.95,1099.86,24724862.66,2.78,810.85,1017.6348876611955,0.54,1098.68,295.83,0.3144276814367723,0.8670245140690769
59017274.95,1099.86,24724862.66,2.78,810.85,1017.6348876611955,0.6,1091.2,299.79,-1000,-1000
