0.000000000000000000e+00,9.481188430306396187e-02,1.068021145183459773e-02,-2.970899135318830556e-02,0.000000000000000000e+00,-3.456234389660943485e-02
0.000000000000000000e+00,-8.708845835178853634e-02,-6.388284033167224325e-03,-1.795270838228885807e-02,0.000000000000000000e+00,-2.410226486306292840e-02
0.000000000000000000e+00,-8.800087970962136574e-02,-8.258079007472218791e-03,-2.056660628386615050e-02,0.000000000000000000e+00,-2.590719032106871683e-02
0.000000000000000000e+00,-7.996577533149680506e-02,7.250274031271963446e-03,-1.889575872322809408e-02,0.000000000000000000e+00,-3.085327136704467746e-02
0.000000000000000000e+00,8.509353274634423592e-02,9.682221918701161556e-03,2.474218496322333830e-02,0.000000000000000000e+00,-4.214466302239572304e-02
0.000000000000000000e+00,9.666229809129986417e-02,-1.088232130967252756e-02,2.767816159958783398e-02,0.000000000000000000e+00,-3.797474360761556728e-02
0.000000000000000000e+00,-8.905627849833179510e-02,-7.881664626857087103e-03,1.980672870320694320e-02,0.000000000000000000e+00,-2.981138240575464948e-02
0.000000000000000000e+00,7.534943273083441473e-02,1.034059178507345036e-02,-2.327267094295577821e-02,0.000000000000000000e+00,-1.955962091877427866e-02
0.000000000000000000e+00,-9.184549452996006169e-02,7.808546263939675214e-03,2.026889247482002027e-02,0.000000000000000000e+00,2.606136962550689024e-02
0.000000000000000000e+00,-7.853777150256181783e-02,6.819305369922368243e-03,1.789197645865547512e-02,0.000000000000000000e+00,-3.225422903315333656e-02
