P_net,T_in_ref_blk,p_high,PR,pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_Q,eta_gross,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,323.15,0.9949796953615143,0.44560106555148077,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,253.0,0.9923873197706793,0.4512616286454816,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,267.03,0.9923873197706793,0.4512614499730991,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,281.06,0.9923873197706793,0.4512359108993247,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,295.09,0.9923873197706793,0.4475854066619527,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,309.12,0.9923873197706793,0.44342427710843585,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,323.15,0.9923873197706793,0.44342427710843585,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,253.0,0.9901057808983835,0.44917509360736374,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,267.03,0.9901057808983835,0.4491749145232596,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,281.06,0.9901057808983835,0.4491493165988142,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,295.09,0.9901057808983835,0.44549040036397514,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,309.12,0.9901057808983835,0.4413196821594149,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,323.15,0.9901057808983835,0.4413196821594149,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,253.0,0.9892241752376234,0.44744609838073396,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,267.03,0.9892241752376234,0.4474459191370284,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,281.06,0.9892241752376234,0.4474202983994779,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,295.09,0.9892241752376234,0.44375812130492104,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,309.12,0.9892241752376234,0.4395836861180321,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,323.15,0.9892241752376234,0.4395836861180321,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,253.0,0.9885740742216154,0.44568908767578946,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,267.03,0.9885740742216154,0.4456889083142106,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,281.06,0.9885740742216154,0.44566327072808193,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,295.09,0.9885740742216154,0.4419986853313937,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,309.12,0.9885740742216154,0.43782150497383215,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,323.15,0.9885740742216154,0.43782150497383215,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,253.0,1.0014317063552285,0.4589723161544077,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,267.03,1.0014317063552285,0.458972139095697,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,281.06,1.0014317063552285,0.4589468306769486,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,295.09,1.0014317063552285,0.4553292958086726,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,309.12,1.0014317063552285,0.45120574731442475,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,323.15,1.0014317063552285,0.45120574731442475,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,253.0,0.9990815557189467,0.45691442086739625,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,267.03,0.9990815557189467,0.4569142433921885,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,281.06,0.9990815557189467,0.45688887544016554,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,295.09,0.9990815557189467,0.4532628310044537,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,309.12,0.9990815557189467,0.44912958264129915,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,323.15,0.9990815557189467,0.44912958264129915,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,253.0,0.996644537704952,0.4548238397937767,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,267.03,0.996644537704952,0.45482366188460244,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,281.06,0.996644537704952,0.4547982319022832,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,295.09,0.996644537704952,0.45116332097979983,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,309.12,0.996644537704952,0.44701996590323223,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,323.15,0.996644537704952,0.44701996590323223,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,253.0,0.9941214961938387,0.4526991820015343,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,267.03,0.9941214961938387,0.4526990036408335,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,281.06,0.9941214961938387,0.4526735091182128,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,295.09,0.9941214961938387,0.4490293729338457,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,309.12,0.9941214961938387,0.4448755021839993,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,323.15,0.9941214961938387,0.4448755021839993,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,253.0,0.9915081685886106,0.45053985605624536,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,267.03,0.9915081685886106,0.45053967722543753,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,281.06,0.9915081685886106,0.45051411550665865,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,295.09,0.9915081685886106,0.44686037443754173,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,309.12,0.9915081685886106,0.4426955552906543,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,323.15,0.9915081685886106,0.4426955552906543,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,253.0,0.9898341775429578,0.4486171800641654,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,267.03,0.9898341775429578,0.4486170009309219,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,281.06,0.9898341775429578,0.44859139598259073,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,295.09,0.9898341775429578,0.4449314757675405,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,309.12,0.9898341775429578,0.44075961314800194,
50000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,323.15,0.9898341775429578,0.44075961314800194,
50000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,253.0,0.9461871374112955,0.49228522967743515,
50000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,267.03,0.9461871374112955,0.49228501619730536,
50000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,281.06,0.9461871374112955,0.49225450177359975,
50000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,295.09,0.9461871374112955,0.4878928309462905,
50000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,309.12,0.9461871374112955,0.48292105822612114,
50000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,323.15,0.9461871374112955,0.48292105822612114,
50000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,253.0,0.9425863164061661,0.4899951162291877,
50000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,267.03,0.9425863164061661,0.4899949019335318,
50000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,281.06,0.9425863164061661,0.48996427094015405,
