P_net,T_in_ref_blk,p_high,PR,pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_Q,eta_gross,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,253.0,0.9884137565061946,0.4276181426182986,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,267.03,0.9884137565061946,0.427617245664945,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,281.06,0.9884137565061946,0.427489036942608,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,295.09,0.9884137565061946,0.41974928887373925,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,309.12,0.9884137565061946,0.41974928887373925,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1181.26,323.15,0.9884137565061946,0.41974928887373925,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,253.0,0.9907473216958922,0.426023815896891,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,267.03,0.9907473216958922,0.42602292105618417,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,281.06,0.9907473216958922,0.42589501431135934,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,295.09,0.9907473216958922,0.4181734961243939,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,309.12,0.9907473216958922,0.4181734961243939,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1176.26,323.15,0.9907473216958922,0.4181734961243939,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,253.0,0.9930559927677409,0.4243449401718449,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,267.03,0.9930559927677409,0.4243440474114768,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,281.06,0.9930559927677409,0.42421643802612,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,295.09,0.9930559927677409,0.41651287093737943,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,309.12,0.9930559927677409,0.41651287093737943,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.61,1171.26,323.15,0.9930559927677409,0.41651287093737943,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,253.0,0.9882424056470253,0.44389058797550257,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,267.03,0.9882424056470253,0.44388969086662666,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,281.06,0.9882424056470253,0.44376145991424304,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,295.09,0.9882424056470253,0.43602036985430637,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,309.12,0.9882424056470253,0.43602036985430637,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1196.26,323.15,0.9882424056470253,0.43602036985430637,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,253.0,0.9878196936607697,0.44202017156621404,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,267.03,0.9878196936607697,0.44201927407344355,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,281.06,0.9878196936607697,0.4418909882479278,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,295.09,0.9878196936607697,0.43414658558795277,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,309.12,0.9878196936607697,0.43414658558795277,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1191.26,323.15,0.9878196936607697,0.43414658558795277,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,253.0,0.9873139142723367,0.44012450967382866,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,267.03,0.9873139142723367,0.44012361172129216,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,281.06,0.9873139142723367,0.4399952601777455,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,295.09,0.9873139142723367,0.432246890229166,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,309.12,0.9873139142723367,0.432246890229166,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1186.26,323.15,0.9873139142723367,0.432246890229166,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,253.0,0.9867270957439478,0.4382033635990433,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,267.03,0.9867270957439478,0.4382024651124836,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,281.06,0.9867270957439478,0.43807403723672284,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,295.09,0.9867270957439478,0.43032105923889624,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,309.12,0.9867270957439478,0.43032105923889624,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1181.26,323.15,0.9867270957439478,0.43032105923889624,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,253.0,0.9861058368548458,0.43626179951715216,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,267.03,0.9861058368548458,0.4362609004645348,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,281.06,0.9861058368548458,0.43613239167762186,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,295.09,0.9861058368548458,0.4283745292076442,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,309.12,0.9861058368548458,0.4283745292076442,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1176.26,323.15,0.9861058368548458,0.4283745292076442,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,253.0,0.9854010392425565,0.43429569026984594,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,267.03,0.9854010392425565,0.43429479057419074,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,281.06,0.9854010392425565,0.4341661898727348,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,295.09,0.9854010392425565,0.4264027786741405,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,309.12,0.9854010392425565,0.4264027786741405,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.72,1171.26,323.15,0.9854010392425565,0.4264027786741405,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,253.0,0.9913708827894948,0.4504275418810899,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,267.03,0.9913708827894948,0.4504266476032278,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,281.06,0.9913708827894948,0.4502988213103016,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,295.09,0.9913708827894948,0.44258215987110683,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,309.12,0.9913708827894948,0.44258215987110683,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1196.26,323.15,0.9913708827894948,0.44258215987110683,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,253.0,0.9897767710800575,0.44850072000248664,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,267.03,0.9897767710800575,0.44849982428432117,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,281.06,0.9897767710800575,0.4483717921173067,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,295.09,0.9897767710800575,0.4406427024006282,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,309.12,0.9897767710800575,0.4406427024006282,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1191.26,323.15,0.9897767710800575,0.4406427024006282,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,253.0,0.9888431639548514,0.44673964053419485,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,267.03,0.9888431639548514,0.44673874397034535,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,281.06,0.9888431639548514,0.4466105909229448,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,295.09,0.9888431639548514,0.4388742038577141,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,309.12,0.9888431639548514,0.4388742038577141,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1186.26,323.15,0.9888431639548514,0.4388742038577141,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,253.0,0.9884463809054046,0.44494521851541957,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,267.03,0.9884463809054046,0.4449443215916706,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,281.06,0.9884463809054046,0.44481611710095664,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,295.09,0.9884463809054046,0.43707662448816087,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,309.12,0.9884463809054046,0.43707662448816087,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1181.26,323.15,0.9884463809054046,0.43707662448816087,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,253.0,0.9880789906598721,0.4431295915771241,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,267.03,0.9880789906598721,0.4431286943198785,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,281.06,0.9880789906598721,0.44300044215981854,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,295.09,0.9880789906598721,0.4352580718276114,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,309.12,0.9880789906598721,0.4352580718276114,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1176.26,323.15,0.9880789906598721,0.4352580718276114,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,253.0,0.9876331077631935,0.44128574595147907,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,267.03,0.9876331077631935,0.4412848482891522,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,281.06,0.9876331077631935,0.44115653822758594,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,295.09,0.9876331077631935,0.4334106724774106,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,309.12,0.9876331077631935,0.4334106724774106,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.83,1171.26,323.15,0.9876331077631935,0.4334106724774106,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,253.0,0.9974848576322769,0.455540484409613,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,267.03,0.9974848576322769,0.4555395956131297,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,281.06,0.9974848576322769,0.45541255281755,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,295.09,0.9974848576322769,0.4477431898145658,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,309.12,0.9974848576322769,0.4477431898145658,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1196.26,323.15,0.9974848576322769,0.4477431898145658,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,253.0,0.9949796953615172,0.4534179921936201,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,267.03,0.9949796953615172,0.4534171011593228,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,281.06,0.9949796953615172,0.4532897384950868,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,295.09,0.9949796953615172,0.44560106555148216,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,309.12,0.9949796953615172,0.44560106555148216,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1191.26,323.15,0.9949796953615172,0.44560106555148216,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,253.0,0.9923873197706721,0.45126162361025834,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,267.03,0.9923873197706721,0.4512607302483462,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,281.06,0.9923873197706721,0.45113303487947415,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,295.09,0.9923873197706721,0.4434242771084358,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,309.12,0.9923873197706721,0.4434242771084358,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1186.26,323.15,0.9923873197706721,0.4434242771084358,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,253.0,0.9901057808983811,0.44917508856053806,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,267.03,0.9901057808983811,0.4491741931400176,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,281.06,0.9901057808983811,0.44904620351779057,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,295.09,0.9901057808983811,0.4413196821594153,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,309.12,0.9901057808983811,0.4413196821594153,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1181.26,323.15,0.9901057808983811,0.4413196821594153,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,253.0,0.9892241752376228,0.44744609332940977,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,267.03,0.9892241752376228,0.4474451971108823,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,281.06,0.9892241752376228,0.4473170934231297,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,295.09,0.9892241752376228,0.4395836861180317,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,309.12,0.9892241752376228,0.4395836861180317,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1176.26,323.15,0.9892241752376228,0.4395836861180317,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,253.0,0.9885740742216169,0.4456890826211446,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,267.03,0.9885740742216169,0.44568818581325054,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,281.06,0.9885740742216169,0.4455599978826073,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,295.09,0.9885740742216169,0.437821504973833,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,309.12,0.9885740742216169,0.437821504973833,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,0.94,1171.26,323.15,0.9885740742216169,0.437821504973833,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,253.0,1.0014317063552292,0.45897231116465953,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,267.03,1.0014317063552292,0.45897142587110634,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,281.06,1.0014317063552292,0.45884488377736415,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,295.09,1.0014317063552292,0.4512057473144245,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,309.12,1.0014317063552292,0.4512057473144245,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1196.26,323.15,1.0014317063552292,0.4512057473144245,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,253.0,0.9990815557189453,0.45691441586591075,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,267.03,0.9990815557189453,0.45691352848987166,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,281.06,0.9990815557189453,0.45678668872975736,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,295.09,0.9990815557189453,0.4491295826412989,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,309.12,0.9990815557189453,0.4491295826412989,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1191.26,323.15,0.9990815557189453,0.4491295826412989,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,253.0,0.9966445377049508,0.4548238347800622,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,267.03,0.9966445377049508,0.454822945234191,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,281.06,0.9966445377049508,0.4546957953225948,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,295.09,0.9966445377049508,0.44701996590323284,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,309.12,0.9966445377049508,0.44701996590323284,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1186.26,323.15,0.9966445377049508,0.44701996590323284,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,253.0,0.9941214961938387,0.4526991769750952,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,267.03,0.9941214961938387,0.45269828517159133,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,281.06,0.9941214961938387,0.452570812558488,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,295.09,0.9941214961938387,0.44487550218399985,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,309.12,0.9941214961938387,0.44487550218399985,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1181.26,323.15,0.9941214961938387,0.44487550218399985,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,253.0,0.9915081685886066,0.4505398510165554,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,267.03,0.9915081685886066,0.45053895686251644,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,281.06,0.9915081685886066,0.45041114826862216,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,295.09,0.9915081685886066,0.4426955552906522,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,309.12,0.9915081685886066,0.4426955552906522,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1176.26,323.15,0.9915081685886066,0.4426955552906522,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,253.0,0.9898341775429598,0.4486171750159537,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,267.03,0.9898341775429598,0.4486162793497363,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,281.06,0.9898341775429598,0.44848825460808056,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,295.09,0.9898341775429598,0.4407596131480011,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,309.12,0.9898341775429598,0.4407596131480011,
10000000.0,1196.26,22940517.94,3.87,29.09,165.8,1.05,1171.26,323.15,0.9898341775429598,0.4407596131480011,
10000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,253.0,0.9461871374112955,0.49228522366128363,
10000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,267.03,0.9461871374112955,0.49228415626063504,
10000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,281.06,0.9461871374112955,0.492131584142107,
10000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,295.09,0.9461871374112955,0.4829210582261211,
10000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,309.12,0.9461871374112955,0.4829210582261211,
10000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1262.79,323.15,0.9461871374112955,0.4829210582261211,
10000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,253.0,0.9425863164061625,0.4899951101900517,
10000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,267.03,0.9425863164061625,0.48999403871177266,
10000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,281.06,0.9425863164061625,0.48984088374488405,
10000000.0,1262.79,20640268.32,3.22,20.93,123.36,0.5,1257.79,295.09,0.9425863164061625,0.48059517223940956,
