Name,Rating,NumberOfUser,Address,lat,lon
Nasi Goreng Surabaya,5.0,1,"Jalan Masjid Darul Falah No.16G, RT.12/RW.3, Petukangan Utara, Pesanggrahan, RT.4/RW.2, Petukangan Utara, Kota Jakarta Selatan",-6.233254,106.7513235
Depot Nasi Goreng Nurhayati,5.0,6,"Jl. Ciledug Raya No.20-33, RT.2/RW.3, Petukangan Utara, Kota Jakarta Selatan",-6.236532899999999,106.7532921
Nasi Goreng Capcay,5.0,17,"Jl. Masjid Darul Fallah No.7E, RT.13/RW.3, Petukangan Utara, Kota Jakarta Selatan",-6.233048699999999,106.7517089
"Nasi Goreng ""Wong Sampiran""",5.0,1,"Jl. H. Radin No.3, RT.14/RW.3, Petukangan Utara, Kota Jakarta Selatan",-6.2351171,106.7542362
Nasi Goreng Ayu,5.0,3,"Gg. Sabar No.23, RT.1/RW.3, South Petukangan, South Jakarta City",-6.2396802,106.7524294
Pisang Goreng Djakarta,4.4,21,"Jl. Ciledug Raya No.6, RT.1/RW.3, Petukangan Sel., Kota Jakarta Selatan",-6.2370569,106.7579937
Pecel Ayam Mas BEN,4.4,13,"Blok Haji Radin, Jl. Ciledug Raya Blok Haji Radin No.5, RT.6/RW.3, North Petukangan, South Jakarta City",-6.2348168,106.7528442
Nasi Goreng Bang Roy Fae,4.6,30,"Jl. H. Sulaiman No.67, RT.3/RW.1, Petukangan Utara, Kota Jakarta Selatan",-6.2342152,106.745609
NASI GORENG SPESIAL SULAIMAN,3.0,1,"Jalan Haji Sulaiman Ciledug Raya Rt 02 Rw 01 Petukangan Utara Pesanggrahan, Petukangan Utara, Kota Jakarta Selatan",-6.236332,106.744838
"""Yono Nasi Goreng""",4.0,1,"Jl. H. Sulaiman No.63, RT.1/RW.1, Petukangan Utara, Kota Jakarta Selatan",-6.235257799999999,106.7454122
Nasi Goreng Petarukan Bang Yus,5.0,1,"Jl. H. Najih No.51, RT.003/RW.006, Kreo Selatan, Kota Tangerang",-6.236794600000001,106.7414689
"HEN""99""Spesial Nasi goreng kambing",4.8,4,"Gg. H. Yamin, RT.10/RW.2, Petukangan Utara, Kota Jakarta Selatan",-6.235208099999999,106.7469326
Nasi goreng Barokah,5.0,1,"Jl. Pesantren No.41, RT.002/RW.003, Kreo Selatan, Kota Tangerang",-6.238992,106.743331
Nasi Goreng Roy Fae,4.5,4,"Jl. H. Muchtar Raya, RT.003/RW.012, Petukangan Utara, Kota Jakarta Selatan",-6.2336779,106.7447234
Nasi Goreng Mamake,4.2,50,"Jalan Pemuda # 16 Rt 06 Rw 05 Cipadu, RT.001/RW.008, Kreo Selatan, Kota Tangerang",-6.2395371,106.7403311
Nasgor Gila 99,4.5,6,"Jl. H. Muchtar Raya No.56, Petukangan Utara, Kota Jakarta Selatan",-6.2336485,106.7448932
Pisang Goreng Pasir Papaw,0.0,0,"RT.002/RW.010, Kreo, Tangerang City",-6.2337503,106.741144
Nasi Goreng Setia Rasa,0.0,0,"Giant Extra Kreo Lantai GF Foodcourt, Kreo Selatan, Larangan, RT.001/RW.006, Kreo Selatan, Kota Tangerang",-6.235783,106.739853
NASGOR MUNCUL MALAM,4.2,33,"Jl Ciledug Raya gang H Gaim No 25A Rt 01 Rw 02 Petukangan Utara Pesanggrahan, RT.1/RW.2, Petukangan Utara, Kota Jakarta Selatan",-6.233826700000001,106.7487929
Nasi Goreng Kang Topa,4.8,4,"Banten, Jl. KH. Wahid Hasyim No.#11, RT.002/RW.006, Kreo Selatan, Tangerang City",-6.2369929,106.7389389
Nasi Goreng bang Jamal,3.5,6,"Jl. HOS Cokroaminoto, RT.001/RW.002, Cipadu, Kota Tangerang",-6.234137899999999,106.7355261
nasi goreng mas rino,5.0,1,"Jl. Chairil Anwar, RT.004/RW.001, Kreo, Kota Tangerang",-6.2323564,106.7376052
NASI GORENG IMAN TEA,5.0,1,"Jl. Bahagia No.36, RT.006/RW.001, Cipadu, Kota Tangerang",-6.236288,106.73528
Nasi Goreng Bang Doel,4.9,8,"Jl. Buntu Larangan No.11-73, RT.001/RW.009, Larangan Indah, Kota Tangerang",-6.2319428,106.7314505
Nasi Goreng Mas.Sumo,4.6,14,"Jl. Taman Asri Blk. M Blok H6 No.18, RT.005/RW.012, Gaga, Kota Tangerang",-6.235726,106.7309342
Nasi Goreng Portal Taman Asri,4.4,10,"No., Jl. Taman Asri Blk. M No.85, RT.003/RW.002, Larangan Utara, Kota Tangerang",-6.2347668,106.7301289
Nasi Goreng Gondrong,0.0,0,"RT.1/RW.1, Cikoko, South Jakarta City",-6.244787199999999,106.8594578
Nasi Goreng Ibu Yati,0.0,0,"Sdn Cawang 12 pagi, RT.7/RW.6, Cawang, Kota Jakarta Timur",-6.2490679,106.8679899
Nasi Goreng Mas Bejo,4.6,11,"Jl. Otista Raya No.43, RT.11/RW.12, Kp. Melayu, Kota Jakarta Timur",-6.2429218,106.8687773
Nasi goreng gila paten,5.0,1,"Jl. Pengadegan Utara No.5, RT.7/RW.7, Pengadegan, Kota Jakarta Selatan",-6.246393599999999,106.8555597
Bang Irin Fried Rice Shop,4.8,9,"Jl. Pengadegan Utara, RT.11/RW.6, Pengadegan, Kota Jakarta Selatan",-6.2469312,106.8500514
Nasi Goreng Si Doel,5.0,5,"Jl. Cikoko Brt. Dalam I No.RT03/03, RT.3/RW.3, Cikoko, Kota Jakarta Selatan",-6.2442986,106.8510482
Nasi Goreng Bang Yun,5.0,4,"Jl. Pengadegan Barat III No.22-25, RT.11/RW.6, Pengadegan, Kota Jakarta Selatan",-6.2488039,106.8532141
Nasi Goreng Brebes,3.0,3,"Jl. Pengadegan Utara, RT.1/RW.8, Pengadegan, Kota Jakarta Selatan",-6.247304499999999,106.8476931
Nasi Goreng Riki Palembang,3.0,2,"RT.9/RW.8, Pengadegan, South Jakarta City",-6.249450200000001,106.8488652
Nasi Goreng Bang Edi Pekalongan (Bossnet),4.7,3,"Jl. Tebet Barat Raya No.79, RT.15/RW.5, Tebet Bar., Kota Jakarta Selatan",-6.2414573,106.8475328
Nasi Goreng O-nee,0.0,0,"Jl. Pancoran Tim. 3/Kh. Mahmud No.13, RT.8/RW.5, Pengadegan, South Jakarta City",-6.248618599999999,106.8468442
Pisang Goreng Tanduk Ellicita,4.4,7,"Jl. Tebet Barat Dalam X No.E No. 20, RT.12/RW.5, Tebet Bar., Kota Jakarta Selatan",-6.24189,106.8485489
Nasi Goreng Yakub Perdatam,0.0,0,"Jl. Pengadegan Timur Raya, RT.10/RW.2, Pengadegan, Kota Jakarta Selatan",-6.2493699,106.8499438
Nasgor Buid Sedap Malam,4.5,13,"Jl. Pengadegan Timur Raya No.15, RT.5/RW.2, Pengadegan, Kota Jakarta Selatan",-6.248228399999999,106.8589501
Teras Tebet,4.3,38,"No, Jl. Tebet Timur Dalam IX No.21, RT.7/RW.9, Tebet Tim., Kota Jakarta Selatan",-6.241867999999999,106.856255
nasi goreng brebes,4.3,9,"Jl. Pancoran Buntu 2 No.40, RT.6/RW.2, Pancoran, Kota Jakarta Selatan",-6.247655,106.8448624
Nasi Goreng Kambing,4.3,93,"Jalan Soepomo, Tebet, RT.4/RW.1, Menteng Dalam, Kota Jakarta Selatan",-6.2411808,106.8446277
Sop Duren & Nasi Goreng Cumlaude 8450,0.0,0,"Jl. Pancoran Barat II No.51b, RT.2/RW.6, Pancoran, Kota Jakarta Selatan",-6.2493795,106.8397913
NASI GORENG PERDANA,4.7,37,"Jl. Pancoran Barat XI No.18, RT.7/RW.3, Pancoran, Kota Jakarta Selatan",-6.2450731,106.8361013
Nasi Goreng @Mas'al,5.0,5,"Jl. Mampang Prapatan VIII No.1, RT.2/RW.1, Tegal Parang, Kota Jakarta Selatan",-6.2478224,106.8318141
Nasi Goreng Bagindo Khas Padang,0.0,0,"RT.2/RW.4, Mampang Prapatan, South Jakarta City",-6.241651,106.8324798
Nasi Goreng Mas Alimun,4.0,11,"Jl. Pancoran Bar. XID No.23, RT.6/RW.3, Pancoran, Kota Jakarta Selatan",-6.2441007,106.8364941
Warung Nasi Goreng,5.0,1,"8 5, RT.8/RW.5, Mampang Prpt., Kota Jakarta Selatan",-6.2452348,106.8296616
Nasi Goreng Ca' Dul,3.5,4,"RT.11/RW.6, Pancoran, Kota Jakarta Selatan",-6.249567799999999,106.836336
Nasi Goreng Mas Jawir,0.0,0,"Jl. Mampang Prapatan VI No.49, RT.8/RW.2, Tegal Parang, Kota Jakarta Selatan",-6.2467033,106.829285
Nasi Goreng Buncit,5.0,4,"Jl. Mampang Prapatan VIII, RT.2/RW.2, Tegal Parang, Kota Jakarta Selatan",-6.2479564,106.8291124
Nasi Goreng Ana Rasa,4.0,2,"Jl. Mampang Prapatan VI No.49, RT.8/RW.2, Tegal Parang, Kota Jakarta Selatan",-6.2466702,106.8293377
Nasi Goreng Gila Ponja,3.9,7,"Jl. Pondok Jaya II, RT.2/RW.6, Pela Mampang, Kota Jakarta Selatan",-6.247405499999999,106.8236846
NASI GORENG GILA ARBEE,4.5,77,"Jl. Mampang Prapatan IV No.19, RT.5/RW.5, Mampang Prpt., Kota Jakarta Selatan",-6.2453714,106.8272859
Republic Nasi Goreng,4.4,318,"No.9, Jl. Mampang Prapatan VI No.2, RT.1/RW.2, Tegal Parang, Kota Jakarta Selatan",-6.2468436,106.8269291
Nasi Goreng Gila Sahabat,0.0,0,"Jl. Mampang Prapatan VI No.22, RT.1/RW.2, Tegal Parang, Kota Jakarta Selatan",-6.246432,106.8273752
Nasi Goreng Mas Slamet,0.0,0,"Jl. Mampang Prpt. Raya Blok, Gg. H. Marzuki No.64, RT.13/RW.1, Mampang Prpt., Kota Jakarta Selatan",-6.2423933,106.8241107
NASGOR AE,3.9,10,"Jl. Mampang Prapatan II No.42, RT.9/RW.3, Mampang Prapatan, South Jakarta City",-6.2437527,106.8280563
Nasgor 89 Madura,5.0,2,"1 3, RT.1/RW.3, Mampang Prpt., Kota Jakarta Selatan",-6.241039700000001,106.8258883
Aneka NAsgor b'Nie,0.0,0,"No., Jl. Mampang Prapatan VI No.18, RT.2/RW.2, Tegal Parang, Kota Jakarta Selatan",-6.247028299999999,106.8270783
Nasi Goreng Berkah Ibu Yeni,0.0,0,"Jl. Mampang Prpt. Raya No.24, RT.12/RW.1, Mampang Prpt., Kota Jakarta Selatan",-6.2419883,106.8246757
Nasi Goreng Gila Capce,0.0,0,"Jl. Mampang Prapatan VII, RT.9/RW.6, Tegal Parang, Kota Jakarta Selatan",-6.2481665,106.8253311
Dapurio,4.6,34,"Jl. Kapten Tendean No.43, RT.2/RW.3, Kuningan Bar., Kota Jakarta Selatan",-6.239804299999999,106.8219986
Nasi Goreng Pak'de,4.0,1,"Jl. Bangka Raya No.6, RT.3/RW.5, Pela Mampang, Kota Jakarta Selatan",-6.2435027,106.8161959
Nasi Goreng Gila,0.0,0,"Jl. Bangka II No.31a, RT.14/RW.2, Pela Mampang, Kota Jakarta Selatan",-6.24593,106.818583
Nasi Goreng Hendra,5.0,1,"Gg. V No.9, RT.2/RW.2, Pela Mampang, Kota Jakarta Selatan",-6.244906599999999,106.8163164
Nasi Goreng Ngadio,5.0,5,"Jl. Bangka II Gg. I No.14, RT.5/RW.1, Pela Mampang, Kota Jakarta Selatan",-6.2450928,106.8185385
nasi goreng sedap malam,5.0,3,"RT.14/RW.3, Pela Mampang, South Jakarta City",-6.2460473,106.8153396
Nasi Goreng Classica 1,4.7,28,"Jl. Bangka V No.40, RT.12/RW.3, Pela Mampang, Kota Jakarta Selatan",-6.2478107,106.8159911
Nasi Goreng Nyonya,4.7,42,"Jl. Bangka Raya No.36, RT.2/RW.2, Pela Mampang, Kota Jakarta Selatan",-6.245729700000001,106.8159371
Nasi Goreng Pak Jarot,0.0,0,"depan masjid nurul huda, Jl. Wijaya Timur VI, RT.12/RW.2, Petogogan, Kota Jakarta Selatan",-6.2421149,106.8141635
Nasi Goreng Pengkolan Cisanggiri III,4.7,38,"Jl. Cisanggiri III No.25, RT.4/RW.4, Petogogan, Kota Jakarta Selatan",-6.2417039,106.8132156
Warung Pakde Sarginen,4.6,30,"Jalan Bangka Raya Gg Amal 1 RT.8/RW.5 No.7, RT.8/RW.5, Pela Mampang, Kota Jakarta Selatan",-6.243576099999999,106.8149548
Aneka Nasi Goreng,3.0,1,"Dapur Raya 2 Pasar Raya Blok M Lt LG Jalan Iskandarsyah 2, Jakarta Selatan, RT.3/RW.5, Melawai, Kota Jakarta Selatan",-6.246947,106.804704
Nasi Goreng Kambing Kebon Sirih,4.2,253,"Pasaraya Grande, Jl. Iskandarsyah Raya No.3, RT.3/RW.1, Melawai, Kota Jakarta Selatan",-6.243946999999999,106.802905
Warung Pak Dhe,0.0,0,"Jl. Iskandarsyah I No.10, RT.5/RW.2, Melawai, Kota Jakarta Selatan",-6.2447722,106.8046172
Nasi Goreng Mas Amir,0.0,0,"Jl. Sultan Hasanudin No.41, RT.6/RW.2, Melawai, Kota Jakarta Selatan",-6.2423912,106.8026065
Nasi Goreng - Mas Gondrong -,2.5,2,"No., Jl. Palatehan II No.44, RT.1/RW.1, Melawai, Kota Jakarta Selatan",-6.2410194,106.8018954
NASI GORENG BUDEG,5.0,3,"Jl. Wijaya IX, RT.2/RW.5, Melawai, Kota Jakarta Selatan",-6.2486083,106.8031805
Nasi Goreng Pinangsia,2.0,2,"Dapur Raya Pasaraya Grande Jalan Sultan Iskandarsyah II Raya Lantai LG #W33, Jakarta Selatan, RT.3/RW.1, Melawai, Kota Jakarta Selatan",-6.244617,106.802408
Nasi Goreng Warna Warni Ijo Thole,4.4,195,"Jalan Panglima Polim V No. 4, Pulo, Kebayoran Baru, RT.1/RW.6, Melawai, Kota Jakarta Selatan",-6.246457899999999,106.798384
Nasi Goreng Mawut Pakde Wahidin,5.0,3,"Jl. Palatehan No.19, RT.2/RW.1, Melawai, Kota Jakarta Selatan",-6.242748799999999,106.8022467
Nasi goreng kremes,0.0,0,"Bl. M Square, Jl. Panglima Polim No.3, RT.3/RW.1, Kramat Pela, Kota Jakarta Selatan",-6.2445131,106.8006439
Nasi Goreng Pak De Herry,4.8,12,"Jl. Melawai Raya, RT.4/RW.6, Kramat Pela, Kota Jakarta Selatan",-6.245610399999999,106.7961652
nasi goreng gila 6161,0.0,0,"Jl. Kuningan Barat Raya, RT.6/RW.3, Kuningan Bar., Kota Jakarta Selatan",-6.2476417,106.8015849
Nasi Goreng Sugeng,4.0,1,"Pujasera Melawai Jl. Melawai Xlll, RT.3/RW.1, Melawai, Kota Jakarta Selatan",-6.2463366,106.8007427
Nasi Goreng Mega Rasa,0.0,0,"I, Jl. Palatehan No.8, RT.2/RW.1, Melawai, Kota Jakarta Selatan",-6.2421675,106.8015759
Nasi Goreng Gila & Mawut PAK HERI,0.0,0,"Jl. Mahakam No.2, RT.6/RW.7, Kramat Pela, Kota Jakarta Selatan",-6.243355999999999,106.7977232
Nasi Goreng Kebuli Blok M,5.0,1,"Blok M Square Lantai Basement Blok F no 023 V Kebayoran Baru, Jl. Melawai Raya, RT.3/RW.1, Melawai, DKI Jakarta",-6.244337,106.801169
Nasi Gila Pangpol,4.3,110,"Jl. Wijaya VI, RT.2/RW.5, Melawai, Kota Jakarta Selatan",-6.246316999999999,106.8010877
Nasi Daon,0.0,0,"Blok M Square , JL. Melawai Raya , Melawai , Blok M , 12160 Jakarta Pusat , DKI Jakarta, RT.3/RW.1, Melawai, South Jakarta City",-6.24444,106.80028
Warung Apjay,4.3,429,"Panglima Polim St No.9, RT.2/RW.7, Pulo, South Jakarta City",-6.2498311,106.7998049
Nasi Goreng Kambing Kebon Sirih Sejak 1958 - Pasaraya Grande,5.0,1,"Dapur Raya Pasaraya Grande Lantai LG #W1, Jl. Iskandarsyah Raya, RT.3/RW.1, Melawai, Kota Jakarta Selatan",-6.243940599999999,106.8029057
Nasi Goreng Special Barito Bu Fatimah,5.0,2,"Jl. Gandaria Tengah III No.3, RT.3/RW.4, Kramat Pela, Kota Jakarta Selatan",-6.246477899999999,106.7930006
Lumpia Goreng Semarang,3.5,2,"Dapur Raya 2 Pasar Raya Blok M Lt LG, Jl. Iskandarsyah II, RT.3/RW.1, Melawai, Kota Jakarta Selatan",-6.24363,106.802449
Nasi Tumpeng Pelangi,0.0,0,"Dapur Raya, Pasaraya Grande, Lantai LG #W3, Jalan Iskandarsyah Raya, Jakarta Selatan, RT.3/RW.1, Melawai, Kota Jakarta Selatan",-6.243640999999999,106.802776
Solaria,4.1,173,"Jl. Sultan Hasanudin No.1, RT.3/RW.1, Melawai, Kota Jakarta Selatan",-6.244110300000001,106.8011326
Nasi Gila Stress & Nasi Goreng N'Dut,4.2,172,"Jl. Gandaria 1 No.342, RT.5/RW.9, Kramat Pela, Kota Jakarta Selatan",-6.2425082,106.7877333
Nasi Goreng 786,0.0,0,"Jl. Gandaria Tengah II No.22, RT.12/RW.1, Kramat Pela, Kota Jakarta Selatan",-6.244479999999999,106.789569
NASI GORENG BERANTAKAN,0.0,0,"Jl. Gandaria Tengah II No.2, RT.6/RW.1, Kramat Pela, Kota Jakarta Selatan",-6.244129999999999,106.7902919
Nasi Goreng Kebuli Bom Bom,4.4,84,"Jl. Gandaria Tengah I No.2, Kramat Pela, Kota Jakarta Selatan",-6.245118499999999,106.789004
Nasi Goreng IONO,4.3,3,"RT.1/RW.3, Kramat Pela, Kota Jakarta Selatan",-6.2467462,106.7916685
Nasi goreng edan bang alex uhamka,5.0,10,"Jl. Limau III No.3-13, RT.3/RW.3, Kramat Pela, Kota Jakarta Selatan",-6.2478317,106.7915205
NASI GORENG REMPAH GANDARIA,4.7,15,"Jl. Jatayu No.8, RT.8/RW.3, Kby. Lama Sel., Kota Jakarta Selatan",-6.2484,106.787858
"Nasi Goreng ""Gila 79""",5.0,3,"Jl. Jatayu No.35-11, RT.9, Kby. Lama Sel., Kota Jakarta Selatan",-6.248208699999999,106.7862242
Warung Bu Roso Asli Purwokero,4.1,8,"Jl. Kerinci XI No.29, RT.5/RW.2, Gunung, Kota Jakarta Selatan",-6.2396214,106.7884708
Nasi Goreng Babat,5.0,2,"Jl. Sultan Iskandar Muda, RT.10/RW.6, Kby. Lama Utara, Kota Jakarta Selatan",-6.245442799999999,106.7823863
Nasi Goreng Kambing Spescial Puspita,5.0,3,"Jalan Ciputat Raya No.9A RT04/RW06, RT.5/RW.8, Kby. Lama Utara, Kota Jakarta Selatan",-6.243739799999999,106.7804554
Nasi Goreng Pak De Agus Pete-Ati Ampla,4.5,8,"Jl. Ciputat Raya, RT.3/RW.8, Kby. Lama Utara, Kota Jakarta Selatan",-6.2417099,106.7807348
nasi goreng mas ruddy,4.7,13,"Jl. Delman Utama No.5, RT.13/RW.9, Kby. Lama Utara, Kota Jakarta Selatan",-6.245129899999999,106.7766629
Nasi Langgi,0.0,0,"Mall Gandaria City Foodcourt Eat & Eat Lt 2 No 205 Jakarta Selata, RT.10/RW.6, Kby. Lama Utara, Kota Jakarta Selatan",-6.243891,106.783601
Nasi Goreng Gila Maa Rudi Gondrong,4.0,1,"Jl. Peninggaran Timur II, RT.6/RW.9, Kby. Lama Utara, Kota Jakarta Selatan",-6.2443363,106.7756976
NASI GORENG PETER DAN MIESO PAK TRI SOLO,0.0,0,"jl pintu satu gbk senayan depan fx gbk senayan depan fx ĺjln pintu satu gbk senayan depan fx, RT.3/RW.9, Kby. Lama Utara, Kota Jakarta Selatan",-6.2443916,106.7765443
Nasi Goreng Mas Darso,5.0,3,"Jl. Peninggaran Raya No.11H, RT.11/RW.11, Kby. Lama Utara, Kota Jakarta Selatan",-6.2437334,106.7723616
"Nasi Goreng Bang Jefri Udin, Indomaret Peninggaran",0.0,0,"Jl. Peninggaran Raya No.21, RT.9/RW.11, Kby. Lama Utara, Kota Jakarta Selatan",-6.2442753,106.7723399
Nasi Goreng Sari Rasa,4.0,1,"Jl. Ulujami Raya Gg. Kancil No.62, RT.13/RW.4, Ulujami, Kota Jakarta Selatan",-6.2438486,106.7630979
WARTEG NASGOR KURNIA,2.0,2,"Jalan H. Dilun No. 6B RT. 002 RW. 005, Ulujami, Pesanggrahan, RT.1/RW.7, Ulujami, Kota Jakarta Selatan",-6.246144,106.7635509
Lesung Restaurants,3.4,5,"Jl Abdul Rohim 10 Ulujami Pesanggrahan Jakarta Selatan DKI Jakarta, RT.2/RW.4, Ulujami, Kota Jakarta Selatan",-6.2390678,106.7620468
Nasi Goreng Gila Bilqis,4.4,81,"Gg. Sabar No.5, RT.8/RW.4, South Petukangan, South Jakarta City",-6.240978999999999,106.752478
Nasi Goreng Ampera,4.1,19,"Jl. Damai Raya No.88, RT.7/RW.2, Petukangan Sel., Kota Jakarta Selatan",-6.2432587,106.7519087
Nasi Goreng Gila,4.5,12,"No., Jl. Damai Raya No.9A, RT.12/RW.5, Petukangan Sel., Kota Jakarta Selatan",-6.247069799999999,106.7519332
Nasi Goreng Damai 4,4.7,39,"Jl. Damai IV, RT.2/RW.2, Petukangan Sel., Kota Jakarta Selatan",-6.2471352,106.7523091
Nasi Goreng Damai Raya,4.9,7,"RT.12/RW.2, South Petukangan, South Jakarta City",-6.2463026,106.7518551
Nasi Goreng Kumis,3.0,2,"Jl. Kemajuan No.23, RT.7/RW.2, Petukangan Sel., Kota Jakarta Selatan",-6.2427587,106.7517802
Nasi goreng mas jono cah brebes,0.0,0,"Jl. Sabar Raya, RT.7/RW.3, Petukangan Sel., Kota Jakarta Selatan",-6.242295599999999,106.751148
Nasi Goreng Manunggal 2,3.0,1,"Jl. Manunggal II, RT.3/RW.2, Petukangan Sel., Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, RT.3/RW.2, Petukangan Sel., Kota Jakarta Selatan",-6.2441533,106.7490666
Jangkung Fried Rice,4.7,13,"Jl. Amal No.3, RT.002/RW.006, Cipadu Jaya, Kota Tangerang",-6.2462056,106.74097
WAYAHE NASI GORENG,0.0,0,"Jl. KH. Wahid Hasyim, RT.006/RW.005, Kreo Selatan, Kota Tangerang",-6.2456831,106.7392445
NASI GORENG MAS EKO,0.0,0,"Jl. Taman Asri Lama No.7, RT.006/RW.001, Cipadu Jaya, Kota Tangerang",-6.2433206,106.7314479
Nasi Goreng Mawud,5.0,3,"RT.7/RW.1, Pengadegan, South Jakarta City",-6.2505292,106.8616824
Nasi Goreng & Mie Goreng SURABAYA,5.0,1,"Jl. Al-Hidayah No.32-38, RT.9/RW.9, Cawang, Kota Jakarta Timur",-6.2555632,106.8673091
Nasi Goreng Babat & Bakmi Jogja,5.0,1,"Food Station Kalibata Plaza Lantai Ground #, Jl. Raya Kalibata No.1, RT.3/RW.2, Rawajati, Kota Jakarta Selatan",-6.257529,106.856244
Mie Aceh & Nasi Goreng Warung Bang Abu,0.0,0,"Jl. Rawajati Timur I, RT.3/RW.2, Rawajati, Kota Jakarta Selatan",-6.25788,106.8568785
NASI GORENG PETE JPO,4.0,10,"Jalan Raya Kalibata No.Kalibata City Jl. Raya Kalibata No.1, RT.6/RW.7, Rawajati, Pancoran, RT.6/RW.7, Rawajati, Kota Jakarta Selatan",-6.2556295,106.8516373
Nasi Goreng Bang Arifin,4.0,26,"Jl. Duren Tiga Timur, RT.6/RW.4, Rawajati, Kota Jakarta Selatan",-6.2544517,106.8494841
Nasi Goreng Jhon,4.5,2,"Jl. Duren Tiga Timur, RT.12, Rawajati, Kota Jakarta Selatan",-6.2538895,106.8495649
Babeh Aneka Nasi Goreng,4.0,1,"Kalibata City, Apartemen, Tower Flamboyan No.RT.11, RT.9/RW.4, Kalibata, South Jakarta City",-6.2567457,106.8525533
"Warung Nasi Goreng ""Sedap Malam""",4.5,39,"RW., RT.6/RW.5, Pengadegan, Kota Jakarta Selatan",-6.250179399999999,106.8502033
Nasi Goreng bang Kirun,4.2,15,"Jl. Pengadegan Utara No.11, RT.3/RW.8, Pengadegan, Kota Jakarta Selatan",-6.247226,106.849436
"Mie Jiwo, Mie Tek Tek & Nasi Goreng",5.0,3,"Apartement Kalibatacity Tower Damar BL-01, RT.9/RW.4, Rawajati, Kota Jakarta Selatan",-6.257901599999999,106.8523548
Nasi Goreng Cak Doel,4.6,5,"Jl. Ps. Minggu Raya No.44, RT.8/RW.9, Pancoran, Kota Jakarta Selatan",-6.2518384,106.84279
Nasi goreng betawi Lalan,0.0,0,"Jl. Raya Kalibata No.6, RT.6/RW.7, Duren Tiga, Kota Jakarta Selatan",-6.2553952,106.8442596
Nasi Nasian,5.0,4,"Jl. Duren Tiga Indah 1, RT.13/RW.7, Duren Tiga, Kota Jakarta Selatan",-6.252244699999999,106.8437516
Nasi Goreng Cahciremeng,5.0,1,"Jl. Duren Tiga Selatan No.36, RT.1/RW.2, Kalibata, Kota Jakarta Selatan",-6.2586664,106.8419428
Rica rica ibu lily,0.0,0,"Jl. Pancoran Barat I No.25, RT.3/RW.1, Pancoran, Kota Jakarta Selatan",-6.2500993,106.8411344
Nasi Goreng Selera Rakyat 2,4.8,9,"Jl. Duren Tiga Selatan No.34, RT.8/RW.2, Duren Tiga, Kota Jakarta Selatan",-6.258816299999999,106.8380271
nasi goreng mat angin,4.4,11,"Jl. Pancoran Barat VII No.32-34, RT.14/RW.1, Pancoran, Kota Jakarta Selatan",-6.251862,106.83685
Nasi Goreng Encoy,5.0,1,"Jl. Pancoran Barat VII No.8, RT.8/RW.6, Duren Tiga, South Jakarta City",-6.2523022,106.8375808
nasi goreng pak miat,3.0,1,"RT.7/RW.6, Duren Tiga, South Jakarta City",-6.2534912,106.8360409
Nasi Goreng Ayu,4.7,3,"Jl. Mampang Prapatan XV, RT.7/RW.6, Duren Tiga, Kota Jakarta Selatan",-6.2519054,106.835897
Warung Tikungan,5.0,2,"Jl. Tegal Parang Selatan 3, RT.7/RW.4, Tegal Parang, Kota Jakarta Selatan",-6.2486343,106.8345502
Warkop Condong Raos-Nana,4.7,18,"E, Jl. Pancoran Barat IV No.22, RT.7/RW.1, Pancoran, South Jakarta City",-6.2522141,106.8392415
Nasi Goreng Gila Toni 38,3.5,2,"Jl. Sigura-gura II, RT.12/RW.1, Duren Tiga, Kota Jakarta Selatan",-6.2585171,106.8337175
Nasi Goreng Mas Adi,5.0,1,"RT.9/RW.10, Pela Mampang, Kota Jakarta Selatan",-6.2532009,106.8225333
Nasi Goreng Mas Gondrong,4.3,3,"Dekat smp 247, Jl. Mampang Prapatan XIII Dan smp No.104, RT.5/RW.6, Tegal Parang, Kota Jakarta Selatan",-6.251232000000001,106.825129
Nasi Goreng Ajiib,5.0,4,"RT.10/RW.12, Pela Mampang, South Jakarta City",-6.2517838,106.822069
Nasi Goreng Bang Amir 1990,4.3,3,"Jl. Kemang Utara No.55, RT.2/RW.4, Bangka, Kota Jakarta Selatan",-6.257970299999999,106.8233441
nasi goreng bang malam bangka 9,5.0,1,"Jl. Bangka IX Jl. Kemang Raya, RT.13/RW.1, Bangka, Kota Jakarta Selatan",-6.2551906,106.814632
Warung Nasi Goreng Kemang,4.7,9,"5, Jl. Kemang Utara No.5C, RW.1, Bangka, Jakarta",-6.2573091,106.8162274
Nasi Goreng Mekarsari,4.4,107,"Jl. Puri Sakti II No.3, RT.9/RW.1, Cipete Sel., Kota Jakarta Selatan",-6.257341599999999,106.8145051
Nasi Goreng Radas Kemang,5.0,1,"Jl. Kemang I No.6A, RT.11/RW.1, Bangka, Kota Jakarta Selatan",-6.2558715,106.8123275
Nasi Goreng Aa,0.0,0,"Jalan, Kemang Utara 1a No.18a, RT.6/RW.1, Bangka, Kota Jakarta Selatan",-6.2562244,106.8161485
Nasi Goreng,5.0,1,"Jl. Bangka II No.48, RT.1/RW.3, Pela Mampang, Kota Jakarta Selatan",-6.246887,106.8188576
