3.113579452037811279e-01,9.186851978302001953e-01,3.151480386000000133e-01,9.187160974000000424e-01
2.897607684135437012e-01,9.030494689941406250e-01,2.929699758000000043e-01,9.004637832999999869e-01
4.210651516914367676e-01,9.861164093017578125e-01,4.190833312000000199e-01,9.868281676000000280e-01
4.380232095718383789e-01,9.906566143035888672e-01,4.445637017999999885e-01,1.002234316700000072e+00
3.684777319431304932e-01,9.568872451782226562e-01,3.594054627000000113e-01,9.478535117999999926e-01
3.167446255683898926e-01,9.254329204559326172e-01,3.132467003000000139e-01,9.250236348000000497e-01
4.080376923084259033e-01,9.889089465141296387e-01,4.063703468000000041e-01,9.894339910999999654e-01
4.134558141231536865e-01,9.857515692710876465e-01,4.113198525999999799e-01,9.857271825000000209e-01
3.728462755680084229e-01,9.650648236274719238e-01,3.707373515999999869e-01,9.594077943000000053e-01
4.093578159809112549e-01,9.885339736938476562e-01,4.112636771000000024e-01,9.893212329999999666e-01
4.022157192230224609e-01,9.845404028892517090e-01,4.055824572000000239e-01,9.896797480000000258e-01
4.221845865249633789e-01,9.919334053993225098e-01,4.230227966999999811e-01,9.885812654000000199e-01
3.539542257785797119e-01,9.462512731552124023e-01,3.464727808999999992e-01,9.472300992000000086e-01
3.962751626968383789e-01,9.750919938087463379e-01,3.984351430999999999e-01,9.801511982999999706e-01
4.325985312461853027e-01,9.889600276947021484e-01,4.341629699999999814e-01,9.905687821999999976e-01
2.407709509134292603e-01,8.630345463752746582e-01,2.370406612000000024e-01,8.640410781999999790e-01
4.289877116680145264e-01,9.922930002212524414e-01,4.306086478000000217e-01,9.947684946000000528e-01
4.209568500518798828e-01,9.949226379394531250e-01,4.242805313999999939e-01,9.891827260000000122e-01
3.762892186641693115e-01,9.634991288185119629e-01,3.684421600000000185e-01,9.574548455000000402e-01
4.015947878360748291e-01,9.807227253913879395e-01,4.061444559999999870e-01,9.908663580000000026e-01
5.185841917991638184e-01,9.811070561408996582e-01,5.162897708999999447e-01,9.934172321999999999e-01
5.172078609466552734e-01,9.791342020034790039e-01,5.197629624999999809e-01,9.823287296999999585e-01
5.048714876174926758e-01,9.581346511840820312e-01,5.068012854000000234e-01,9.572196070999999806e-01
5.098795890808105469e-01,9.752850532531738281e-01,5.088326766999999862e-01,9.784866012999999807e-01
4.928750395774841309e-01,9.278969764709472656e-01,4.922842559999999756e-01,9.365157737999999510e-01
5.059795975685119629e-01,9.703739881515502930e-01,5.085055107000000518e-01,9.665810036999999966e-01
4.969637691974639893e-01,9.498227238655090332e-01,4.949767761000000155e-01,9.538819403999999613e-01
4.744988083839416504e-01,9.265792965888977051e-01,4.699787931000000141e-01,9.210451390999999655e-01
4.593716859817504883e-01,9.192185997962951660e-01,4.490546726999999905e-01,9.083886708999999726e-01
5.193861126899719238e-01,9.792424440383911133e-01,5.221974120000000275e-01,9.881400860000000286e-01
5.028761029243469238e-01,9.475942850112915039e-01,5.040241332999999546e-01,9.533636945000000251e-01
4.690020978450775146e-01,9.233912229537963867e-01,4.636365592999999730e-01,9.166871068999999927e-01
4.793307483196258545e-01,9.194392561912536621e-01,4.767910650000000139e-01,9.191112838999999646e-01
4.874864816665649414e-01,9.300150275230407715e-01,4.896075138000000049e-01,9.343421682000000450e-01
5.227857232093811035e-01,9.818891286849975586e-01,5.260812648999999563e-01,9.949522200000000538e-01
