CH4,N2O,CO2
0.04576180669924638,0.003670260271806942,0.4955425042940471
0.05480770474641728,0.0038762104068480515,0.42910355251499466
0.05029786432622219,0.004612243356014464,0.4793884869514015
0.04494848543825391,0.004321549485614759,0.5084962619774733
0.044147736896657554,0.003701847202334303,0.49931838987130783
0.04461557556006266,0.0036740277293311613,0.49926262230238994
0.0496129677733844,0.0041845685668094245,0.48182806133741757
0.044319213864809456,0.004316161586849672,0.5098704141250722
0.046879623451150085,0.003938029625985735,0.483129919972738
0.053886763472197466,0.004141270737858861,0.437945365345936
0.04904027016672205,0.004419166376943775,0.48626780731787006
0.05243697821295513,0.0037462802345096646,0.44215892305961724
0.047228727682782544,0.0041577445276075944,0.49752852770161826
0.04610886702731914,0.0038943472737790266,0.4893436909812021
0.04053530684439739,0.003379024972995152,0.5234325390956954
0.05116380753728151,0.0032484367084306123,0.4447190829268458
0.04742295441662955,0.003392209881343034,0.4768392389716629
0.042497136212416714,0.0039980356655972766,0.5258473220759472
0.04504755949436304,0.0034252246709029236,0.49191448058110254
0.046419760193803915,0.004407338035788651,0.49730940556441006
0.04493292968855976,0.004227337257367068,0.5024651994826017
0.05415029435751155,0.004340352721024613,0.44080067420414515
0.04381364745133783,0.003593685065754639,0.506133432672085
0.054209442451412626,0.0034936183448368826,0.42776430292093715
0.04685539519822676,0.004108083931932822,0.49055705936249905
0.056478052458461284,0.004324010958308723,0.4332465938779649
0.05012059187364526,0.004285682289783585,0.47281171892901086
0.04209041052598527,0.003779308791750575,0.5195780626173401
0.045009454910168535,0.004095913687099783,0.5006207196799284
0.04838023321336808,0.004145269549166836,0.48709938372806383
0.049934441679483896,0.004171618232946367,0.4642102244002893
0.0541701991555084,0.0035730709538649573,0.43357548730908435
0.04538798622690388,0.0036939005870335424,0.4944600823139944
0.04706181192966885,0.004510779113458783,0.4946244982524649
0.053570968186889764,0.0039278241366189365,0.4417687580004791
0.04155758228398191,0.0038390162121430963,0.5245409933478002
0.04233022629906308,0.0038322151490422464,0.5204369130785997
0.053466500940070064,0.003769366217945505,0.43025812371738126
0.04580975996580087,0.003270435988107572,0.4850804200664065
0.05104602446583149,0.004122395917584276,0.46216864236562283
0.048229448538632716,0.004272023878807157,0.4811872745119582
0.05315612290692318,0.004336683834159059,0.4461370650781716
0.04720941063283397,0.0043479201957324146,0.49320997271324485
0.04585358993356442,0.0046657235381132225,0.5095092129869123
0.05573346562618472,0.004366001900357271,0.42930004279533784
0.04051494567714944,0.0036753748998589082,0.5278674388520013
0.04222586195463931,0.0036033919253948047,0.5159622756136997
0.05540292135238574,0.004688670726062532,0.43986427728636146
0.043031909333106,0.004181204329711773,0.5189913576826048
0.055656408127877116,0.0039639440187553155,0.4335750617227928
0.04800126437037019,0.0041534542125311325,0.4781270856422112
0.04120798228645446,0.003668430063690666,0.5235384167455529
0.04297745171905697,0.0037977526313877777,0.5125743709194133
0.04967547115025196,0.003821060761013119,0.46377254204885754
0.04629804088720893,0.003716859198589645,0.4804766489741278
0.05064181366775662,0.004033132365597412,0.4687136970601061
0.044627565462027875,0.004235992567679998,0.5116234296869346
0.052215865154381376,0.0047223993591963675,0.46368622348158145
0.047420670118295115,0.004576575543568388,0.5001912065373406
0.05018389169712985,0.003912148672675138,0.46879608913601556
0.05276303011379428,0.004228791132692238,0.4490203101312338
0.05109821028335562,0.004053939057830939,0.46788739588878636
0.04146012651984221,0.0033797125842738476,0.5161144612928512
0.0479831486765135,0.003816476470741956,0.47672717753043253
0.05195125467217025,0.003893191137044354,0.44414155146529843
0.052069399206622145,0.0037335125160282974,0.43898818035064835
