CH4,N2O,CO2
0.03611368100772996,-0.0008982198788148716,0.366702781771996
0.03900793074365522,2.8590208926156102e-05,0.3996279452975754
0.03604619419851314,-0.0008524878330715808,0.3769119098665551
0.030929027747384208,0.00035737180266963084,0.45822507122941514
0.035934390229344346,-0.00016727589431240987,0.4027327698993963
0.03651488485545752,-0.0005392246822165112,0.3824093337456092
0.03165372457823255,0.00042396886715159385,0.45471299806386706
0.04062627116569058,-0.00016755814863209356,0.3797324882725117
0.03218118102033212,-0.00042564561336592673,0.4045488655804742
0.03625441411808658,-0.0006445537298688858,0.38956485402810104
0.03468753773828633,-0.00021556823034149346,0.4213585938839749
0.035390317226666454,-0.0006674080810178135,0.3845205482212054
0.04222261269802401,3.7463098971888577e-06,0.37665622308981095
0.03803373622173598,-0.00116607878280918,0.34535256690044563
0.04010393396805069,0.0006673356669901439,0.40930224248756875
0.04274845769101539,3.273604274084928e-05,0.371939192126999
0.0394124468452763,-0.0002905704384819543,0.3608400397197128
0.032957331290324916,-0.0002284331138822848,0.42793938403307974
0.04163234822908574,0.0004669785469426217,0.39529524500566393
0.034056384204605654,-0.0008664282301638448,0.39253716962371976
0.028357275558676336,-0.00108389790475175,0.417747098112637
0.027905020289018492,-0.0010619046693942846,0.42508025665505866
0.029427821265658485,-0.00014161315828880314,0.44670575381555766
0.03580082778731488,-0.0006280953930565447,0.3887100943833999
0.03286840772563607,0.0003540690252445346,0.452258402982079
0.02893570955914943,-0.00017184467123318795,0.45334202248096767
0.03308463523566277,-6.153858018702373e-05,0.43430405063539446
0.04097236900136296,0.0004463689442830731,0.39769993468342435
0.03564445618778129,-0.00010292632543047395,0.4013708088946947
0.04274102587981839,4.017533378109731e-06,0.36471929145457727
0.03787020352169639,-0.0005800602972731795,0.3602568997158841
0.041409419547734014,-0.00034697469163017663,0.3611086314962204
0.02903420030688981,-0.00038937572443126754,0.4443480477526542
0.029823059110340826,-7.95815340895933e-06,0.4631121934205189
0.03789439350345576,-0.00023501877935444863,0.3931673374904445
0.03972034486086897,-0.0003453921243045566,0.3655477935853203
0.042937421798442454,0.000490620299484797,0.38214285975843576
0.0361438497584401,0.00028835387906943994,0.4276314432014855
0.03934934303938734,-0.0004943769858803322,0.36562141598075476
0.032148252727296475,-0.0006162967885625487,0.4062005979805483
0.04403141608753233,0.00019328593954773049,0.36372835803848763
0.03651644794320255,-0.0010191592229641861,0.36511336696045915
0.035762764996969405,-0.0006405933681251294,0.3829123391447619
0.04045871135795664,0.0005040062865228514,0.4006191836243272
0.031118573209588433,-0.0004853958311244722,0.4339665727001938
0.03848550003247888,-8.278542768849848e-06,0.3905750711639374
0.041687058265176054,0.0004717282258231855,0.3927656322063219
0.039449065848531396,-2.3368859542914882e-05,0.37406509378552744
0.04429458419251715,0.0003016455292784528,0.36271254486115223
0.03298991328112513,-0.0010612163484313344,0.3892317136719884
0.03619905115412137,-0.0004980821475908774,0.38076059262264217
0.03960612369459484,-0.0005414897267201034,0.3563291841096517
0.04115079982952163,-0.0003599870609999208,0.3557005399365695
0.03677790751545543,0.0005154268378460211,0.4314257379424425
0.030054405784782967,-0.0005892274309569913,0.4367437661732152
0.03098889254514819,-0.000195811702748678,0.45240171514081057
0.030796046414613226,0.0002115914584412187,0.4583607911769877
0.028928809609890214,-0.00043301387540340417,0.43980772521349737
0.0356871026838886,-0.0004192755516982836,0.3980747687431239
0.03573247442194228,-0.0005367186642970005,0.38286208347309825
0.029411006387834986,-0.0009733327730795248,0.41818907245426307
0.030639259230304645,-0.0003589511090645579,0.44581143007079527
0.029062667213350303,-4.4993971482346073e-05,0.46099067543775296
0.03995831438925371,-0.00019902332156460307,0.35816325351222905
0.026363973570963872,-0.0010046867541872047,0.4374230111326761
0.038175094129604584,-0.00016615463460499264,0.3917430878721942
0.03946648828361023,-0.00011704625684275322,0.37156653919044585
0.029633640368403054,-0.00038742548577380903,0.43736662861429576
0.033917919681105115,-0.001061402220439673,0.37802311707519043
0.03745189304891514,7.35674012581314e-05,0.40941229759966447
0.04350754142671706,0.00021021465749447967,0.3619484770245235
0.03946025436918508,0.0005304984240395863,0.41004765851936065
0.04017073710587182,0.000646746241127775,0.41145431850248093
0.033887088546570895,-9.077726454851352e-05,0.42881878865175244
0.0341598509954375,-0.0011310461778805637,0.37470465313709145
0.029604184030641616,-0.00013857951710753323,0.43916594377948626
0.029194757942375846,-0.0008446320841071337,0.4192198120796201
0.034853196488717375,0.00018676797608583153,0.42982722884412405
0.0312068441310408,3.668243321651877e-05,0.437454774847436
0.03871379125605082,-0.0005113711984366903,0.3649105900647875
0.03352054406946322,-9.587636736976607e-05,0.43102445995231903
0.037186581485483344,0.0004470285510404632,0.41991341065173854
0.03943713092306464,0.000622272370627253,0.41409734475230364
0.03641384813181259,-0.0006913264757583194,0.3751251326173595
0.03541749399874769,0.00033551188659934053,0.424909586178274
0.03522540026131981,7.202307462044182e-05,0.43326009017679135
0.03420176657558756,-0.0009747475601500763,0.38367387808902914
0.04070586247634633,-0.00036768115451530107,0.36761721909719103
0.029893105043177215,-8.486808216527728e-05,0.4510453384128822
0.03802340388102343,-0.00043138511804786386,0.36726376925940946
0.035984392494160924,-0.0003514124166585455,0.38975800130207905
0.040316199661893065,0.00010218824890036605,0.38068101718712444
0.03163655467261347,0.00029389496033447107,0.44806468448488385
0.04068042249261479,0.0002271774483003342,0.38312900784778836
0.03373893739441994,-0.0003438905550609572,0.42490377793376666
0.033273712005201746,-0.0001814739608818742,0.41786286101242254
0.030856265717135754,-0.00039097122492578453,0.4240501180327517
0.03377043816437444,-0.0007063307484211595,0.4014377902450932
0.03513493381470577,-0.0004977805411187104,0.40297580868218946
0.03272196804772229,-0.000589822098448147,0.4103772864952261
0.04110494587940481,0.0005209783458561767,0.40197135258171657
0.03499697526665766,-0.0004306977651437863,0.3873312511926116
0.04097138318965496,0.000570825366633465,0.40510389113354606
0.040103461159746175,-0.0003632318111740835,0.3703448429255892
0.03435527783633194,-0.00016410948258293624,0.41304983220674685
0.03157242465447714,-0.00013302195960435527,0.4454565334013403
0.03854464715588264,-0.0010472502117326549,0.34843879177691023
0.030494295726693807,-0.0004154170690827664,0.42532391246280243
0.02934545837922009,-0.0001368319882023815,0.4647916992854466
0.03011257710680812,-0.00039712925975216896,0.44405213713952374
0.03502902320336104,-0.0010145795705074749,0.3709786848033773
0.03750159698479654,-0.00010755501674780937,0.40796668681620285
0.03387632513968666,-0.0005565332565596465,0.40730919952654265
0.03950570593526326,-1.7603533880758762e-05,0.3976487795181116
0.03543753880128772,0.00021102912315028614,0.42732997187863386
0.033671536712702,0.0007330523914059169,0.458938110139072
0.03534721701072694,-0.0002589234276336675,0.40346069903066717
0.032028034097139765,-0.00041595996801251263,0.4302225050465918
0.03677781372479394,-0.00014968093273720617,0.385962454278016
0.03616115185913929,0.0004989800979673872,0.43453291659628
0.034538774534874264,-0.00040355911689467314,0.4045226177597254
0.03548887033077211,-0.000617596863693259,0.3939135143689389
0.03770309207409654,0.0002799189948236628,0.40733219945502586
0.039379321702629706,0.00040314225310278786,0.4016732536482895
0.03666887648291743,-0.0009375660819410468,0.3657804477110401
0.030058473158211276,-0.0007178560184672228,0.4236109928467629
0.03528992670431177,-8.445674128596198e-05,0.42279088465371584
0.032374584297087235,0.0002561327033847628,0.43984676446471116
0.03516068307966602,-7.393201854632428e-05,0.4147738427917408
0.0285359011107833,-0.0007417678955269126,0.4263230432624954
0.030495533084604905,0.000292947415640885,0.46513712412109626
0.03730529203429844,-0.0009033730818529769,0.35892287903524744
0.02901156586065749,-0.0007250751909866431,0.42128737026844154
0.03712347837497524,7.743803652366212e-05,0.39708154163341336
0.03536205551786391,8.602234808669819e-06,0.4105407045158482
0.03760314370171736,-0.0004261937639224605,0.38424307016059706
0.03788311703302188,-0.00010912564918699611,0.3873333697786736
0.03467781261926939,-0.00019369920764548097,0.40045152400979445
0.031199494486987764,-0.00023817857683498898,0.42013141228602185
0.03335841428932117,0.00018134280590817236,0.44238413806832816
