CH4,N2O,CO2
0.08371708643788375,0.021627364193216866,0.6398398640919399
0.08876371137234786,0.023108198752156885,0.6711912760046849
0.0969736638448404,0.024959657155139432,0.6520210933394371
0.0974746476110684,0.02536189393631829,0.6610844724872694
0.10727080666448838,0.028072820501174007,0.6658840271654866
0.10545356868034157,0.02724677756629277,0.6414935958299924
0.0850249081587098,0.02173408460668154,0.6518586936597403
0.08317128388331993,0.021194047306161905,0.6522224264600789
0.10444181324691815,0.02729568370597337,0.6533958945186599
0.10472527507013445,0.027197333321094565,0.6622375424786503
0.1072953901930826,0.02779425891671336,0.6678908805624622
0.08306252352788585,0.021286928342676512,0.6462598411658679
0.11074370504801084,0.028613791610643452,0.6656843582268714
0.09150848750080914,0.023564909037032723,0.6535263795826313
0.08122678564805756,0.020756881623609863,0.6420469099037648
0.09068938744362239,0.023642993100962684,0.6479945703717414
0.09592679019739804,0.02457076158283884,0.6443459158376814
0.08307702519973295,0.02119029489087102,0.638862814215051
0.08798781835190395,0.022703512188583203,0.6622504370765794
0.10175817125200128,0.026150647908322444,0.6361682235113418
0.07733612658747888,0.019505993134169657,0.6398147506335243
0.11069748170138767,0.028715033852396765,0.6591885484400319
0.09915593676222507,0.025800779394623576,0.6596688565695925
0.10170324057506598,0.026199796234997567,0.6633046840443977
0.08835950398010213,0.022667510200002152,0.6585442017807692
0.09883890714721852,0.02579328091823111,0.6702579043820783
0.1048721881174982,0.027534727594171974,0.6538898766172543
0.09514272920599966,0.024364323131643512,0.646237527087314
0.09429863361784516,0.024103993784221973,0.6368540424022343
0.07571189048206851,0.01902352782693597,0.647008208033566
0.09733581693329477,0.024990159168211963,0.6355288307448561
0.09570509824025296,0.02444393340585957,0.6554776598951744
0.08970645969083776,0.02275848707489628,0.6586461868004592
0.10599196213263398,0.02731914256872112,0.6631985358230699
0.08262599466533987,0.02097811275476125,0.6305490679461383
0.0884278363983751,0.02292971421434276,0.6698562688192891
0.08744583429280542,0.022656395383778394,0.6506779255236652
0.08727685893477939,0.022233793380391387,0.6629756857709085
0.10429655606642199,0.02728063661672986,0.6565335141299565
0.08809910908021808,0.022754624424203083,0.6527268654956255
0.09635536606978673,0.024851537090838406,0.6688619276165895
0.10956980253077268,0.028667761909845862,0.677108401165156
0.07606328929451896,0.019103258844076265,0.6358571496186061
0.09064902138912641,0.023399382215654563,0.6695492333989812
0.08409343456913607,0.02181178565697354,0.660040514000725
0.09876663520645851,0.025339675025775468,0.6411820313737775
0.09418268680660508,0.024158554437649495,0.6466242568989069
0.09324951428665096,0.023759864786689764,0.6372470136144226
0.08519101392360053,0.021801681666030276,0.6562522338044658
0.08783891480473448,0.022407139573963404,0.6428800299744085
0.08360766857729603,0.021399703020876355,0.6432490548016062
0.07247896332920835,0.01861775996472123,0.6427895404737716
0.07059504643691075,0.018137235496123377,0.6428987309496768
0.0757308458676447,0.019383323889313454,0.6463730743855949
0.10059225062147203,0.026088965193066888,0.6671376936958517
0.08007319066735663,0.020725496621990552,0.6727336930789793
0.10110761304345746,0.0264390352156821,0.665661576023978
0.09703882564983429,0.02480076676048923,0.6424249374025932
0.08270533602516328,0.021208355103189032,0.6444245160130626
0.10254757270378878,0.026377879363464533,0.6421190006564335
0.07156896783464185,0.018041642753294146,0.6321598919016149
0.10157263295459303,0.026276270014302654,0.6526472949259786
0.10516256710567701,0.027079116614552035,0.638762840462598
0.09200987351386923,0.023884997677081167,0.648319101543027
0.10703394199728102,0.027736318687549343,0.6624336051896561
0.0867666513048324,0.022453469599919024,0.660479918656642
0.10890346737052908,0.028467628765958115,0.66123841029621
0.07364541118447368,0.018579766385012523,0.6305930602044985
0.08475485290929165,0.02201482757363081,0.6641128042904935
0.08561490638625847,0.02192209740605653,0.657404095209104
0.08787177036805065,0.022777219957546155,0.6410620861598524
0.11063002507705584,0.028609473249606172,0.6688353601166959
0.09018754086812858,0.02331165547487182,0.6562779657606547
0.10743073496550815,0.027993183277067585,0.669112969297432
0.07834650440829222,0.019738202959053708,0.6563337425565472
0.09534886517971211,0.02495731775048785,0.6483897788481636
0.0774840933930369,0.01954931446396762,0.6329956991988696
0.1034183095102492,0.02675537418257415,0.6490328788399805
0.09386262005564754,0.02399951541854213,0.639932146040093
0.07991902372966184,0.02065849525230715,0.6524686926054442
0.07615985008181209,0.019157858806543176,0.6421477578752837
0.08192301587117795,0.020932754432772073,0.6504543653563045
0.10016834397478744,0.0258075527033461,0.6483302483358595
0.10111625781726959,0.02605955175094662,0.6639294547942665
0.09869020300895472,0.025719138396053224,0.6595504245997159
0.11017018690568575,0.02839730105763929,0.649495917651842
0.07911687412696713,0.020196095503415036,0.6447405127580146
0.07391025263512274,0.018980312757247868,0.6450559828482774
0.07115834721720068,0.018033743620802425,0.6351091599882835
0.0982541592100234,0.025512539325187794,0.6703345495605461
0.08135498626634688,0.020632906024680493,0.656468056903416
0.08405134369059596,0.021350014496694523,0.6429747619487944
0.07732030197135942,0.019397305138241224,0.6249233461265524
0.07540937355523328,0.01945043707832636,0.6476237343736484
0.0876821060793512,0.022830385151519254,0.6577043653290349
0.0812158191190695,0.021011963321155836,0.6481329150866386
0.08796619499796247,0.02280877318105046,0.6685220834416754
0.08180380844020124,0.020918363130449633,0.6447994896281577
0.10363295780795442,0.026630011984939167,0.6649418994249927
0.09334693090647926,0.02426561211758992,0.6467169624975531
0.10212136514471915,0.02679281597353452,0.6629397413167205
0.07475177042450226,0.018723392022520404,0.6391679847613871
0.10585804686250183,0.02720459482849029,0.6637320211580862
0.09039031838769065,0.02326747442985452,0.6478139662650892
0.08994265873476578,0.023268057147776643,0.6578358438140508
0.07976531732020345,0.020512771890988567,0.6596157808761265
0.08999974004358229,0.022958797284355806,0.6521606391019692
0.08965308521532388,0.022917427178471072,0.6394087461283171
0.07687631785403551,0.019854758829384752,0.6455091449381168
0.10747445429661431,0.028035315319769546,0.6515637092436605
