P_net,T_in_ref_blk,p_high,PR,dTemp_HTF_PHX,delta,load,T_HTF_in,T_amb_input,eta_gross,eta_Q,UA_HTR,UA_LTR,W_turb_des,W_comp_des,W_recomp_des,UA_cooler,Q_HX_des,eta_cycle_des,
10000000.0,1324.73,24526013.24,3.65,321.29,120.94,0.62,1313.72,289.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1324.73,24526013.24,3.65,321.29,125.28,0.62,1313.72,289.09,0.4146961760345023,0.9418406094274161,2749817.197249335,735540.1196655533,19901354.608728252,4234123.488838647,3906641.4439232578,8273.503855569508,22921169.879850917,0.5130885438052886,
10000000.0,1324.73,24526013.24,3.65,321.29,99.89,0.9,1317.56,304.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1324.73,24526013.24,3.65,321.29,120.94,0.9,1317.56,304.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1324.73,24526013.24,3.65,321.29,125.28,0.9,1317.56,304.09,0.48813979472115615,0.9821346777859253,2749817.197249335,735540.1196655533,19901354.608728252,4234123.488838647,3906641.4439232578,8273.503855569508,22921169.879850917,0.5130885438052886,
10000000.0,1324.73,24526013.24,3.65,321.29,99.89,0.7,1320.6,272.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1324.73,24526013.24,3.65,321.29,120.94,0.7,1320.6,272.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1324.73,24526013.24,3.65,321.29,125.28,0.7,1320.6,272.13,0.45794985194221105,0.986699763202276,2749817.197249335,735540.1196655533,19901354.608728252,4234123.488838647,3906641.4439232578,8273.503855569508,22921169.879850917,0.5130885438052886,
10000000.0,1324.73,24526013.24,3.65,321.29,99.89,0.56,1322.64,309.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1324.73,24526013.24,3.65,321.29,120.94,0.56,1322.64,309.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1324.73,24526013.24,3.65,321.29,125.28,0.56,1322.64,309.24,0.3775363513116675,0.9202623469449689,2749817.197249335,735540.1196655533,19901354.608728252,4234123.488838647,3906641.4439232578,8273.503855569508,22921169.879850917,0.5130885438052886,
10000000.0,1324.73,24526013.24,3.65,321.29,99.89,0.8,1309.38,281.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1324.73,24526013.24,3.65,321.29,120.94,0.8,1309.38,281.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1324.73,24526013.24,3.65,321.29,125.28,0.8,1309.38,281.04,0.4760206360281554,0.9723404548896073,2749817.197249335,735540.1196655533,19901354.608728252,4234123.488838647,3906641.4439232578,8273.503855569508,22921169.879850917,0.5130885438052886,
10000000.0,1234.87,24013638.64,3.5,273.55,163.69,0.91,1230.17,274.55,0.4616415492846485,1.0132918032027887,2778404.844825553,911220.9137003432,21266834.12693988,4956086.410645008,4550158.04032852,10567.383841053823,25093259.67794713,0.46867524693501605,
10000000.0,1234.87,24013638.64,3.5,273.55,163.69,0.83,1223.18,309.43,0.43823103880025194,0.9977844262163357,2778404.844825553,911220.9137003432,21266834.12693988,4956086.410645008,4550158.04032852,10567.383841053823,25093259.67794713,0.46867524693501605,
10000000.0,1234.87,24013638.64,3.5,273.55,163.69,0.66,1233.87,269.82,0.4126500766149131,0.9700256074836306,2778404.844825553,911220.9137003432,21266834.12693988,4956086.410645008,4550158.04032852,10567.383841053823,25093259.67794713,0.46867524693501605,
10000000.0,1234.87,24013638.64,3.5,273.55,163.69,0.57,1220.01,303.17,0.35800560785285596,0.9545171606937625,2778404.844825553,911220.9137003432,21266834.12693988,4956086.410645008,4550158.04032852,10567.383841053823,25093259.67794713,0.46867524693501605,
10000000.0,1234.87,24013638.64,3.5,273.55,163.69,0.97,1226.27,295.53,0.4565673349308285,1.0063542113789232,2778404.844825553,911220.9137003432,21266834.12693988,4956086.410645008,4550158.04032852,10567.383841053823,25093259.67794713,0.46867524693501605,
10000000.0,1234.87,24013638.64,3.5,273.55,163.69,0.7,1215.97,285.83,0.41258469421497324,0.9701936915450752,2778404.844825553,911220.9137003432,21266834.12693988,4956086.410645008,4550158.04032852,10567.383841053823,25093259.67794713,0.46867524693501605,
10000000.0,1085.54,24287529.63,3.36,303.35,139.59,1.02,1084.81,276.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1085.54,24287529.63,3.36,303.35,152.5,1.02,1084.81,276.48,0.41487830084186433,0.9995672692428729,2662084.684356479,1224606.6743387352,23218142.35783588,5955154.545517241,5502398.136352285,14737.008047761967,28498523.649844054,0.4126736465532912,
10000000.0,1085.54,24287529.63,3.36,303.35,139.59,0.74,1076.79,283.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1085.54,24287529.63,3.36,303.35,152.5,0.74,1076.79,283.33,0.34036294967897257,0.9740078795577276,2662084.684356479,1224606.6743387352,23218142.35783588,5955154.545517241,5502398.136352285,14737.008047761967,28498523.649844054,0.4126736465532912,
10000000.0,1085.54,24287529.63,3.36,303.35,139.59,0.83,1066.78,300.82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1085.54,24287529.63,3.36,303.35,152.5,0.83,1066.78,300.82,0.3584049155218493,0.982377069323957,2662084.684356479,1224606.6743387352,23218142.35783588,5955154.545517241,5502398.136352285,14737.008047761967,28498523.649844054,0.4126736465532912,
10000000.0,1085.54,24287529.63,3.36,303.35,139.59,0.64,1070.3,312.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1085.54,24287529.63,3.36,303.35,152.5,0.64,1070.3,312.15,0.265415766445219,0.9314300077594952,2662084.684356479,1224606.6743387352,23218142.35783588,5955154.545517241,5502398.136352285,14737.008047761967,28498523.649844054,0.4126736465532912,
10000000.0,1085.54,24287529.63,3.36,303.35,139.59,0.88,1072.22,270.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1085.54,24287529.63,3.36,303.35,152.5,0.88,1072.22,270.23,0.3842453035652144,0.9972535961326618,2662084.684356479,1224606.6743387352,23218142.35783588,5955154.545517241,5502398.136352285,14737.008047761967,28498523.649844054,0.4126736465532912,
10000000.0,1085.54,24287529.63,3.36,303.35,139.59,0.53,1081.55,298.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1085.54,24287529.63,3.36,303.35,152.5,0.53,1081.55,298.39,0.1650402760467784,0.8642826493054366,2662084.684356479,1224606.6743387352,23218142.35783588,5955154.545517241,5502398.136352285,14737.008047761967,28498523.649844054,0.4126736465532912,
10000000.0,1073.24,24076937.23,3.05,317.09,239.55,1.04,1056.09,263.18,0.3797975240721266,0.99883882844231,2599873.279314272,1641965.0374508454,23368051.18337181,6009758.32318832,5597703.184217137,21733.60795894642,30641430.99708391,0.38381333029405795,
10000000.0,1073.24,24076937.23,3.05,317.09,239.55,0.85,1068.32,280.25,0.3519233085639604,0.9954803711446699,2599873.279314272,1641965.0374508454,23368051.18337181,6009758.32318832,5597703.184217137,21733.60795894642,30641430.99708391,0.38381333029405795,
10000000.0,1073.24,24076937.23,3.05,317.09,239.55,0.91,1058.52,317.0,0.3538468066176988,1.0037543361148182,2599873.279314272,1641965.0374508454,23368051.18337181,6009758.32318832,5597703.184217137,21733.60795894642,30641430.99708391,0.38381333029405795,
10000000.0,1073.24,24076937.23,3.05,317.09,239.55,0.68,1072.02,287.32,0.2853462077387973,0.9615101803968775,2599873.279314272,1641965.0374508454,23368051.18337181,6009758.32318832,5597703.184217137,21733.60795894642,30641430.99708391,0.38381333029405795,
10000000.0,1073.24,24076937.23,3.05,317.09,239.55,0.76,1064.12,295.39,0.31141592970890614,0.9730315123739002,2599873.279314272,1641965.0374508454,23368051.18337181,6009758.32318832,5597703.184217137,21733.60795894642,30641430.99708391,0.38381333029405795,
10000000.0,1073.24,24076937.23,3.05,317.09,239.55,0.53,1060.06,302.16,0.11879705132971936,0.8599578917478982,2599873.279314272,1641965.0374508454,23368051.18337181,6009758.32318832,5597703.184217137,21733.60795894642,30641430.99708391,0.38381333029405795,
10000000.0,1469.35,24679999.96,3.08,313.31,21.82,0.9,1458.72,273.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,83.61,0.9,1458.72,273.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,96.1,0.9,1458.72,273.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,98.62,0.9,1458.72,273.76,1.937293403011562,2.6018092482799675,2323463.5068446565,650221.0481196296,16238606.638206445,2306559.5531431003,2171457.409096991,8658.531666500288,19123384.01965412,0.6149847570848008,
10000000.0,1469.35,24679999.96,3.08,313.31,21.82,0.83,1467.8,312.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,83.61,0.83,1467.8,312.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,96.1,0.83,1467.8,312.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,98.62,0.83,1467.8,312.87,0.5852126569569877,0.9590242019066668,2323463.5068446565,650221.0481196296,16238606.638206445,2306559.5531431003,2171457.409096991,8658.531666500288,19123384.01965412,0.6149847570848008,
10000000.0,1469.35,24679999.96,3.08,313.31,21.82,1.04,1465.18,285.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,83.61,1.04,1465.18,285.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,96.1,1.04,1465.18,285.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,98.62,1.04,1465.18,285.86,0.6157500379498451,1.0038392378258305,2323463.5068446565,650221.0481196296,16238606.638206445,2306559.5531431003,2171457.409096991,8658.531666500288,19123384.01965412,0.6149847570848008,
10000000.0,1469.35,24679999.96,3.08,313.31,21.82,0.77,1455.05,298.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,83.61,0.77,1455.05,298.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,96.1,0.77,1455.05,298.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,98.62,0.77,1455.05,298.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,113.62,0.77,1455.05,298.96,0.5663053251229191,0.9317577154097674,2344649.7163681113,664393.4110870102,16336210.494535772,2356833.83953781,2218786.9790316103,8847.254953599508,19283865.127109375,0.6098668290016841,
10000000.0,1469.35,24679999.96,3.08,313.31,21.82,0.53,1451.21,300.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,83.61,0.53,1451.21,300.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,96.1,0.53,1451.21,300.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,98.62,0.53,1451.21,300.62,0.49731891129001926,0.8207440750983125,2323463.5068446565,650221.0481196296,16238606.638206445,2306559.5531431003,2171457.409096991,8658.531666500288,19123384.01965412,0.6149847570848008,
10000000.0,1469.35,24679999.96,3.08,313.31,21.82,0.62,1462.57,272.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,83.61,0.62,1462.57,272.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,96.1,0.62,1462.57,272.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1469.35,24679999.96,3.08,313.31,98.62,0.62,1462.57,272.23,0.5482455530602117,0.8672302422830763,2323463.5068446565,650221.0481196296,16238606.638206445,2306559.5531431003,2171457.409096991,8658.531666500288,19123384.01965412,0.6149847570848008,
10000000.0,1336.87,24834865.1,3.19,284.31,115.71,0.76,1317.99,285.38,0.5144169857446368,0.9579671330618673,2604986.269612684,787086.9855010291,17871544.35702819,3151223.1777755665,2959731.5032862704,10117.853157764988,21366553.3712065,0.5504205321114114,
10000000.0,1336.87,24834865.1,3.19,284.31,115.71,0.66,1322.48,317.25,0.4887714886122344,0.957860348632325,2604986.269612684,787086.9855010291,17871544.35702819,3151223.1777755665,2959731.5032862704,10117.853157764988,21366553.3712065,0.5504205321114114,
10000000.0,1336.87,24834865.1,3.19,284.31,115.71,0.56,1333.19,297.45,0.45935336907306823,0.9376804136739089,2604986.269612684,787086.9855010291,17871544.35702819,3151223.1777755665,2959731.5032862704,10117.853157764988,21366553.3712065,0.5504205321114114,
10000000.0,1336.87,24834865.1,3.19,284.31,115.71,0.87,1335.82,277.25,0.5373117805382078,0.9804215617477211,2604986.269612684,787086.9855010291,17871544.35702819,3151223.1777755665,2959731.5032862704,10117.853157764988,21366553.3712065,0.5504205321114114,
10000000.0,1336.87,24834865.1,3.19,284.31,115.71,0.83,1327.22,265.51,0.5289039658080401,0.9690204795891141,2604986.269612684,787086.9855010291,17871544.35702819,3151223.1777755665,2959731.5032862704,10117.853157764988,21366553.3712065,0.5504205321114114,
10000000.0,1336.87,24834865.1,3.19,284.31,115.71,1.0,1323.62,300.71,0.5357374484370604,0.9904478315503442,2604986.269612684,787086.9855010291,17871544.35702819,3151223.1777755665,2959731.5032862704,10117.853157764988,21366553.3712065,0.5504205321114114,
10000000.0,1387.36,24959022.4,3.12,279.15,144.24,0.7,1370.55,310.16,0.5139460785130394,0.9399765273133455,2509163.877011314,785791.0355974989,17302849.95042508,2850558.340305301,2691701.934153428,10402.609584442998,20800611.551329345,0.565396341686634,
10000000.0,1387.36,24959022.4,3.12,279.15,144.24,1.05,1380.4,278.34,0.5665050474803519,1.002115258750855,2509163.877011314,785791.0355974989,17302849.95042508,2850558.340305301,2691701.934153428,10402.609584442998,20800611.551329345,0.565396341686634,
10000000.0,1387.36,24959022.4,3.12,279.15,144.24,0.65,1386.37,305.71,0.5109565880070785,0.938371161985879,2509163.877011314,785791.0355974989,17302849.95042508,2850558.340305301,2691701.934153428,10402.609584442998,20800611.551329345,0.565396341686634,
10000000.0,1387.36,24959022.4,3.12,279.15,144.24,0.86,1376.2,268.9,0.5481464450703777,0.9685850561533397,2509163.877011314,785791.0355974989,17302849.95042508,2850558.340305301,2691701.934153428,10402.609584442998,20800611.551329345,0.565396341686634,
10000000.0,1387.36,24959022.4,3.12,279.15,144.24,0.59,1383.75,286.01,0.5058942961903508,0.9331386886784953,2509163.877011314,785791.0355974989,17302849.95042508,2850558.340305301,2691701.934153428,10402.609584442998,20800611.551329345,0.565396341686634,
10000000.0,1387.36,24959022.4,3.12,279.15,144.24,0.93,1373.2,295.92,0.5439154373630688,0.9766881307540938,2509163.877011314,785791.0355974989,17302849.95042508,2850558.340305301,2691701.934153428,10402.609584442998,20800611.551329345,0.565396341686634,
10000000.0,1199.74,24499341.26,3.45,310.95,46.09,1.03,1198.18,273.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,129.39,1.03,1198.18,273.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,140.34,1.03,1198.18,273.66,0.4732777626867666,0.9969022252413704,2708315.2804137743,934069.9134258131,20965207.650271565,4779749.859658949,4424868.114646262,11010.057646616227,24943615.95694286,0.47148696068233387,
10000000.0,1199.74,24499341.26,3.45,310.95,46.09,0.62,1195.05,308.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,129.39,0.62,1195.05,308.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,140.34,0.62,1195.05,308.09,0.3532217486074994,0.9352866825020822,2708315.2804137743,934069.9134258131,20965207.650271565,4779749.859658949,4424868.114646262,11010.057646616227,24943615.95694286,0.47148696068233387,
10000000.0,1199.74,24499341.26,3.45,310.95,46.09,0.87,1181.06,265.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,129.39,0.87,1181.06,265.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,140.34,0.87,1181.06,265.91,0.4421393530357168,0.9803280893947554,2708315.2804137743,934069.9134258131,20965207.650271565,4779749.859658949,4424868.114646262,11010.057646616227,24943615.95694286,0.47148696068233387,
10000000.0,1199.74,24499341.26,3.45,310.95,46.09,0.83,1186.62,293.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,129.39,0.83,1186.62,293.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,140.34,0.83,1186.62,293.57,0.4283031279435834,0.9757554048680871,2708315.2804137743,934069.9134258131,20965207.650271565,4779749.859658949,4424868.114646262,11010.057646616227,24943615.95694286,0.47148696068233387,
10000000.0,1199.74,24499341.26,3.45,310.95,46.09,0.51,1183.95,314.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,129.39,0.51,1183.95,314.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,140.34,0.51,1183.95,314.29,0.24421778443352335,0.8579035638446587,2708315.2804137743,934069.9134258131,20965207.650271565,4779749.859658949,4424868.114646262,11010.057646616227,24943615.95694286,0.47148696068233387,
10000000.0,1199.74,24499341.26,3.45,310.95,46.09,0.69,1190.72,285.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,129.39,0.69,1190.72,285.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1199.74,24499341.26,3.45,310.95,140.34,0.69,1190.72,285.72,0.3953963005340325,0.9663857215900133,2708315.2804137743,934069.9134258131,20965207.650271565,4779749.859658949,4424868.114646262,11010.057646616227,24943615.95694286,0.47148696068233387,
10000000.0,1392.1,24653899.98,2.95,266.0,233.35,1.03,1387.24,300.27,0.532931749458505,1.0007437040759208,2549461.3635518216,995331.1620673777,17368176.948941592,2865897.751029303,2741689.521945938,14076.343642802509,21717549.80428356,0.5415247015409952,
10000000.0,1392.1,24653899.98,2.95,266.0,233.35,0.56,1389.62,313.69,0.47188973560694947,0.9659439844692775,2549461.3635518216,995331.1620673777,17368176.948941592,2865897.751029303,2741689.521945938,14076.343642802509,21717549.80428356,0.5415247015409952,
10000000.0,1392.1,24653899.98,2.95,266.0,233.35,0.68,1384.83,285.4,0.5097920999322069,1.0064921696893017,2549461.3635518216,995331.1620673777,17368176.948941592,2865897.751029303,2741689.521945938,14076.343642802509,21717549.80428356,0.5415247015409952,
10000000.0,1392.1,24653899.98,2.95,266.0,233.35,0.9,1379.02,299.03,0.5209666720470935,0.9921165604485029,2549461.3635518216,995331.1620673777,17368176.948941592,2865897.751029303,2741689.521945938,14076.343642802509,21717549.80428356,0.5415247015409952,
10000000.0,1392.1,24653899.98,2.95,266.0,233.35,0.6,1378.46,273.95,0.48791200003034196,0.9734502271613088,2549461.3635518216,995331.1620673777,17368176.948941592,2865897.751029303,2741689.521945938,14076.343642802509,21717549.80428356,0.5415247015409952,
10000000.0,1392.1,24653899.98,2.95,266.0,233.35,0.86,1374.23,270.52,0.5254016678139748,0.989782919462446,2549461.3635518216,995331.1620673777,17368176.948941592,2865897.751029303,2741689.521945938,14076.343642802509,21717549.80428356,0.5415247015409952,
10000000.0,1255.71,24732540.01,3.62,280.53,99.33,1.04,1238.13,301.3,0.48467736657107424,0.9962928965750583,2758152.6206817264,795596.7155522634,20358926.606453743,4467974.052920282,4130362.877567108,9043.766538289792,23667004.862369996,0.49691922338113115,
10000000.0,1255.71,24732540.01,3.62,280.53,99.33,0.75,1246.81,266.93,0.4626739584116133,1.0097164773488998,2758152.6206817264,795596.7155522634,20358926.606453743,4467974.052920282,4130362.877567108,9043.766538289792,23667004.862369996,0.49691922338113115,
10000000.0,1255.71,24732540.01,3.62,280.53,99.33,0.82,1245.29,310.73,0.4643810956335757,0.9949309975155188,2758152.6206817264,795596.7155522634,20358926.606453743,4467974.052920282,4130362.877567108,9043.766538289792,23667004.862369996,0.49691922338113115,
10000000.0,1255.71,24732540.01,3.62,280.53,99.33,0.51,1241.89,283.56,0.3389937060757106,0.913361845216473,2758152.6206817264,795596.7155522634,20358926.606453743,4467974.052920282,4130362.877567108,9043.766538289792,23667004.862369996,0.49691922338113115,
10000000.0,1255.71,24732540.01,3.62,280.53,99.33,0.67,1249.97,298.36,0.4302902027539126,0.9831440836059053,2758152.6206817264,795596.7155522634,20358926.606453743,4467974.052920282,4130362.877567108,9043.766538289792,23667004.862369996,0.49691922338113115,
10000000.0,1255.71,24732540.01,3.62,280.53,99.33,0.95,1252.62,278.03,0.49113284430427584,0.9956300683904893,2758152.6206817264,795596.7155522634,20358926.606453743,4467974.052920282,4130362.877567108,9043.766538289792,23667004.862369996,0.49691922338113115,
10000000.0,1038.54,24826915.39,3.31,297.46,39.38,0.73,1030.48,300.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1038.54,24826915.39,3.31,297.46,139.15,0.73,1030.48,300.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10000000.0,1038.54,24826915.39,3.31,297.46,151.37,0.73,1030.48,300.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
