P_net,T_in_ref_blk,p_high,PR,Pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_gross,UA_HTR,UA_LTR,UA_PHX,UA_cooler,W_turb_des,W_comp_des,W_recomp_des,Q_HX_des,C_PB,eta_cycle_des
40000000,1098.14,23532530.54,2.77,29.93,226.5,0.62,1080.57,319.57,0.4053695826,6494729.03460613,2804804.35993384,1846791.23993223,72429.0694320876,72576647.238042,12769347.5579379,12764940.9762388,98704725.6904221,29324038.5330544,0.4765968233
40000000,1098.14,23532530.54,2.77,29.93,226.5,0.48,1095.95,275.31,0.3538372367,6494729.03460613,2804804.35993384,1846791.23993223,72429.0694320876,72576647.238042,12769347.5579379,12764940.9762388,98704725.6904221,29324038.5330544,0.4765968233
40000000,1098.14,23532530.54,2.77,29.93,226.5,0.86,1089.64,323.38,0.4518767327,6494729.03460613,2804804.35993384,1846791.23993223,72429.0694320876,72576647.238042,12769347.5579379,12764940.9762388,98704725.6904221,29324038.5330544,0.4765968233
40000000,1098.14,23532530.54,2.77,29.93,226.5,0.75,1082.04,290.22,0.442026186,6494729.03460613,2804804.35993384,1846791.23993223,72429.0694320876,72576647.238042,12769347.5579379,12764940.9762388,98704725.6904221,29324038.5330544,0.4765968233
40000000,1098.14,23532530.54,2.77,29.93,226.5,0.91,1097.35,310.34,0.4601907126,6494729.03460613,2804804.35993384,1846791.23993223,72429.0694320876,72576647.238042,12769347.5579379,12764940.9762388,98704725.6904221,29324038.5330544,0.4765968233
40000000,1098.14,23532530.54,2.77,29.93,226.5,0.66,1085.96,304.45,0.4216745532,6494729.03460613,2804804.35993384,1846791.23993223,72429.0694320876,72576647.238042,12769347.5579379,12764940.9762388,98704725.6904221,29324038.5330544,0.4765968233
40000000,1098.14,23532530.54,2.77,29.93,226.5,0.98,1093.91,251.43,0.4730371281,6494729.03460613,2804804.35993384,1846791.23993223,72429.0694320876,72576647.238042,12769347.5579379,12764940.9762388,98704725.6904221,29324038.5330544,0.4765968233
40000000,1098.14,23532530.54,2.77,29.93,226.5,0.58,1098.6,316.29,0.4023525745,6494729.03460613,2804804.35993384,1846791.23993223,72429.0694320876,72576647.238042,12769347.5579379,12764940.9762388,98704725.6904221,29324038.5330544,0.4765968233
40000000,1098.14,23532530.54,2.77,29.93,226.5,1.03,1086.87,255.62,0.473582635,6494729.03460613,2804804.35993384,1846791.23993223,72429.0694320876,72576647.238042,12769347.5579379,12764940.9762388,98704725.6904221,29324038.5330544,0.4765968233
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.64,1120.74,315.82,0.4950922047,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.79,1122.37,271.67,0.5062731362,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.76,1126.5,288.34,0.5062431021,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.83,1113.37,275.66,0.5053304502,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.72,1131.7,319.69,0.4984435113,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.98,1119.84,260.28,0.5082112039,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.86,1123.52,286.69,0.5074180674,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.59,1124.82,295.78,0.4967596215,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,1.04,1115.74,321.77,0.499058734,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.88,1128.81,277.11,0.5092342596,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.49,1114.22,294.14,0.492471176,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.63,1117.21,254.65,0.5029576651,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.75,1116.59,303.17,0.4962445125,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.56,1122.79,265.94,0.5020226127,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.68,1112.94,299.49,0.4946222157,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.97,1119.24,283.65,0.5078745103,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.54,1128.47,310.74,0.4936911084,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,1.01,1111.01,252.75,0.5063209624,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.93,1126.8,308.81,0.5006692419,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1130.86,25329244.01,2.92,17.78,100.06,0.47,1129.91,261.96,0.499474983,6246903.10407985,2478030.88029711,1849517.53775877,64369.4609339284,69174023.8163227,10891405.4158089,11240259.6966484,92050226.9457125,25882435.3118252,0.5110509802
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.79,1129.74,315.31,0.4726372089,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.51,1143.11,277.5,0.426953703,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.5,1137.73,250.75,0.4199851164,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.91,1133.46,307.34,0.4791091579,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.75,1132.18,298.67,0.4708298584,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.82,1130.5,281.79,0.482576176,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.63,1139.25,258.69,0.4630940853,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.87,1149.41,301.65,0.481926417,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,1.05,1145.43,267.96,0.4944892556,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.56,1144.83,289.74,0.4451625656,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.6,1147.55,254.99,0.4597178855,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.72,1141.58,323.01,0.4708388024,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,1.02,1142.06,318.79,0.4846661003,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.95,1146.54,262.93,0.4925560254,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.64,1136.13,273.05,0.4638376545,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.67,1136.66,311.6,0.4627603968,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.78,1149.11,286,0.4845085865,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.98,1135.15,292.69,0.4882099259,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.91,1132.63,271.4,0.4872965076,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1149.25,25463104.04,3.22,15.18,186.59,0.46,1139.97,305.16,0.3942739469,6380697.12786812,2170426.59734378,4617420.3931001,45079.7926354562,75493235.4543127,14294429.2231948,14156447.5272525,95143329.5860248,28492355.6396656,0.4944367504
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.94,1155.39,301.21,0.467544542,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.48,1151.77,314.95,0.3845312194,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.68,1145.88,319.15,0.4483589828,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.57,1141.75,285.07,0.4237618759,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.64,1158.24,254.62,0.4554703797,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.84,1142.91,259.48,0.4667076146,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.81,1146.8,302.67,0.457745551,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.85,1151.13,250.84,0.4694226185,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,1.01,1148.82,264.65,0.4766698381,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.47,1154.2,282.49,0.389480762,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.75,1153.44,294,0.4601902842,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.91,1156.24,265.98,0.4744104644,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,1.05,1149.94,289.82,0.4778113602,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.6,1144.88,298.88,0.4277254179,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.55,1160.46,307.8,0.4203119861,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.7,1157.75,279.47,0.4599515614,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.88,1148.16,271.24,0.4701391208,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.78,1161.73,276.23,0.468007932,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.97,1159.52,311.13,0.4704466695,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1161.05,20503781.26,2.87,27.19,191.3,0.54,1144.12,324.54,0.406177125,8069558.33539652,2223892.10597722,2859006.59899478,47153.7214258608,77708676.6292636,16034463.0283159,14631854.8970823,97955664.3564594,30812961.5183173,0.4802413318
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.97,1175.17,262.59,0.4681174378,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.58,1191.25,273.3,0.4140652174,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.83,1193.64,293.23,0.4618916492,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.72,1182.09,301.96,0.441244682,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.85,1185.16,266.13,0.463147032,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.76,1186.33,297.72,0.4469536943,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,1.03,1180.04,252.34,0.4725023517,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.62,1181.61,282.46,0.4226682316,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.53,1179.4,324.46,0.3748007256,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.5,1190.28,278.33,0.3745416481,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.67,1178.47,261.17,0.4369684004,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.99,1192.34,254.02,0.4745543646,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.79,1183.32,284.73,0.4568456952,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.89,1175.52,272.38,0.4630172877,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.45,1188.64,318.63,0.3253438073,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.74,1174.26,308.7,0.4412012427,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.93,1183.79,305.93,0.4605335501,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.66,1176.72,315.58,0.4247590226,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,0.54,1189.04,311.93,0.3864286622,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1193.25,23762504.21,3.44,24.32,223.6,1.03,1187.42,291.19,0.4735757898,6564388.95143231,2065864.27709381,2861678.90915915,37571.5499038168,81475744.5014809,17639022.9296019,16794362.8680136,99023446.5417417,30790203.1430227,0.4750628295
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.84,1074.74,324.72,0.4334368327,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.91,1072.42,273.71,0.4412008994,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.57,1073.46,316.81,0.4132399876,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.75,1078.75,309.67,0.433000822,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,1.04,1069.06,284.45,0.4415568669,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.72,1070.27,250.69,0.4339874855,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.9,1070.29,293.32,0.4386005929,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.77,1086.84,259.67,0.4414179554,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.48,1067.68,266.65,0.4029195071,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.52,1084.42,313.57,0.4120427291,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.94,1082.25,254.21,0.4432789284,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.8,1080.05,271.35,0.4410721993,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.56,1066.2,288.55,0.4153098766,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.87,1081.72,299.3,0.4345977674,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.62,1078.15,318.07,0.4220090908,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.5,1076.53,276.52,0.4120231699,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,1.01,1072.3,297.08,0.4344956528,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.69,1076.9,281.51,0.4353439944,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.66,1085.19,263.31,0.4373958134,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1086.07,23273998.54,3.37,25.98,118.14,0.98,1083.59,304.99,0.4364816102,6235362.8966972,2354951.34561378,1950107.31480334,43485.2636825478,85650675.4480805,19851566.1078844,18756750.6363308,105809472.453849,30723360.9053906,0.444594965
40000000,1274.02,20188848.51,3.42,28.7,194.7,0.63,1265.57,304.95,0.4624987589,7009809.58896607,1663989.47153504,2349937.70721914,29154.2990480629,78407929.4010533,16434518.4988411,14931052.1983468,91836261.1950439,29306735.1409483,0.5122416581
