country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,cloudopacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Pw Units,Relative humidity Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Indonesia,Solcast https://solcast.com,N/A,7.0,-6.2088,106.8456,10,deg.C,degree,%,deg.C,W/m2,W/m2,W/m2,W/m2,cm,%,cm,mbar,Degrees,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,cloudopacity,Dew Point,DHI,DNI,EBH,GHI,Pw,Relative humidity,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith
2009,1,1,0,0,23.5,-165,20.8,22.2,0.0,0.0,0.0,0.0,5.11,92.4,0.0,978.0,247,2.9,149
2009,1,1,1,0,23.3,-143,6.6,22.2,0.0,0.0,0.0,0.0,5.17,93.3,0.0,977.8,249,3.1,142
2009,1,1,2,0,23.2,-130,47.5,22.2,0.0,0.0,0.0,0.0,5.22,94.2,0.0,977.6,250,3.3,132
2009,1,1,3,0,23.0,-122,59.9,22.2,0.0,0.0,0.0,0.0,5.26,95.2,0.0,977.4,251,3.5,120
2009,1,1,4,0,23.2,-117,49.9,22.4,0.0,0.0,0.0,0.0,5.26,94.9,0.0,977.5,252,3.7,107
2009,1,1,5,0,23.7,-114,57.1,22.6,3.0,2.0,0.0,3.0,5.22,93.7,0.0,977.7,252,3.7,93
2009,1,1,6,0,24.3,-113,37.4,22.9,73.0,45.0,11.0,85.0,5.18,92.3,0.0,978.0,251,3.8,80
2009,1,1,7,0,24.7,-113,31.3,22.9,185.0,80.0,35.0,223.0,5.18,89.5,0.0,978.3,255,3.9,66
2009,1,1,8,0,25.2,-115,22.5,22.6,287.0,225.0,147.0,435.0,5.21,85.7,0.0,978.5,261,4.1,52
2009,1,1,9,0,25.6,-120,17.7,22.3,365.0,316.0,247.0,613.0,5.24,82.0,0.0,978.7,266,4.4,39
2009,1,1,10,0,25.7,-134,17.1,22.3,416.0,353.0,315.0,732.0,5.25,81.3,0.0,978.6,269,4.6,27
2009,1,1,11,0,25.7,-164,13.6,22.6,386.0,464.0,441.0,825.0,5.26,82.8,0.0,978.1,271,4.7,19
2009,1,1,12,0,25.7,157,45.5,22.9,363.0,162.0,155.0,521.0,5.26,84.7,0.0,977.7,272,4.9,20
2009,1,1,13,0,25.5,131,75.3,23.0,213.0,5.0,5.0,221.0,5.23,86.0,0.0,977.3,269,4.9,29
2009,1,1,14,0,25.3,119,79.3,22.9,149.0,2.0,1.0,153.0,5.19,86.7,0.0,976.9,263,4.8,41
2009,1,1,15,0,25.0,114,78.2,22.8,116.0,2.0,1.0,119.0,5.15,87.3,0.0,976.5,257,4.7,54
2009,1,1,16,0,25.0,113,65.6,22.8,96.0,10.0,3.0,101.0,5.1,87.4,0.0,976.7,252,4.4,68
2009,1,1,17,0,25.2,113,34.5,22.9,51.0,52.0,9.0,61.0,5.06,87.1,0.0,977.1,248,3.9,82
2009,1,1,18,0,25.3,114,40.7,22.9,10.0,20.0,3.0,13.0,5.01,86.7,0.0,977.7,243,3.4,96
2009,1,1,19,0,25.2,117,48.4,22.9,0.0,0.0,0.0,0.0,4.99,87.2,0.0,978.1,239,3.1,109
2009,1,1,20,0,24.9,123,49.0,22.8,0.0,0.0,0.0,0.0,4.99,88.2,0.0,978.5,238,3.0,122
2009,1,1,21,0,24.6,132,53.3,22.7,0.0,0.0,0.0,0.0,4.99,89.3,0.0,978.9,237,2.9,134
2009,1,1,22,0,24.3,146,50.8,22.6,0.0,0.0,0.0,0.0,5.03,90.1,0.0,979.1,239,2.9,144
2009,1,1,23,0,24.2,169,49.0,22.6,0.0,0.0,0.0,0.0,5.09,90.7,0.0,979.0,242,3.1,149
2009,1,2,0,0,24.0,-165,49.0,22.5,0.0,0.0,0.0,0.0,5.16,91.3,0.0,979.0,245,3.2,149
2009,1,2,1,0,23.9,-143,49.0,22.5,0.0,0.0,0.0,0.0,5.2,92.0,0.0,978.8,248,3.4,142
2009,1,2,2,0,23.6,-130,48.6,22.4,0.0,0.0,0.0,0.0,5.22,92.9,0.0,978.5,249,3.6,132
2009,1,2,3,0,23.4,-122,53.6,22.4,0.0,0.0,0.0,0.0,5.24,93.7,0.0,978.2,250,3.8,120
2009,1,2,4,0,23.7,-117,60.4,22.5,0.0,0.0,0.0,0.0,5.17,92.8,0.0,978.3,247,3.6,107
2009,1,2,5,0,24.3,-114,64.5,22.7,3.0,5.0,1.0,4.0,5.04,90.9,0.0,978.6,241,3.4,93
2009,1,2,6,0,24.9,-113,26.4,22.9,76.0,123.0,34.0,109.0,4.91,88.7,0.0,979.0,233,3.1,80
2009,1,2,7,0,25.5,-113,2.9,22.8,142.0,414.0,187.0,327.0,4.85,85.3,0.0,979.2,233,3.1,66
2009,1,2,8,0,26.1,-115,0.0,22.6,179.0,620.0,385.0,558.0,4.85,81.2,0.0,979.3,240,3.4,52
2009,1,2,9,0,26.7,-120,0.0,22.4,202.0,715.0,556.0,750.0,4.85,77.2,0.0,979.5,246,3.7,39
2009,1,2,10,0,27.2,-133,0.0,22.2,218.0,768.0,684.0,889.0,4.87,73.9,0.0,979.2,250,4.0,27
2009,1,2,11,0,27.7,-163,0.0,22.0,221.0,799.0,756.0,964.0,4.9,71.2,0.0,978.6,253,4.4,19
2009,1,2,12,0,28.1,157,0.1,21.9,207.0,826.0,777.0,970.0,4.93,68.8,0.0,978.0,256,4.7,20
2009,1,2,13,0,28.2,131,2.7,22.0,212.0,775.0,679.0,880.0,4.95,69.0,0.0,977.6,256,4.9,29
2009,1,2,14,0,27.9,119,1.8,22.2,171.0,786.0,590.0,751.0,4.97,71.2,0.0,977.2,254,4.8,41
2009,1,2,15,0,27.6,114,0.3,22.5,124.0,780.0,455.0,571.0,4.97,73.8,0.0,976.9,252,4.8,54
2009,1,2,16,0,27.2,113,1.4,22.7,87.0,680.0,264.0,347.0,4.9,76.3,0.0,977.1,248,4.5,68
2009,1,2,17,0,26.9,113,32.6,22.9,44.0,205.0,63.0,107.0,4.77,78.9,0.0,977.6,243,4.1,82
2009,1,2,18,0,26.5,114,13.7,23.0,9.0,5.0,1.0,10.0,4.63,81.5,0.0,978.2,236,3.7,95
2009,1,2,19,0,25.9,117,0.0,22.9,0.0,0.0,0.0,0.0,4.56,83.6,0.0,978.9,231,3.4,109
2009,1,2,20,0,25.3,122,0.0,22.7,0.0,0.0,0.0,0.0,4.54,85.3,0.0,979.5,227,3.1,122
2009,1,2,21,0,24.7,131,0.0,22.4,0.0,0.0,0.0,0.0,4.52,87.0,0.0,980.1,223,2.9,134
2009,1,2,22,0,24.3,146,0.0,22.2,0.0,0.0,0.0,0.0,4.51,88.0,0.0,980.3,222,2.8,144
2009,1,2,23,0,24.1,169,0.0,22.1,0.0,0.0,0.0,0.0,4.5,88.5,0.0,980.2,223,2.7,149
2009,1,3,0,0,23.8,-165,0.0,21.9,0.0,0.0,0.0,0.0,4.49,88.9,0.0,980.0,224,2.7,149
2009,1,3,1,0,23.6,-143,0.0,21.7,0.0,0.0,0.0,0.0,4.48,89.2,0.0,979.8,223,2.7,142
2009,1,3,2,0,23.5,-130,0.0,21.6,0.0,0.0,0.0,0.0,4.49,89.4,0.0,979.4,222,2.7,132
2009,1,3,3,0,23.3,-122,0.0,21.5,0.0,0.0,0.0,0.0,4.5,89.6,0.0,979.1,220,2.7,120
2009,1,3,4,0,23.4,-117,1.8,21.6,0.0,0.0,0.0,0.0,4.47,89.3,0.0,979.0,218,2.9,107
2009,1,3,5,0,23.8,-114,42.7,21.8,3.0,8.0,2.0,5.0,4.44,88.6,0.0,979.2,216,3.1,93
2009,1,3,6,0,24.3,-112,18.3,22.1,73.0,190.0,48.0,121.0,4.39,87.6,0.0,979.4,214,3.5,80
2009,1,3,7,0,25.1,-113,7.5,22.1,170.0,321.0,136.0,305.0,4.39,83.7,0.0,979.5,216,3.7,66
2009,1,3,8,0,26.0,-115,5.3,21.9,205.0,529.0,335.0,536.0,4.41,77.8,0.0,979.5,219,3.8,52
2009,1,3,9,0,27.1,-120,1.6,21.6,210.0,698.0,545.0,747.0,4.43,72.2,0.0,979.6,222,4.0,39
2009,1,3,10,0,27.8,-133,0.3,21.4,211.0,785.0,699.0,898.0,4.46,68.3,0.0,979.3,225,4.1,27
2009,1,3,11,0,28.3,-163,0.0,21.2,211.0,824.0,779.0,977.0,4.49,65.4,0.0,978.7,228,4.2,19
2009,1,3,12,0,28.8,157,0.2,21.0,204.0,833.0,785.0,975.0,4.52,62.9,0.0,978.1,231,4.4,20
2009,1,3,13,0,28.9,131,5.1,20.9,240.0,719.0,631.0,862.0,4.52,62.1,0.0,977.6,233,4.5,29
2009,1,3,14,0,28.8,119,2.2,20.9,173.0,790.0,591.0,754.0,4.51,62.5,0.0,977.2,234,4.6,41
2009,1,3,15,0,28.7,114,0.0,21.0,115.0,815.0,477.0,584.0,4.48,63.2,0.0,976.8,234,4.6,54
2009,1,3,16,0,28.3,112,0.0,21.1,81.0,726.0,281.0,357.0,4.45,64.8,0.0,977.0,235,4.5,68
2009,1,3,17,0,27.9,113,0.0,21.2,36.0,411.0,101.0,135.0,4.4,67.2,0.0,977.5,236,4.2,82
2009,1,3,18,0,27.4,114,0.0,21.4,6.0,88.0,15.0,21.0,4.36,69.9,0.0,978.0,237,3.8,95
2009,1,3,19,0,26.7,117,0.0,21.6,0.0,0.0,0.0,0.0,4.28,73.6,0.0,978.6,235,3.5,109
2009,1,3,20,0,25.9,122,0.0,21.7,0.0,0.0,0.0,0.0,4.17,78.1,0.0,979.1,232,3.3,122
2009,1,3,21,0,25.0,131,0.0,21.9,0.0,0.0,0.0,0.0,4.07,82.9,0.0,979.6,227,3.1,134
2009,1,3,22,0,24.5,146,0.0,21.9,0.0,0.0,0.0,0.0,3.97,85.8,0.0,979.8,224,3.0,144
2009,1,3,23,0,24.1,169,0.0,21.8,0.0,0.0,0.0,0.0,3.88,87.1,0.0,979.8,221,3.0,149
2009,1,4,0,0,23.8,-165,0.0,21.8,0.0,0.0,0.0,0.0,3.79,88.2,0.0,979.7,219,3.0,149
2009,1,4,1,0,23.6,-144,0.0,21.7,0.0,0.0,0.0,0.0,3.72,88.9,0.0,979.5,217,3.0,142
2009,1,4,2,0,23.4,-130,0.0,21.5,0.0,0.0,0.0,0.0,3.65,89.5,0.0,979.2,216,3.0,132
2009,1,4,3,0,23.2,-121,0.0,21.4,0.0,0.0,0.0,0.0,3.59,89.9,0.0,979.0,216,2.9,120
2009,1,4,4,0,23.3,-117,0.0,21.5,0.0,0.0,0.0,0.0,3.55,89.6,0.0,979.0,216,3.1,107
2009,1,4,5,0,23.6,-114,0.0,21.7,3.0,8.0,2.0,5.0,3.53,88.8,0.0,979.3,218,3.4,93
2009,1,4,6,0,24.0,-112,0.0,21.9,71.0,198.0,51.0,121.0,3.52,87.7,0.0,979.6,219,3.8,80
2009,1,4,7,0,24.7,-113,0.0,21.6,134.0,470.0,205.0,337.0,3.52,83.1,0.0,979.8,221,3.9,66
2009,1,4,8,0,25.6,-115,0.0,21.1,168.0,658.0,407.0,568.0,3.54,76.3,0.0,980.0,225,3.9,52
2009,1,4,9,0,26.5,-120,0.0,20.6,188.0,754.0,586.0,765.0,3.56,69.8,0.0,980.2,229,4.0,39
2009,1,4,10,0,27.2,-133,0.0,20.3,201.0,807.0,718.0,907.0,3.59,65.9,0.0,979.9,232,4.1,27
2009,1,4,11,0,27.7,-163,0.0,20.1,205.0,838.0,794.0,984.0,3.63,63.6,0.0,979.3,235,4.2,19
2009,1,4,12,0,28.1,157,0.0,20.0,195.0,854.0,805.0,986.0,3.66,61.7,0.0,978.7,238,4.4,20
2009,1,4,13,0,28.2,131,0.0,20.0,173.0,862.0,756.0,915.0,3.67,61.2,0.0,978.1,240,4.6,28
2009,1,4,14,0,28.1,119,0.0,20.0,143.0,857.0,648.0,779.0,3.67,61.6,0.0,977.5,240,4.7,41
2009,1,4,15,0,28.0,114,0.0,20.1,114.0,821.0,483.0,587.0,3.65,62.2,0.0,976.9,241,4.7,54
2009,1,4,16,0,27.8,112,0.0,20.5,81.0,724.0,282.0,359.0,3.57,64.6,0.0,976.9,241,4.5,68
2009,1,4,17,0,27.6,112,0.0,21.2,37.0,405.0,100.0,135.0,3.43,68.3,0.0,977.2,242,4.1,82
2009,1,4,18,0,27.4,114,0.0,22.0,7.0,85.0,14.0,21.0,3.29,72.5,0.0,977.6,243,3.7,95
2009,1,4,19,0,26.6,117,0.0,21.9,0.0,0.0,0.0,0.0,3.2,75.5,0.0,978.2,243,3.5,109
2009,1,4,20,0,25.4,122,0.0,21.2,0.0,0.0,0.0,0.0,3.16,77.7,0.0,978.8,242,3.4,122
2009,1,4,21,0,24.1,131,0.0,20.4,0.0,0.0,0.0,0.0,3.13,79.7,0.0,979.5,240,3.4,134
2009,1,4,22,0,23.4,146,1.4,20.0,0.0,0.0,0.0,0.0,3.11,81.2,0.0,979.7,237,3.4,144
2009,1,4,23,0,22.9,168,34.9,19.7,0.0,0.0,0.0,0.0,3.11,82.3,0.0,979.5,233,3.4,149
2009,1,5,0,0,22.5,-165,49.0,19.6,0.0,0.0,0.0,0.0,3.11,83.4,0.0,979.3,229,3.4,149
2009,1,5,1,0,22.2,-144,49.0,19.5,0.0,0.0,0.0,0.0,3.15,84.3,0.0,979.1,227,3.4,143
2009,1,5,2,0,22.0,-130,49.0,19.3,0.0,0.0,0.0,0.0,3.21,84.9,0.0,978.9,225,3.5,132
2009,1,5,3,0,21.8,-121,49.0,19.3,0.0,0.0,0.0,0.0,3.28,85.5,0.0,978.7,224,3.5,120
2009,1,5,4,0,22.1,-116,49.2,19.6,0.0,0.0,0.0,0.0,3.33,85.4,0.0,978.7,222,3.5,107
2009,1,5,5,0,22.9,-114,65.1,20.2,3.0,7.0,2.0,5.0,3.38,84.6,0.0,978.9,220,3.5,94
2009,1,5,6,0,23.7,-112,21.9,20.8,72.0,185.0,46.0,118.0,3.42,83.6,0.0,979.2,218,3.5,80
2009,1,5,7,0,24.8,-112,7.0,20.8,166.0,332.0,141.0,306.0,3.49,78.9,0.0,979.4,220,3.5,66
2009,1,5,8,0,26.0,-114,3.1,20.5,183.0,593.0,373.0,552.0,3.56,71.9,0.0,979.5,225,3.7,52
2009,1,5,9,0,27.2,-120,4.4,20.1,238.0,643.0,496.0,728.0,3.64,65.4,0.0,979.7,230,3.8,39
2009,1,5,10,0,28.0,-133,1.8,19.9,224.0,759.0,678.0,891.0,3.72,61.6,0.0,979.3,234,3.9,27
2009,1,5,11,0,28.6,-162,0.3,19.9,211.0,826.0,781.0,979.0,3.8,59.5,0.0,978.6,237,4.0,19
2009,1,5,12,0,29.1,157,7.6,19.9,301.0,652.0,617.0,910.0,3.88,57.8,0.0,977.8,240,4.1,20
2009,1,5,13,0,29.2,131,20.0,19.9,400.0,374.0,334.0,734.0,3.94,57.2,0.0,977.2,242,4.2,28
2009,1,5,14,0,29.1,119,34.1,19.8,387.0,157.0,124.0,516.0,3.99,57.4,0.0,976.7,244,4.4,41
2009,1,5,15,0,29.0,114,46.2,19.8,278.0,58.0,37.0,319.0,4.05,57.9,0.0,976.3,246,4.6,54
2009,1,5,16,0,28.6,112,53.1,20.2,153.0,29.0,11.0,167.0,4.11,60.5,0.0,976.5,248,4.5,68
2009,1,5,17,0,28.1,112,32.7,20.8,61.0,68.0,12.0,74.0,4.17,64.9,0.0,977.0,249,4.1,81
2009,1,5,18,0,27.5,114,7.0,21.5,11.0,26.0,4.0,16.0,4.23,69.9,0.0,977.7,250,3.6,95
2009,1,5,19,0,26.7,117,0.0,21.6,0.0,0.0,0.0,0.0,4.25,73.8,0.0,978.3,251,3.4,109
2009,1,5,20,0,25.8,122,0.0,21.4,0.0,0.0,0.0,0.0,4.23,76.7,0.0,978.7,251,3.3,122
2009,1,5,21,0,24.9,131,0.0,21.1,0.0,0.0,0.0,0.0,4.21,79.5,0.0,979.2,252,3.3,134
2009,1,5,22,0,24.2,146,0.0,20.9,0.0,0.0,0.0,0.0,4.21,81.9,0.0,979.3,254,3.3,144
2009,1,5,23,0,23.8,168,0.0,20.9,0.0,0.0,0.0,0.0,4.23,83.9,0.0,979.0,257,3.4,150
2009,1,6,0,0,23.5,-165,0.0,21.0,0.0,0.0,0.0,0.0,4.25,86.0,0.0,978.8,259,3.4,149
2009,1,6,1,0,23.2,-144,0.0,21.0,0.0,0.0,0.0,0.0,4.3,87.6,0.0,978.6,261,3.4,143
2009,1,6,2,0,23.0,-130,0.0,21.1,0.0,0.0,0.0,0.0,4.38,88.9,0.0,978.4,261,3.4,132
2009,1,6,3,0,22.8,-121,0.0,21.1,0.0,0.0,0.0,0.0,4.45,90.2,0.0,978.2,261,3.3,120
2009,1,6,4,0,23.1,-116,0.0,21.3,0.0,0.0,0.0,0.0,4.54,89.8,0.0,978.4,259,3.3,107
2009,1,6,5,0,23.7,-114,0.8,21.7,3.0,2.0,0.0,3.0,4.64,88.5,0.0,978.9,255,3.2,94
2009,1,6,6,0,24.4,-112,18.4,22.0,68.0,55.0,16.0,85.0,4.74,86.9,0.0,979.4,251,3.1,80
2009,1,6,7,0,25.0,-112,8.8,22.1,145.0,351.0,158.0,302.0,4.82,84.4,0.0,979.8,253,3.1,66
2009,1,6,8,0,25.5,-114,27.5,22.1,274.0,194.0,100.0,376.0,4.87,81.4,0.0,980.1,261,3.1,53
2009,1,6,9,0,26.0,-120,62.7,22.0,240.0,25.0,17.0,261.0,4.92,78.5,0.0,980.4,269,3.2,39
2009,1,6,10,0,26.1,-132,63.2,22.1,310.0,11.0,10.0,324.0,4.95,78.7,0.0,980.2,275,3.4,27
2009,1,6,11,0,25.9,-162,74.1,22.5,234.0,5.0,5.0,244.0,4.97,81.3,0.0,979.7,280,3.5,19
2009,1,6,12,0,25.7,157,78.3,22.9,200.0,2.0,2.0,206.0,4.99,84.3,0.0,979.1,283,3.7,19
2009,1,6,13,0,25.5,131,62.7,23.0,308.0,14.0,12.0,325.0,4.98,86.1,0.0,978.7,282,3.7,28
2009,1,6,14,0,25.3,119,54.4,23.0,319.0,23.0,18.0,342.0,4.97,87.1,0.0,978.2,278,3.5,40
2009,1,6,15,0,25.1,114,55.6,22.9,233.0,21.0,13.0,251.0,4.95,87.8,0.0,977.9,273,3.3,54
2009,1,6,16,0,25.1,112,57.5,23.0,136.0,18.0,7.0,146.0,4.99,87.9,0.0,978.0,268,3.1,68
2009,1,6,17,0,25.3,112,79.2,23.1,37.0,5.0,2.0,40.0,5.06,87.4,0.0,978.5,262,2.8,81
2009,1,6,18,0,25.5,114,95.7,23.2,2.0,0.0,0.0,2.0,5.14,87.0,0.0,979.0,255,2.6,95
2009,1,6,19,0,25.3,117,77.9,23.0,0.0,0.0,0.0,0.0,5.18,87.4,0.0,979.5,255,2.5,109
2009,1,6,20,0,24.6,122,20.7,22.6,0.0,0.0,0.0,0.0,5.2,88.6,0.0,980.0,260,2.5,122
2009,1,6,21,0,23.9,131,0.0,22.1,0.0,0.0,0.0,0.0,5.22,89.9,0.0,980.5,265,2.5,134
2009,1,6,22,0,23.5,145,0.0,21.9,0.0,0.0,0.0,0.0,5.22,90.7,0.0,980.5,270,2.5,144
2009,1,6,23,0,23.3,168,0.0,21.8,0.0,0.0,0.0,0.0,5.2,91.1,0.0,980.2,274,2.5,150
2009,1,7,0,0,23.1,-165,0.0,21.6,0.0,0.0,0.0,0.0,5.18,91.4,0.0,979.9,279,2.4,149
2009,1,7,1,0,23.0,-144,0.0,21.6,0.0,0.0,0.0,0.0,5.16,91.6,0.0,979.7,282,2.5,143
2009,1,7,2,0,22.9,-130,0.0,21.5,0.0,0.0,0.0,0.0,5.14,91.7,0.0,979.5,284,2.5,133
2009,1,7,3,0,22.8,-121,0.8,21.4,0.0,0.0,0.0,0.0,5.13,91.8,0.0,979.3,285,2.5,120
2009,1,7,4,0,23.0,-116,21.4,21.7,0.0,0.0,0.0,0.0,5.15,92.3,0.0,979.6,289,2.4,107
2009,1,7,5,0,23.4,-113,46.2,22.2,2.0,0.0,0.0,2.0,5.21,93.0,0.0,980.0,297,2.1,94
2009,1,7,6,0,23.8,-112,55.7,22.7,39.0,6.0,1.0,41.0,5.27,93.7,0.0,980.6,306,1.9,80
2009,1,7,7,0,24.4,-112,56.0,22.9,119.0,11.0,5.0,126.0,5.3,91.4,0.0,980.9,310,2.0,66
2009,1,7,8,0,25.1,-114,61.5,22.8,183.0,9.0,5.0,192.0,5.3,87.1,0.0,981.0,310,2.2,53
2009,1,7,9,0,25.8,-119,56.6,22.7,291.0,17.0,13.0,309.0,5.31,82.8,0.0,981.2,309,2.4,39
2009,1,7,10,0,26.0,-132,49.1,22.7,397.0,32.0,29.0,432.0,5.32,82.2,0.0,980.9,307,2.5,27
2009,1,7,11,0,25.7,-161,52.9,22.9,406.0,23.0,22.0,435.0,5.34,84.1,0.0,980.5,304,2.4,19
2009,1,7,12,0,25.4,158,59.7,23.0,357.0,13.0,12.0,375.0,5.37,86.5,0.0,980.0,300,2.3,19
2009,1,7,13,0,25.2,131,56.2,23.1,353.0,20.0,17.0,376.0,5.38,88.0,0.0,979.6,294,2.2,28
2009,1,7,14,0,24.9,119,42.5,23.0,360.0,71.0,53.0,417.0,5.38,89.0,0.0,979.2,289,2.2,40
2009,1,7,15,0,24.7,114,42.6,22.9,275.0,63.0,40.0,318.0,5.37,89.8,0.0,978.8,283,2.2,54
2009,1,7,16,0,24.8,112,58.2,23.0,130.0,22.0,10.0,143.0,5.36,89.7,0.0,979.0,276,2.2,67
2009,1,7,17,0,25.1,112,37.5,23.1,50.0,40.0,7.0,58.0,5.33,89.0,0.0,979.4,267,2.0,81
2009,1,7,18,0,25.4,114,49.9,23.3,11.0,15.0,3.0,13.0,5.3,88.3,0.0,980.0,257,1.9,95
2009,1,7,19,0,25.2,117,52.3,23.1,0.0,0.0,0.0,0.0,5.29,88.2,0.0,980.5,252,1.9,109
2009,1,7,20,0,24.6,122,49.1,22.6,0.0,0.0,0.0,0.0,5.29,88.5,0.0,981.0,253,2.0,122
2009,1,7,21,0,24.1,130,52.0,22.1,0.0,0.0,0.0,0.0,5.29,89.0,0.0,981.5,254,2.2,134
2009,1,7,22,0,23.7,145,53.1,21.9,0.0,0.0,0.0,0.0,5.28,89.4,0.0,981.5,256,2.3,144
2009,1,7,23,0,23.5,168,50.2,21.7,0.0,0.0,0.0,0.0,5.26,89.9,0.0,981.3,258,2.3,150
2009,1,8,0,0,23.3,-165,49.0,21.7,0.0,0.0,0.0,0.0,5.24,90.3,0.0,981.0,260,2.4,149
2009,1,8,1,0,23.2,-144,49.0,21.6,0.0,0.0,0.0,0.0,5.23,90.9,0.0,980.7,264,2.4,143
2009,1,8,2,0,23.0,-130,48.7,21.6,0.0,0.0,0.0,0.0,5.23,91.5,0.0,980.4,270,2.4,133
2009,1,8,3,0,22.9,-121,48.5,21.5,0.0,0.0,0.0,0.0,5.23,92.1,0.0,980.1,276,2.5,121
2009,1,8,4,0,23.0,-116,48.7,21.7,0.0,0.0,0.0,0.0,5.23,92.3,0.0,980.2,281,2.5,107
2009,1,8,5,0,23.5,-113,53.6,22.1,2.0,0.0,0.0,2.0,5.23,92.1,0.0,980.5,288,2.4,94
2009,1,8,6,0,23.9,-112,50.8,22.5,49.0,11.0,3.0,53.0,5.22,91.8,0.0,980.9,294,2.4,80
2009,1,8,7,0,24.4,-112,61.3,22.6,107.0,11.0,4.0,113.0,5.22,90.0,0.0,981.2,300,2.4,66
2009,1,8,8,0,24.8,-114,45.1,22.5,265.0,61.0,40.0,308.0,5.23,87.1,0.0,981.5,304,2.5,53
2009,1,8,9,0,25.3,-119,41.4,22.4,375.0,60.0,45.0,425.0,5.24,84.3,0.0,981.8,307,2.6,39
2009,1,8,10,0,25.4,-132,44.0,22.5,434.0,53.0,48.0,489.0,5.23,83.7,0.0,981.6,307,2.7,27
2009,1,8,11,0,25.4,-161,31.0,22.7,482.0,179.0,172.0,659.0,5.22,84.8,0.0,981.1,305,2.8,19
2009,1,8,12,0,25.4,158,51.9,22.9,383.0,76.0,73.0,461.0,5.21,86.2,0.0,980.5,303,2.8,19
2009,1,8,13,0,25.3,131,66.3,22.9,287.0,7.0,6.0,298.0,5.22,87.1,0.0,980.1,300,2.8,28
2009,1,8,14,0,25.1,119,61.6,22.9,272.0,13.0,10.0,286.0,5.23,87.6,0.0,979.6,296,2.7,40
2009,1,8,15,0,25.0,114,69.0,22.8,172.0,7.0,5.0,180.0,5.24,88.0,0.0,979.3,292,2.7,54
2009,1,8,16,0,24.9,112,70.9,22.8,90.0,5.0,2.0,94.0,5.28,88.1,0.0,979.5,294,2.6,67
2009,1,8,17,0,24.9,112,51.2,22.8,45.0,17.0,3.0,49.0,5.33,88.0,0.0,980.1,300,2.6,81
2009,1,8,18,0,24.9,113,71.0,22.8,10.0,6.0,1.0,11.0,5.39,87.9,0.0,980.7,307,2.7,95
2009,1,8,19,0,24.7,116,82.5,22.7,0.0,0.0,0.0,0.0,5.42,88.6,0.0,981.3,311,2.7,108
2009,1,8,20,0,24.3,122,86.5,22.6,0.0,0.0,0.0,0.0,5.45,90.0,0.0,981.9,315,2.7,122
2009,1,8,21,0,23.9,130,89.1,22.4,0.0,0.0,0.0,0.0,5.46,91.5,0.0,982.4,317,2.8,134
2009,1,8,22,0,23.6,145,91.2,22.3,0.0,0.0,0.0,0.0,5.47,92.6,0.0,982.6,317,3.0,144
2009,1,8,23,0,23.3,168,91.5,22.2,0.0,0.0,0.0,0.0,5.47,93.4,0.0,982.4,314,3.2,150
2009,1,9,0,0,23.1,-166,91.3,22.1,0.0,0.0,0.0,0.0,5.47,94.2,0.0,982.2,312,3.5,150
2009,1,9,1,0,22.9,-144,91.3,22.0,0.0,0.0,0.0,0.0,5.45,94.9,0.0,981.9,309,3.6,143
2009,1,9,2,0,22.7,-129,91.8,22.0,0.0,0.0,0.0,0.0,5.41,95.5,0.0,981.6,306,3.5,133
2009,1,9,3,0,22.6,-121,92.0,21.9,0.0,0.0,0.0,0.0,5.38,96.1,0.0,981.2,303,3.4,121
2009,1,9,4,0,22.6,-116,91.0,22.0,0.0,0.0,0.0,0.0,5.36,96.0,0.0,981.2,297,3.3,108
2009,1,9,5,0,22.9,-113,83.8,22.1,1.0,0.0,0.0,1.0,5.34,95.4,0.0,981.5,290,3.1,94
2009,1,9,6,0,23.1,-112,70.4,22.2,32.0,3.0,1.0,34.0,5.33,94.6,0.0,981.8,281,2.9,80
2009,1,9,7,0,23.4,-112,69.9,22.2,84.0,4.0,2.0,87.0,5.31,93.1,0.0,982.1,285,2.9,66
2009,1,9,8,0,23.7,-114,73.4,22.2,135.0,3.0,2.0,139.0,5.27,91.0,0.0,982.3,296,3.1,53
2009,1,9,9,0,24.0,-119,72.8,22.1,193.0,3.0,3.0,199.0,5.23,88.8,0.0,982.6,307,3.4,39
2009,1,9,10,0,24.5,-131,68.6,21.9,267.0,5.0,5.0,276.0,5.19,85.9,0.0,982.3,313,3.6,27
2009,1,9,11,0,25.0,-161,69.0,21.8,286.0,5.0,5.0,296.0,5.16,82.5,0.0,981.7,316,3.6,19
2009,1,9,12,0,25.5,158,68.7,21.6,292.0,5.0,5.0,301.0,5.12,79.3,0.0,981.1,319,3.6,19
2009,1,9,13,0,25.7,131,67.0,21.5,286.0,7.0,6.0,297.0,5.11,78.0,0.0,980.5,318,3.5,28
2009,1,9,14,0,25.7,118,73.2,21.5,201.0,4.0,3.0,208.0,5.12,78.0,0.0,980.1,316,3.3,40
2009,1,9,15,0,25.6,114,70.0,21.5,162.0,6.0,3.0,168.0,5.13,78.3,0.0,979.7,313,3.1,53
