country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,cloudopacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Pw Units,Relative humidity Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Indonesia,Solcast https://solcast.com,N/A,7,-6.2088,106.8456,10,deg.C,degree,%,deg.C,W/m2,W/m2,W/m2,W/m2,cm,%,cm,mbar,Degrees,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,cloudopacity,Dew Point,DHI,DNI,EBH,GHI,Pw,Relative humidity,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2008,3,22,16,0,24,138,56.6,22.1,0,0,0,0,53.3,89.3,0,979.3,243,3.2,170,,
2008,3,22,17,0,23.8,-138,51.6,22.1,0,0,0,0,53.7,90.2,0,979,249,3.6,169,,
2008,3,22,18,0,23.6,-105,45.8,22.1,0,0,0,0,53.8,91.5,0,978.6,252,3.8,157,,
2008,3,22,19,0,23.3,-97,45,22.1,0,0,0,0,53.7,93.2,0,978.2,254,3.9,142,,
2008,3,22,20,0,23,-94,47.8,22.1,0,0,0,0,53.5,94.8,0,977.8,256,3.9,127,,
2008,3,22,21,0,22.9,-92,48.8,22,0,0,0,0,52.6,94.7,0,977.8,259,3.7,112,,
2008,3,22,22,0,23,-90,42.5,21.9,2,2,0,3,51.1,93.3,0,978.1,264,3.3,97,,
2008,3,22,23,0,23.2,-88,16.1,21.8,56,56,11,67,49.6,91.6,0,978.5,271,3,82,,
2008,3,23,0,0,23.9,-87,24.1,21.7,162,70,26,188,49.2,88,0,979,278,3.2,68,,
2008,3,23,1,0,24.8,-84,29.6,21.8,289,105,66,355,49.5,83.3,0,979.6,285,3.7,53,,
2008,3,23,2,0,25.8,-80,25.1,21.8,393,177,141,534,50,78.8,0,980.1,289,4.4,38,,
2008,3,23,3,0,26.1,-71,31.2,22,475,130,116,591,50.1,77.9,0,980,290,4.7,23,,
2008,3,23,4,0,26.1,-37,30.3,22.3,524,144,141,665,50,79.5,0,979.4,288,4.7,11,,
2008,3,23,5,0,26,38,25.1,22.5,510,218,213,723,49.8,81.5,0,978.7,287,4.7,12,,
2008,3,23,6,0,25.8,71,30.1,22.6,474,170,157,631,49.7,82.4,0,978.1,282,4.6,24,,
2008,3,23,7,0,25.6,80,48.7,22.4,351,57,48,399,49.5,82.5,0,977.5,275,4.3,38,,
2008,3,23,8,0,25.4,84,50.5,22.2,256,34,20,276,49.3,82.4,0,977,267,4.1,53,,
2008,3,23,9,0,25.2,86,58.8,22.1,131,20,9,139,49.6,82.9,0,977.1,261,3.8,68,,
2008,3,23,10,0,24.9,88,29.4,22,41,69,12,53,50.3,83.7,0,977.5,256,3.3,83,,
2008,3,23,11,0,24.6,90,38.2,21.9,7,28,5,11,51,84.6,0,977.9,250,2.9,98,,
2008,3,23,12,0,24.4,92,46.9,21.8,0,0,0,0,50.9,85.3,0,978.5,245,2.7,113,,
2008,3,23,13,0,24.2,94,13.9,21.7,0,0,0,0,50.2,85.8,0,979.1,241,2.5,128,,
2008,3,23,14,0,24.1,97,0,21.6,0,0,0,0,49.4,86.4,0,979.8,236,2.4,142,,
2008,3,23,15,0,24,104,0,21.6,0,0,0,0,48.4,86.4,0,980,233,2.2,157,,
2008,3,23,16,0,24.1,136,0,21.7,0,0,0,0,47.2,86.1,0,979.8,230,1.9,170,,
2008,3,23,17,0,24.2,-136,0,21.7,0,0,0,0,46,85.8,0,979.6,227,1.7,169,,
2008,3,23,18,0,24.3,-104,0,21.7,0,0,0,0,45,85.4,0,979.1,229,1.6,157,,
2008,3,23,19,0,24.3,-97,0,21.6,0,0,0,0,44.2,85,0,978.4,237,1.5,142,,
2008,3,23,20,0,24.3,-93,0,21.6,0,0,0,0,43.4,84.7,0,977.8,246,1.5,127,,
2008,3,23,21,0,24.2,-91,0,21.6,0,0,0,0,43.2,85.3,0,977.8,255,1.1,112,,
2008,3,23,22,0,24,-90,0.8,21.6,2,1,0,2,43.3,86.6,0,978.2,281,0.6,97,,
2008,3,23,23,0,23.7,-88,19.1,21.6,51,39,11,62,43.4,87.8,0,978.7,359,0.5,82,,
2008,3,24,0,0,24.4,-86,8,21.6,133,320,143,277,43.6,84.7,0,979.2,350,1,67,,
2008,3,24,1,0,25.7,-84,0.1,21.7,183,555,342,526,43.9,78.8,0,979.6,331,1.6,53,,
2008,3,24,2,0,27,-80,3.5,21.7,243,599,469,712,44.2,73,0,980,321,2.4,38,,
2008,3,24,3,0,27.8,-70,7.5,21.7,317,561,510,827,44.3,69.3,0,979.8,320,3,24,,
2008,3,24,4,0,28.2,-35,2.6,21.5,262,708,693,955,44.4,67.1,0,979.2,321,3.3,12,,
2008,3,24,5,0,28.5,38,0.4,21.4,221,780,760,981,44.4,65.2,0,978.5,322,3.6,13,,
2008,3,24,6,0,28.6,70,10.1,21.2,302,570,524,826,44.5,64.5,0,978,322,3.8,24,,
2008,3,24,7,0,28.4,80,39.3,21.1,337,169,145,482,44.6,64.6,0,977.5,321,3.8,39,,
2008,3,24,8,0,28.3,84,46.3,21.1,276,49,28,304,44.7,64.9,0,977.2,321,3.7,53,,
2008,3,24,9,0,27.9,86,40.7,21.4,169,66,24,193,45.1,67.6,0,977.2,330,3.3,68,,
2008,3,24,10,0,27.5,88,22.3,22,55,88,18,73,45.8,72.2,0,977.6,350,2.7,83,,
2008,3,24,11,0,27,90,4.6,22.6,6,29,5,11,46.6,77.3,0,978,16,2.7,98,,
2008,3,24,12,0,26.3,91,2.1,22.6,0,0,0,0,47.3,80.3,0,978.5,29,2.7,113,,
2008,3,24,13,0,25.5,93,17,22.2,0,0,0,0,47.9,81.7,0,979,32,2.7,128,,
2008,3,24,14,0,24.8,96,33.6,21.7,0,0,0,0,48.5,82.9,0,979.5,34,2.6,143,,
2008,3,24,15,0,24.3,103,46.5,21.5,0,0,0,0,49.1,84.3,0,979.7,33,2.5,157,,
2008,3,24,16,0,24,135,49.6,21.5,0,0,0,0,49.6,85.8,0,979.7,29,2.4,170,,
2008,3,24,17,0,23.8,-135,39.9,21.6,0,0,0,0,50.2,87.4,0,979.7,25,2.4,169,,
2008,3,24,18,0,23.6,-103,43.5,21.5,0,0,0,0,50.4,88.5,0,979.4,22,2.3,157,,
2008,3,24,19,0,23.4,-96,14,21.5,0,0,0,0,50.5,89.2,0,979,20,2.3,142,,
2008,3,24,20,0,23.2,-93,0,21.4,0,0,0,0,50.5,89.9,0,978.6,19,2.2,127,,
2008,3,24,21,0,23.2,-91,0,21.6,0,0,0,0,50.2,90.8,0,978.5,21,2.1,112,,
2008,3,24,22,0,23.3,-89,0.7,21.9,2,1,0,2,49.7,91.8,0,978.7,26,1.9,97,,
2008,3,24,23,0,23.5,-88,16.1,22.3,55,41,10,65,49.1,92.8,0,979,31,1.8,82,,
2008,3,25,0,0,24.2,-86,16.7,22.4,165,179,76,241,48.9,89.6,0,979.3,22,1.8,67,,
2008,3,25,1,0,25.2,-83,31,22.3,286,118,63,349,49,83.9,0,979.5,3,2,53,,
2008,3,25,2,0,26.3,-79,46.1,22.2,358,42,32,389,49.2,78.3,0,979.7,348,2.4,38,,
2008,3,25,3,0,26.8,-69,57.9,22.3,348,21,19,368,49.1,76.2,0,979.4,341,2.7,24,,
2008,3,25,4,0,27,-34,36.9,22.5,458,156,154,612,48.9,76.4,0,978.7,338,2.9,12,,
2008,3,25,5,0,27.1,37,60.5,22.7,318,66,66,384,48.6,76.9,0,977.9,335,3.1,13,,
2008,3,25,6,0,27,70,68.8,22.8,272,7,6,278,48.2,77.5,0,977.4,335,3.1,24,,
2008,3,25,7,0,26.8,79,50.5,22.7,335,45,33,368,47.6,78.2,0,976.9,336,3,39,,
2008,3,25,8,0,26.5,83,32.4,22.6,288,151,83,371,47,78.9,0,976.6,337,2.9,53,,
2008,3,25,9,0,26.3,86,17.5,22.7,161,280,98,259,46.5,80.7,0,976.6,337,2.5,68,,
2008,3,25,10,0,26.2,88,3.9,23.1,45,212,49,94,46,83.3,0,976.9,337,2,83,,
2008,3,25,11,0,26,89,0,23.5,4,50,8,13,45.5,86.1,0,977.3,337,1.5,98,,
2008,3,25,12,0,25.6,91,0,23.3,0,0,0,0,45.4,87.2,0,977.8,332,1.5,113,,
2008,3,25,13,0,25.1,93,0,22.8,0,0,0,0,45.7,87.1,0,978.4,326,1.7,128,,
2008,3,25,14,0,24.6,96,0,22.3,0,0,0,0,46,86.8,0,978.9,322,2,143,,
2008,3,25,15,0,24.2,102,0,22,0,0,0,0,46.4,87.2,0,979.1,319,2.3,157,,
2008,3,25,16,0,23.9,134,0,21.8,0,0,0,0,46.7,88.2,0,979,315,2.4,171,,
2008,3,25,17,0,23.6,-133,0,21.8,0,0,0,0,47,89.4,0,978.9,312,2.5,169,,
2008,3,25,18,0,23.4,-102,0,21.7,0,0,0,0,47.2,90.2,0,978.6,310,2.7,157,,
2008,3,25,19,0,23.2,-95,0,21.6,0,0,0,0,47.2,90.9,0,978.3,308,2.8,142,,
2008,3,25,20,0,23.1,-92,0,21.6,0,0,0,0,47.1,91.5,0,977.9,306,2.9,127,,
2008,3,25,21,0,23.2,-91,0,21.7,0,0,0,0,46.3,91.3,0,977.9,305,2.8,112,,
2008,3,25,22,0,23.5,-89,1.5,21.9,1,0,0,1,44.7,90.6,0,978.2,303,2.5,97,,
2008,3,25,23,0,23.8,-87,37.2,22,37,7,2,39,43.2,89.6,0,978.5,302,2.3,82,,
2008,3,26,0,0,24.7,-85,52.7,22,124,24,12,136,42.5,85,0,978.7,302,2.6,67,,
2008,3,26,1,0,25.8,-83,23.3,21.8,236,285,190,426,42.5,78.4,0,978.9,302,3.2,53,,
2008,3,26,2,0,27,-78,3.2,21.5,224,622,499,723,42.6,72.1,0,979.1,303,3.8,38,,
2008,3,26,3,0,27.8,-68,0,21.4,214,751,684,898,42.8,68.2,0,978.8,305,4.2,24,,
2008,3,26,4,0,28.2,-32,1,21.3,233,755,735,969,43,65.9,0,978.1,308,4.4,12,,
2008,3,26,5,0,28.6,36,22.7,21.1,432,336,328,760,43.2,63.9,0,977.3,310,4.6,13,,
2008,3,26,6,0,28.8,69,11.4,21,282,587,521,803,43.4,63.1,0,976.8,312,4.6,25,,
2008,3,26,7,0,28.7,78,44.3,20.9,240,239,210,450,43.7,63,0,976.3,312,4.5,39,,
2008,3,26,8,0,28.5,83,68.9,20.9,174,7,4,178,44,63.1,0,976,313,4.4,54,,
2008,3,26,9,0,28.1,85,55.9,21.1,120,22,7,127,44.4,65.8,0,976,310,4,68,,
2008,3,26,10,0,27.5,87,15.5,21.6,53,60,11,64,44.8,70.5,0,976.3,303,3.5,83,,
2008,3,26,11,0,26.8,89,0.3,22.2,8,22,4,12,45.3,75.7,0,976.7,294,2.9,98,,
2008,3,26,12,0,26.2,90,0,22.2,0,0,0,0,45.7,78.3,0,977.2,287,2.7,113,,
2008,3,26,13,0,25.7,92,0,21.7,0,0,0,0,46.1,78.8,0,977.9,285,2.6,128,,
2008,3,26,14,0,25.2,95,0,21.3,0,0,0,0,46.5,79,0,978.7,283,2.5,143,,
2008,3,26,15,0,24.8,101,0,21.1,0,0,0,0,46.6,79.7,0,979,283,2.4,158,,
2008,3,26,16,0,24.6,132,0,21.1,0,0,0,0,46.4,80.9,0,979,284,2.3,171,,
2008,3,26,17,0,24.5,-132,0,21.2,0,0,0,0,46.2,82.1,0,979,286,2.2,169,,
2008,3,26,18,0,24.4,-100,0,21.3,0,0,0,0,45.9,82.8,0,978.9,291,2.1,157,,
2008,3,26,19,0,24.3,-95,0,21.3,0,0,0,0,45.5,83.1,0,978.6,300,1.9,142,,
2008,3,26,20,0,24.3,-92,0,21.3,0,0,0,0,45.2,83.3,0,978.3,312,1.8,127,,
2008,3,26,21,0,24.3,-90,1.5,21.4,0,0,0,0,45.2,84.1,0,978.3,332,1.6,112,,
2008,3,26,22,0,24.2,-88,35.1,21.6,2,1,0,2,45.4,85.3,0,978.4,0,1.6,97,,
2008,3,26,23,0,24.2,-87,36.4,21.8,52,32,8,60,45.6,86.4,0,978.6,23,2,82,,
2008,3,27,0,0,24.8,-85,16.8,21.9,158,213,93,251,46,84.1,0,978.9,20,2.4,67,,
2008,3,27,1,0,25.8,-82,29.4,22,285,141,76,362,46.5,79.7,0,979.3,6,2.8,53,,
2008,3,27,2,0,26.8,-78,25,22,376,228,188,564,47.1,75.2,0,979.6,355,3.3,38,,
2008,3,27,3,0,27.3,-67,10.5,22.1,336,505,467,803,47.3,73.4,0,979.4,349,3.6,24,,
2008,3,27,4,0,27.4,-31,2,22.2,250,726,708,958,47.2,73.4,0,978.7,344,3.7,12,,
2008,3,27,5,0,27.4,36,0,22.3,212,793,770,981,47.2,73.7,0,978,341,3.8,13,,
2008,3,27,6,0,27.2,68,0.8,22.4,190,789,714,905,47.2,75,0,977.5,337,3.7,25,,
2008,3,27,7,0,26.9,78,18.3,22.5,305,408,329,635,47.2,76.9,0,977.1,333,3.5,39,,
2008,3,27,8,0,26.6,82,7.7,22.7,185,590,326,510,47.4,79.1,0,976.8,328,3.3,54,,
2008,3,27,9,0,26.4,85,0.5,22.8,85,635,243,328,48.2,80.9,0,977,320,3,68,,
2008,3,27,10,0,26.2,87,10.9,23,42,205,59,100,49.5,82.5,0,977.5,309,2.7,83,,
2008,3,27,11,0,26.1,88,4.6,23.2,8,12,2,10,50.9,84.1,0,978.1,296,2.6,98,,
2008,3,27,12,0,25.7,90,0,23.1,0,0,0,0,51.4,85.5,0,978.7,293,2.5,113,,
2008,3,27,13,0,25.1,92,0,22.7,0,0,0,0,51.3,86.9,0,979.2,298,2.4,128,,
2008,3,27,14,0,24.4,94,0,22.4,0,0,0,0,51.1,88.3,0,979.8,305,2.3,143,,
2008,3,27,15,0,24,100,0,22.1,0,0,0,0,50.7,89.3,0,980,310,2.3,158,,
2008,3,27,16,0,23.7,130,0,22,0,0,0,0,50.3,90.2,0,979.9,314,2.3,171,,
2008,3,27,17,0,23.4,-130,0,21.9,0,0,0,0,49.8,90.9,0,979.9,317,2.4,169,,
2008,3,27,18,0,23.3,-99,0,21.8,0,0,0,0,49.1,91.4,0,979.6,318,2.3,157,,
2008,3,27,19,0,23.3,-94,0,21.8,0,0,0,0,48.4,91.6,0,979.2,318,2,142,,
2008,3,27,20,0,23.3,-91,0,21.9,0,0,0,0,47.6,91.7,0,978.9,317,1.8,127,,
2008,3,27,21,0,23.4,-90,1.4,22,0,0,0,0,47.6,92.1,0,978.9,311,1.4,112,,
2008,3,27,22,0,23.5,-88,35.4,22.2,1,0,0,1,48,92.7,0,979.3,296,0.9,97,,
2008,3,27,23,0,23.6,-86,59.7,22.5,30,4,1,32,48.5,93.1,0,979.8,259,0.6,82,,
2008,3,28,0,0,24.3,-84,50.6,22.4,140,27,13,153,48.5,89.6,0,980.1,249,0.9,67,,
2008,3,28,1,0,25.2,-82,30.2,22.2,284,141,91,375,48.1,83.6,0,980.2,258,1.4,53,,
2008,3,28,2,0,26.2,-77,36.4,22,386,96,71,457,47.7,77.6,0,980.3,264,1.9,38,,
2008,3,28,3,0,26.9,-66,35,21.8,475,108,100,576,47.3,73.5,0,979.9,272,2.2,24,,
2008,3,28,4,0,27.5,-30,24.5,21.7,499,235,230,729,46.9,70.6,0,979.1,281,2.4,13,,
2008,3,28,5,0,28,35,16.7,21.6,432,392,380,812,46.6,68.1,0,978.3,290,2.5,14,,
2008,3,28,6,0,28.2,67,27.4,21.5,445,232,214,659,46.5,67.2,0,977.7,293,2.7,25,,
2008,3,28,7,0,28.1,77,23.7,21.5,357,293,220,577,46.6,67.5,0,977.3,292,2.7,39,,
2008,3,28,8,0,28,82,48.2,21.5,224,117,83,307,46.8,68,0,976.9,290,2.8,54,,
2008,3,28,9,0,27.7,84,49.3,21.8,142,37,12,154,46.5,70,0,977.1,283,2.7,69,,
2008,3,28,10,0,27.4,86,50.4,22.2,49,17,5,53,45.9,73.3,0,977.5,270,2.4,83,,
2008,3,28,11,0,27,88,40.7,22.6,5,2,0,5,45.2,76.8,0,978,255,2.4,98,,
2008,3,28,12,0,26.5,90,43.5,22.6,0,0,0,0,44.8,79.4,0,978.5,240,2.3,113,,
2008,3,28,13,0,25.7,91,53.3,22.2,0,0,0,0,44.7,81.3,0,979,226,2.2,128,,
2008,3,28,14,0,24.9,94,50,21.8,0,0,0,0,44.6,83,0,979.4,212,2.3,143,,
2008,3,28,15,0,24.4,99,36.8,21.6,0,0,0,0,44.6,84.6,0,979.7,203,2.3,158,,
2008,3,28,16,0,24,128,33.4,21.5,0,0,0,0,44.8,86,0,979.8,198,2.3,171,,
2008,3,28,17,0,23.7,-128,36.8,21.5,0,0,0,0,45,87.4,0,979.8,193,2.3,169,,
2008,3,28,18,0,23.5,-98,45.2,21.5,0,0,0,0,45.1,88.2,0,979.6,190,2.2,157,,
2008,3,28,19,0,23.4,-93,45.1,21.4,0,0,0,0,45.1,88.5,0,979.3,187,2.2,142,,
2008,3,28,20,0,23.3,-91,52.4,21.3,0,0,0,0,45,88.8,0,979,184,2.1,127,,
2008,3,28,21,0,23.5,-89,63.4,21.5,0,0,0,0,44.9,88.6,0,979.1,187,2.1,112,,
2008,3,28,22,0,23.8,-88,71.5,21.7,2,2,0,3,44.7,88,0,979.4,194,2,97,,
2008,3,28,23,0,24.2,-86,36.7,22,58,46,10,68,44.5,87.2,0,979.8,202,1.9,82,,
2008,3,29,0,0,25.1,-84,25.7,22,174,96,39,213,44.6,82.9,0,980.1,212,1.8,67,,
2008,3,29,1,0,26.2,-81,26.8,21.8,292,153,98,389,44.9,76.6,0,980.4,226,1.5,53,,
2008,3,29,2,0,27.4,-76,7.9,21.6,245,540,442,688,45.1,70.5,0,980.6,245,1.4,38,,
2008,3,29,3,0,28.1,-65,0.6,21.5,231,712,646,877,45.5,67.5,0,980.4,262,1.4,24,,
2008,3,29,4,0,28.3,-29,15.2,21.5,418,411,394,813,46,66.5,0,979.8,276,1.5,13,,
2008,3,29,5,0,28.5,35,12.3,21.5,378,488,471,849,46.6,65.8,0,979.2,288,1.6,14,,
2008,3,29,6,0,28.3,66,12.6,21.6,348,482,435,783,46.9,67,0,978.7,290,1.8,25,,
2008,3,29,7,0,28,77,7,21.9,240,598,452,692,47.2,69.5,0,978.3,285,1.9,39,,
2008,3,29,8,0,27.6,81,6.7,22.1,180,552,329,509,47.5,72.3,0,978,280,2,54,,
2008,3,29,9,0,27.4,84,2.4,22.6,113,494,181,294,47.7,74.8,0,978,268,1.8,69,,
2008,3,29,10,0,27.5,86,0,23.1,42,193,52,94,47.7,77.1,0,978.3,247,1.6,84,,
2008,3,29,11,0,27.5,88,0,23.6,7,20,3,10,47.7,79.4,0,978.7,223,1.7,99,,
2008,3,29,12,0,27.1,89,1.4,23.7,0,0,0,0,47.7,81.5,0,979.1,212,1.8,113,,
2008,3,29,13,0,26.3,91,34.8,23.3,0,0,0,0,47.8,83.6,0,979.5,207,1.9,128,,
2008,3,29,14,0,25.5,93,47.7,22.9,0,0,0,0,47.8,85.7,0,979.9,203,1.9,143,,
2008,3,29,15,0,24.9,98,35.7,22.7,0,0,0,0,47.9,87.3,0,980.1,200,1.9,158,,
2008,3,29,16,0,24.6,125,42.8,22.6,0,0,0,0,47.9,88.4,0,980.1,197,1.9,172,,
2008,3,29,17,0,24.4,-126,47.7,22.5,0,0,0,0,47.9,89.4,0,980,194,1.9,170,,
2008,3,29,18,0,24.2,-97,32.9,22.4,0,0,0,0,47.8,89.9,0,979.9,192,2,157,,
2008,3,29,19,0,24,-93,42.3,22.3,0,0,0,0,47.6,89.9,0,979.6,192,2,142,,
2008,3,29,20,0,23.9,-90,48.7,22.2,0,0,0,0,47.4,89.9,0,979.3,191,2,127,,
2008,3,29,21,0,24.1,-89,48.3,22.3,0,0,0,0,47.1,89.6,0,979.2,192,2.1,112,,
2008,3,29,22,0,24.5,-87,34.5,22.6,2,3,1,3,46.8,89.1,0,979.3,194,2.2,97,,
2008,3,29,23,0,25,-86,8.6,22.9,58,90,21,79,46.6,88.5,0,979.5,196,2.4,82,,
2008,3,30,0,0,25.6,-84,0.3,22.9,144,302,129,273,46.7,84.9,0,979.7,197,2.3,67,,
2008,3,30,1,0,26.5,-81,8.6,22.6,252,346,206,458,47.1,79.4,0,979.9,198,2,53,,
2008,3,30,2,0,27.4,-76,23.6,22.3,383,199,148,532,47.5,74.1,0,980.2,200,1.7,38,,
2008,3,30,3,0,27.9,-64,35.5,22.2,455,101,91,546,48,71.1,0,979.9,211,1.4,24,,
2008,3,30,4,0,28.2,-28,17.7,22.1,375,401,394,769,48.6,69.6,0,979.3,232,1.3,13,,
2008,3,30,5,0,28.4,34,55.8,22,255,163,160,416,49.2,68.6,0,978.6,253,1.4,14,,
2008,3,30,6,0,28.1,66,60.3,22.2,320,20,17,337,49.8,70.1,0,978.1,256,1.6,25,,
2008,3,30,7,0,27.6,76,34.7,22.4,354,149,109,464,50.5,73.5,0,977.7,251,1.9,40,,
2008,3,30,8,0,27,81,48.7,22.7,232,71,50,282,51.2,77.5,0,977.4,246,2.2,54,,
2008,3,30,9,0,26.7,84,65.5,23,97,9,3,100,51.7,80.2,0,977.5,240,2.3,69,,
2008,3,30,10,0,26.5,86,29.7,23.2,32,25,4,37,52,82,0,978.1,232,2.3,84,,
2008,3,30,11,0,26.3,87,23.4,23.3,6,10,2,8,52.3,83.7,0,978.7,224,2.3,99,,
2008,3,30,12,0,25.9,89,40.9,23.2,0,0,0,0,52.6,85.3,0,979.3,218,2.2,114,,
2008,3,30,13,0,25.3,90,14,23,0,0,0,0,52.9,87,0,979.9,214,2,128,,
2008,3,30,14,0,24.7,92,0,22.7,0,0,0,0,53.1,88.6,0,980.4,209,1.9,143,,
2008,3,30,15,0,24.4,97,0,22.5,0,0,0,0,53,89.5,0,980.6,207,1.8,158,,
2008,3,30,16,0,24.2,122,0,22.4,0,0,0,0,52.8,89.7,0,980.5,207,1.8,172,,
2008,3,30,17,0,24,-123,0,22.2,0,0,0,0,52.5,89.8,0,980.4,208,1.9,170,,
2008,3,30,18,0,23.9,-96,0,22.1,0,0,0,0,52.1,89.9,0,980.1,211,2,157,,
2008,3,30,19,0,23.7,-92,0,22,0,0,0,0,51.8,89.9,0,979.7,215,2.2,142,,
2008,3,30,20,0,23.6,-90,0,21.9,0,0,0,0,51.4,90,0,979.3,219,2.4,127,,
2008,3,30,21,0,23.7,-88,1.7,22,0,0,0,0,51.1,89.8,0,979.2,219,2.6,112,,
2008,3,30,22,0,24,-87,39.5,22.2,2,2,0,3,50.9,89.6,0,979.3,219,2.8,97,,
2008,3,30,23,0,24.3,-85,25.1,22.4,58,54,12,70,50.7,89.2,0,979.5,218,3,82,,
2008,3,31,0,0,24.9,-83,20,22.4,171,109,44,215,50.6,85.9,0,979.7,221,3.2,67,,
2008,3,31,1,0,25.8,-80,27.8,22.2,294,121,73,367,50.7,80.9,0,980,227,3.3,53,,
2008,3,31,2,0,26.7,-75,33,22.1,400,107,83,483,50.8,76,0,980.4,232,3.5,38,,
2008,3,31,3,0,27.1,-63,39.7,22.2,461,73,65,526,50.7,74.7,0,980.1,234,3.5,24,,
2008,3,31,4,0,27.2,-27,31.8,22.5,510,147,143,654,50.4,75.9,0,979.5,233,3.5,14,,
2008,3,31,5,0,27.2,34,34.2,22.9,513,119,116,629,50.1,77.4,0,978.8,232,3.4,15,,
2008,3,31,6,0,27,65,45,23,437,54,50,487,49.7,78.8,0,978.3,229,3.4,26,,
2008,3,31,7,0,26.8,75,58.4,23,298,20,16,314,49.3,79.9,0,977.8,224,3.4,40,,
2008,3,31,8,0,26.5,80,86.8,22.9,84,4,3,87,48.8,81,0,977.5,219,3.4,54,,
2008,3,31,9,0,26,83,91.7,22.9,18,1,0,18,48,83,0,977.6,215,3.3,69,,
2008,3,31,10,0,25.6,85,49.7,23,20,10,2,21,46.9,85.6,0,978.2,211,3.2,84,,
2008,3,31,11,0,25.1,87,44.2,23,6,4,1,7,45.8,88.2,0,978.8,207,3.1,99,,
2008,3,31,12,0,24.7,88,49.7,22.6,0,0,0,0,45.3,88.1,0,979.5,204,3,114,,
2008,3,31,13,0,24.5,90,49.6,22,0,0,0,0,45.3,86,0,980.1,202,2.8,129,,
2008,3,31,14,0,24.3,92,59.3,21.3,0,0,0,0,45.4,83.6,0,980.7,200,2.6,143,,
2008,3,31,15,0,24.1,96,52.8,21.1,0,0,0,0,45.3,83.2,0,980.9,198,2.5,158,,
2008,3,31,16,0,23.9,119,48.7,21,0,0,0,0,45.1,84,0,980.7,197,2.4,172,,
2008,3,31,17,0,23.7,-121,48.6,21.1,0,0,0,0,44.9,85,0,980.5,196,2.4,170,,
2008,3,31,18,0,23.6,-95,47.1,21,0,0,0,0,44.7,85.8,0,980.2,194,2.3,157,,
2008,3,31,19,0,23.4,-91,13.9,21,0,0,0,0,44.6,86.3,0,979.8,192,2.3,142,,
2008,3,31,20,0,23.2,-89,0,20.9,0,0,0,0,44.5,86.8,0,979.5,189,2.2,127,,
2008,3,31,21,0,23.3,-88,0.5,21.1,0,0,0,0,44.2,87.1,0,979.6,185,2.1,112,,
2008,3,31,22,0,23.6,-86,13.3,21.3,2,1,0,2,43.9,87.1,0,980,180,2,97,,
2008,3,31,23,0,23.9,-85,29,21.6,48,20,5,53,43.5,86.9,0,980.3,174,1.9,82,,
2008,4,1,0,0,24.8,-83,27.1,21.6,165,91,41,206,43.4,82.5,0,980.6,173,1.8,67,,
2008,4,1,1,0,26,-80,15.1,21.4,255,290,188,443,43.4,75.6,0,980.8,176,1.6,53,,
2008,4,1,2,0,27.3,-74,3.3,21.1,224,612,491,716,43.5,69,0,980.9,182,1.5,38,,
2008,4,1,3,0,28.1,-62,0,20.9,212,748,679,891,44,65.1,0,980.7,192,1.1,24,,
2008,4,1,4,0,28.5,-26,0,20.7,221,772,748,968,44.8,62.8,0,980.1,219,0.7,14,,
2008,4,1,5,0,28.8,33,0.4,20.6,210,789,761,971,45.6,61,0,979.5,267,0.7,15,,
2008,4,1,6,0,28.6,64,10.6,20.7,307,555,502,810,46.3,62.4,0,979,276,0.9,26,,
2008,4,1,7,0,27.9,75,14.5,21,291,468,358,650,46.7,66.3,0,978.5,267,1,40,,
2008,4,1,8,0,27.2,80,38,21.4,242,175,120,363,47.2,70.8,0,978.2,257,1.1,54,,
2008,4,1,9,0,26.7,83,74.5,21.8,90,15,8,98,47.5,74.5,0,978.4,245,1.4,69,,
2008,4,1,10,0,26.5,85,49,22.2,23,10,2,24,47.9,77.4,0,979.1,236,1.8,84,,
2008,4,1,11,0,26.3,86,10,22.6,6,4,1,7,48.3,80.2,0,979.9,231,2.3,99,,
2008,4,1,12,0,25.8,88,0,22.6,0,0,0,0,48.3,82.7,0,980.5,227,2.4,114,,
2008,4,1,13,0,25.1,89,0,22.4,0,0,0,0,48.2,85,0,981.1,223,2.3,129,,
2008,4,1,14,0,24.4,91,0,22.1,0,0,0,0,48.1,87.3,0,981.7,219,2.2,144,,
2008,4,1,15,0,23.9,94,0,21.9,0,0,0,0,47.6,88.6,0,981.8,219,2.2,158,,
2008,4,1,16,0,23.5,115,0,21.7,0,0,0,0,47,89.2,0,981.6,220,2.2,172,,
2008,4,1,17,0,23.2,-117,0,21.4,0,0,0,0,46.3,89.7,0,981.3,222,2.3,170,,
2008,4,1,18,0,23,-94,0,21.3,0,0,0,0,45.7,90,0,980.9,222,2.3,157,,
2008,4,1,19,0,22.8,-91,0,21.1,0,0,0,0,45.2,90,0,980.6,219,2.3,142,,
2008,4,1,20,0,22.7,-89,0,21,0,0,0,0,44.7,90.1,0,980.2,216,2.3,127,,
2008,4,1,21,0,22.8,-88,0,21.1,0,0,0,0,44.3,89.9,0,980.3,213,2.4,112,,
