P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,load,T_HTF_in_K,T_amb_input_K,eta_gross,eta_Q
106366797.8,1112.51,24647131.97,2.85,817.15,0.97,1109.65,299.1,0.386937226281,0.958972403703
106366797.8,1112.51,24647131.97,2.85,817.15,0.79,1101.41,294.69,0.293872642201,0.887849571098
106366797.8,1112.51,24647131.97,2.85,817.15,1.01,1097.55,268.73,0.398431438059,0.958925951962
106366797.8,1112.51,24647131.97,2.85,817.15,0.58,1105.12,311.41,0.0785927166216,0.724049215402
106366797.8,1112.51,24647131.97,2.85,817.15,0.55,1104.04,287.18,0.0406888427464,0.692802113621
106366797.8,1112.51,24647131.97,2.85,817.15,0.85,1107.42,280.16,0.342072471145,0.915280963176
106366797.8,1112.51,24647131.97,2.85,817.15,0.75,1111.15,308.04,0.271780425982,0.870934373764
106366797.8,1112.51,24647131.97,2.85,817.15,0.68,1100.0,276.59,0.202641565606,0.81295637688
134404701.27,1035.88,24888391.67,2.81,825.66,0.96,1029.68,301.4,0.316667012056,0.909757380477
134404701.27,1035.88,24888391.67,2.81,825.66,1.04,1035.27,273.07,0.362633450005,0.929372085841
134404701.27,1035.88,24888391.67,2.81,825.66,0.6,1032.72,291.75,0.0158685054255,0.674037649856
134404701.27,1035.88,24888391.67,2.81,825.66,0.81,1030.37,285.03,0.238581798835,0.838436396336
134404701.27,1035.88,24888391.67,2.81,825.66,0.52,1022.8,315.93,0.0,0.579720993076
134404701.27,1035.88,24888391.67,2.81,825.66,0.67,1027.01,280.57,0.100122853817,0.731641517837
134404701.27,1035.88,24888391.67,2.81,825.66,0.91,1024.85,264.43,0.295456561448,0.882479672704
134404701.27,1035.88,24888391.67,2.81,825.66,0.73,1022.24,306.36,0.146969168613,0.773351968749
26904371.74,1144.36,24529198.77,2.93,817.34,0.58,1129.62,287.44,0.111599725691,0.746589964857
26904371.74,1144.36,24529198.77,2.93,817.34,0.67,1139.12,279.65,0.232168948968,0.836756726112
26904371.74,1144.36,24529198.77,2.93,817.34,0.98,1131.96,297.29,0.395645430344,0.961229433424
26904371.74,1144.36,24529198.77,2.93,817.34,1.04,1142.33,263.41,0.427664770128,0.981112959226
26904371.74,1144.36,24529198.77,2.93,817.34,0.88,1142.73,316.81,0.368945396424,0.956789880859
26904371.74,1144.36,24529198.77,2.93,817.34,0.5,1133.75,307.73,0.0,0.664494091749
26904371.74,1144.36,24529198.77,2.93,817.34,0.84,1137.63,270.17,0.354017595614,0.931724200604
26904371.74,1144.36,24529198.77,2.93,817.34,0.71,1136.49,304.25,0.256039312744,0.864671648643
103450406.2,1023.58,24380579.16,2.99,825.98,0.7,1015.97,311.72,0.0628584069361,0.728518673468
103450406.2,1023.58,24380579.16,2.99,825.98,0.55,1016.17,301.0,0.0,0.593892769001
103450406.2,1023.58,24380579.16,2.99,825.98,0.91,1012.7,267.0,0.243924512537,0.856023686083
103450406.2,1023.58,24380579.16,2.99,825.98,0.97,1019.58,295.81,0.27808712894,0.891296004607
103450406.2,1023.58,24380579.16,2.99,825.98,0.63,1009.18,287.89,0.0,0.662386111613
103450406.2,1023.58,24380579.16,2.99,825.98,1.02,1023.16,271.06,0.310446367245,0.904432366053
103450406.2,1023.58,24380579.16,2.99,825.98,0.75,1010.52,304.62,0.106340516487,0.760115948544
103450406.2,1023.58,24380579.16,2.99,825.98,0.8,1020.73,280.01,0.178572487638,0.807778860343
72681088.62,1268.23,24519075.41,2.81,833.39,0.87,1258.87,302.16,0.460308063129,0.993815769086
72681088.62,1268.23,24519075.41,2.81,833.39,0.92,1253.69,280.42,0.476460977033,0.994139913747
72681088.62,1268.23,24519075.41,2.81,833.39,0.64,1266.81,292.38,0.372504189695,0.940733172814
72681088.62,1268.23,24519075.41,2.81,833.39,0.99,1264.79,313.7,0.485157391412,1.00540846159
72681088.62,1268.23,24519075.41,2.81,833.39,0.72,1263.4,266.91,0.420203712632,0.965302540376
72681088.62,1268.23,24519075.41,2.81,833.39,0.56,1256.06,271.59,0.289349218515,0.876547591519
72681088.62,1268.23,24519075.41,2.81,833.39,0.62,1261.94,307.78,0.346131336236,0.922862403891
72681088.62,1268.23,24519075.41,2.81,833.39,0.78,1258.55,285.58,0.442167692664,0.984396326314
54037659.12,1175.17,24307131.93,2.97,851.0,0.84,1172.99,296.38,0.383029364145,0.95814700961
54037659.12,1175.17,24307131.93,2.97,851.0,0.89,1160.81,306.88,0.389662899791,0.962510195258
54037659.12,1175.17,24307131.93,2.97,851.0,0.97,1167.48,270.82,0.423910446993,0.985206465708
54037659.12,1175.17,24307131.93,2.97,851.0,1.03,1165.75,301.28,0.427837710298,0.998904140601
54037659.12,1175.17,24307131.93,2.97,851.0,0.69,1168.89,317.6,0.301677175524,0.903689907758
54037659.12,1175.17,24307131.93,2.97,851.0,0.77,1170.44,266.74,0.359482232198,0.945868142844
54037659.12,1175.17,24307131.93,2.97,851.0,0.56,1162.49,281.16,0.173526909975,0.80363324053
54037659.12,1175.17,24307131.93,2.97,851.0,0.61,1174.65,288.98,0.247246240613,0.85798410181
124521184.74,1261.75,24331089.34,2.8,834.04,0.98,1259.18,306.1,0.480282556429,1.00173162357
124521184.74,1261.75,24331089.34,2.8,834.04,0.51,1251.21,271.71,0.21816386533,0.822366010761
124521184.74,1261.75,24331089.34,2.8,834.04,0.59,1255.37,317.92,0.310671226841,0.902066321173
124521184.74,1261.75,24331089.34,2.8,834.04,1.01,1249.83,297.53,0.480883805436,1.00220075337
124521184.74,1261.75,24331089.34,2.8,834.04,0.65,1247.15,294.22,0.360647479973,0.932221435629
124521184.74,1261.75,24331089.34,2.8,834.04,0.77,1260.63,265.63,0.439098935442,0.981802983593
124521184.74,1261.75,24331089.34,2.8,834.04,0.9,1253.6,284.81,0.471543180016,0.993814897459
124521184.74,1261.75,24331089.34,2.8,834.04,0.82,1257.4,279.17,0.454731511548,0.999826681136
48256022.5,1145.13,24188724.22,2.91,816.54,0.63,1141.6,267.25,0.186901081929,0.807673516125
48256022.5,1145.13,24188724.22,2.91,816.54,0.87,1144.58,289.24,0.371409816272,0.953678133909
48256022.5,1145.13,24188724.22,2.91,816.54,0.92,1138.17,270.42,0.387034630573,0.955632859033
48256022.5,1145.13,24188724.22,2.91,816.54,0.83,1131.03,281.15,0.339624816307,0.92040529302
48256022.5,1145.13,24188724.22,2.91,816.54,0.65,1132.79,310.45,0.188118214334,0.814534873114
48256022.5,1145.13,24188724.22,2.91,816.54,0.77,1139.58,316.71,0.302728673425,0.900487847898
48256022.5,1145.13,24188724.22,2.91,816.54,0.57,1136.84,299.1,0.092675022147,0.742883569521
48256022.5,1145.13,24188724.22,2.91,816.54,1.05,1135.11,296.88,0.415335181423,0.979141445304
73831113.31,1138.48,24104361.75,2.92,811.58,0.97,1133.44,313.47,0.388063297965,0.959417494016
73831113.31,1138.48,24104361.75,2.92,811.58,0.58,1129.99,302.98,0.0838658737349,0.738779454535
73831113.31,1138.48,24104361.75,2.92,811.58,0.52,1134.92,268.01,0.00536015345412,0.680910571809
73831113.31,1138.48,24104361.75,2.92,811.58,0.66,1137.41,295.9,0.197125389212,0.820548027146
73831113.31,1138.48,24104361.75,2.92,811.58,0.71,1125.99,308.86,0.229661743508,0.84689799218
73831113.31,1138.48,24104361.75,2.92,811.58,0.83,1131.61,272.56,0.333516601054,0.917695385043
73831113.31,1138.48,24104361.75,2.92,811.58,1.02,1127.9,283.36,0.407578746539,0.967099636399
73831113.31,1138.48,24104361.75,2.92,811.58,0.86,1124.11,286.25,0.342085828482,0.925678053928
56929907.22,1181.3,24481963.89,2.92,799.9,0.97,1177.21,298.41,0.421115488355,0.982158874274
56929907.22,1181.3,24481963.89,2.92,799.9,0.58,1171.41,264.32,0.143008275642,0.769901960736
56929907.22,1181.3,24481963.89,2.92,799.9,1.01,1168.45,304.7,0.427313493655,0.989315729413
56929907.22,1181.3,24481963.89,2.92,799.9,0.78,1173.62,273.78,0.339964891797,0.917826332088
56929907.22,1181.3,24481963.89,2.92,799.9,0.68,1179.06,312.29,0.257417377373,0.865325742822
56929907.22,1181.3,24481963.89,2.92,799.9,0.91,1167.55,282.7,0.400817805594,0.958555309768
56929907.22,1181.3,24481963.89,2.92,799.9,0.56,1173.91,286.75,0.118367114155,0.751132083414
56929907.22,1181.3,24481963.89,2.92,799.9,0.75,1179.71,295.62,0.319463128507,0.907596833576
121147155.24,1165.82,24375603.7,2.79,817.67,0.67,1158.71,298.09,0.264756299184,0.86375564451
121147155.24,1165.82,24375603.7,2.79,817.67,0.86,1156.29,295.33,0.390408031214,0.96122652049
121147155.24,1165.82,24375603.7,2.79,817.67,0.82,1152.48,272.5,0.373710881468,0.940352202903
121147155.24,1165.82,24375603.7,2.79,817.67,0.77,1164.45,286.28,0.356872924707,0.924765359801
121147155.24,1165.82,24375603.7,2.79,817.67,0.98,1160.76,313.99,0.430541852055,0.980397759497
121147155.24,1165.82,24375603.7,2.79,817.67,0.52,1163.27,263.32,0.0919894604436,0.724810912749
121147155.24,1165.82,24375603.7,2.79,817.67,0.58,1152.99,305.84,0.155126866939,0.779400205378
121147155.24,1165.82,24375603.7,2.79,817.67,1.04,1157.68,283.53,0.451839411176,0.995289031506
37964845.72,1026.46,24718406.48,2.9,818.45,0.71,1015.63,271.6,0.0984678195618,0.732775940242
37964845.72,1026.46,24718406.48,2.9,818.45,0.76,1023.32,290.85,0.160437360871,0.781339055915
37964845.72,1026.46,24718406.48,2.9,818.45,0.59,1017.15,285.44,0.0,0.629294614549
37964845.72,1026.46,24718406.48,2.9,818.45,0.99,1026.2,277.85,0.316983033388,0.901694170744
37964845.72,1026.46,24718406.48,2.9,818.45,0.93,1019.35,301.61,0.269930112149,0.872775389625
37964845.72,1026.46,24718406.48,2.9,818.45,0.52,1012.76,312.14,0.0,0.554668233996
37964845.72,1026.46,24718406.48,2.9,818.45,0.86,1013.36,267.29,0.227872885361,0.8306791459
37964845.72,1026.46,24718406.48,2.9,818.45,0.8,1021.94,308.08,0.183870373884,0.809390954652
38136766.84,1042.17,24837600.21,2.83,810.3,1.04,1040.68,298.64,0.351301042451,0.926820071593
38136766.84,1042.17,24837600.21,2.83,810.3,0.64,1033.94,312.14,0.0330361626301,0.693016345569
38136766.84,1042.17,24837600.21,2.83,810.3,0.72,1039.37,266.09,0.15037347072,0.766563314997
38136766.84,1042.17,24837600.21,2.83,810.3,0.89,1037.97,286.48,0.285243511951,0.872711160021
38136766.84,1042.17,24837600.21,2.83,810.3,0.83,1032.37,280.02,0.237222427135,0.834652094524
38136766.84,1042.17,24837600.21,2.83,810.3,0.55,1036.26,294.14,0.0,0.60653865712
38136766.84,1042.17,24837600.21,2.83,810.3,0.62,1027.98,276.65,0.00688194757464,0.66613670479
38136766.84,1042.17,24837600.21,2.83,810.3,0.95,1030.52,307.62,0.300374512395,0.896223301618
50864802.06,1054.6,24385896.17,2.75,822.09,0.56,1054.6,288.13,0.0,0.656042007162
50864802.06,1054.6,24385896.17,2.75,822.09,0.61,1040.59,311.8,0.027478839573,0.690529593181
50864802.06,1054.6,24385896.17,2.75,822.09,0.64,1046.65,272.75,0.0906622923591,0.726549156063
50864802.06,1054.6,24385896.17,2.75,822.09,0.91,1044.17,266.34,0.316641004646,0.904806291652
50864802.06,1054.6,24385896.17,2.75,822.09,1.04,1047.84,281.28,0.374750379099,0.941286957446
50864802.06,1054.6,24385896.17,2.75,822.09,0.85,1049.6,310.35,0.27966296813,0.877832937622
50864802.06,1054.6,24385896.17,2.75,822.09,0.75,1051.02,296.97,0.204643799364,0.823298713725
50864802.06,1054.6,24385896.17,2.75,822.09,0.82,1041.57,299.69,0.249009291966,0.852906120353
41044116.78,1237.99,24626336.82,2.99,820.39,0.76,1236.34,297.72,0.384121191084,0.958530541519
41044116.78,1237.99,24626336.82,2.99,820.39,0.89,1235.01,277.88,0.44157219388,1.00210885262
41044116.78,1237.99,24626336.82,2.99,820.39,0.54,1227.23,309.31,0.17460385349,0.809110896566
41044116.78,1237.99,24626336.82,2.99,820.39,0.59,1223.1,265.37,0.244503647137,0.853063022368
41044116.78,1237.99,24626336.82,2.99,820.39,0.66,1231.65,291.27,0.321733879055,0.911747369746
41044116.78,1237.99,24626336.82,2.99,820.39,0.99,1230.24,273.31,0.459765220002,0.994068847955
41044116.78,1237.99,24626336.82,2.99,820.39,0.83,1233.16,317.67,0.412123250256,0.979654584297
41044116.78,1237.99,24626336.82,2.99,820.39,0.94,1225.29,289.42,0.447130325451,0.994750066186
65502167.7,1055.15,24058508.03,2.8,822.4,0.75,1050.56,276.17,0.204280231005,0.81437041323
65502167.7,1055.15,24058508.03,2.8,822.4,0.82,1047.93,304.84,0.247409170582,0.851312856919
65502167.7,1055.15,24058508.03,2.8,822.4,0.97,1046.49,291.78,0.335875056627,0.912620924895
65502167.7,1055.15,24058508.03,2.8,822.4,1.03,1042.83,302.13,0.347848463449,0.92778389255
65502167.7,1055.15,24058508.03,2.8,822.4,0.64,1041.24,316.02,0.0598943983522,0.712825186128
65502167.7,1055.15,24058508.03,2.8,822.4,0.54,1044.3,265.0,0.0,0.618222406461
65502167.7,1055.15,24058508.03,2.8,822.4,0.88,1053.0,287.25,0.30026891667,0.892462059274
65502167.7,1055.15,24058508.03,2.8,822.4,0.7,1055.02,283.3,0.163487704555,0.780890420157
146056779.71,1161.48,24603059.28,2.87,799.12,0.73,1155.59,311.89,0.281687505437,0.882727052345
146056779.71,1161.48,24603059.28,2.87,799.12,0.94,1150.48,298.14,0.397773631943,0.960225323224
146056779.71,1161.48,24603059.28,2.87,799.12,0.9,1146.54,284.12,0.386449789367,0.959700636341
146056779.71,1161.48,24603059.28,2.87,799.12,0.57,1158.58,278.69,0.120658851395,0.747375977199
146056779.71,1161.48,24603059.28,2.87,799.12,0.6,1149.51,304.68,0.137593070919,0.768546772693
146056779.71,1161.48,24603059.28,2.87,799.12,1.03,1153.21,276.7,0.437691175418,0.984702246566
146056779.71,1161.48,24603059.28,2.87,799.12,0.7,1160.51,267.12,0.271580849396,0.864525257822
146056779.71,1161.48,24603059.28,2.87,799.12,0.81,1157.19,296.87,0.341112326057,0.921942343005
101667256.27,1150.42,24388406.33,2.94,844.85,0.74,1143.99,301.86,0.310530274359,0.906080538074
101667256.27,1150.42,24388406.33,2.94,844.85,0.91,1146.94,293.62,0.394470227768,0.959344228452
101667256.27,1150.42,24388406.33,2.94,844.85,0.6,1145.11,288.49,0.197751159406,0.815216033854
101667256.27,1150.42,24388406.33,2.94,844.85,0.57,1136.45,273.58,0.148573841394,0.778875056461
101667256.27,1150.42,24388406.33,2.94,844.85,0.97,1141.13,283.6,0.409776443545,0.968095112877
101667256.27,1150.42,24388406.33,2.94,844.85,0.78,1139.7,310.89,0.329762801141,0.920352839352
101667256.27,1150.42,24388406.33,2.94,844.85,1.04,1138.06,265.26,0.423963109421,0.980828303854
101667256.27,1150.42,24388406.33,2.94,844.85,0.67,1149.46,313.38,0.263947977782,0.875658149315
12293632.97,1050.52,24499239.18,2.88,827.28,0.8,1043.4,297.87,0.226365048355,0.837013099663
12293632.97,1050.52,24499239.18,2.88,827.28,0.68,1042.67,314.14,0.11370749075,0.752364355533
12293632.97,1050.52,24499239.18,2.88,827.28,0.58,1048.07,295.51,0.0,0.669084426409
12293632.97,1050.52,24499239.18,2.88,827.28,0.77,1040.6,263.44,0.207962357152,0.817752024385
12293632.97,1050.52,24499239.18,2.88,827.28,0.89,1035.6,278.54,0.283865988427,0.877839350899
12293632.97,1050.52,24499239.18,2.88,827.28,0.93,1045.74,272.58,0.316372160147,0.90125011113
12293632.97,1050.52,24499239.18,2.88,827.28,0.54,1037.84,286.81,0.0,0.615005946392
12293632.97,1050.52,24499239.18,2.88,827.28,1.01,1049.41,310.34,0.343863339018,0.926263690263
15664126.65,1234.45,24618655.43,2.81,830.32,0.65,1234.09,309.82,0.342736657402,0.920841522264
15664126.65,1234.45,24618655.43,2.81,830.32,0.61,1232.5,267.83,0.313162778821,0.9004141972
15664126.65,1234.45,24618655.43,2.81,830.32,0.79,1230.0,281.67,0.427602922897,0.970333326325
15664126.65,1234.45,24618655.43,2.81,830.32,0.77,1225.29,312.56,0.40743014894,0.962779114268
15664126.65,1234.45,24618655.43,2.81,830.32,0.96,1227.82,301.32,0.464604518699,0.994622267277
15664126.65,1234.45,24618655.43,2.81,830.32,0.54,1224.29,291.28,0.222838080519,0.826946211272
15664126.65,1234.45,24618655.43,2.81,830.32,0.9,1222.84,289.0,0.458571305204,1.00306442847
15664126.65,1234.45,24618655.43,2.81,830.32,0.99,1219.59,276.49,0.474378367478,0.994618496934
15370806.65,1162.36,24874381.57,2.98,816.18,0.51,1154.8,273.38,0.0354301604146,0.696095276673
15370806.65,1162.36,24874381.57,2.98,816.18,0.62,1161.15,315.86,0.192491242018,0.817092228174
15370806.65,1162.36,24874381.57,2.98,816.18,0.86,1149.47,299.98,0.363023041405,0.95215038972
15370806.65,1162.36,24874381.57,2.98,816.18,0.79,1159.47,281.93,0.34447969082,0.924836490595
15370806.65,1162.36,24874381.57,2.98,816.18,0.69,1148.19,284.8,0.257940957053,0.860165205694
15370806.65,1162.36,24874381.57,2.98,816.18,0.97,1157.05,269.98,0.416812816903,0.972445600051
15370806.65,1162.36,24874381.57,2.98,816.18,0.75,1155.98,296.97,0.306495519663,0.902724407879
15370806.65,1162.36,24874381.57,2.98,816.18,1.0,1152.27,304.96,0.413661584845,0.977407208712
19832569.11,1210.75,24712539.44,2.79,807.38,0.54,1199.56,264.11,0.158539456071,0.774171170298
19832569.11,1210.75,24712539.44,2.79,807.38,0.76,1196.99,309.48,0.3664340181,0.941216352785
19832569.11,1210.75,24712539.44,2.79,807.38,0.61,1207.08,285.92,0.258291663565,0.852130087343
19832569.11,1210.75,24712539.44,2.79,807.38,0.82,1202.26,314.46,0.403249365291,0.964083579686
19832569.11,1210.75,24712539.44,2.79,807.38,0.93,1204.87,280.6,0.454115963376,0.994912706047
19832569.11,1210.75,24712539.44,2.79,807.38,0.88,1205.35,298.58,0.429601144593,0.977496751524
19832569.11,1210.75,24712539.44,2.79,807.38,0.99,1210.58,271.44,0.47176091492,0.995345254039
19832569.11,1210.75,24712539.44,2.79,807.38,0.7,1198.74,291.76,0.332898556411,0.913140483002
71005725.43,1125.51,24554968.74,2.74,822.28,0.91,1116.76,292.04,0.39007940706,0.957498439988
71005725.43,1125.51,24554968.74,2.74,822.28,0.71,1123.12,285.15,0.278326963504,0.870275396638
71005725.43,1125.51,24554968.74,2.74,822.28,0.91,1119.75,267.97,0.394331104477,0.96052777965
71005725.43,1125.51,24554968.74,2.74,822.28,0.83,1124.55,305.19,0.353491757852,0.931150589776
71005725.43,1125.51,24554968.74,2.74,822.28,0.57,1120.46,275.06,0.114895124105,0.746317224657
71005725.43,1125.51,24554968.74,2.74,822.28,1.02,1114.42,316.5,0.416241149343,0.968452404107
71005725.43,1125.51,24554968.74,2.74,822.28,0.69,1112.25,278.25,0.245455452484,0.847638630892
71005725.43,1125.51,24554968.74,2.74,822.28,0.5,1113.59,300.03,0.0,0.658293708999
31708010.87,1146.31,24244665.39,2.84,833.54,1.05,1132.77,278.42,0.431967794268,0.979405399353
31708010.87,1146.31,24244665.39,2.84,833.54,0.98,1141.18,302.08,0.412659509871,0.969817361025
31708010.87,1146.31,24244665.39,2.84,833.54,0.51,1133.29,292.8,0.0451814553555,0.699436857956
31708010.87,1146.31,24244665.39,2.84,833.54,0.9,1135.16,288.3,0.392722993746,0.956661333693
31708010.87,1146.31,24244665.39,2.84,833.54,0.62,1143.21,312.79,0.206094492906,0.82249842738
31708010.87,1146.31,24244665.39,2.84,833.54,0.66,1138.19,306.03,0.24183090752,0.848203118356
31708010.87,1146.31,24244665.39,2.84,833.54,0.72,1145.75,272.25,0.309696462222,0.898157089427
31708010.87,1146.31,24244665.39,2.84,833.54,0.79,1139.83,265.2,0.348594066325,0.922012357494
107496575.8,1115.67,24213763.48,2.93,830.11,0.98,1108.46,289.99,0.384515108701,0.956257919807
107496575.8,1115.67,24213763.48,2.93,830.11,0.87,1115.63,309.13,0.341976306479,0.933452970324
107496575.8,1115.67,24213763.48,2.93,830.11,0.84,1105.3,301.4,0.3169067429,0.911936983093
107496575.8,1115.67,24213763.48,2.93,830.11,0.99,1100.99,294.73,0.378201187501,0.955373216205
107496575.8,1115.67,24213763.48,2.93,830.11,0.54,1107.73,267.31,0.0319857153157,0.696353469894
107496575.8,1115.67,24213763.48,2.93,830.11,0.75,1112.67,270.47,0.276833626308,0.880992682392
107496575.8,1115.67,24213763.48,2.93,830.11,0.7,1103.8,277.57,0.225304417225,0.835565560823
107496575.8,1115.67,24213763.48,2.93,830.11,0.62,1110.53,315.74,0.138690693093,0.780625409721
71856944.68,1059.46,24709760.3,2.78,798.97,0.66,1047.66,301.54,0.0647586715347,0.717846802688
71856944.68,1059.46,24709760.3,2.78,798.97,0.61,1046.07,272.41,0.00730934470649,0.667171496836
71856944.68,1059.46,24709760.3,2.78,798.97,0.75,1054.5,283.36,0.18805037547,0.798852315743
71856944.68,1059.46,24709760.3,2.78,798.97,0.83,1049.29,309.68,0.239465306778,0.845985881909
71856944.68,1059.46,24709760.3,2.78,798.97,0.92,1058.39,286.7,0.319030629945,0.906754397934
71856944.68,1059.46,24709760.3,2.78,798.97,1.02,1051.57,266.68,0.361317160487,0.929096841741
71856944.68,1059.46,24709760.3,2.78,798.97,0.54,1056.79,313.01,0.0,0.608546433793
71856944.68,1059.46,24709760.3,2.78,798.97,0.85,1053.53,294.8,0.265002120667,0.860956137026
146621149.3,1174.9,24358533.52,2.88,833.45,1.01,1165.37,304.48,0.432784803865,0.992665030705
146621149.3,1174.9,24358533.52,2.88,833.45,0.97,1174.76,281.52,0.437472322361,0.988702106149
146621149.3,1174.9,24358533.52,2.88,833.45,0.66,1172.73,315.04,0.277529662123,0.882423463848
146621149.3,1174.9,24358533.52,2.88,833.45,0.8,1160.01,276.81,0.368386066095,0.942684771249
146621149.3,1174.9,24358533.52,2.88,833.45,0.88,1163.5,265.12,0.403796830597,0.959329495347
146621149.3,1174.9,24358533.52,2.88,833.45,0.54,1167.8,288.19,0.14249709609,0.767858606665
146621149.3,1174.9,24358533.52,2.88,833.45,0.76,1166.1,293.3,0.349943571469,0.927589322055
146621149.3,1174.9,24358533.52,2.88,833.45,0.63,1170.84,299.48,0.247687546867,0.855048073227
103041460.16,1272.27,24169003.53,2.95,834.69,0.85,1268.81,304.9,0.44211133105,0.991999897118
103041460.16,1272.27,24169003.53,2.95,834.69,0.74,1262.2,291.67,0.407131758156,0.969723374557
103041460.16,1272.27,24169003.53,2.95,834.69,0.93,1264.16,286.56,0.464603946585,0.995854114346
103041460.16,1272.27,24169003.53,2.95,834.69,0.65,1260.11,272.55,0.353998432982,0.939897838585
103041460.16,1272.27,24169003.53,2.95,834.69,0.51,1268.37,301.56,0.204952316447,0.830503400392
103041460.16,1272.27,24169003.53,2.95,834.69,0.79,1265.0,314.73,0.422753490299,0.992527986683
103041460.16,1272.27,24169003.53,2.95,834.69,0.58,1271.67,278.49,0.303902316606,0.899796071937
103041460.16,1272.27,24169003.53,2.95,834.69,1.03,1257.87,264.96,0.478851196677,1.00853428947
23566180.82,1123.64,24004229.48,2.76,829.46,0.77,1110.71,283.56,0.309652932488,0.8987670399
23566180.82,1123.64,24004229.48,2.76,829.46,0.99,1116.32,269.77,0.412355624606,0.961025952373
23566180.82,1123.64,24004229.48,2.76,829.46,0.64,1120.64,270.05,0.209435652326,0.817047319464
23566180.82,1123.64,24004229.48,2.76,829.46,0.69,1115.23,291.14,0.25225677819,0.846925188371
23566180.82,1123.64,24004229.48,2.76,829.46,0.83,1119.34,315.41,0.34595686764,0.923301458458
23566180.82,1123.64,24004229.48,2.76,829.46,0.55,1109.31,304.78,0.0651755835131,0.715133042939
23566180.82,1123.64,24004229.48,2.76,829.46,0.92,1121.87,288.83,0.394949370013,0.9590097135
23566180.82,1123.64,24004229.48,2.76,829.46,0.91,1113.23,299.44,0.375952580428,0.952758519835
80944423.81,1192.83,24122428.57,2.84,819.43,0.84,1185.92,275.36,0.402101107429,0.95856149452
80944423.81,1192.83,24122428.57,2.84,819.43,0.69,1183.2,308.78,0.30101878998,0.898205725874
80944423.81,1192.83,24122428.57,2.84,819.43,0.92,1189.65,312.2,0.424563639016,0.981798514264
80944423.81,1192.83,24122428.57,2.84,819.43,0.51,1187.27,286.27,0.101379996588,0.735805639741
80944423.81,1192.83,24122428.57,2.84,819.43,0.72,1192.75,300.57,0.334248753585,0.918499161054
80944423.81,1192.83,24122428.57,2.84,819.43,0.9,1184.98,295.71,0.417289519743,0.972364225703
80944423.81,1192.83,24122428.57,2.84,819.43,0.61,1180.39,268.54,0.229967635323,0.832950131776
80944423.81,1192.83,24122428.57,2.84,819.43,1.02,1178.11,282.54,0.451702060781,1.00091144477
61059187.01,1235.29,24015836.83,2.78,830.71,1.02,1221.0,294.08,0.47316634752,0.993775324521
61059187.01,1235.29,24015836.83,2.78,830.71,0.57,1233.28,306.48,0.259790881507,0.860921899806
61059187.01,1235.29,24015836.83,2.78,830.71,0.93,1230.6,273.51,0.465269806136,0.992546858149
61059187.01,1235.29,24015836.83,2.78,830.71,0.8,1228.76,287.02,0.426888604707,0.972171041811
61059187.01,1235.29,24015836.83,2.78,830.71,0.72,1225.39,312.52,0.378103613243,0.957433624202
61059187.01,1235.29,24015836.83,2.78,830.71,0.89,1226.65,300.51,0.447322363147,1.0033173199
61059187.01,1235.29,24015836.83,2.78,830.71,0.7,1223.26,266.56,0.373239796625,0.94214697929
61059187.01,1235.29,24015836.83,2.78,830.71,0.56,1233.61,278.67,0.258412192137,0.851064157321
71207919.28,1193.83,24051073.44,2.75,806.52,0.75,1188.63,279.09,0.357094114523,0.925166042435
71207919.28,1193.83,24051073.44,2.75,806.52,1.02,1178.92,305.55,0.45162257833,1.00295801549
71207919.28,1193.83,24051073.44,2.75,806.52,0.87,1190.89,267.25,0.420820584482,0.965313487371
71207919.28,1193.83,24051073.44,2.75,806.52,0.83,1182.46,300.37,0.388020794627,0.960728234475
71207919.28,1193.83,24051073.44,2.75,806.52,0.59,1185.19,274.61,0.20134464561,0.811420491695
71207919.28,1193.83,24051073.44,2.75,806.52,0.67,1182.73,287.35,0.286517158444,0.875550421859
71207919.28,1193.83,24051073.44,2.75,806.52,0.53,1187.73,295.72,0.115172947471,0.747249747707
71207919.28,1193.83,24051073.44,2.75,806.52,0.98,1193.59,313.4,0.450420290421,1.00355675365
29314910.23,1048.75,24306361.71,2.8,829.29,0.67,1044.27,284.65,0.129764195013,0.751859745134
29314910.23,1048.75,24306361.71,2.8,829.29,0.78,1042.95,268.3,0.232159829977,0.830723862645
29314910.23,1048.75,24306361.71,2.8,829.29,0.76,1035.85,282.35,0.204271600899,0.813936754977
29314910.23,1048.75,24306361.71,2.8,829.29,1.02,1038.71,302.61,0.345871944202,0.92347383175
29314910.23,1048.75,24306361.71,2.8,829.29,0.88,1047.62,306.71,0.294142968008,0.892064644894
29314910.23,1048.75,24306361.71,2.8,829.29,0.53,1034.05,315.71,0.0,0.605178507251
29314910.23,1048.75,24306361.71,2.8,829.29,0.58,1040.7,295.85,0.0,0.665568414737
29314910.23,1048.75,24306361.71,2.8,829.29,0.94,1045.63,273.49,0.33087112142,0.907050359465
24069227.96,1197.54,24206934.0,2.92,829.08,1.04,1187.42,303.15,0.443422954406,0.992670584525
24069227.96,1197.54,24206934.0,2.92,829.08,0.98,1186.16,287.15,0.440359151879,0.999801279951
24069227.96,1197.54,24206934.0,2.92,829.08,0.73,1182.7,314.89,0.330301612907,0.920926072575
24069227.96,1197.54,24206934.0,2.92,829.08,0.69,1189.56,296.93,0.308787335988,0.904745057547
