P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,load,T_HTF_in_K,T_amb_input_K,eta_gross,eta_Q
102574478.8,1174.45,24508870.89,2.75,826.83,0.82,1166.63,300.75,0.387497636581,0.963134825803
102574478.8,1174.45,24508870.89,2.75,826.83,0.6,1161.06,294.62,0.212960648701,0.826565994334
13576016.18,1033.51,24795440.83,2.92,821.03,1.01,1021.93,308.8,0.310958041789,0.902874834685
13576016.18,1033.51,24795440.83,2.92,821.03,0.77,1022.8,281.62,0.171181963453,0.790275789276
13576016.18,1033.51,24795440.83,2.92,821.03,0.61,1028.4,272.77,0.0,0.665669127888
13576016.18,1033.51,24795440.83,2.92,821.03,0.56,1026.09,286.68,0.0,0.613239549277
13576016.18,1033.51,24795440.83,2.92,821.03,0.97,1018.66,296.11,0.291006000017,0.893195140362
13576016.18,1033.51,24795440.83,2.92,821.03,0.79,1030.91,268.32,0.200977321224,0.813600119907
13576016.18,1033.51,24795440.83,2.92,821.03,0.9,1032.68,298.28,0.270214507469,0.87412521648
13576016.18,1033.51,24795440.83,2.92,821.03,0.66,1024.96,312.59,0.0461710125029,0.70617432165
82281269.03,1242.64,24243517.03,2.77,819.24,0.52,1231.9,300.61,0.176402239441,0.797856905904
82281269.03,1242.64,24243517.03,2.77,819.24,1.0,1238.12,283.26,0.484152859303,0.996344636689
82281269.03,1242.64,24243517.03,2.77,819.24,0.57,1239.57,316.6,0.254797911516,0.85526909494
82281269.03,1242.64,24243517.03,2.77,819.24,0.9,1233.3,265.89,0.462461413654,1.00102917228
82281269.03,1242.64,24243517.03,2.77,819.24,0.79,1242.58,274.99,0.431128480692,0.973201035552
82281269.03,1242.64,24243517.03,2.77,819.24,0.75,1230.24,306.56,0.394911538033,0.959811614884
82281269.03,1242.64,24243517.03,2.77,819.24,0.64,1228.39,297.47,0.315241636538,0.905603369241
82281269.03,1242.64,24243517.03,2.77,819.24,0.92,1235.4,288.28,0.467311025773,0.994052076858
142729361.41,1117.82,24854200.45,2.84,829.84,0.89,1114.93,305.24,0.370298050544,0.944643210569
142729361.41,1117.82,24854200.45,2.84,829.84,0.95,1105.47,284.26,0.393293460381,0.961081767891
142729361.41,1117.82,24854200.45,2.84,829.84,0.75,1107.48,265.6,0.294450613712,0.880904917408
142729361.41,1117.82,24854200.45,2.84,829.84,0.69,1113.66,303.02,0.243853169167,0.846317772928
142729361.41,1117.82,24854200.45,2.84,829.84,1.05,1116.51,278.08,0.427652596865,0.970535843331
142729361.41,1117.82,24854200.45,2.84,829.84,0.55,1110.17,297.33,0.0693727246424,0.71711200123
142729361.41,1117.82,24854200.45,2.84,829.84,0.6,1104.15,316.59,0.131812428837,0.760515097988
142729361.41,1117.82,24854200.45,2.84,829.84,0.81,1112.01,270.27,0.338226578031,0.911148234272
143381964.54,1164.09,24417018.95,2.79,799.93,0.95,1150.27,264.56,0.417268114845,0.963130229034
143381964.54,1164.09,24417018.95,2.79,799.93,0.58,1154.4,287.01,0.138335664427,0.758074221116
143381964.54,1164.09,24417018.95,2.79,799.93,1.01,1156.77,305.16,0.432918481824,0.982693978535
143381964.54,1164.09,24417018.95,2.79,799.93,0.69,1161.15,293.42,0.269451256697,0.861945107339
143381964.54,1164.09,24417018.95,2.79,799.93,0.51,1156.2,276.72,0.0306804245811,0.683657508576
143381964.54,1164.09,24417018.95,2.79,799.93,0.72,1159.29,281.65,0.295965527803,0.883113995682
143381964.54,1164.09,24417018.95,2.79,799.93,0.88,1151.12,299.03,0.380423217701,0.956579074405
143381964.54,1164.09,24417018.95,2.79,799.93,0.81,1162.86,312.73,0.35455613726,0.930362358695
119452470.65,1072.39,24944629.76,2.74,836.1,0.52,1070.35,307.77,0.0,0.654793586788
119452470.65,1072.39,24944629.76,2.74,836.1,0.74,1066.08,263.71,0.239130245614,0.860474917044
119452470.65,1072.39,24944629.76,2.74,836.1,0.86,1058.19,299.77,0.306768384428,0.913873857736
119452470.65,1072.39,24944629.76,2.74,836.1,0.99,1060.93,276.31,0.377015813053,0.94975537499
119452470.65,1072.39,24944629.76,2.74,836.1,0.63,1064.43,291.61,0.11709836722,0.767148126934
119452470.65,1072.39,24944629.76,2.74,836.1,0.83,1061.49,317.72,0.29302146689,0.901590913502
119452470.65,1072.39,24944629.76,2.74,836.1,0.94,1067.62,277.8,0.365035834016,0.941552039541
119452470.65,1072.39,24944629.76,2.74,836.1,0.67,1070.56,290.49,0.177556271252,0.808151299958
24846494.91,1194.2,24405274.83,2.77,842.06,0.8,1180.1,283.32,0.402737411728,0.962045700538
24846494.91,1194.2,24405274.83,2.77,842.06,0.55,1184.72,269.71,0.207484722326,0.816261991934
24846494.91,1194.2,24405274.83,2.77,842.06,0.97,1186.86,308.12,0.449958222782,1.00059775347
24846494.91,1194.2,24405274.83,2.77,842.06,0.58,1189.95,275.66,0.252767704763,0.847408032621
24846494.91,1194.2,24405274.83,2.77,842.06,0.71,1193.33,318.1,0.358968021058,0.934519405506
24846494.91,1194.2,24405274.83,2.77,842.06,0.85,1191.42,302.38,0.420415011057,0.971369254822
24846494.91,1194.2,24405274.83,2.77,842.06,1.02,1182.69,290.43,0.464135696335,1.00109709279
24846494.91,1194.2,24405274.83,2.77,842.06,0.7,1186.29,292.41,0.353301163517,0.924203596596
68578994.56,1056.56,24530662.94,2.94,828.69,0.54,1055.15,300.47,0.0,0.635061652668
68578994.56,1056.56,24530662.94,2.94,828.69,0.67,1044.81,284.58,0.108181480307,0.745126101903
68578994.56,1056.56,24530662.94,2.94,828.69,0.62,1047.02,305.71,0.0376326003181,0.704364620916
68578994.56,1056.56,24530662.94,2.94,828.69,0.9,1041.7,293.52,0.285716210888,0.888995215487
68578994.56,1056.56,24530662.94,2.94,828.69,0.92,1051.37,311.29,0.301274354741,0.899311420587
68578994.56,1056.56,24530662.94,2.94,828.69,0.73,1053.52,264.02,0.183357039355,0.804896055918
68578994.56,1056.56,24530662.94,2.94,828.69,1.05,1050.43,282.49,0.359439286083,0.938242556999
68578994.56,1056.56,24530662.94,2.94,828.69,0.83,1048.59,270.15,0.255978827801,0.857818377567
47410952.1,1153.46,24780502.71,3.0,819.31,1.04,1149.04,304.9,0.418671320596,0.985865974605
