P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,load,T_HTF_in_K,T_amb_input_K,eta_gross,eta_Q
146130771.78,1238.50257752,24033092.8059,2.77717142057,813.145484576,0.9185697270252089,1143.80725239419,301.7509059108923,0.485019493375,1.00713422109
124700616.695,1271.23365283,24599754.3445,2.75405312241,834.426962951,0.9165630558345543,1255.8929746314911,311.3659472923299,0.525777023511,1.00788056332
124700616.695,1271.23365283,24599754.3445,2.75405312241,834.426962951,0.9607625447458937,1221.0591439522316,269.7246250268139,0.528112587035,1.00734192511
124700616.695,1271.23365283,24599754.3445,2.75405312241,834.426962951,0.5482890996500747,1243.4900557295907,292.76629628184344,0.467319004775,1.00144409189
124700616.695,1271.23365283,24599754.3445,2.75405312241,834.426962951,0.6621238887213861,1158.5919029018355,266.4260590752976,0.465942713546,1.00739383602
124700616.695,1271.23365283,24599754.3445,2.75405312241,834.426962951,0.679588281541589,1183.5823979307631,314.6984046705676,0.47260554077,0.995336999959
124700616.695,1271.23365283,24599754.3445,2.75405312241,834.426962951,0.7608691986119591,1216.81351641847,278.11063356771285,0.511908183389,1.02098481776
124700616.695,1271.23365283,24599754.3445,2.75405312241,834.426962951,1.036733771325741,1181.256435664538,287.73419841875887,0.52351829119,1.01905680216
124700616.695,1271.23365283,24599754.3445,2.75405312241,834.426962951,0.7869678586486724,1199.558704784935,303.0283806665334,0.500419528708,1.01627610491
124700616.695,1271.23365283,24599754.3445,2.75405312241,834.426962951,0.571648204051085,1155.2600861587068,299.2737921509945,0.417318068495,0.969331498525
124700616.695,1271.23365283,24599754.3445,2.75405312241,834.426962951,0.8627241324477153,1267.0065794214856,283.89508580348627,0.533270483597,1.00789647258
104335375.496,1097.9829844,24415783.2827,2.84609258374,838.887344239,0.9084082980274206,1048.0818568619943,274.6981917039552,0.447464873023,0.995822848292
104335375.496,1097.9829844,24415783.2827,2.84609258374,838.887344239,0.6047086990115565,996.8754158589209,267.0901120196302,0.287628071166,0.879194096941
104335375.496,1097.9829844,24415783.2827,2.84609258374,838.887344239,0.7010254792585652,1025.4310604872862,271.37179471413174,0.375823027666,0.946921969295
104335375.496,1097.9829844,24415783.2827,2.84609258374,838.887344239,0.5279292592192437,1036.9009232273165,284.63257289790675,0.269635598126,0.862902577523
104335375.496,1097.9829844,24415783.2827,2.84609258374,838.887344239,0.8048438474484567,1078.0238795969872,303.6083137971926,0.437748087514,0.994182537383
104335375.496,1097.9829844,24415783.2827,2.84609258374,838.887344239,0.8837035940712223,1001.7511867170668,314.2947948298777,0.401825441177,0.961549574218
104335375.496,1097.9829844,24415783.2827,2.84609258374,838.887344239,0.9976194262441125,1074.8373679609565,286.4011245020203,0.469148648305,0.993788861345
104335375.496,1097.9829844,24415783.2827,2.84609258374,838.887344239,0.7615976354538802,1015.7765709262715,295.61237516989144,0.383492863648,0.958654183154
104335375.496,1097.9829844,24415783.2827,2.84609258374,838.887344239,0.9681323918087882,1090.0498587007135,311.8992939132245,0.464835112019,0.993799296128
104335375.496,1097.9829844,24415783.2827,2.84609258374,838.887344239,0.6646031851699327,1061.6958649316741,296.5439227493464,0.382881836569,0.958424490854
100179727.185,1127.05275572,24510080.4235,2.91087010977,846.377387241,0.5995421245949676,1052.6910131927461,264.71833323342776,0.348903698267,0.925019341144
100179727.185,1127.05275572,24510080.4235,2.91087010977,846.377387241,0.7672617876706967,1022.3958090184191,282.26614973439746,0.393662031023,0.956283360182
100179727.185,1127.05275572,24510080.4235,2.91087010977,846.377387241,1.0429884598730776,1045.8534241490597,277.26602530071085,0.455144444757,0.994032247596
100179727.185,1127.05275572,24510080.4235,2.91087010977,846.377387241,0.7086956273612786,1101.9743510646906,295.4245111026976,0.42688098129,0.985297978596
100179727.185,1127.05275572,24510080.4235,2.91087010977,846.377387241,0.5532467305896266,1064.5137616175555,311.28111592733285,0.320394062845,0.909432898854
100179727.185,1127.05275572,24510080.4235,2.91087010977,846.377387241,0.910917745585809,1092.7757414286873,300.34350257319807,0.454911069089,0.993581529929
100179727.185,1127.05275572,24510080.4235,2.91087010977,846.377387241,0.7827848769270092,1027.8664896451803,302.2234344986344,0.393197744599,0.958407804554
100179727.185,1127.05275572,24510080.4235,2.91087010977,846.377387241,0.8840073623825969,1105.1273032118406,271.06813745734166,0.4654208923,0.993728299963
100179727.185,1127.05275572,24510080.4235,2.91087010977,846.377387241,0.6537505727827266,1071.2695958504353,288.6725997095797,0.392198311885,0.9560771412
100179727.185,1127.05275572,24510080.4235,2.91087010977,846.377387241,0.978474660637803,1123.7434984946456,315.4513396215227,0.47562210197,1.00600111235
107800907.87,1269.53241742,24250389.3432,2.7966931234,802.471348336,0.869692686554672,1219.785777155689,278.40441865279723,0.514808693881,1.0234771422
107800907.87,1269.53241742,24250389.3432,2.7966931234,802.471348336,0.6230221992167997,1216.6231279395788,293.27231572299854,0.451026785512,0.99970868408
107800907.87,1269.53241742,24250389.3432,2.7966931234,802.471348336,0.9615006235409511,1237.4785142262383,266.08835835678656,0.529535503546,1.01013017554
107800907.87,1269.53241742,24250389.3432,2.7966931234,802.471348336,0.8224616676330083,1178.9703426542615,303.14163421073056,0.48093592191,1.00265885088
107800907.87,1269.53241742,24250389.3432,2.7966931234,802.471348336,0.6865161895488706,1190.7575365427545,307.5749415645572,0.453956590371,0.997465393171
107800907.87,1269.53241742,24250389.3432,2.7966931234,802.471348336,0.5253642461957542,1253.7979038929052,287.91858984142607,0.42490638517,0.970063133396
107800907.87,1269.53241742,24250389.3432,2.7966931234,802.471348336,0.6072405968452623,1145.3333035893372,297.6087598166846,0.38750683889,0.958466465384
107800907.87,1269.53241742,24250389.3432,2.7966931234,802.471348336,0.910890537366835,1200.3744615602086,313.72686332256677,0.506208600742,1.02510375906
107800907.87,1269.53241742,24250389.3432,2.7966931234,802.471348336,1.0087021950487463,1262.163823865983,282.6057498200965,0.545498940968,1.03043764
107800907.87,1269.53241742,24250389.3432,2.7966931234,802.471348336,0.76745274693061,1157.657898208754,274.0951482093792,0.466904068445,0.993216060518
45020919.3993,1231.53926521,24358513.8258,2.94706030712,847.738612287,0.8452859305632239,1201.537363153294,312.2247386054049,0.491571061438,1.03439518886
45020919.3993,1231.53926521,24358513.8258,2.94706030712,847.738612287,0.6061645418111546,1168.5558218070819,306.65216214713166,0.429061911791,0.996844703366
45020919.3993,1231.53926521,24358513.8258,2.94706030712,847.738612287,0.9796342532575395,1193.865974895074,318.0516035662771,0.495891545133,1.01997090549
45020919.3993,1231.53926521,24358513.8258,2.94706030712,847.738612287,0.922260371500299,1137.2607130650242,275.2354521371146,0.47901160388,1.00646667265
45020919.3993,1231.53926521,24358513.8258,2.94706030712,847.738612287,0.7947362357693718,1113.6223777008447,292.2645389921498,0.449956107043,0.992624871446
45020919.3993,1231.53926521,24358513.8258,2.94706030712,847.738612287,0.646923445624655,1182.2012156304893,271.4873707918994,0.455203208982,0.993213319288
45020919.3993,1231.53926521,24358513.8258,2.94706030712,847.738612287,0.7658940813822728,1155.0925218244997,283.5685983507302,0.466037771277,0.995225978353
45020919.3993,1231.53926521,24358513.8258,2.94706030712,847.738612287,0.5350560591643381,1216.3098860899747,288.6981068563375,0.435393156088,0.995605811435
45020919.3993,1231.53926521,24358513.8258,2.94706030712,847.738612287,1.0383654765226935,1222.6671216532382,265.94905699963414,0.512093475006,1.01124198294
45020919.3993,1231.53926521,24358513.8258,2.94706030712,847.738612287,0.7059557129312798,1132.3769903157538,301.38297255025583,0.437639325377,0.998818268515
67247321.32,1099.82289715,24021946.8541,2.84129405664,815.363972994,0.6732122799290503,1013.11809289111,317.034790994093,0.307145278135,0.90084252377
67247321.32,1099.82289715,24021946.8541,2.84129405664,815.363972994,0.6264303601523926,1033.609705485527,274.5368316516191,0.307162663157,0.896347366308
67247321.32,1099.82289715,24021946.8541,2.84129405664,815.363972994,0.5777035884706467,1093.2331901103848,288.18458761112345,0.335093261165,0.913443882597
67247321.32,1099.82289715,24021946.8541,2.84129405664,815.363972994,0.928448628989314,1001.8318865585135,308.760016706119,0.399579256123,0.961285351996
67247321.32,1099.82289715,24021946.8541,2.84129405664,815.363972994,1.048165496594785,1040.5225187039416,304.9093602027125,0.447173441956,0.994657276365
67247321.32,1099.82289715,24021946.8541,2.84129405664,815.363972994,0.7365837751867137,1083.4967104863676,279.949771615691,0.413121460635,0.964900895079
67247321.32,1099.82289715,24021946.8541,2.84129405664,815.363972994,0.8686463494606054,1077.7404979513115,269.9869537031992,0.448715484219,1.00190359882
